"strain","num_nodes","mean_diameter","sd_diameter","n","se_diameter","ci_lower","ci_upper"
"Petite w/o Delay",10,5.57333333333333,0.552848103588161,300,0.0319187001427599,5.51051957632439,5.63614709034228
"Petite w/o Delay",15,6.72,0.579701226241316,300,0.033469065901998,6.65413523221554,6.78586476778446
"Petite w/o Delay",20,7.55333333333333,0.633899295322944,300,0.0365981928793816,7.48131066373181,7.62535600293486
"Petite w/o Delay",25,8.20666666666667,0.631361714288876,300,0.0364516855700706,8.13493231314587,8.27840102018746
"Petite w/o Delay",30,8.70666666666667,0.607056241069662,300,0.0350484084194812,8.63769386388444,8.7756394694489
"Petite w/o Delay",35,9.17666666666667,0.658458386722888,300,0.0380161126824626,9.1018536306163,9.25147970271703
"Petite w/o Delay",40,9.52333333333333,0.695991068510973,300,0.0401830630758385,9.44425589131245,9.60241077535421
"Petite w/o Delay",45,9.88333333333333,0.729036260038134,300,0.0420909280982015,9.80050134713037,9.96616531953629
"Petite w/o Delay",50,10.2366666666667,0.731966396021866,300,0.0422600995780985,10.1535017628893,10.3198315704441
"Petite w/o Delay",55,10.5266666666667,0.728738009055171,300,0.0420737085696715,10.4438685672848,10.6094647660485
"Petite w/o Delay",60,10.7466666666667,0.710048909396156,300,0.0409946928977671,10.6659919942389,10.8273413390944
"Petite w/o Delay",65,10.9966666666667,0.710637442115182,300,0.0410286718501428,10.9159251260504,11.0774082072829
"Petite w/o Delay",70,11.2233333333333,0.717755388845167,300,0.0414396266962061,11.1417830624829,11.3048836041838
"Petite w/o Delay",75,11.42,0.724811127514308,300,0.0418469899582022,11.3376480669002,11.5023519330998
"Petite w/o Delay",80,11.5666666666667,0.726163388256184,300,0.0419250627685358,11.484161091767,11.6491722415663
"Petite w/o Delay",85,11.7333333333333,0.728462592072546,300,0.0420578073627657,11.6505665264083,11.8161001402584
"Petite w/o Delay",90,11.9033333333333,0.771994477831002,300,0.0445711219588633,11.8156205000469,11.9910461666197
"Petite w/o Delay",95,12.09,0.759708622193701,300,0.0438617977529213,12.0036830668635,12.1763169331365
