"date","strain","time_lapse_replicate","id_file","file_id","replicate","timepoint","LABEL","ID","TRACK_ID","QUALITY","POSITION_X","POSITION_Y","POSITION_Z","POSITION_T","FRAME","RADIUS","VISIBILITY","MANUAL_SPOT_COLOR","MEAN_INTENSITY_CH1","MEDIAN_INTENSITY_CH1","MIN_INTENSITY_CH1","MAX_INTENSITY_CH1","TOTAL_INTENSITY_CH1","STD_INTENSITY_CH1","CONTRAST_CH1","SNR_CH1","ELLIPSE_X0","ELLIPSE_Y0","ELLIPSE_MAJOR","ELLIPSE_MINOR","ELLIPSE_THETA","ELLIPSE_ASPECTRATIO","AREA","PERIMETER","CIRCULARITY","SOLIDITY","SHAPE_INDEX","minutes","division_id","spot_num","percentage_cell_cycle","division_number","dt_minutes","percentage_max_area","Strain"
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2476",2476,5,933,45.7890782747153,80.5231038080267,0,10200,34,2.52403005962776,1,NA,10491.2924731183,10554,7185,13655,9756902,1763.04673430658,-0.948081193327417,-217.328156095019,0.00383775520277348,-0.00766230240519344,2.79594218149393,2.30274699650618,2.43755322225479,1.21417688775017,20.014231471988,16.560143368852,0.917108244374862,0.978947368421053,3.701643867166,170,"2022nov22_gob8_6_5_19",11,0.75,1,60,91.3107511045655,"Grande"
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2740",2740,5,729,42.443330609665,82.7977151454168,0,14100,47,2.23392108137804,1,NA,10492.7884615385,10482,7507,13140,7638750,1451.84312087243,-0.94984654496246,-273.749801306167,0.00500112198630575,0.0139342633748824,2.432489658801,2.08891062904326,-0.438221138819061,1.16447761095222,15.6778146530573,14.4987132823368,0.937209034868129,0.985791610284168,3.66173320845064,235,"2022nov22_gob8_6_5_39",9,0.533333333333333,1,40,76.1630946157868,"Grande"
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2490",2490,5,984,45.9264487293477,80.9659705594163,0,10800,36,2.59693397838103,1,NA,10568.5501519757,10591,7183,13922,10431159,1876.35931910413,-0.947239865526705,-202.24764505739,-0.00297326254937842,-0.000837213194552671,2.84822571301457,2.38829790361173,2.50509739203734,1.19257556132646,21.1871084776045,16.9078444986749,0.931333155757404,0.986472945891783,3.67326617688777,180,"2022nov22_gob8_6_5_19",13,0.875,1,70,96.6617574864997,"Grande"
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2618",2618,5,537,46.0585108724156,79.7973840038309,0,8700,29,1.91617620737233,1,NA,9981.84758364312,9940,7265,12810,5370234,1477.23853648353,-0.951424383658959,-264.695317828674,-0.0016281596294046,0.0178488304356287,2.03297306801453,1.84818305552886,-0.760001704154968,1.0999846914151,11.5350839451458,12.3388576042819,0.952095952233074,0.990757855822551,3.63299309658019,145,"2022nov22_gob8_6_5_19",6,0.4375,1,35,52.626411389298,"Grande"
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2759",2759,5,688,42.3084564036242,82.7456085359887,0,13800,46,2.17093723539687,1,NA,10343.0262390671,10287,7563,12940,7095316,1385.21063750587,-0.950523906710629,-286.899273631258,0.00503031960929479,-0.00114088890589818,2.32984317340658,2.04994136376368,-0.483600722099399,1.13654137361715,14.8062271534707,14.1880453290623,0.924291879121404,0.979359430604982,3.68723114378615,230,"2022nov22_gob8_6_5_39",8,0.466666666666667,1,35,71.9289074751699,"Grande"
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2631",2631,5,369,42.6302661898478,81.9360549355463,0,12600,42,1.57799366768368,1,NA,9581.7029972752,9538,7394,11474,3516485,964.41373599266,-0.954118567271124,-413.213678669081,0.0145400048407127,-0.0266425765061419,1.70600142831962,1.52995286505113,-1.25226984965737,1.11506796535369,7.82276681727703,10.4552975388716,0.899285220131159,0.970627503337783,3.73814552309489,210,"2022nov22_gob8_6_5_39",4,0.2,1,15,38.003136434919,"Grande"
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID9162",9162,5,-1,46.7726207112588,77.3349708885057,0,6600,22,0.716381027137736,1,NA,8218.53608247423,8135,7242,9102,797198,462.648446038667,-0.0214716078397524,-0.779586822131773,0,0,0.716381027137736,0.716381027137736,0,1,1.61227092942567,4.50115474405404,1,1,3.54490770181103,110,"2022nov22_gob8_6_5_19",1,0,1,0,7.35564939158219,"Grande"
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2382",2382,5,423,46.3596379016609,78.1576340357431,0,8100,27,1.70023626033273,1,NA,9569.10426540284,9499,7012,12216,4038162,1271.58783920277,-0.95417782313774,-313.406874039861,-0.00741233787757518,-0.00575589670389359,1.76862373703479,1.66834633577126,-0.969575999360266,1.06010586597846,9.08172653890207,11.1161955819306,0.923561724730592,0.983682983682984,3.68868839132834,135,"2022nov22_gob8_6_5_19",4,0.3125,1,25,41.4334806087383,"Grande"
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2511",2511,5,992,46.0985078608868,81.2504463090589,0,11100,37,2.60877716411805,1,NA,10615.7429435484,10668,7068,14029,10530817,1896.37691349397,-0.946975235089894,-199.947325665433,0.00761372696660295,-0.0107238369078764,2.88543279125695,2.39287452302612,-0.659871466126844,1.20584375130875,21.3807945886237,16.927617215428,0.937652780169074,0.990034877927255,3.66086664610039,185,"2022nov22_gob8_6_5_19",14,0.9375,1,75,97.5454099165439,"Grande"
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID9173",9173,5,-1,43.0562389297055,82.0293478757308,0,11700,39,0.716381027137736,1,NA,8617.36082474227,8792,7642,9016,835884,364.111938647965,-8.20471172954244e-05,-0.00388390246961873,0,0,0.716381027137736,0.716381027137736,0,1,1.61227092942567,4.50115474405404,1,1,3.54490770181103,195,"2022nov22_gob8_6_5_39",1,0,1,0,7.83244004738783,"Grande"
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2776",2776,5,945,42.2401672516995,83.474688422101,0,15000,50,2.53688885611892,1,NA,10767.3276414088,10749,7405,13677,10088986,1592.39864173613,-0.948144207511877,-247.265341106458,-0.00157686708964039,0.000346655848802195,2.76264536120975,2.35382953408232,-0.427022441934176,1.17368115286514,20.2186779225083,16.4481771883952,0.939132924710409,0.983769633507854,3.65798060709578,250,"2022nov22_gob8_6_5_39",12,0.733333333333333,1,55,98.2226868792474,"Grande"
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2399",2399,5,283,46.5314853854158,78.4938175885601,0,7800,26,1.39357254010989,1,NA,9589.74558303887,9531,7223,11732,2713898,1044.17878024474,-0.953295635758557,-374.914604196229,0.0214292794505039,0.00762490291934323,1.458262889749,1.38520400834422,1.96113343347464,1.05274232601457,6.10111249710602,9.3203080593824,0.882588699946243,0.96264855687606,3.77333835965591,130,"2022nov22_gob8_6_5_19",3,0.25,1,20,27.8350515463918,"Grande"
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2529",2529,5,1019,46.1123179099028,81.0415823203104,0,11400,38,2.6413963000879,1,NA,10574.4219823356,10560,6963,14069,10775336,1941.09583073932,-0.947191832738164,-195.423373294137,0.0112528990158045,0.0249919556750858,2.84436839441555,2.4893325190662,2.47496597221572,1.14262292105617,21.9188115636772,17.1193873112128,0.93983244109668,0.985963213939981,3.6566190379628,190,"2022nov22_gob8_6_5_19",15,1,1,80,100,"Grande"
