file_num,sim_number,cluster_size,overlap_vol,not_added_nodes
1,9,195,7.361472e+01,0
1,9,200,7.395383e+01,0
1,9,205,7.476778e+01,0
1,9,210,7.775698e+01,0
1,9,215,8.084382e+01,0
1,9,220,8.312536e+01,0
1,9,225,8.745581e+01,0
1,9,230,8.882907e+01,0
1,9,235,9.031857e+01,0
1,9,240,9.244992e+01,0
1,9,245,9.548431e+01,0
1,9,250,9.802533e+01,0
1,9,255,1.003953e+02,0
1,9,260,1.021810e+02,0
1,9,265,1.037092e+02,0
1,9,270,1.055980e+02,0
1,9,275,1.075350e+02,0
1,9,280,1.102874e+02,0
1,9,285,1.163912e+02,0
1,9,290,1.168868e+02,0
1,9,295,1.225135e+02,0
1,9,300,1.253991e+02,0
1,9,305,1.264808e+02,0
1,9,310,1.317284e+02,0
1,9,315,1.358363e+02,0
1,9,320,1.396178e+02,0
1,9,325,1.428337e+02,0
1,9,330,1.439671e+02,0
