"sim_number","transfer","time","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","experiment"
19,2,850,"petite","second",11,381,2663,97759,392,100422,1728,64537,172326,9847492,66265,10019818,"Normal"
45,1,890,"petite","second",509,322,50045,50049,831,100094,37765,41818,3695844,6358223,79583,10054067,"Normal"
45,2,850,"petite","second",8,397,1477,98550,405,100027,958,65172,95249,9930259,66130,10025508,"Normal"
42,1,890,"petite","second",499,330,50173,50037,829,100210,38115,41639,3710292,6350809,79754,10061101,"Normal"
42,2,855,"petite","second",11,396,1940,98071,407,100011,1281,66626,127811,10161133,67907,10288944,"Normal"
27,1,890,"petite","second",517,322,50091,50060,839,100151,37819,41584,3698671,6344258,79403,10042929,"Normal"
27,2,855,"petite","second",20,382,3870,96358,402,100228,2629,65608,259140,10015307,68237,10274447,"Normal"
18,1,890,"petite","second",501,320,50018,50187,821,100205,37809,41628,3694738,6369268,79437,10064006,"Normal"
18,2,855,"petite","second",18,388,3509,96775,406,100284,2371,65960,232299,10044007,68331,10276306,"Normal"
20,1,890,"petite","second",511,328,50015,50185,839,100200,37733,41686,3683440,6358588,79419,10042028,"Normal"
20,2,855,"petite","second",14,386,2806,97286,400,100092,1875,66082,186654,10103758,67957,10290412,"Normal"
20,3,850,"petite","second",1,386,208,99903,387,100111,141,65938,13807,10062086,66079,10075893,"Normal"
16,1,890,"petite","second",520,337,50079,50094,857,100173,38023,41807,3699182,6364696,79830,10063878,"Normal"
16,2,850,"petite","second",11,399,2283,97975,410,100258,1474,64845,146226,9894851,66319,10041077,"Normal"
16,3,850,"petite","second",2,386,342,99865,388,100207,221,65847,22228,10062285,66068,10084513,"Normal"
29,1,890,"petite","second",514,320,50123,50197,834,100320,38059,41805,3699004,6368657,79864,10067661,"Normal"
29,2,855,"petite","second",17,390,3320,96896,407,100216,2236,65985,220958,10059248,68221,10280206,"Normal"
11,1,890,"petite","second",503,323,50056,50160,826,100216,37721,41599,3691228,6355031,79320,10046259,"Normal"
11,2,855,"petite","second",14,388,2872,97288,402,100160,1934,65972,192434,10084748,67906,10277182,"Normal"
