"sim_number","transfer","time","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","carr_cap"
5,4,855,"petite","second",7,55,862,9212,62,10074,578,6237,57017,958234,6815,1015251,"1mill"
5,5,850,"petite","second",2,59,183,9819,61,10002,121,6497,11634,991113,6618,1002747,"1mill"
31,1,890,"petite","second",56,35,5005,5147,91,10152,3752,4291,368527,650544,8043,1019071,"1mill"
31,2,870,"petite","second",25,39,3232,6868,64,10100,2365,5102,233435,776043,7467,1009478,"1mill"
31,3,860,"petite","second",15,46,1688,8334,61,10022,1151,5816,115047,888046,6967,1003093,"1mill"
31,4,855,"petite","second",8,56,732,9374,64,10106,487,6323,48257,971377,6810,1019634,"1mill"
31,5,855,"petite","second",8,59,586,9466,67,10052,374,6487,38267,984921,6861,1023188,"1mill"
31,6,855,"petite","second",6,60,773,9348,66,10121,527,6362,50477,968176,6889,1018653,"1mill"
31,7,855,"petite","second",8,57,706,9344,65,10050,478,6360,46520,969051,6838,1015571,"1mill"
31,8,855,"petite","second",5,62,649,9384,67,10033,438,6343,43571,974606,6781,1018177,"1mill"
31,9,850,"petite","second",2,59,169,9867,61,10036,114,6450,11041,995572,6564,1006613,"1mill"
36,1,890,"petite","second",48,33,5046,5043,81,10089,3783,4224,370736,641271,8007,1012007,"1mill"
36,2,870,"petite","second",23,47,2500,7505,70,10005,1808,5539,179514,846820,7347,1026334,"1mill"
36,3,860,"petite","second",17,54,1932,8326,71,10258,1306,5741,131201,886911,7047,1018112,"1mill"
36,4,855,"petite","second",11,57,1145,8915,68,10060,768,6114,76326,926078,6882,1002404,"1mill"
36,5,855,"petite","second",6,61,622,9466,67,10088,427,6387,42124,975164,6814,1017288,"1mill"
36,6,855,"petite","second",3,58,346,9679,61,10025,237,6634,22603,1002582,6871,1025185,"1mill"
36,7,850,"petite","second",3,58,306,9711,61,10017,201,6428,19922,981954,6629,1001876,"1mill"
14,1,890,"petite","second",51,32,5014,5124,83,10138,3842,4306,372436,650967,8148,1023403,"1mill"
14,2,870,"petite","second",27,46,2915,7149,73,10064,2137,5337,208928,811927,7474,1020855,"1mill"
14,3,855,"petite","second",10,56,1120,8932,66,10052,776,6170,74840,928157,6946,1002997,"1mill"
14,4,850,"petite","second",5,54,399,9799,59,10198,262,6475,25879,989634,6737,1015513,"1mill"
13,1,890,"petite","second",52,30,5055,5107,82,10162,3831,4282,374545,643599,8113,1018144,"1mill"
13,2,870,"petite","second",27,44,3000,7080,71,10080,2210,5270,216781,800738,7480,1017519,"1mill"
13,3,860,"petite","second",16,44,1816,8326,60,10142,1231,5847,123571,888700,7078,1012271,"1mill"
13,4,855,"petite","second",4,56,548,9467,60,10015,361,6518,35905,983089,6879,1018994,"1mill"
13,5,855,"petite","second",2,58,392,9671,60,10063,264,6647,25541,1002711,6911,1028252,"1mill"
13,6,850,"petite","second",2,51,133,9892,53,10025,94,6526,8710,995793,6620,1004503,"1mill"
25,1,890,"petite","second",50,37,5019,5133,87,10152,3809,4214,369930,651988,8023,1021918,"1mill"
25,2,870,"petite","second",28,40,3045,7037,68,10082,2193,5218,217106,798192,7411,1015298,"1mill"
25,3,860,"petite","second",14,55,1657,8393,69,10050,1165,5872,112920,895328,7037,1008248,"1mill"
25,4,860,"petite","second",12,52,1516,8523,64,10039,1038,5947,103765,911940,6985,1015705,"1mill"
25,5,855,"petite","second",10,58,914,9156,68,10070,611,6253,60723,953738,6864,1014461,"1mill"
25,6,850,"petite","second",3,70,376,9789,73,10165,248,6482,24467,988889,6730,1013356,"1mill"
25,7,850,"petite","second",2,58,332,9744,60,10076,225,6474,21536,986074,6699,1007610,"1mill"
25,8,850,"petite","second",1,60,152,10053,61,10205,99,6622,9952,1009672,6721,1019624,"1mill"
25,9,850,"petite","second",1,62,175,9976,63,10151,116,6591,11298,1006403,6707,1017701,"1mill"
25,10,850,"petite","second",1,61,70,10039,62,10109,52,6625,4629,1012310,6677,1016939,"1mill"
22,1,890,"petite","second",50,37,5008,5027,87,10035,3773,4242,367815,641857,8015,1009672,"1mill"
22,2,870,"petite","second",30,45,3207,6883,75,10090,2315,5063,229292,779360,7378,1008652,"1mill"
22,3,855,"petite","second",9,52,978,9143,61,10121,637,6209,64667,945425,6846,1010092,"1mill"
22,4,860,"petite","second",9,49,1206,8839,58,10045,808,6185,81447,939079,6993,1020526,"1mill"
22,5,850,"petite","second",8,59,716,9442,67,10158,487,6268,47150,955214,6755,1002364,"1mill"
22,6,855,"petite","second",4,58,557,9480,62,10037,370,6498,37457,986253,6868,1023710,"1mill"
22,7,850,"petite","second",2,62,268,9989,64,10257,177,6658,17428,1008338,6835,1025766,"1mill"
22,8,850,"petite","second",2,61,124,9904,63,10028,83,6542,8387,1000691,6625,1009078,"1mill"
22,9,850,"petite","second",1,58,86,10053,59,10139,60,6611,5429,1016632,6671,1022061,"1mill"
49,1,885,"petite","second",48,36,5063,5205,84,10268,3751,4202,365079,639802,7953,1004881,"1mill"
49,2,875,"petite","second",30,40,3783,6237,70,10020,2880,4760,279573,727122,7640,1006695,"1mill"
49,3,865,"petite","second",21,47,2202,7823,68,10025,1557,5613,154297,858648,7170,1012945,"1mill"
49,4,855,"petite","second",10,50,1127,9022,60,10149,742,6110,75326,937142,6852,1012468,"1mill"
49,5,850,"petite","second",2,58,130,9985,60,10115,84,6569,8495,1006809,6653,1015304,"1mill"
49,6,850,"petite","second",1,63,91,9965,64,10056,59,6672,5784,1006214,6731,1011998,"1mill"
47,1,890,"petite","second",51,32,5013,5054,83,10067,3806,4187,369920,640704,7993,1010624,"1mill"
47,2,865,"petite","second",26,41,2572,7494,67,10066,1838,5372,180787,820667,7210,1001454,"1mill"
47,3,855,"petite","second",8,60,721,9365,68,10086,491,6396,47884,974377,6887,1022261,"1mill"
47,4,855,"petite","second",7,53,841,9171,60,10012,571,6257,55752,949276,6828,1005028,"1mill"
40,1,885,"petite","second",52,37,5059,5245,89,10304,3685,4267,365841,652919,7952,1018760,"1mill"
40,2,870,"petite","second",26,49,2646,7373,75,10019,1922,5471,188895,836759,7393,1025654,"1mill"
40,3,860,"petite","second",15,51,1390,8719,66,10109,970,6066,95605,932035,7036,1027640,"1mill"
40,4,855,"petite","second",7,54,911,9126,61,10037,600,6134,60843,947959,6734,1008802,"1mill"
40,5,850,"petite","second",4,55,409,9745,59,10154,270,6429,26408,984433,6699,1010841,"1mill"
40,6,850,"petite","second",1,57,61,9967,58,10028,37,6601,4015,1001556,6638,1005571,"1mill"
23,1,890,"petite","second",51,33,5114,5062,84,10176,3881,4200,379108,638839,8081,1017947,"1mill"
23,2,870,"petite","second",30,46,2850,7230,76,10080,2120,5346,205463,818607,7466,1024070,"1mill"
23,3,855,"petite","second",12,58,1002,9136,70,10138,677,6242,66932,951241,6919,1018173,"1mill"
23,4,855,"petite","second",8,55,1146,8886,63,10032,777,6004,75980,926885,6781,1002865,"1mill"
23,5,855,"petite","second",6,56,591,9454,62,10045,375,6395,38726,976042,6770,1014768,"1mill"
23,6,855,"petite","second",4,57,375,9661,61,10036,251,6611,24547,1004088,6862,1028635,"1mill"
23,7,850,"petite","second",1,61,122,9969,62,10091,83,6577,8036,1006731,6660,1014767,"1mill"
23,8,850,"petite","second",1,61,127,10003,62,10130,86,6633,8201,1009399,6719,1017600,"1mill"
24,1,890,"petite","second",51,32,5044,5045,83,10089,3840,4204,372808,641117,8044,1013925,"1mill"
24,2,865,"petite","second",24,48,2525,7645,72,10170,1763,5498,176155,840530,7261,1016685,"1mill"
24,3,860,"petite","second",17,49,1718,8381,66,10099,1195,5816,117688,895097,7011,1012785,"1mill"
24,4,860,"petite","second",13,58,1369,8762,71,10131,920,6179,92618,934626,7099,1027244,"1mill"
24,5,855,"petite","second",5,57,583,9545,62,10128,383,6455,38456,986469,6838,1024925,"1mill"
24,6,850,"petite","second",5,55,579,9569,60,10148,361,6299,37373,963696,6660,1001069,"1mill"
24,7,855,"petite","second",4,62,471,9583,66,10054,331,6488,31503,995007,6819,1026510,"1mill"
24,8,850,"petite","second",1,63,130,9951,64,10081,89,6601,8284,1003802,6690,1012086,"1mill"
24,9,845,"petite","second",2,56,229,10063,58,10292,149,6461,14653,986900,6610,1001553,"1mill"
24,10,850,"petite","second",1,66,119,9967,67,10086,72,6548,7806,1005757,6620,1013563,"1mill"
24,11,850,"petite","second",2,54,235,9831,56,10066,149,6453,15385,993500,6602,1008885,"1mill"
24,12,850,"petite","second",1,67,80,9953,68,10033,47,6583,4974,1005178,6630,1010152,"1mill"
12,1,890,"petite","second",49,34,5037,5058,83,10095,3800,4212,372407,638190,8012,1010597,"1mill"
12,2,870,"petite","second",31,39,3200,6805,70,10005,2309,5095,228095,774301,7404,1002396,"1mill"
12,3,860,"petite","second",17,56,1708,8346,73,10054,1177,5835,116540,891539,7012,1008079,"1mill"
12,4,855,"petite","second",14,53,1636,8642,67,10278,1094,5894,108810,898087,6988,1006897,"1mill"
12,5,855,"petite","second",6,55,680,9398,61,10078,465,6411,45694,976021,6876,1021715,"1mill"
12,6,855,"petite","second",5,57,644,9405,62,10049,423,6439,42579,979231,6862,1021810,"1mill"
12,7,850,"petite","second",3,62,274,9842,65,10116,178,6513,17566,992699,6691,1010265,"1mill"
15,1,890,"petite","second",50,30,5042,5045,80,10087,3833,4249,373968,640939,8082,1014907,"1mill"
15,2,865,"petite","second",21,50,2137,7894,71,10031,1511,5732,150854,868474,7243,1019328,"1mill"
15,3,855,"petite","second",9,58,890,9286,67,10176,598,6291,59010,959710,6889,1018720,"1mill"
15,4,850,"petite","second",5,61,374,9700,66,10074,238,6400,24552,976344,6638,1000896,"1mill"
15,5,850,"petite","second",3,59,239,9948,62,10187,148,6531,15776,999115,6679,1014891,"1mill"
15,6,850,"petite","second",1,59,130,9896,60,10026,86,6518,8669,997577,6604,1006246,"1mill"
41,1,890,"petite","second",50,34,5068,5061,84,10129,3833,4207,371290,642370,8040,1013660,"1mill"
41,2,875,"petite","second",35,41,3488,6553,76,10041,2570,4966,256959,762443,7536,1019402,"1mill"
41,3,870,"petite","second",23,42,2639,7361,65,10000,1910,5441,189381,833830,7351,1023211,"1mill"
41,4,855,"petite","second",7,63,731,9315,70,10046,486,6322,49244,962993,6808,1012237,"1mill"
41,5,850,"petite","second",3,64,176,9882,67,10058,117,6621,11878,999673,6738,1011551,"1mill"
41,6,850,"petite","second",1,67,40,10109,68,10149,30,6694,2832,1022881,6724,1025713,"1mill"
41,7,850,"petite","second",1,62,92,10157,63,10249,65,6702,6049,1023098,6767,1029147,"1mill"
46,1,890,"petite","second",47,32,5055,5147,79,10202,3823,4251,374644,652079,8074,1026723,"1mill"
46,2,870,"petite","second",34,44,3130,6916,78,10046,2286,5107,224105,778677,7393,1002782,"1mill"
46,3,865,"petite","second",20,47,2234,7934,67,10168,1581,5654,156714,870656,7235,1027370,"1mill"
46,4,855,"petite","second",9,52,943,9068,61,10011,634,6155,62548,939890,6789,1002438,"1mill"
46,5,850,"petite","second",6,59,474,9704,65,10178,305,6395,30685,975335,6700,1006020,"1mill"
46,6,850,"petite","second",4,66,343,9852,70,10195,225,6534,22013,996729,6759,1018742,"1mill"
46,7,850,"petite","second",1,62,70,10128,63,10198,50,6693,4568,1023513,6743,1028081,"1mill"
48,1,890,"petite","second",51,30,5143,5034,81,10177,3906,4123,378212,636088,8029,1014300,"1mill"
48,2,870,"petite","second",31,40,3387,6837,71,10224,2445,5133,244467,772582,7578,1017049,"1mill"
48,3,860,"petite","second",14,48,1319,8784,62,10103,913,6131,90583,934848,7044,1025431,"1mill"
48,4,850,"petite","second",4,59,468,9680,63,10148,310,6398,29623,974838,6708,1004461,"1mill"
48,5,850,"petite","second",1,57,66,9979,58,10045,38,6546,4363,1002554,6584,1006917,"1mill"
33,1,890,"petite","second",49,32,5001,5122,81,10123,3785,4256,369576,650826,8041,1020402,"1mill"
33,2,870,"petite","second",28,39,2950,7183,67,10133,2127,5299,210143,815513,7426,1025656,"1mill"
33,3,860,"petite","second",17,52,1570,8475,69,10045,1080,5923,107803,901439,7003,1009242,"1mill"
33,4,855,"petite","second",7,53,894,9163,60,10057,609,6265,60263,952661,6874,1012924,"1mill"
33,5,850,"petite","second",4,59,490,9678,63,10168,318,6428,31868,975172,6746,1007040,"1mill"
33,6,855,"petite","second",4,54,552,9459,58,10011,380,6413,36496,980779,6793,1017275,"1mill"
33,7,850,"petite","second",4,62,309,9809,66,10118,203,6447,19835,988658,6650,1008493,"1mill"
33,8,850,"petite","second",3,63,320,9822,66,10142,211,6488,20982,995528,6699,1016510,"1mill"
33,9,850,"petite","second",1,60,89,9933,61,10022,61,6511,6120,1000779,6572,1006899,"1mill"
9,1,890,"petite","second",55,33,5060,5096,88,10156,3856,4193,373849,643401,8049,1017250,"1mill"
9,2,865,"petite","second",24,46,2481,7601,70,10082,1769,5460,174072,836276,7229,1010348,"1mill"
9,3,860,"petite","second",13,52,1391,8656,65,10047,954,6091,95459,922145,7045,1017604,"1mill"
9,4,850,"petite","second",3,62,312,9751,65,10063,208,6364,19721,981794,6572,1001515,"1mill"
34,1,890,"petite","second",54,35,5025,5083,89,10108,3775,4201,368759,644254,7976,1013013,"1mill"
34,2,865,"petite","second",26,48,2714,7418,74,10132,1929,5358,190813,815948,7287,1006761,"1mill"
34,3,860,"petite","second",18,51,1761,8447,69,10208,1202,5895,120599,899764,7097,1020363,"1mill"
34,4,855,"petite","second",9,60,1002,9112,69,10114,667,6212,66757,946498,6879,1013255,"1mill"
34,5,850,"petite","second",2,62,209,9906,64,10115,137,6572,13698,1002295,6709,1015993,"1mill"
34,6,850,"petite","second",1,61,118,10084,62,10202,79,6687,7424,1015421,6766,1022845,"1mill"
34,7,850,"petite","second",1,61,119,9981,62,10100,76,6624,7666,1006535,6700,1014201,"1mill"
34,8,850,"petite","second",1,60,120,9944,61,10064,80,6524,8059,1000791,6604,1008850,"1mill"
34,9,850,"petite","second",1,61,95,10011,62,10106,68,6599,6464,1010489,6667,1016953,"1mill"
7,1,890,"petite","second",49,28,5024,5091,77,10115,3758,4227,369002,646474,7985,1015476,"1mill"
7,2,865,"petite","second",24,45,2694,7424,69,10118,1888,5378,188639,817671,7266,1006310,"1mill"
7,3,860,"petite","second",18,52,1860,8360,70,10220,1306,5824,127402,889248,7130,1016650,"1mill"
7,4,855,"petite","second",9,60,734,9434,69,10168,476,6387,48158,976086,6863,1024244,"1mill"
7,5,855,"petite","second",7,57,617,9468,64,10085,411,6469,40357,979561,6880,1019918,"1mill"
7,6,850,"petite","second",1,63,101,9991,64,10092,73,6626,6966,1009690,6699,1016656,"1mill"
6,1,890,"petite","second",53,29,5021,5127,82,10148,3735,4250,369635,650735,7985,1020370,"1mill"
6,2,870,"petite","second",29,43,3112,6973,72,10085,2274,5256,223509,791064,7530,1014573,"1mill"
6,3,865,"petite","second",18,48,1925,8084,66,10009,1383,5873,134440,890801,7256,1025241,"1mill"
6,4,855,"petite","second",8,56,901,9118,64,10019,597,6240,60340,942065,6837,1002405,"1mill"
6,5,850,"petite","second",2,60,361,9727,62,10088,238,6467,23570,984997,6705,1008567,"1mill"
6,6,850,"petite","second",3,60,264,9890,63,10154,164,6603,16942,1001773,6767,1018715,"1mill"
6,7,850,"petite","second",3,58,244,9900,61,10144,163,6520,15663,995688,6683,1011351,"1mill"
1,1,885,"petite","second",50,34,5054,5214,84,10268,3680,4235,363941,642528,7915,1006469,"1mill"
1,2,870,"petite","second",28,44,3137,6939,72,10076,2296,5155,224489,782278,7451,1006767,"1mill"
1,3,865,"petite","second",23,44,2282,7752,67,10034,1605,5578,160700,850522,7183,1011222,"1mill"
1,4,860,"petite","second",14,55,1526,8509,69,10035,1052,5933,104314,908519,6985,1012833,"1mill"
1,5,855,"petite","second",5,54,481,9552,59,10033,324,6469,31561,989719,6793,1021280,"1mill"
1,6,850,"petite","second",2,60,182,10049,62,10231,114,6578,11694,1010860,6692,1022554,"1mill"
8,1,890,"petite","second",52,29,5009,5046,81,10055,3810,4228,368827,643284,8038,1012111,"1mill"
8,2,865,"petite","second",24,43,2741,7383,67,10124,1945,5330,191999,812633,7275,1004632,"1mill"
8,3,865,"petite","second",17,51,2371,7677,68,10048,1675,5515,165228,845337,7190,1010565,"1mill"
8,4,865,"petite","second",18,52,2211,7870,70,10081,1604,5663,154690,865190,7267,1019880,"1mill"
8,5,855,"petite","second",12,52,1242,8871,64,10113,850,6037,83315,922373,6887,1005688,"1mill"
8,6,850,"petite","second",4,68,307,9861,72,10168,206,6492,19315,992276,6698,1011591,"1mill"
8,7,850,"petite","second",2,60,128,9921,62,10049,87,6626,8556,1003961,6713,1012517,"1mill"
8,8,850,"petite","second",1,67,155,9942,68,10097,96,6520,9843,1001922,6616,1011765,"1mill"
35,1,890,"petite","second",50,33,5021,5033,83,10054,3787,4137,370683,639996,7924,1010679,"1mill"
35,2,860,"petite","second",18,48,2037,8096,66,10133,1434,5675,140188,864355,7109,1004543,"1mill"
35,3,855,"petite","second",5,61,427,9621,66,10048,279,6501,27963,994266,6780,1022229,"1mill"
35,4,850,"petite","second",1,61,63,9992,62,10055,43,6584,4302,1005872,6627,1010174,"1mill"
35,5,850,"petite","second",1,61,88,10052,62,10140,56,6664,5725,1014446,6720,1020171,"1mill"
32,1,890,"petite","second",50,32,5006,5104,82,10110,3780,4227,370403,646001,8007,1016404,"1mill"
32,2,865,"petite","second",27,44,2465,7618,71,10083,1731,5423,173534,837491,7154,1011025,"1mill"
32,3,855,"petite","second",8,54,1090,8945,62,10035,725,6041,73341,927728,6766,1001069,"1mill"
32,4,850,"petite","second",4,60,562,9569,64,10131,368,6325,36424,968490,6693,1004914,"1mill"
32,5,850,"petite","second",3,63,316,9737,66,10053,214,6439,20488,983538,6653,1004026,"1mill"
32,6,850,"petite","second",1,60,114,10095,61,10209,75,6632,7291,1015242,6707,1022533,"1mill"
50,1,890,"petite","second",49,33,5088,5104,82,10192,3791,4257,373599,648022,8048,1021621,"1mill"
50,2,870,"petite","second",27,41,3023,7106,68,10129,2157,5259,216109,803009,7416,1019118,"1mill"
50,3,860,"petite","second",12,58,1253,8762,70,10015,866,6088,85557,934322,6954,1019879,"1mill"
50,4,850,"petite","second",4,55,406,9705,59,10111,253,6407,26296,979636,6660,1005932,"1mill"
50,5,850,"petite","second",1,62,60,10081,63,10141,35,6684,3899,1018921,6719,1022820,"1mill"
43,1,890,"petite","second",49,35,5008,5100,84,10108,3784,4258,369503,645625,8042,1015128,"1mill"
43,2,870,"petite","second",22,42,2482,7554,64,10036,1815,5671,176740,851269,7486,1028009,"1mill"
43,3,860,"petite","second",13,53,1433,8593,66,10026,975,6013,98970,917284,6988,1016254,"1mill"
43,4,855,"petite","second",9,55,1093,8941,64,10034,728,6096,72273,929085,6824,1001358,"1mill"
43,5,850,"petite","second",4,61,287,9874,65,10161,178,6519,17920,994799,6697,1012719,"1mill"
43,6,850,"petite","second",2,58,315,9844,60,10159,212,6498,20829,995207,6710,1016036,"1mill"
44,1,885,"petite","second",47,35,5056,5269,82,10325,3733,4267,361327,646166,8000,1007493,"1mill"
44,2,865,"petite","second",25,45,2495,7617,70,10112,1754,5516,174554,837443,7270,1011997,"1mill"
44,3,860,"petite","second",11,52,1171,8831,63,10002,811,6157,80187,939662,6968,1019849,"1mill"
44,4,855,"petite","second",8,54,972,9073,62,10045,658,6177,63839,942270,6835,1006109,"1mill"
44,5,855,"petite","second",6,56,689,9312,62,10001,480,6335,46151,966787,6815,1012938,"1mill"
44,6,850,"petite","second",4,57,469,9780,61,10249,316,6472,30119,988708,6788,1018827,"1mill"
44,7,850,"petite","second",4,64,483,9736,68,10219,316,6379,31339,981234,6695,1012573,"1mill"
44,8,850,"petite","second",3,63,305,9696,66,10001,198,6396,19441,981399,6594,1000840,"1mill"
44,9,850,"petite","second",1,62,70,10053,63,10123,53,6613,4786,1015640,6666,1020426,"1mill"
10,1,890,"petite","second",54,35,5033,5133,89,10166,3791,4288,369014,653089,8079,1022103,"1mill"
10,2,870,"petite","second",29,44,3132,7020,73,10152,2275,5229,224796,795752,7504,1020548,"1mill"
10,3,860,"petite","second",15,45,1702,8381,60,10083,1193,5858,116105,890202,7051,1006307,"1mill"
10,4,850,"petite","second",5,55,579,9674,60,10253,394,6434,37471,976492,6828,1013963,"1mill"
10,5,850,"petite","second",3,59,202,9878,62,10080,128,6483,12889,994604,6611,1007493,"1mill"
10,6,855,"petite","second",3,54,318,9699,57,10017,207,6590,21423,1007561,6797,1028984,"1mill"
10,7,850,"petite","second",1,55,158,9948,56,10106,100,6532,10061,1001894,6632,1011955,"1mill"
17,1,890,"petite","second",51,32,5072,5025,83,10097,3862,4191,376176,635827,8053,1012003,"1mill"
17,2,870,"petite","second",30,45,3209,6833,75,10042,2332,5086,231218,774675,7418,1005893,"1mill"
17,3,860,"petite","second",16,55,1890,8201,71,10091,1318,5776,129381,877500,7094,1006881,"1mill"
17,4,850,"petite","second",10,56,1021,9271,66,10292,651,6179,65431,936479,6830,1001910,"1mill"
17,5,855,"petite","second",3,57,399,9606,60,10005,263,6566,25914,998247,6829,1024161,"1mill"
17,6,850,"petite","second",2,54,149,9928,56,10077,97,6563,9387,995911,6660,1005298,"1mill"
17,7,855,"petite","second",4,56,432,9643,60,10075,281,6567,29124,999350,6848,1028474,"1mill"
17,8,850,"petite","second",2,59,148,10088,61,10236,93,6688,9356,1018306,6781,1027662,"1mill"
17,9,850,"petite","second",1,61,126,9898,62,10024,90,6523,8613,996436,6613,1005049,"1mill"
28,1,890,"petite","second",51,31,5059,5080,82,10139,3832,4191,374176,644161,8023,1018337,"1mill"
28,2,875,"petite","second",35,39,3587,6420,74,10007,2671,4822,264641,746213,7493,1010854,"1mill"
28,3,860,"petite","second",15,48,1661,8346,63,10007,1114,5818,113176,891895,6932,1005071,"1mill"
28,4,855,"petite","second",5,59,647,9431,64,10078,429,6395,42415,973873,6824,1016288,"1mill"
28,5,845,"petite","second",2,63,98,10136,65,10234,63,6484,6366,993811,6547,1000177,"1mill"
21,1,885,"petite","second",51,36,5094,5174,87,10268,3765,4233,368094,637774,7998,1005868,"1mill"
21,2,870,"petite","second",29,41,3197,6894,70,10091,2319,5006,230778,777832,7325,1008610,"1mill"
21,3,860,"petite","second",18,47,1867,8203,65,10070,1282,5735,128519,874301,7017,1002820,"1mill"
21,4,855,"petite","second",8,56,1007,9133,64,10140,674,6169,67108,944666,6843,1011774,"1mill"
21,5,850,"petite","second",8,57,919,9390,65,10309,589,6187,59347,946960,6776,1006307,"1mill"
21,6,850,"petite","second",5,59,577,9642,64,10219,372,6295,37320,970797,6667,1008117,"1mill"
26,1,885,"petite","second",53,31,5058,5216,84,10274,3677,4205,362465,641490,7882,1003955,"1mill"
26,2,865,"petite","second",23,49,2407,7756,72,10163,1714,5592,167480,851179,7306,1018659,"1mill"
26,3,855,"petite","second",11,51,1108,8953,62,10061,743,6066,72818,927578,6809,1000396,"1mill"
26,4,855,"petite","second",5,52,526,9477,57,10003,361,6398,35346,981339,6759,1016685,"1mill"
26,5,850,"petite","second",2,58,141,9879,60,10020,92,6524,9197,997334,6616,1006531,"1mill"
26,6,850,"petite","second",2,59,171,9985,61,10156,104,6652,10796,1006816,6756,1017612,"1mill"
26,7,850,"petite","second",1,64,107,9893,65,10000,72,6585,7038,1000661,6657,1007699,"1mill"
19,1,890,"petite","second",51,37,5106,5067,88,10173,3908,4173,378371,640936,8081,1019307,"1mill"
19,2,870,"petite","second",29,40,3286,6773,69,10059,2441,5021,237388,766848,7462,1004236,"1mill"
19,3,870,"petite","second",21,44,2725,7301,65,10026,1977,5427,196065,826548,7404,1022613,"1mill"
19,4,860,"petite","second",14,48,1781,8311,62,10092,1211,5847,120554,889348,7058,1009902,"1mill"
19,5,855,"petite","second",6,57,592,9502,63,10094,394,6447,39034,985902,6841,1024936,"1mill"
19,6,850,"petite","second",5,54,398,9727,59,10125,249,6442,25550,983229,6691,1008779,"1mill"
45,1,890,"petite","second",55,32,5015,5046,87,10061,3801,4181,370524,638454,7982,1008978,"1mill"
45,2,870,"petite","second",27,45,2881,7185,72,10066,2095,5360,207079,813003,7455,1020082,"1mill"
45,3,855,"petite","second",12,55,1367,8739,67,10106,951,6015,91537,908504,6966,1000041,"1mill"
45,4,855,"petite","second",7,63,635,9420,70,10055,428,6501,42349,982693,6929,1025042,"1mill"
45,5,855,"petite","second",5,62,555,9554,67,10109,378,6545,36448,990995,6923,1027443,"1mill"
45,6,855,"petite","second",3,59,258,9795,62,10053,169,6684,16821,1010281,6853,1027102,"1mill"
42,1,890,"petite","second",49,33,5104,5125,82,10229,3832,4288,378024,649447,8120,1027471,"1mill"
42,2,860,"petite","second",23,46,2292,7978,69,10270,1620,5568,157297,852742,7188,1010039,"1mill"
42,3,855,"petite","second",10,56,847,9377,66,10224,554,6344,55759,972025,6898,1027784,"1mill"
42,4,850,"petite","second",2,62,237,9804,64,10041,156,6515,15315,991539,6671,1006854,"1mill"
42,5,850,"petite","second",1,66,69,10021,67,10090,42,6563,4382,1009349,6605,1013731,"1mill"
42,6,855,"petite","second",2,57,263,9753,59,10016,174,6632,17717,1010721,6806,1028438,"1mill"
42,7,850,"petite","second",1,59,132,9901,60,10033,92,6556,8689,995954,6648,1004643,"1mill"
42,8,850,"petite","second",1,63,79,9947,64,10026,51,6583,4894,1007337,6634,1012231,"1mill"
42,9,850,"petite","second",1,56,67,10049,57,10116,44,6623,4562,1012795,6667,1017357,"1mill"
27,1,890,"petite","second",46,39,5063,5034,85,10097,3808,4155,373825,635894,7963,1009719,"1mill"
27,2,870,"petite","second",25,49,2927,7138,74,10065,2096,5265,208403,804891,7361,1013294,"1mill"
27,3,860,"petite","second",17,55,1901,8139,72,10040,1305,5725,130788,870037,7030,1000825,"1mill"
27,4,850,"petite","second",4,59,539,9632,63,10171,355,6349,35757,966145,6704,1001902,"1mill"
18,1,890,"petite","second",49,38,5129,5110,87,10239,3891,4259,379166,646998,8150,1026164,"1mill"
18,2,870,"petite","second",27,45,2827,7201,72,10028,2045,5380,201685,816302,7425,1017987,"1mill"
18,3,855,"petite","second",12,58,1053,9157,70,10210,703,6252,70222,952980,6955,1023202,"1mill"
18,4,855,"petite","second",7,56,795,9308,63,10103,530,6306,52538,961703,6836,1014241,"1mill"
18,5,855,"petite","second",2,60,212,9789,62,10001,132,6619,14090,1012903,6751,1026993,"1mill"
18,6,850,"petite","second",1,61,57,9984,62,10041,43,6615,3955,1005496,6658,1009451,"1mill"
18,7,850,"petite","second",1,62,146,10135,63,10281,92,6693,9448,1019152,6785,1028600,"1mill"
20,1,890,"petite","second",52,36,5026,5076,88,10102,3794,4204,370875,640666,7998,1011541,"1mill"
20,2,880,"petite","second",37,37,4048,6010,74,10058,3131,4773,308177,719835,7904,1028012,"1mill"
20,3,865,"petite","second",20,47,2367,7676,67,10043,1689,5538,165860,843858,7227,1009718,"1mill"
20,4,860,"petite","second",17,55,1947,8224,72,10171,1366,5690,133487,871725,7056,1005212,"1mill"
20,5,855,"petite","second",7,53,690,9450,60,10140,487,6467,46580,980514,6954,1027094,"1mill"
20,6,850,"petite","second",3,59,327,9774,62,10101,210,6462,21210,983998,6672,1005208,"1mill"
16,1,890,"petite","second",51,32,5018,5001,83,10019,3787,4148,369952,630590,7935,1000542,"1mill"
16,2,860,"petite","second",18,45,1949,8294,63,10243,1336,5793,132593,884229,7129,1016822,"1mill"
16,3,855,"petite","second",15,54,1348,8839,69,10187,903,6070,88542,919087,6973,1007629,"1mill"
16,4,850,"petite","second",3,59,202,9836,62,10038,134,6462,13143,993627,6596,1006770,"1mill"
