"sim_number","transfer","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","experiment"
36,7,"petite","second-15min",1343,3833,182583,835693,5176,1018276,87,371,12293,87935,458,100228,"Equal Growth Rates"
36,8,"petite","second-15min",955,4090,129169,887232,5045,1016401,76,388,10865,89300,464,100165,"Equal Growth Rates"
36,9,"petite","second-15min",840,4148,112234,899863,4988,1012097,44,403,6651,93512,447,100163,"Equal Growth Rates"
36,10,"petite","second-15min",511,4345,69774,938753,4856,1008527,29,413,4080,96100,442,100180,"Equal Growth Rates"
36,11,"petite","second-15min",318,4463,43432,960833,4781,1004265,29,412,4134,95995,441,100129,"Equal Growth Rates"
36,12,"petite","second-15min",300,4481,40737,976812,4781,1017549,20,404,3472,96550,424,100022,"Equal Growth Rates"
36,13,"petite","second-15min",270,4463,38309,977258,4733,1015567,16,418,2413,97681,434,100094,"Equal Growth Rates"
36,14,"petite","second-15min",191,4538,26000,986353,4729,1012353,11,418,1642,98363,429,100005,"Equal Growth Rates"
36,15,"petite","second-15min",119,4595,15377,994298,4714,1009675,7,422,933,99323,429,100256,"Equal Growth Rates"
36,16,"petite","second-15min",63,4611,8729,1011505,4674,1020234,1,430,94,99986,431,100080,"Equal Growth Rates"
36,17,"petite","second-15min",5,4639,775,1016757,4644,1017532,2,417,341,99660,419,100001,"Equal Growth Rates"
36,18,"petite","second-15min",27,4635,3615,1001764,4662,1005379,3,445,482,99549,448,100031,"Equal Growth Rates"
36,19,"petite","second-15min",40,4622,4762,999270,4662,1004032,1,431,145,100191,432,100336,"Equal Growth Rates"
14,1,"petite","second-15min",3863,2256,516295,486154,6119,1002449,319,243,43890,56276,562,100166,"Equal Growth Rates"
14,2,"petite","second-15min",3294,2574,451837,556663,5868,1008500,251,289,36408,63656,540,100064,"Equal Growth Rates"
14,3,"petite","second-15min",2766,2876,373546,619393,5642,992939,193,324,27096,73042,517,100138,"Equal Growth Rates"
14,4,"petite","second-15min",2087,3279,280617,715077,5366,995694,148,330,21110,78958,478,100068,"Equal Growth Rates"
14,5,"petite","second-15min",1685,3634,226502,780729,5319,1007231,105,373,14806,85395,478,100201,"Equal Growth Rates"
14,6,"petite","second-15min",1185,3949,159825,845128,5134,1004953,82,365,12898,87199,447,100097,"Equal Growth Rates"
14,7,"petite","second-15min",1041,4023,142120,876062,5064,1018182,71,383,10655,89384,454,100039,"Equal Growth Rates"
14,8,"petite","second-15min",829,4143,113120,898343,4972,1011463,70,389,10111,89959,459,100070,"Equal Growth Rates"
14,9,"petite","second-15min",778,4199,108042,901288,4977,1009330,54,400,8293,91737,454,100030,"Equal Growth Rates"
14,10,"petite","second-15min",647,4260,89340,925241,4907,1014581,34,409,4929,95108,443,100037,"Equal Growth Rates"
14,11,"petite","second-15min",385,4425,50296,962832,4810,1013128,25,408,3651,97067,433,100718,"Equal Growth Rates"
14,12,"petite","second-15min",289,4499,37502,983018,4788,1020520,25,415,3478,96660,440,100138,"Equal Growth Rates"
14,13,"petite","second-15min",243,4514,32542,978227,4757,1010769,17,422,2465,97880,439,100345,"Equal Growth Rates"
14,14,"petite","second-15min",170,4572,23222,1002384,4742,1025606,9,425,1518,98533,434,100051,"Equal Growth Rates"
14,15,"petite","second-15min",117,4566,16157,1002362,4683,1018519,3,422,421,99709,425,100130,"Equal Growth Rates"
14,16,"petite","second-15min",36,4658,5297,1007598,4694,1012895,4,428,480,99542,432,100022,"Equal Growth Rates"
14,17,"petite","second-15min",44,4635,5680,998334,4679,1004014,4,439,770,99249,443,100019,"Equal Growth Rates"
14,18,"petite","second-15min",62,4626,7886,1000797,4688,1008683,6,425,853,99407,431,100260,"Equal Growth Rates"
14,19,"petite","second-15min",67,4602,8580,1003767,4669,1012347,6,432,1048,99005,438,100053,"Equal Growth Rates"
14,20,"petite","second-15min",81,4591,10234,996055,4672,1006289,2,434,139,99992,436,100131,"Equal Growth Rates"
13,1,"petite","second-15min",3881,2253,517449,494518,6134,1011967,299,250,42179,57916,549,100095,"Equal Growth Rates"
13,2,"petite","second-15min",3234,2598,434224,560090,5832,994314,283,273,41202,58967,556,100169,"Equal Growth Rates"
13,3,"petite","second-15min",3130,2656,420990,583102,5786,1004092,241,280,34488,65581,521,100069,"Equal Growth Rates"
13,4,"petite","second-15min",2562,3020,352499,651788,5582,1004287,211,310,29739,70338,521,100077,"Equal Growth Rates"
13,5,"petite","second-15min",2321,3118,316309,672197,5439,988506,164,348,22841,77195,512,100036,"Equal Growth Rates"
13,6,"petite","second-15min",1749,3623,238513,780498,5372,1019011,131,348,18934,81120,479,100054,"Equal Growth Rates"
13,7,"petite","second-15min",1483,3766,200266,816059,5249,1016325,117,370,16537,83629,487,100166,"Equal Growth Rates"
13,8,"petite","second-15min",1332,3837,181612,833554,5169,1015166,96,366,13916,86248,462,100164,"Equal Growth Rates"
13,9,"petite","second-15min",1135,3968,151834,864431,5103,1016265,72,390,9989,90047,462,100036,"Equal Growth Rates"
13,10,"petite","second-15min",769,4180,107257,903935,4949,1011192,47,405,7565,92741,452,100306,"Equal Growth Rates"
13,11,"petite","second-15min",570,4350,75529,944979,4920,1020508,43,401,6724,93277,444,100001,"Equal Growth Rates"
13,12,"petite","second-15min",530,4319,73074,933977,4849,1007051,32,408,4987,95171,440,100158,"Equal Growth Rates"
13,13,"petite","second-15min",399,4408,53432,959943,4807,1013375,21,425,2592,97468,446,100060,"Equal Growth Rates"
13,14,"petite","second-15min",193,4532,27026,984371,4725,1011397,13,430,1960,98119,443,100079,"Equal Growth Rates"
13,15,"petite","second-15min",156,4559,20953,986232,4715,1007185,15,431,2268,97819,446,100087,"Equal Growth Rates"
13,16,"petite","second-15min",169,4575,23083,971177,4744,994260,19,423,2742,97459,442,100201,"Equal Growth Rates"
13,17,"petite","second-15min",220,4516,28851,982842,4736,1011693,29,407,3890,96171,436,100061,"Equal Growth Rates"
13,18,"petite","second-15min",308,4455,42471,970289,4763,1012760,23,407,3019,97251,430,100270,"Equal Growth Rates"
13,19,"petite","second-15min",218,4529,29205,984718,4747,1013923,11,429,1709,98343,440,100052,"Equal Growth Rates"
13,20,"petite","second-15min",133,4572,18594,985323,4705,1003917,13,413,1982,98384,426,100366,"Equal Growth Rates"
13,21,"petite","second-15min",138,4592,18142,994111,4730,1012253,8,415,1349,98849,423,100198,"Equal Growth Rates"
13,22,"petite","second-15min",110,4584,15353,1003951,4694,1019304,11,421,1642,98403,432,100045,"Equal Growth Rates"
13,23,"petite","second-15min",140,4545,18192,990722,4685,1008914,8,429,1252,98910,437,100162,"Equal Growth Rates"
13,24,"petite","second-15min",101,4586,13183,993804,4687,1006987,5,426,609,99532,431,100141,"Equal Growth Rates"
13,25,"petite","second-15min",54,4629,6847,1007296,4683,1014143,6,433,896,99172,439,100068,"Equal Growth Rates"
13,26,"petite","second-15min",72,4605,9467,1000609,4677,1010076,7,413,1101,98931,420,100032,"Equal Growth Rates"
13,27,"petite","second-15min",83,4603,11597,995359,4686,1006956,6,441,821,99446,447,100267,"Equal Growth Rates"
13,28,"petite","second-15min",69,4623,8982,1009463,4692,1018445,4,430,491,99657,434,100148,"Equal Growth Rates"
13,29,"petite","second-15min",35,4649,4612,1015735,4684,1020347,2,419,328,100306,421,100634,"Equal Growth Rates"
13,30,"petite","second-15min",29,4663,3898,1014748,4692,1018646,5,435,827,99285,440,100112,"Equal Growth Rates"
13,31,"petite","second-15min",61,4626,8253,997550,4687,1005803,5,427,705,99387,432,100092,"Equal Growth Rates"
13,32,"petite","second-15min",53,4614,6909,1000198,4667,1007107,4,441,545,99593,445,100138,"Equal Growth Rates"
25,1,"petite","second-15min",3908,2237,519580,491126,6145,1010706,313,221,46720,53342,534,100062,"Equal Growth Rates"
25,2,"petite","second-15min",3544,2415,481962,526628,5959,1008590,264,270,39040,61066,534,100106,"Equal Growth Rates"
25,3,"petite","second-15min",2906,2835,390132,618215,5741,1008347,228,284,34498,65923,512,100421,"Equal Growth Rates"
25,4,"petite","second-15min",2633,2972,354476,643148,5605,997624,214,307,30485,69677,521,100162,"Equal Growth Rates"
25,5,"petite","second-15min",2332,3138,311418,681505,5470,992923,183,305,26910,73166,488,100076,"Equal Growth Rates"
25,6,"petite","second-15min",2101,3383,287559,736516,5484,1024075,149,333,22318,77707,482,100025,"Equal Growth Rates"
25,7,"petite","second-15min",1688,3670,231235,799060,5358,1030295,121,346,16914,83167,467,100081,"Equal Growth Rates"
25,8,"petite","second-15min",1311,3873,179838,841722,5184,1021560,95,371,14019,86033,466,100052,"Equal Growth Rates"
25,9,"petite","second-15min",1096,4004,149304,867266,5100,1016570,72,381,9868,90271,453,100139,"Equal Growth Rates"
25,10,"petite","second-15min",742,4221,100832,909996,4963,1010828,47,410,6218,93950,457,100168,"Equal Growth Rates"
25,11,"petite","second-15min",508,4348,68436,939480,4856,1007916,32,429,4064,96144,461,100208,"Equal Growth Rates"
25,12,"petite","second-15min",327,4450,45162,963799,4777,1008961,20,425,3003,97115,445,100118,"Equal Growth Rates"
25,13,"petite","second-15min",229,4523,31581,980997,4752,1012578,20,409,3332,96819,429,100151,"Equal Growth Rates"
25,14,"petite","second-15min",285,4474,38957,966196,4759,1005153,16,431,2431,97822,447,100253,"Equal Growth Rates"
25,15,"petite","second-15min",177,4552,24163,982570,4729,1006733,14,425,2001,98276,439,100277,"Equal Growth Rates"
25,16,"petite","second-15min",157,4577,21048,986025,4734,1007073,12,429,1854,98335,441,100189,"Equal Growth Rates"
25,17,"petite","second-15min",139,4569,18711,985300,4708,1004011,11,412,1651,98689,423,100340,"Equal Growth Rates"
25,18,"petite","second-15min",120,4598,16054,991364,4718,1007418,11,426,1766,98557,437,100323,"Equal Growth Rates"
25,19,"petite","second-15min",136,4582,18388,994839,4718,1013227,6,420,798,99303,426,100101,"Equal Growth Rates"
25,20,"petite","second-15min",86,4586,11948,992727,4672,1004675,3,430,531,99573,433,100104,"Equal Growth Rates"
25,21,"petite","second-15min",38,4613,4933,1010426,4651,1015359,2,429,236,100185,431,100421,"Equal Growth Rates"
25,22,"petite","second-15min",22,4648,3148,1013317,4670,1016465,2,436,191,99910,438,100101,"Equal Growth Rates"
25,23,"petite","second-15min",15,4640,2547,1013483,4655,1016030,1,433,112,100001,434,100113,"Equal Growth Rates"
22,1,"petite","second-15min",3898,2229,517993,487548,6127,1005541,330,221,47689,52408,551,100097,"Equal Growth Rates"
22,2,"petite","second-15min",3643,2364,491721,509010,6007,1000731,283,251,41720,58445,534,100165,"Equal Growth Rates"
22,3,"petite","second-15min",3064,2747,415151,591075,5811,1006226,235,289,33713,66388,524,100101,"Equal Growth Rates"
22,4,"petite","second-15min",2494,3065,343834,667853,5559,1011687,188,311,28873,71152,499,100025,"Equal Growth Rates"
22,5,"petite","second-15min",2225,3327,298726,729662,5552,1028388,167,336,22470,77757,503,100227,"Equal Growth Rates"
22,6,"petite","second-15min",1759,3620,233694,786774,5379,1020468,135,350,19046,81048,485,100094,"Equal Growth Rates"
22,7,"petite","second-15min",1446,3806,192082,819574,5252,1011656,96,393,14190,85962,489,100152,"Equal Growth Rates"
22,8,"petite","second-15min",1100,4000,152136,863974,5100,1016110,76,398,10893,89199,474,100092,"Equal Growth Rates"
22,9,"petite","second-15min",822,4183,113516,897413,5005,1010929,59,393,8302,91975,452,100277,"Equal Growth Rates"
22,10,"petite","second-15min",655,4266,89876,921508,4921,1011384,38,406,5088,95067,444,100155,"Equal Growth Rates"
22,11,"petite","second-15min",374,4443,49834,962384,4817,1012218,27,414,4065,95984,441,100049,"Equal Growth Rates"
22,12,"petite","second-15min",329,4442,44975,963207,4771,1008182,10,428,1551,98708,438,100259,"Equal Growth Rates"
22,13,"petite","second-15min",120,4582,16481,996984,4702,1013465,7,432,811,99237,439,100048,"Equal Growth Rates"
22,14,"petite","second-15min",66,4627,8451,1003712,4693,1012163,4,431,544,99707,435,100251,"Equal Growth Rates"
22,15,"petite","second-15min",39,4646,5251,1005848,4685,1011099,4,439,585,99721,443,100306,"Equal Growth Rates"
22,16,"petite","second-15min",45,4633,6123,1006275,4678,1012398,8,432,1334,98904,440,100238,"Equal Growth Rates"
22,17,"petite","second-15min",99,4614,13384,1000684,4713,1014068,7,406,1368,98704,413,100072,"Equal Growth Rates"
22,18,"petite","second-15min",116,4565,15302,995264,4681,1010566,4,428,538,99643,432,100181,"Equal Growth Rates"
22,19,"petite","second-15min",60,4617,7632,1006557,4677,1014189,4,420,517,99490,424,100007,"Equal Growth Rates"
22,20,"petite","second-15min",41,4627,5398,999722,4668,1005120,6,443,822,99222,449,100044,"Equal Growth Rates"
22,21,"petite","second-15min",78,4608,9692,994666,4686,1004358,8,441,950,99301,449,100251,"Equal Growth Rates"
22,22,"petite","second-15min",58,4617,7913,1005715,4675,1013628,3,430,372,99707,433,100079,"Equal Growth Rates"
22,23,"petite","second-15min",41,4628,5368,1009580,4669,1014948,1,441,269,99871,442,100140,"Equal Growth Rates"
49,1,"petite","second-15min",3908,2257,523046,485737,6165,1008783,327,226,46784,53360,553,100144,"Equal Growth Rates"
49,2,"petite","second-15min",3522,2447,487011,522118,5969,1009129,286,253,42834,57175,539,100009,"Equal Growth Rates"
49,3,"petite","second-15min",3231,2596,438233,563674,5827,1001907,255,272,38397,61729,527,100126,"Equal Growth Rates"
49,4,"petite","second-15min",2917,2781,397358,601318,5698,998676,233,294,33866,66286,527,100152,"Equal Growth Rates"
49,5,"petite","second-15min",2568,2987,348772,650506,5555,999278,183,324,26308,73720,507,100028,"Equal Growth Rates"
49,6,"petite","second-15min",2030,3457,269888,749794,5487,1019682,156,341,21966,78147,497,100113,"Equal Growth Rates"
49,7,"petite","second-15min",1676,3649,225411,787184,5325,1012595,120,361,15901,84187,481,100088,"Equal Growth Rates"
49,8,"petite","second-15min",1209,3941,163653,845286,5150,1008939,69,390,10133,90109,459,100242,"Equal Growth Rates"
49,9,"petite","second-15min",825,4157,110987,897378,4982,1008365,49,397,7267,92928,446,100195,"Equal Growth Rates"
49,10,"petite","second-15min",545,4355,74584,933528,4900,1008112,36,411,5800,94292,447,100092,"Equal Growth Rates"
47,1,"petite","second-15min",3838,2282,512497,500335,6120,1012832,271,244,39913,60415,515,100328,"Equal Growth Rates"
47,2,"petite","second-15min",3056,2702,409444,594072,5758,1003516,216,289,31495,68615,505,100110,"Equal Growth Rates"
47,3,"petite","second-15min",2458,3158,337251,683726,5616,1020977,183,308,28225,71907,491,100132,"Equal Growth Rates"
47,4,"petite","second-15min",2184,3362,291975,728391,5546,1020366,169,328,24835,75300,497,100135,"Equal Growth Rates"
47,5,"petite","second-15min",1953,3464,262357,760154,5417,1022511,147,360,21510,78835,507,100345,"Equal Growth Rates"
47,6,"petite","second-15min",1635,3695,221011,808590,5330,1029601,135,339,19778,80470,474,100248,"Equal Growth Rates"
47,7,"petite","second-15min",1561,3710,212040,803688,5271,1015728,105,364,14923,85275,469,100198,"Equal Growth Rates"
47,8,"petite","second-15min",1179,3945,163655,855041,5124,1018696,93,373,13692,86388,466,100080,"Equal Growth Rates"
47,9,"petite","second-15min",1084,3999,149262,864403,5083,1013665,79,388,11710,88357,467,100067,"Equal Growth Rates"
47,10,"petite","second-15min",890,4125,121839,892322,5015,1014161,68,377,10037,90225,445,100262,"Equal Growth Rates"
47,11,"petite","second-15min",837,4139,113370,899323,4976,1012693,62,395,8445,91579,457,100024,"Equal Growth Rates"
47,12,"petite","second-15min",681,4226,91759,918642,4907,1010401,55,411,6778,93405,466,100183,"Equal Growth Rates"
47,13,"petite","second-15min",533,4328,71549,936017,4861,1007566,36,416,5482,94684,452,100166,"Equal Growth Rates"
40,1,"petite","second-15min",3843,2289,512938,496481,6132,1009419,301,253,42887,57327,554,100214,"Equal Growth Rates"
40,2,"petite","second-15min",3295,2571,448458,562529,5866,1010987,249,272,36356,63667,521,100023,"Equal Growth Rates"
40,3,"petite","second-15min",2753,2888,372162,625686,5641,997848,185,314,26650,73529,499,100179,"Equal Growth Rates"
40,4,"petite","second-15min",2092,3386,288240,745146,5478,1033386,143,338,21811,78505,481,100316,"Equal Growth Rates"
40,5,"petite","second-15min",1693,3654,229177,798849,5347,1028026,110,346,17039,83001,456,100040,"Equal Growth Rates"
40,6,"petite","second-15min",1333,3865,182317,833933,5198,1016250,93,388,13667,86551,481,100218,"Equal Growth Rates"
40,7,"petite","second-15min",1116,3967,151089,853347,5083,1004436,84,388,12498,87575,472,100073,"Equal Growth Rates"
40,8,"petite","second-15min",966,4101,130207,885595,5067,1015802,58,400,8185,91964,458,100149,"Equal Growth Rates"
40,9,"petite","second-15min",611,4303,83180,927927,4914,1011107,38,413,5125,94917,451,100042,"Equal Growth Rates"
40,10,"petite","second-15min",386,4435,51479,951920,4821,1003399,32,411,4410,95762,443,100172,"Equal Growth Rates"
40,11,"petite","second-15min",359,4426,49927,954911,4785,1004838,21,416,2862,97309,437,100171,"Equal Growth Rates"
40,12,"petite","second-15min",203,4570,26610,987823,4773,1014433,13,431,1644,98405,444,100049,"Equal Growth Rates"
40,13,"petite","second-15min",142,4547,18364,986008,4689,1004372,5,427,741,99343,432,100084,"Equal Growth Rates"
40,14,"petite","second-15min",49,4635,6476,1003969,4684,1010445,4,431,410,99647,435,100057,"Equal Growth Rates"
40,15,"petite","second-15min",30,4621,4401,999909,4651,1004310,3,433,552,99522,436,100074,"Equal Growth Rates"
40,16,"petite","second-15min",50,4601,6214,1001253,4651,1007467,3,425,449,99669,428,100118,"Equal Growth Rates"
40,17,"petite","second-15min",35,4629,4993,1008848,4664,1013841,5,438,701,99474,443,100175,"Equal Growth Rates"
40,18,"petite","second-15min",45,4628,5636,1014606,4673,1020242,2,423,158,99971,425,100129,"Equal Growth Rates"
23,1,"petite","second-15min",3863,2289,515226,493124,6152,1008350,349,228,48527,51663,577,100190,"Equal Growth Rates"
23,2,"petite","second-15min",3718,2320,512450,502578,6038,1015028,272,255,41109,59079,527,100188,"Equal Growth Rates"
23,3,"petite","second-15min",3126,2670,423241,577318,5796,1000559,286,267,39683,60422,553,100105,"Equal Growth Rates"
23,4,"petite","second-15min",3006,2747,405593,592817,5753,998410,228,289,33136,66963,517,100099,"Equal Growth Rates"
23,5,"petite","second-15min",2557,2992,344809,651915,5549,996724,200,318,28180,71867,518,100047,"Equal Growth Rates"
23,6,"petite","second-15min",2173,3367,296630,725902,5540,1022532,174,312,26267,73854,486,100121,"Equal Growth Rates"
23,7,"petite","second-15min",2012,3465,274530,752643,5477,1027173,141,335,20178,79966,476,100144,"Equal Growth Rates"
23,8,"petite","second-15min",1494,3801,204759,824890,5295,1029649,107,374,15615,84782,481,100397,"Equal Growth Rates"
23,9,"petite","second-15min",1196,3957,161278,850848,5153,1012126,88,372,12527,87561,460,100088,"Equal Growth Rates"
23,10,"petite","second-15min",1006,4039,134349,864749,5045,999098,67,399,9205,90822,466,100027,"Equal Growth Rates"
23,11,"petite","second-15min",741,4201,99933,909093,4942,1009026,46,390,6618,93521,436,100139,"Equal Growth Rates"
23,12,"petite","second-15min",501,4351,66462,949117,4852,1015579,27,415,4161,96055,442,100216,"Equal Growth Rates"
23,13,"petite","second-15min",295,4491,41029,971381,4786,1012410,20,410,2822,97231,430,100053,"Equal Growth Rates"
23,14,"petite","second-15min",244,4487,33232,981517,4731,1014749,28,404,4059,96042,432,100101,"Equal Growth Rates"
23,15,"petite","second-15min",288,4489,37611,978405,4777,1016016,17,425,2488,97801,442,100289,"Equal Growth Rates"
23,16,"petite","second-15min",202,4540,27062,986238,4742,1013300,11,420,1463,98994,431,100457,"Equal Growth Rates"
23,17,"petite","second-15min",127,4586,17329,1001611,4713,1018940,5,424,797,99255,429,100052,"Equal Growth Rates"
23,18,"petite","second-15min",57,4620,8153,998895,4677,1007048,1,447,112,99962,448,100074,"Equal Growth Rates"
23,19,"petite","second-15min",9,4641,1649,1005964,4650,1007613,1,432,52,100095,433,100147,"Equal Growth Rates"
23,20,"petite","second-15min",7,4644,720,1004855,4651,1005575,1,436,107,99962,437,100069,"Equal Growth Rates"
23,21,"petite","second-15min",6,4651,819,1010508,4657,1011327,1,430,108,99913,431,100021,"Equal Growth Rates"
24,1,"petite","second-15min",3822,2314,512798,500062,6136,1012860,291,238,43753,56631,529,100384,"Equal Growth Rates"
24,2,"petite","second-15min",3327,2552,450886,554794,5879,1005680,268,260,39937,60108,528,100045,"Equal Growth Rates"
24,3,"petite","second-15min",3036,2701,410073,589209,5737,999282,223,287,32778,67343,510,100121,"Equal Growth Rates"
24,4,"petite","second-15min",2473,3062,338589,670468,5535,1009057,203,304,29671,70414,507,100085,"Equal Growth Rates"
24,5,"petite","second-15min",2269,3312,310922,712687,5581,1023609,162,332,23640,76579,494,100219,"Equal Growth Rates"
24,6,"petite","second-15min",1833,3563,246447,781090,5396,1027537,138,343,19181,80941,481,100122,"Equal Growth Rates"
24,7,"petite","second-15min",1453,3804,198993,815585,5257,1014578,111,370,16286,84211,481,100497,"Equal Growth Rates"
24,8,"petite","second-15min",1247,3935,169445,850179,5182,1019624,89,380,13430,86905,469,100335,"Equal Growth Rates"
24,9,"petite","second-15min",1068,4008,144462,865470,5076,1009932,69,398,10026,90427,467,100453,"Equal Growth Rates"
24,10,"petite","second-15min",767,4202,103178,908385,4969,1011563,43,400,6150,93940,443,100090,"Equal Growth Rates"
24,11,"petite","second-15min",497,4352,66868,943524,4849,1010392,34,403,5503,94514,437,100017,"Equal Growth Rates"
24,12,"petite","second-15min",421,4395,56813,955727,4816,1012540,22,421,3030,97009,443,100039,"Equal Growth Rates"
24,13,"petite","second-15min",257,4485,35938,969502,4742,1005440,23,429,3458,96701,452,100159,"Equal Growth Rates"
24,14,"petite","second-15min",274,4482,35354,970596,4756,1005950,20,424,2771,97347,444,100118,"Equal Growth Rates"
24,15,"petite","second-15min",227,4536,30310,977664,4763,1007974,13,424,1740,98281,437,100021,"Equal Growth Rates"
24,16,"petite","second-15min",124,4589,17627,991215,4713,1008842,8,436,1068,99247,444,100315,"Equal Growth Rates"
24,17,"petite","second-15min",79,4608,10848,996559,4687,1007407,7,443,1138,99099,450,100237,"Equal Growth Rates"
24,18,"petite","second-15min",90,4606,12500,1001773,4696,1014273,10,432,1728,98272,442,100000,"Equal Growth Rates"
24,19,"petite","second-15min",135,4557,17569,990353,4692,1007922,9,426,1363,98940,435,100303,"Equal Growth Rates"
24,20,"petite","second-15min",112,4578,14893,993950,4690,1008843,11,427,1587,98611,438,100198,"Equal Growth Rates"
24,21,"petite","second-15min",123,4583,16510,992537,4706,1009047,5,433,692,99308,438,100000,"Equal Growth Rates"
24,22,"petite","second-15min",52,4600,6671,993301,4652,999972,3,438,263,99753,441,100016,"Equal Growth Rates"
24,23,"petite","second-15min",19,4627,2857,1002416,4646,1005273,4,438,575,99675,442,100250,"Equal Growth Rates"
24,24,"petite","second-15min",45,4625,5931,1005175,4670,1011106,3,420,568,99562,423,100130,"Equal Growth Rates"
24,25,"petite","second-15min",46,4630,6502,1007253,4676,1013755,4,422,469,99731,426,100200,"Equal Growth Rates"
24,26,"petite","second-15min",41,4633,5589,1003450,4674,1009039,2,426,208,99796,428,100004,"Equal Growth Rates"
24,27,"petite","second-15min",15,4613,1995,1001819,4628,1003814,1,441,186,99883,442,100069,"Equal Growth Rates"
24,28,"petite","second-15min",13,4657,2159,1008560,4670,1010719,2,435,205,99946,437,100151,"Equal Growth Rates"
12,1,"petite","second-15min",3934,2196,530530,471086,6130,1001616,334,233,48338,52037,567,100375,"Equal Growth Rates"
12,2,"petite","second-15min",3657,2368,502047,517851,6025,1019898,300,240,43441,56770,540,100211,"Equal Growth Rates"
12,3,"petite","second-15min",3333,2547,455802,547756,5880,1003558,267,271,38977,61303,538,100280,"Equal Growth Rates"
12,4,"petite","second-15min",2995,2740,403755,594164,5735,997919,224,295,32297,67855,519,100152,"Equal Growth Rates"
12,5,"petite","second-15min",2460,3067,335116,662919,5527,998035,204,319,28911,71182,523,100093,"Equal Growth Rates"
12,6,"petite","second-15min",2226,3333,303272,726145,5559,1029417,166,341,23888,76291,507,100179,"Equal Growth Rates"
12,7,"petite","second-15min",1848,3583,246296,783307,5431,1029603,117,364,16096,83957,481,100053,"Equal Growth Rates"
12,8,"petite","second-15min",1301,3856,178385,838997,5157,1017382,106,371,15103,84990,477,100093,"Equal Growth Rates"
12,9,"petite","second-15min",1187,3951,159484,849178,5138,1008662,70,391,11137,88909,461,100046,"Equal Growth Rates"
12,10,"petite","second-15min",845,4159,115830,891850,5004,1007680,53,393,8358,91736,446,100094,"Equal Growth Rates"
12,11,"petite","second-15min",688,4227,92264,917748,4915,1010012,58,384,8300,91944,442,100244,"Equal Growth Rates"
12,12,"petite","second-15min",642,4267,87005,926922,4909,1013927,54,401,8025,92057,455,100082,"Equal Growth Rates"
12,13,"petite","second-15min",610,4299,80877,930252,4909,1011129,46,412,6288,93851,458,100139,"Equal Growth Rates"
12,14,"petite","second-15min",490,4354,66607,940669,4844,1007276,31,412,4808,95216,443,100024,"Equal Growth Rates"
12,15,"petite","second-15min",393,4420,51089,959147,4813,1010236,19,422,2712,97434,441,100146,"Equal Growth Rates"
12,16,"petite","second-15min",230,4506,32010,976058,4736,1008068,18,433,2479,97660,451,100139,"Equal Growth Rates"
12,17,"petite","second-15min",195,4538,26756,976038,4733,1002794,13,426,2375,97712,439,100087,"Equal Growth Rates"
12,18,"petite","second-15min",176,4559,24005,979594,4735,1003599,9,438,1181,99357,447,100538,"Equal Growth Rates"
12,19,"petite","second-15min",86,4625,12428,996014,4711,1008442,6,423,936,99340,429,100276,"Equal Growth Rates"
12,20,"petite","second-15min",73,4610,10448,1005534,4683,1015982,4,444,622,99446,448,100068,"Equal Growth Rates"
12,21,"petite","second-15min",48,4627,6893,1004778,4675,1011671,5,426,820,99204,431,100024,"Equal Growth Rates"
12,22,"petite","second-15min",66,4618,8117,1009944,4684,1018061,5,424,609,99721,429,100330,"Equal Growth Rates"
12,23,"petite","second-15min",57,4616,7948,995422,4673,1003370,5,419,796,99277,424,100073,"Equal Growth Rates"
12,24,"petite","second-15min",67,4614,8602,995893,4681,1004495,4,436,489,99526,440,100015,"Equal Growth Rates"
12,25,"petite","second-15min",31,4629,3721,1008050,4660,1011771,1,433,172,99857,434,100029,"Equal Growth Rates"
15,1,"petite","second-15min",3847,2270,515716,493306,6117,1009022,331,229,48037,52097,560,100134,"Equal Growth Rates"
15,2,"petite","second-15min",3646,2376,497024,520271,6022,1017295,287,241,43131,56895,528,100026,"Equal Growth Rates"
15,3,"petite","second-15min",3317,2520,450156,545877,5837,996033,235,291,33791,66433,526,100224,"Equal Growth Rates"
15,4,"petite","second-15min",2580,3009,347421,656451,5589,1003872,193,319,28074,71949,512,100023,"Equal Growth Rates"
15,5,"petite","second-15min",2199,3344,299158,719865,5543,1019023,146,341,21542,78561,487,100103,"Equal Growth Rates"
15,6,"petite","second-15min",1701,3624,232205,785637,5325,1017842,126,362,18296,81729,488,100025,"Equal Growth Rates"
15,7,"petite","second-15min",1408,3802,191883,822595,5210,1014478,103,363,14990,85026,466,100016,"Equal Growth Rates"
15,8,"petite","second-15min",1149,3976,153693,867377,5125,1021070,70,381,11248,88809,451,100057,"Equal Growth Rates"
15,9,"petite","second-15min",877,4116,120884,891030,4993,1011914,67,384,10627,89717,451,100344,"Equal Growth Rates"
15,10,"petite","second-15min",830,4164,110520,901804,4994,1012324,68,376,9420,90801,444,100221,"Equal Growth Rates"
15,11,"petite","second-15min",732,4231,98613,906594,4963,1005207,42,421,7072,93081,463,100153,"Equal Growth Rates"
15,12,"petite","second-15min",542,4343,70457,940527,4885,1010984,40,405,6668,93490,445,100158,"Equal Growth Rates"
