"sim_number","transfer","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","carr_cap"
26,4,"petite","second",598,6210,58859,940356,6808,999215,36,589,3834,96265,625,100099,"10mill"
26,5,"petite","second",274,6530,29021,995119,6804,1024140,24,605,2681,97499,629,100180,"10mill"
26,6,"petite","second",169,6436,16503,985166,6605,1001669,11,590,1218,98837,601,100055,"10mill"
26,7,"petite","second",90,6506,9035,993662,6596,1002697,8,597,815,99202,605,100017,"10mill"
26,8,"petite","second",51,6567,5081,994573,6618,999654,2,626,218,99851,628,100069,"10mill"
19,1,"petite","second",3764,4213,369602,648410,7977,1018012,256,418,27722,72319,674,100041,"10mill"
19,2,"petite","second",2026,5346,203934,815317,7372,1019251,147,518,15761,84251,665,100012,"10mill"
19,3,"petite","second",1103,5904,108567,906548,7007,1015115,63,547,5871,94181,610,100052,"10mill"
19,4,"petite","second",407,6395,40375,963658,6802,1004033,21,607,2276,97734,628,100010,"10mill"
19,5,"petite","second",147,6469,14624,987145,6616,1001769,15,613,1289,98722,628,100011,"10mill"
19,6,"petite","second",90,6516,8880,987193,6606,996073,12,608,1414,98831,620,100245,"10mill"
19,7,"petite","second",103,6542,10419,999425,6645,1009844,10,618,1044,99195,628,100239,"10mill"
19,8,"petite","second",71,6526,7057,1001114,6597,1008171,8,605,697,99450,613,100147,"10mill"
19,9,"petite","second",37,6576,4155,997998,6613,1002153,4,608,622,99532,612,100154,"10mill"
19,10,"petite","second",44,6572,4339,996026,6616,1000365,4,625,354,99900,629,100254,"10mill"
45,1,"petite","second",3756,4196,365082,639992,7952,1005074,271,439,28708,71519,710,100227,"10mill"
45,2,"petite","second",2099,5296,208223,809837,7395,1018060,141,510,15497,84542,651,100039,"10mill"
45,3,"petite","second",1051,5933,102957,907686,6984,1010643,73,586,7201,92826,659,100027,"10mill"
45,4,"petite","second",504,6286,51340,950640,6790,1001980,39,598,4287,95847,637,100134,"10mill"
45,5,"petite","second",303,6514,30044,995637,6817,1025681,21,590,2112,97964,611,100076,"10mill"
45,6,"petite","second",123,6474,12704,978175,6597,990879,9,612,1363,98755,621,100118,"10mill"
45,7,"petite","second",86,6525,9013,994701,6611,1003714,7,627,805,99282,634,100087,"10mill"
42,1,"petite","second",3777,4187,369948,641870,7964,1011818,294,424,30173,69956,718,100129,"10mill"
42,2,"petite","second",2227,5143,225027,788914,7370,1013941,172,493,18426,81633,665,100059,"10mill"
42,3,"petite","second",1310,5880,130281,891881,7190,1022162,91,552,9691,90365,643,100056,"10mill"
42,4,"petite","second",651,6155,65020,938146,6806,1003166,42,588,3972,96128,630,100100,"10mill"
42,5,"petite","second",270,6515,26274,991858,6785,1018132,14,598,1499,98686,612,100185,"10mill"
42,6,"petite","second",101,6508,9546,998267,6609,1007813,2,603,171,99910,605,100081,"10mill"
42,7,"petite","second",10,6601,878,1005051,6611,1005929,1,611,146,99864,612,100010,"10mill"
42,8,"petite","second",9,6590,726,1004846,6599,1005572,1,605,84,100051,606,100135,"10mill"
27,1,"petite","second",3767,4146,368161,631234,7913,999395,301,427,30977,69075,728,100052,"10mill"
27,2,"petite","second",2191,5204,216009,794513,7395,1010522,138,529,14368,85684,667,100052,"10mill"
27,3,"petite","second",1012,5989,98815,916510,7001,1015325,78,546,8110,91915,624,100025,"10mill"
27,4,"petite","second",531,6260,53545,955898,6791,1009443,26,569,3046,97056,595,100102,"10mill"
27,5,"petite","second",240,6563,23131,990404,6803,1013535,25,584,2620,97598,609,100218,"10mill"
27,6,"petite","second",169,6468,16576,981929,6637,998505,14,605,1560,98632,619,100192,"10mill"
27,7,"petite","second",108,6527,11118,998874,6635,1009992,4,609,474,99664,613,100138,"10mill"
18,1,"petite","second",3725,4238,361230,639412,7963,1000642,281,447,29180,70912,728,100092,"10mill"
18,2,"petite","second",2143,5243,211856,804474,7386,1016330,164,498,17818,82230,662,100048,"10mill"
18,3,"petite","second",1248,5940,123068,897866,7188,1020934,76,562,8243,91817,638,100060,"10mill"
18,4,"petite","second",523,6272,51017,957736,6795,1008753,36,589,4238,95877,625,100115,"10mill"
18,5,"petite","second",272,6568,26665,997840,6840,1024505,15,616,1852,98453,631,100305,"10mill"
18,6,"petite","second",115,6504,11726,989736,6619,1001462,4,601,402,99735,605,100137,"10mill"
18,7,"petite","second",28,6588,2833,1003863,6616,1006696,4,599,412,99687,603,100099,"10mill"
18,8,"petite","second",20,6592,1579,1005486,6612,1007065,1,627,35,100050,628,100085,"10mill"
20,1,"petite","second",3760,4178,368397,635047,7938,1003444,297,432,30001,70056,729,100057,"10mill"
20,2,"petite","second",2175,5215,214499,793412,7390,1007911,170,509,18016,82004,679,100020,"10mill"
20,3,"petite","second",1275,5920,126153,901200,7195,1027353,77,564,8058,92032,641,100090,"10mill"
20,4,"petite","second",515,6291,50932,961607,6806,1012539,40,580,4547,95453,620,100000,"10mill"
20,5,"petite","second",292,6502,28937,987895,6794,1016832,17,607,2063,98019,624,100082,"10mill"
20,6,"petite","second",141,6463,13886,982368,6604,996254,10,597,908,99097,607,100005,"10mill"
20,7,"petite","second",68,6556,7171,995044,6624,1002215,8,604,1013,99120,612,100133,"10mill"
20,8,"petite","second",66,6544,6522,994880,6610,1001402,3,612,282,99850,615,100132,"10mill"
20,9,"petite","second",15,6600,1477,1001934,6615,1003411,2,608,210,99942,610,100152,"10mill"
16,1,"petite","second",3757,4187,368584,636339,7944,1004923,272,428,29681,70476,700,100157,"10mill"
16,2,"petite","second",2144,5244,212711,792428,7388,1005139,159,489,17258,82946,648,100204,"10mill"
16,3,"petite","second",1233,5756,121088,878388,6989,999476,76,563,7821,92236,639,100057,"10mill"
16,4,"petite","second",497,6284,47944,960064,6781,1008008,40,610,3897,96270,650,100167,"10mill"
16,5,"petite","second",271,6551,25102,997436,6822,1022538,19,580,2130,97959,599,100089,"10mill"
16,6,"petite","second",140,6473,13315,983741,6613,997056,10,607,1153,98989,617,100142,"10mill"
16,7,"petite","second",80,6526,8098,997437,6606,1005535,6,621,622,99460,627,100082,"10mill"
16,8,"petite","second",44,6568,4318,999419,6612,1003737,2,605,274,99914,607,100188,"10mill"
16,9,"petite","second",18,6580,1695,1008112,6598,1009807,2,615,170,100244,617,100414,"10mill"
29,1,"petite","second",3739,4200,364137,637445,7939,1001582,270,422,29993,70021,692,100014,"10mill"
29,2,"petite","second",2192,5199,216048,786991,7391,1003039,157,521,15674,84384,678,100058,"10mill"
29,3,"petite","second",1092,5913,108971,889025,7005,997996,71,585,7467,92734,656,100201,"10mill"
29,4,"petite","second",502,6313,49143,964038,6815,1013181,44,578,4365,95712,622,100077,"10mill"
29,5,"petite","second",314,6501,30788,991163,6815,1021951,20,624,2104,98015,644,100119,"10mill"
29,6,"petite","second",137,6485,13622,983892,6622,997514,11,631,1214,98854,642,100068,"10mill"
29,7,"petite","second",80,6539,8085,991864,6619,999949,11,602,1132,99206,613,100338,"10mill"
29,8,"petite","second",68,6556,6978,996991,6624,1003969,3,585,230,99972,588,100202,"10mill"
29,9,"petite","second",8,6612,774,1012463,6620,1013237,1,620,125,99936,621,100061,"10mill"
29,10,"petite","second",8,6595,1279,1009542,6603,1010821,2,615,275,99908,617,100183,"10mill"
11,1,"petite","second",3743,4219,365512,641887,7962,1007399,297,424,31427,68614,721,100041,"10mill"
11,2,"petite","second",2301,5063,226540,772110,7364,998650,174,509,16923,83286,683,100209,"10mill"
11,3,"petite","second",1184,5810,116052,883338,6994,999390,100,565,10844,89351,665,100195,"10mill"
11,4,"petite","second",759,6229,72637,954224,6988,1026861,60,564,5826,94279,624,100105,"10mill"
11,5,"petite","second",440,6363,42900,964716,6803,1007616,24,594,2555,97477,618,100032,"10mill"
11,6,"petite","second",181,6431,18378,980234,6612,998612,7,590,860,99231,597,100091,"10mill"
11,7,"petite","second",57,6560,5693,1004385,6617,1010078,2,612,254,99780,614,100034,"10mill"
11,8,"petite","second",15,6596,1673,1006592,6611,1008265,1,604,82,100164,605,100246,"10mill"
