"sim_number","transfer","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","carr_cap"
31,1,"petite","second",1,7,87,992,8,1079,1,1,87,224,2,311,"10k"
36,1,"petite","second",4,4,364,598,8,962,1,1,103,69,2,172,"10k"
49,1,"petite","second",4,5,248,763,9,1011,1,1,89,94,2,183,"10k"
12,1,"petite","second",3,5,353,944,8,1297,1,1,89,370,2,459,"10k"
41,1,"petite","second",2,6,180,873,8,1053,1,1,59,50,2,109,"10k"
41,2,"petite","second",6,3,622,477,9,1099,1,1,67,115,2,182,"10k"
46,1,"petite","second",5,5,433,745,10,1178,1,1,65,182,2,247,"10k"
46,2,"petite","second",1,7,62,786,8,848,1,1,62,76,2,138,"10k"
28,1,"petite","second",3,4,205,604,7,809,1,1,52,71,2,123,"10k"
42,1,"petite","second",5,4,583,396,9,979,1,1,63,102,2,165,"10k"
27,1,"petite","second",5,4,328,553,9,881,1,1,40,164,2,204,"10k"
37,1,"petite","second",40,42,3141,6486,82,9627,1,5,51,972,6,1023,"100k"
30,1,"petite","second",37,45,3128,7470,82,10598,3,3,349,662,6,1011,"100k"
39,1,"petite","second",35,44,3237,7666,79,10903,1,2,232,770,3,1002,"100k"
39,2,"petite","second",20,53,1947,7879,73,9826,1,6,87,935,7,1022,"100k"
39,3,"petite","second",4,64,340,9941,68,10281,1,5,72,998,6,1070,"100k"
4,1,"petite","second",45,34,4262,5437,79,9699,7,2,746,258,9,1004,"100k"
3,1,"petite","second",31,50,3092,7337,81,10429,5,3,656,398,8,1054,"100k"
3,2,"petite","second",55,30,4690,5065,85,9755,6,3,476,738,9,1214,"100k"
3,3,"petite","second",29,49,2780,7154,78,9934,5,3,490,599,8,1089,"100k"
3,4,"petite","second",38,42,3444,6174,80,9618,4,5,413,734,9,1147,"100k"
3,5,"petite","second",33,43,3326,6255,76,9581,3,5,371,707,8,1078,"100k"
3,6,"petite","second",26,49,2537,7011,75,9548,3,3,364,643,6,1007,"100k"
3,7,"petite","second",24,53,2316,7993,77,10309,2,7,232,939,9,1171,"100k"
3,8,"petite","second",19,53,1996,7413,72,9409,3,6,404,618,9,1022,"100k"
3,9,"petite","second",34,46,2966,7035,80,10001,2,4,212,791,6,1003,"100k"
3,10,"petite","second",12,62,968,9042,74,10010,1,5,76,1237,6,1313,"100k"
2,1,"petite","second",35,43,3517,6371,78,9888,1,4,78,924,5,1002,"100k"
38,1,"petite","second",30,50,2592,6992,80,9584,6,4,551,611,10,1162,"100k"
38,2,"petite","second",37,44,3639,6550,81,10189,4,4,484,591,8,1075,"100k"
38,3,"petite","second",36,43,3186,7165,79,10351,1,6,61,1052,7,1113,"100k"
5,1,"petite","second",37,40,3604,6012,77,9616,5,3,419,679,8,1098,"100k"
5,2,"petite","second",31,46,2533,7312,77,9845,2,4,184,868,6,1052,"100k"
31,1,"petite","second",38,42,3380,5913,80,9293,3,5,344,698,8,1042,"100k"
31,2,"petite","second",23,49,2063,7850,72,9913,1,6,97,1113,7,1210,"100k"
36,1,"petite","second",45,37,4598,5086,82,9684,7,2,782,292,9,1074,"100k"
36,2,"petite","second",67,24,6763,3313,91,10076,8,2,765,248,10,1013,"100k"
36,3,"petite","second",73,18,7259,2650,91,9909,7,1,877,218,8,1095,"100k"
36,4,"petite","second",79,13,7328,1873,92,9201,9,1,900,133,10,1033,"100k"
36,5,"petite","second",82,13,8254,1842,95,10096,8,1,897,166,9,1063,"100k"
36,6,"petite","second",78,18,7541,2291,96,9832,9,1,938,71,10,1009,"100k"
36,7,"petite","second",90,8,8758,1243,98,10001,8,1,989,59,9,1048,"100k"
14,1,"petite","second",46,33,4352,4959,79,9311,4,3,467,555,7,1022,"100k"
14,2,"petite","second",36,43,3770,6330,79,10100,3,6,257,810,9,1067,"100k"
13,1,"petite","second",49,35,4314,5845,84,10159,4,5,318,739,9,1057,"100k"
13,2,"petite","second",27,46,2206,7097,73,9303,2,6,123,1013,8,1136,"100k"
25,1,"petite","second",40,42,3835,5704,82,9539,3,7,315,765,10,1080,"100k"
22,1,"petite","second",32,48,3172,6649,80,9821,1,8,146,865,9,1011,"100k"
22,2,"petite","second",12,60,1110,8827,72,9937,1,7,35,1048,8,1083,"100k"
49,1,"petite","second",47,33,4875,4504,80,9379,6,3,589,496,9,1085,"100k"
49,2,"petite","second",41,43,3931,6195,84,10126,3,6,390,771,9,1161,"100k"
49,3,"petite","second",26,51,2274,7139,77,9413,4,5,297,866,9,1163,"100k"
49,4,"petite","second",18,57,1847,8348,75,10195,1,4,119,1116,5,1235,"100k"
49,5,"petite","second",10,58,1021,8394,68,9415,1,5,77,944,6,1021,"100k"
49,6,"petite","second",7,64,614,9883,71,10497,2,6,185,913,8,1098,"100k"
47,1,"petite","second",35,46,3294,6641,81,9935,3,4,327,768,7,1095,"100k"
40,1,"petite","second",35,45,3739,6885,80,10624,1,7,74,928,8,1002,"100k"
40,2,"petite","second",12,59,1186,8056,71,9242,1,8,61,1034,9,1095,"100k"
40,3,"petite","second",3,66,382,9893,69,10275,1,8,75,930,9,1005,"100k"
23,1,"petite","second",32,47,2907,7690,79,10597,3,5,289,766,8,1055,"100k"
24,1,"petite","second",42,40,3841,5780,82,9621,3,4,241,759,7,1000,"100k"
12,1,"petite","second",34,45,3924,6395,79,10319,5,4,598,569,9,1167,"100k"
12,2,"petite","second",39,42,3719,6227,81,9946,3,4,330,707,7,1037,"100k"
12,3,"petite","second",23,53,2186,7402,76,9588,1,6,69,942,7,1011,"100k"
15,1,"petite","second",46,35,4443,5205,81,9648,3,3,336,698,6,1034,"100k"
15,2,"petite","second",27,48,3145,6992,75,10137,3,5,251,777,8,1028,"100k"
15,3,"petite","second",18,55,1839,7946,73,9785,1,7,142,882,8,1024,"100k"
41,1,"petite","second",35,43,3183,6666,78,9849,2,7,222,830,9,1052,"100k"
46,1,"petite","second",45,35,4159,5047,80,9206,1,6,38,979,7,1017,"100k"
48,1,"petite","second",31,49,2762,7694,80,10456,3,5,249,849,8,1098,"100k"
48,2,"petite","second",20,51,2400,7599,71,9999,1,6,62,961,7,1023,"100k"
33,1,"petite","second",29,49,2746,7132,78,9878,1,4,123,986,5,1109,"100k"
9,1,"petite","second",28,48,2873,7387,76,10260,2,6,381,803,8,1184,"100k"
9,2,"petite","second",23,52,1931,7777,75,9708,1,6,102,900,7,1002,"100k"
34,1,"petite","second",44,40,4036,5958,84,9994,3,4,272,762,7,1034,"100k"
34,2,"petite","second",25,51,2189,7518,76,9707,2,6,210,825,8,1035,"100k"
34,3,"petite","second",13,60,1281,8632,73,9913,1,7,114,977,8,1091,"100k"
34,4,"petite","second",5,65,402,9105,70,9507,1,7,167,858,8,1025,"100k"
34,5,"petite","second",12,62,1279,9612,74,10891,1,8,107,1011,9,1118,"100k"
6,1,"petite","second",42,39,4418,5534,81,9952,2,4,229,787,6,1016,"100k"
6,2,"petite","second",15,58,1458,8459,73,9917,2,5,132,1053,7,1185,"100k"
1,1,"petite","second",34,46,3433,6260,80,9693,5,4,540,466,9,1006,"100k"
1,2,"petite","second",49,33,4426,4754,82,9180,5,2,582,422,7,1004,"100k"
1,3,"petite","second",51,33,4585,4967,84,9552,7,3,547,506,10,1053,"100k"
1,4,"petite","second",47,35,4660,5743,82,10403,4,3,582,433,7,1015,"100k"
1,5,"petite","second",51,34,4446,4529,85,8975,6,4,702,392,10,1094,"100k"
1,6,"petite","second",60,28,5673,4465,88,10138,2,4,226,806,6,1032,"100k"
1,7,"petite","second",18,54,1804,8088,72,9892,2,6,284,942,8,1226,"100k"
8,1,"petite","second",45,38,4823,5574,83,10397,4,4,245,772,8,1017,"100k"
8,2,"petite","second",20,52,1744,7948,72,9692,1,5,68,954,6,1022,"100k"
35,1,"petite","second",40,41,3857,5321,81,9178,2,6,170,866,8,1036,"100k"
32,1,"petite","second",31,49,3005,7601,80,10606,3,5,477,740,8,1217,"100k"
32,2,"petite","second",21,56,2104,7660,77,9764,3,5,241,781,8,1022,"100k"
32,3,"petite","second",16,59,1686,8774,75,10460,2,5,214,931,7,1145,"100k"
32,4,"petite","second",14,56,1311,7976,70,9287,1,7,25,1064,8,1089,"100k"
50,1,"petite","second",46,37,3857,5121,83,8978,3,6,179,858,9,1037,"100k"
50,2,"petite","second",12,56,1056,8441,68,9497,2,7,117,994,9,1111,"100k"
50,3,"petite","second",9,59,947,8521,68,9468,1,8,176,963,9,1139,"100k"
50,4,"petite","second",14,57,1207,8316,71,9523,2,6,224,823,8,1047,"100k"
43,1,"petite","second",42,40,4108,5538,82,9646,2,6,157,849,8,1006,"100k"
43,2,"petite","second",7,64,516,9161,71,9677,1,7,79,971,8,1050,"100k"
44,1,"petite","second",35,45,3240,6806,80,10046,3,4,289,752,7,1041,"100k"
44,2,"petite","second",25,49,2496,7368,74,9864,4,5,348,725,9,1073,"100k"
44,3,"petite","second",20,57,1995,8362,77,10357,2,5,233,941,7,1174,"100k"
44,4,"petite","second",14,59,1406,8407,73,9813,4,4,343,667,8,1010,"100k"
10,1,"petite","second",37,44,3119,6692,81,9811,3,4,217,904,7,1121,"100k"
17,1,"petite","second",41,39,3691,7345,80,11036,1,4,110,965,5,1075,"100k"
28,1,"petite","second",42,39,4162,6290,81,10452,3,5,437,606,8,1043,"100k"
28,2,"petite","second",32,46,2794,7660,78,10454,4,4,324,705,8,1029,"100k"
28,3,"petite","second",21,52,2173,7798,73,9971,1,6,77,1083,7,1160,"100k"
28,4,"petite","second",7,59,546,8350,66,8896,3,6,279,753,9,1032,"100k"
21,1,"petite","second",38,44,3544,6311,82,9855,2,4,125,875,6,1000,"100k"
21,2,"petite","second",8,62,796,9678,70,10474,2,5,229,806,7,1035,"100k"
26,1,"petite","second",34,45,3169,6552,79,9721,4,4,445,627,8,1072,"100k"
26,2,"petite","second",30,49,2690,6794,79,9484,4,6,362,839,10,1201,"100k"
26,3,"petite","second",23,51,2297,7511,74,9808,1,4,90,1067,5,1157,"100k"
26,4,"petite","second",6,63,541,9049,69,9590,2,5,185,827,7,1012,"100k"
26,5,"petite","second",18,54,1635,7632,72,9267,2,6,152,883,8,1035,"100k"
19,1,"petite","second",43,37,4055,4696,80,8751,4,7,290,731,11,1021,"100k"
19,2,"petite","second",25,49,2249,7930,74,10179,1,5,72,982,6,1054,"100k"
19,3,"petite","second",7,61,691,9712,68,10403,1,7,128,919,8,1047,"100k"
45,1,"petite","second",40,41,3561,6194,81,9755,2,4,245,868,6,1113,"100k"
42,1,"petite","second",39,41,3688,6011,80,9699,2,4,204,926,6,1130,"100k"
27,1,"petite","second",40,42,3912,6277,82,10189,3,7,220,981,10,1201,"100k"
27,2,"petite","second",14,58,1293,7740,72,9033,1,7,131,980,8,1111,"100k"
18,1,"petite","second",38,41,3137,6082,79,9219,3,5,322,821,8,1143,"100k"
18,2,"petite","second",21,53,1981,7344,74,9325,3,4,347,782,7,1129,"100k"
18,3,"petite","second",23,53,1959,7803,76,9762,2,6,259,852,8,1111,"100k"
18,4,"petite","second",14,58,1337,8562,72,9899,2,6,101,1048,8,1149,"100k"
18,5,"petite","second",8,60,574,9030,68,9604,1,6,109,903,7,1012,"100k"
20,1,"petite","second",28,52,2583,7873,80,10456,3,5,232,843,8,1075,"100k"
20,2,"petite","second",17,56,1657,7780,73,9437,3,5,342,728,8,1070,"100k"
20,3,"petite","second",29,45,2695,7058,74,9753,3,6,213,885,9,1098,"100k"
16,1,"petite","second",41,38,3909,5612,79,9521,3,6,254,793,9,1047,"100k"
29,1,"petite","second",37,46,3364,6824,83,10188,1,5,95,908,6,1003,"100k"
29,2,"petite","second",8,61,716,8726,69,9442,1,6,136,887,7,1023,"100k"
11,1,"petite","second",42,39,3934,5488,81,9422,5,5,441,657,10,1098,"100k"
11,2,"petite","second",30,44,2688,6795,74,9483,3,6,251,977,9,1228,"100k"
11,3,"petite","second",13,59,1427,8756,72,10183,2,5,274,773,7,1047,"100k"
37,1,"petite","second",392,410,40109,63275,802,103384,29,38,3089,7012,67,10101,"1mill"
37,2,"petite","second",237,509,24340,78855,746,103195,16,52,1847,8277,68,10124,"1mill"
37,3,"petite","second",144,563,14371,86014,707,100385,16,52,1820,8427,68,10247,"1mill"
37,4,"petite","second",126,591,12269,91290,717,103559,9,57,885,9198,66,10083,"1mill"
37,5,"petite","second",62,622,6003,95483,684,101486,4,61,405,9692,65,10097,"1mill"
37,6,"petite","second",22,643,2021,98848,665,100869,3,58,240,9794,61,10034,"1mill"
37,7,"petite","second",16,668,1659,103252,684,104911,1,62,62,9973,63,10035,"1mill"
30,1,"petite","second",388,431,38151,66044,819,104195,32,41,3282,6743,73,10025,"1mill"
30,2,"petite","second",243,501,24073,76580,744,100653,18,47,1965,8112,65,10077,"1mill"
30,3,"petite","second",146,578,14566,89588,724,104154,11,52,1149,9075,63,10224,"1mill"
30,4,"petite","second",91,602,9200,92537,693,101737,9,60,973,9044,69,10017,"1mill"
30,5,"petite","second",61,625,5862,93808,686,99670,3,57,330,9823,60,10153,"1mill"
30,6,"petite","second",26,642,2523,97814,668,100337,1,67,132,10350,68,10482,"1mill"
39,1,"petite","second",392,403,38102,61870,795,99972,25,44,2355,7679,69,10034,"1mill"
39,2,"petite","second",152,570,14498,89307,722,103805,19,52,2124,8074,71,10198,"1mill"
39,3,"petite","second",134,580,12749,88303,714,101052,7,57,813,9240,64,10053,"1mill"
39,4,"petite","second",54,630,5119,95545,684,100664,2,56,210,9825,58,10035,"1mill"
39,5,"petite","second",11,651,1042,99022,662,100064,2,61,251,9908,63,10159,"1mill"
39,6,"petite","second",12,662,1295,100170,674,101465,2,60,307,9696,62,10003,"1mill"
4,1,"petite","second",358,437,34461,68487,795,102948,31,36,3100,6958,67,10058,"1mill"
4,2,"petite","second",219,522,22324,81363,741,103687,12,52,1308,8899,64,10207,"1mill"
4,3,"petite","second",80,621,8458,95513,701,103971,9,53,998,9128,62,10126,"1mill"
4,4,"petite","second",62,620,6563,94647,682,101210,5,62,513,9750,67,10263,"1mill"
4,5,"petite","second",27,644,2638,97983,671,100621,2,58,133,9927,60,10060,"1mill"
3,1,"petite","second",363,430,35506,66926,793,102432,23,39,2489,7578,62,10067,"1mill"
3,2,"petite","second",152,570,14947,85945,722,100892,10,54,1048,9186,64,10234,"1mill"
3,3,"petite","second",65,629,6534,97083,694,103617,3,58,343,9821,61,10164,"1mill"
3,4,"petite","second",27,651,2618,98551,678,101169,2,59,283,9835,61,10118,"1mill"
3,5,"petite","second",25,644,2651,98184,669,100835,3,58,362,9737,61,10099,"1mill"
3,6,"petite","second",22,642,2218,98236,664,100454,1,59,151,9993,60,10144,"1mill"
3,7,"petite","second",8,667,838,100716,675,101554,2,57,236,9907,59,10143,"1mill"
3,8,"petite","second",16,654,1679,101554,670,103233,1,60,67,10043,61,10110,"1mill"
2,1,"petite","second",366,440,34910,67000,806,101910,23,51,2111,7907,74,10018,"1mill"
2,2,"petite","second",142,575,14268,87560,717,101828,12,49,1225,8934,61,10159,"1mill"
2,3,"petite","second",72,617,7697,94581,689,102278,1,59,192,9832,60,10024,"1mill"
38,1,"petite","second",380,431,37827,65104,811,102931,22,43,2251,7943,65,10194,"1mill"
38,2,"petite","second",168,547,16853,85494,715,102347,13,49,1368,8976,62,10344,"1mill"
38,3,"petite","second",94,610,8832,92614,704,101446,6,61,673,9479,67,10152,"1mill"
38,4,"petite","second",39,643,3647,100199,682,103846,2,59,255,9855,61,10110,"1mill"
38,5,"petite","second",13,648,1031,100424,661,101455,2,56,200,9944,58,10144,"1mill"
38,6,"petite","second",13,653,1098,99166,666,100264,2,59,170,9936,61,10106,"1mill"
5,1,"petite","second",373,427,36623,66832,800,103455,27,39,3069,6935,66,10004,"1mill"
5,2,"petite","second",207,530,19027,81939,737,100966,17,53,1406,8606,70,10012,"1mill"
5,3,"petite","second",91,610,9218,93856,701,103074,7,55,862,9212,62,10074,"1mill"
5,4,"petite","second",61,621,5710,94603,682,100313,2,59,183,9819,61,10002,"1mill"
31,1,"petite","second",376,429,36670,68114,805,104784,25,39,3232,6868,64,10100,"1mill"
31,2,"petite","second",242,505,23509,76211,747,99720,15,46,1688,8334,61,10022,"1mill"
31,3,"petite","second",121,576,11557,87705,697,99262,8,56,732,9374,64,10106,"1mill"
31,4,"petite","second",59,622,5723,94489,681,100212,8,59,586,9466,67,10052,"1mill"
31,5,"petite","second",44,643,4824,98144,687,102968,6,60,773,9348,66,10121,"1mill"
31,6,"petite","second",48,641,4575,97027,689,101602,8,57,706,9344,65,10050,"1mill"
31,7,"petite","second",53,631,4865,93257,684,98122,5,62,649,9384,67,10033,"1mill"
31,8,"petite","second",39,640,3988,98750,679,102738,2,59,169,9867,61,10036,"1mill"
36,1,"petite","second",353,448,35147,67947,801,103094,23,47,2500,7505,70,10005,"1mill"
36,2,"petite","second",191,544,19390,82431,735,101821,17,54,1932,8326,71,10258,"1mill"
36,3,"petite","second",142,563,14409,86410,705,100819,11,57,1145,8915,68,10060,"1mill"
36,4,"petite","second",70,619,6364,94279,689,100643,6,61,622,9466,67,10088,"1mill"
36,5,"petite","second",43,639,4491,98665,682,103156,3,58,346,9679,61,10025,"1mill"
36,6,"petite","second",32,656,3089,99465,688,102554,3,58,306,9711,61,10017,"1mill"
14,1,"petite","second",383,432,37226,66243,815,103469,27,46,2915,7149,73,10064,"1mill"
14,2,"petite","second",217,531,21039,79981,748,101020,10,56,1120,8932,66,10052,"1mill"
14,3,"petite","second",76,619,7319,93871,695,101190,5,54,399,9799,59,10198,"1mill"
13,1,"petite","second",376,436,37969,65325,812,103294,27,44,3000,7080,71,10080,"1mill"
13,2,"petite","second",241,507,23140,77556,748,100696,16,44,1816,8326,60,10142,"1mill"
13,3,"petite","second",117,591,12348,89124,708,101472,4,56,548,9467,60,10015,"1mill"
13,4,"petite","second",36,652,3855,100171,688,104026,2,58,392,9671,60,10063,"1mill"
13,5,"petite","second",28,664,2788,100237,692,103025,2,51,133,9892,53,10025,"1mill"
25,1,"petite","second",398,405,37722,62727,803,100449,28,40,3045,7037,68,10082,"1mill"
25,2,"petite","second",230,512,23235,78550,742,101785,14,55,1657,8393,69,10050,"1mill"
25,3,"petite","second",116,588,11320,88802,704,100122,12,52,1516,8523,64,10039,"1mill"
25,4,"petite","second",109,590,10372,90279,699,100651,10,58,914,9156,68,10070,"1mill"
25,5,"petite","second",52,635,5694,96676,687,102370,3,70,376,9789,73,10165,"1mill"
25,6,"petite","second",18,655,1802,101004,673,102806,2,58,332,9744,60,10076,"1mill"
25,7,"petite","second",19,651,1825,101220,670,103045,1,60,152,10053,61,10205,"1mill"
25,8,"petite","second",10,663,980,101611,673,102591,1,62,175,9976,63,10151,"1mill"
25,9,"petite","second",13,658,1099,100158,671,101257,1,61,70,10039,62,10109,"1mill"
22,1,"petite","second",346,456,33264,70059,802,103323,30,45,3207,6883,75,10090,"1mill"
22,2,"petite","second",223,515,22103,77270,738,99373,9,52,978,9143,61,10121,"1mill"
22,3,"petite","second",58,627,6426,96333,685,102759,9,49,1206,8839,58,10045,"1mill"
22,4,"petite","second",95,605,9161,92280,700,101441,8,59,716,9442,67,10158,"1mill"
22,5,"petite","second",48,628,5143,94186,676,99329,4,58,557,9480,62,10037,"1mill"
22,6,"petite","second",33,654,3451,99060,687,102511,2,62,268,9989,64,10257,"1mill"
22,7,"petite","second",20,664,2334,99859,684,102193,2,61,124,9904,63,10028,"1mill"
22,8,"petite","second",8,655,761,97994,663,98755,1,58,86,10053,59,10139,"1mill"
49,1,"petite","second",380,416,37236,62790,796,100026,30,40,3783,6237,70,10020,"1mill"
49,2,"petite","second",311,453,30650,68664,764,99314,21,47,2202,7823,68,10025,"1mill"
49,3,"petite","second",165,552,16255,84055,717,100310,10,50,1127,9022,60,10149,"1mill"
49,4,"petite","second",69,617,7573,95938,686,103511,2,58,130,9985,60,10115,"1mill"
49,5,"petite","second",6,660,405,101775,666,102180,1,63,91,9965,64,10056,"1mill"
47,1,"petite","second",357,443,34508,67007,800,101515,26,41,2572,7494,67,10066,"1mill"
47,2,"petite","second",178,543,17355,83988,721,101343,8,60,721,9365,68,10086,"1mill"
47,3,"petite","second",58,631,5817,95276,689,101093,7,53,841,9171,60,10012,"1mill"
40,1,"petite","second",336,460,33279,72687,796,105966,26,49,2646,7373,75,10019,"1mill"
40,2,"petite","second",196,544,18902,84751,740,103653,15,51,1390,8719,66,10109,"1mill"
40,3,"petite","second",102,602,9737,92339,704,102076,7,54,911,9126,61,10037,"1mill"
40,4,"petite","second",53,621,5150,95389,674,100539,4,55,409,9745,59,10154,"1mill"
40,5,"petite","second",30,640,2879,98482,670,101361,1,57,61,9967,58,10028,"1mill"
23,1,"petite","second",385,424,37630,65974,809,103604,30,46,2850,7230,76,10080,"1mill"
23,2,"petite","second",221,526,21829,77480,747,99309,12,58,1002,9136,70,10138,"1mill"
23,3,"petite","second",74,618,7592,94507,692,102099,8,55,1146,8886,63,10032,"1mill"
23,4,"petite","second",77,602,7414,93831,679,101245,6,56,591,9454,62,10045,"1mill"
23,5,"petite","second",39,638,3747,97721,677,101468,4,57,375,9661,61,10036,"1mill"
23,6,"petite","second",26,661,2337,100266,687,102603,1,61,122,9969,62,10091,"1mill"
23,7,"petite","second",12,654,1210,101824,666,103034,1,61,127,10003,62,10130,"1mill"
24,1,"petite","second",382,423,36055,65843,805,101898,24,48,2525,7645,72,10170,"1mill"
24,2,"petite","second",160,567,16459,87600,727,104059,17,49,1718,8381,66,10099,"1mill"
24,3,"petite","second",117,585,11903,91979,702,103882,13,58,1369,8762,71,10131,"1mill"
24,4,"petite","second",97,613,9453,92861,710,102314,5,57,583,9545,62,10128,"1mill"
24,5,"petite","second",37,647,3930,97373,684,101303,5,55,579,9569,60,10148,"1mill"
24,6,"petite","second",46,620,4903,94362,666,99265,4,62,471,9583,66,10054,"1mill"
24,7,"petite","second",31,651,2822,102058,682,104880,1,63,130,9951,64,10081,"1mill"
24,8,"petite","second",11,658,1100,101875,669,102975,2,56,229,10063,58,10292,"1mill"
24,9,"petite","second",16,645,1768,99760,661,101528,1,66,119,9967,67,10086,"1mill"
24,10,"petite","second",8,654,854,100351,662,101205,2,54,235,9831,56,10066,"1mill"
24,11,"petite","second",10,651,1129,99859,661,100988,1,67,80,9953,68,10033,"1mill"
12,1,"petite","second",375,427,36328,65016,802,101344,31,39,3200,6805,70,10005,"1mill"
12,2,"petite","second",221,520,21632,78731,741,100363,17,56,1708,8346,73,10054,"1mill"
12,3,"petite","second",111,591,11694,90228,702,101922,14,53,1636,8642,67,10278,"1mill"
12,4,"petite","second",101,598,10571,92056,699,102627,6,55,680,9398,61,10078,"1mill"
12,5,"petite","second",50,638,4912,93832,688,98744,5,57,644,9405,62,10049,"1mill"
12,6,"petite","second",33,654,3606,98479,687,102085,3,62,274,9842,65,10116,"1mill"
15,1,"petite","second",393,416,39765,62513,809,102278,21,50,2137,7894,71,10031,"1mill"
15,2,"petite","second",151,574,14922,86907,725,101829,9,58,890,9286,67,10176,"1mill"
15,3,"petite","second",54,635,5478,96493,689,101971,5,61,374,9700,66,10074,"1mill"
15,4,"petite","second",20,644,1848,102797,664,104645,3,59,239,9948,62,10187,"1mill"
15,5,"petite","second",20,648,2150,100163,668,102313,1,59,130,9896,60,10026,"1mill"
41,1,"petite","second",383,421,36726,64377,804,101103,35,41,3488,6553,76,10041,"1mill"
41,2,"petite","second",250,504,25931,75766,754,101697,23,42,2639,7361,65,10000,"1mill"
41,3,"petite","second",185,551,18663,86166,736,104829,7,63,731,9315,70,10046,"1mill"
41,4,"petite","second",56,625,5659,95765,681,101424,3,64,176,9882,67,10058,"1mill"
41,5,"petite","second",7,667,722,99593,674,100315,1,67,40,10109,68,10149,"1mill"
41,6,"petite","second",7,666,648,103501,673,104149,1,62,92,10157,63,10249,"1mill"
46,1,"petite","second",398,410,38626,62117,808,100743,34,44,3130,6916,78,10046,"1mill"
46,2,"petite","second",236,504,23400,77652,740,101052,20,47,2234,7934,67,10168,"1mill"
46,3,"petite","second",159,565,15956,86098,724,102054,9,52,943,9068,61,10011,"1mill"
46,4,"petite","second",66,613,6224,95749,679,101973,6,59,474,9704,65,10178,"1mill"
46,5,"petite","second",39,631,3488,97753,670,101241,4,66,343,9852,70,10195,"1mill"
46,6,"petite","second",17,659,1509,100290,676,101799,1,62,70,10128,63,10198,"1mill"
48,1,"petite","second",382,421,37221,64710,803,101931,31,40,3387,6837,71,10224,"1mill"
48,2,"petite","second",249,509,24534,76891,758,101425,14,48,1319,8784,62,10103,"1mill"
48,3,"petite","second",88,617,8692,93277,705,101969,4,59,468,9680,63,10148,"1mill"
48,4,"petite","second",27,644,2759,99327,671,102086,1,57,66,9979,58,10045,"1mill"
33,1,"petite","second",362,443,35582,69407,805,104989,28,39,2950,7183,67,10133,"1mill"
33,2,"petite","second",204,539,19972,82920,743,102892,17,52,1570,8475,69,10045,"1mill"
33,3,"petite","second",118,583,11133,90588,701,101721,7,53,894,9163,60,10057,"1mill"
33,4,"petite","second",55,633,5843,95782,688,101625,4,59,490,9678,63,10168,"1mill"
33,5,"petite","second",31,644,2960,99414,675,102374,4,54,552,9459,58,10011,"1mill"
33,6,"petite","second",42,638,4297,97878,680,102175,4,62,309,9809,66,10118,"1mill"
33,7,"petite","second",22,643,2113,96946,665,99059,3,63,320,9822,66,10142,"1mill"
33,8,"petite","second",18,652,1879,98802,670,100681,1,60,89,9933,61,10022,"1mill"
9,1,"petite","second",368,437,35766,65768,805,101534,24,46,2481,7601,70,10082,"1mill"
9,2,"petite","second",175,548,17533,84881,723,102414,13,52,1391,8656,65,10047,"1mill"
9,3,"petite","second",91,614,9313,94727,705,104040,3,62,312,9751,65,10063,"1mill"
34,1,"petite","second",369,429,36016,65978,798,101994,26,48,2714,7418,74,10132,"1mill"
34,2,"petite","second",211,518,20849,81004,729,101853,18,51,1761,8447,69,10208,"1mill"
34,3,"petite","second",125,585,12807,87331,710,100138,9,60,1002,9112,69,10114,"1mill"
34,4,"petite","second",76,612,8079,92757,688,100836,2,62,209,9906,64,10115,"1mill"
34,5,"petite","second",14,657,1604,99061,671,100665,1,61,118,10084,62,10202,"1mill"
34,6,"petite","second",8,669,816,100327,677,101143,1,61,119,9981,62,10100,"1mill"
34,7,"petite","second",5,665,626,101937,670,102563,1,60,120,9944,61,10064,"1mill"
34,8,"petite","second",6,655,478,100970,661,101448,1,61,95,10011,62,10106,"1mill"
7,1,"petite","second",366,433,35882,68240,799,104122,24,45,2694,7424,69,10118,"1mill"
7,2,"petite","second",191,536,19666,83211,727,102877,18,52,1860,8360,70,10220,"1mill"
7,3,"petite","second",132,581,12465,88050,713,100515,9,60,734,9434,69,10168,"1mill"
7,4,"petite","second",49,638,4311,96678,687,100989,7,57,617,9468,64,10085,"1mill"
7,5,"petite","second",35,653,3157,100001,688,103158,1,63,101,9991,64,10092,"1mill"
6,1,"petite","second",367,432,36195,67591,799,103786,29,43,3112,6973,72,10085,"1mill"
6,2,"petite","second",233,520,23287,78292,753,101579,18,48,1925,8084,66,10009,"1mill"
6,3,"petite","second",134,592,13728,91096,726,104824,8,56,901,9118,64,10019,"1mill"
6,4,"petite","second",56,628,5604,94888,684,100492,2,60,361,9727,62,10088,"1mill"
6,5,"petite","second",34,637,3094,95381,671,98475,3,60,264,9890,63,10154,"1mill"
6,6,"petite","second",16,661,1347,99201,677,100548,3,58,244,9900,61,10144,"1mill"
1,1,"petite","second",347,445,33220,69069,792,102289,28,44,3137,6939,72,10076,"1mill"
1,2,"petite","second",224,522,21985,78619,746,100604,23,44,2282,7752,67,10034,"1mill"
