"sim_number","generation_number","diff_minutes","experiment","percent_cell_cycle","experiment_name"
1,3,53.6956,"slow_first_div",0.509768106031351,"Slow First Division"
1,3,10.9464,"slow_first_div",0.103921468348647,"Slow First Division"
1,3,15.7915,"slow_first_div",0.149919230745053,"Slow First Division"
1,3,16.8928,"slow_first_div",0.16037460539721,"Slow First Division"
1,3,39.3808,"slow_first_div",0.373868172252465,"Slow First Division"
1,3,39.5094,"slow_first_div",0.375089057733503,"Slow First Division"
1,3,39.2696,"slow_first_div",0.372812476564351,"Slow First Division"
1,3,35.4769,"slow_first_div",0.336805848539986,"Slow First Division"
1,3,36.5398,"slow_first_div",0.346896666407757,"Slow First Division"
1,3,42.3472,"slow_first_div",0.402030183846178,"Slow First Division"
1,3,35.6786,"slow_first_div",0.338720721024631,"Slow First Division"
1,3,30.2,"slow_first_div",0.286708721052504,"Slow First Division"
1,3,15.433,"slow_first_div",0.146515751390837,"Slow First Division"
1,3,39.4544,"slow_first_div",0.374566906089202,"Slow First Division"
1,3,2.0885,"slow_first_div",0.0198275219840448,"Slow First Division"
1,3,39.632,"slow_first_div",0.376252981216981,"Slow First Division"
1,3,30.8385,"slow_first_div",0.292770426959524,"Slow First Division"
1,3,19.5384,"slow_first_div",0.18549104885471,"Slow First Division"
1,3,10.0279,"slow_first_div",0.0952015358888211,"Slow First Division"
1,3,22.0153,"slow_first_div",0.209005910814145,"Slow First Division"
1,3,16.2561,"slow_first_div",0.154329988089457,"Slow First Division"
1,3,37.7514,"slow_first_div",0.358399192448394,"Slow First Division"
1,3,33.8182,"slow_first_div",0.321058704314496,"Slow First Division"
1,3,13.257,"slow_first_div",0.125857533609041,"Slow First Division"
1,3,38.9067,"slow_first_div",0.369367225078591,"Slow First Division"
1,3,35.1952,"slow_first_div",0.334131482754539,"Slow First Division"
1,3,40.998,"slow_first_div",0.389221329328164,"Slow First Division"
1,3,35.5538,"slow_first_div",0.337535911475381,"Slow First Division"
1,3,11.278,"slow_first_div",0.107069568080468,"Slow First Division"
1,3,30.6722,"slow_first_div",0.291191630260484,"Slow First Division"
1,3,20.1393,"slow_first_div",0.191195792910354,"Slow First Division"
1,3,30.3764,"slow_first_div",0.28838340378077,"Slow First Division"
1,3,28.5596,"slow_first_div",0.271135310919572,"Slow First Division"
1,3,5.90589999999999,"slow_first_div",0.0560686435650324,"Slow First Division"
1,3,28.3102,"slow_first_div",0.268767590554324,"Slow First Division"
1,3,46.2233,"slow_first_div",0.438828583636629,"Slow First Division"
1,3,34.9097,"slow_first_div",0.331421041037304,"Slow First Division"
1,3,2.43889999999999,"slow_first_div",0.0231541026415546,"Slow First Division"
1,3,23.8484,"slow_first_div",0.226408750435382,"Slow First Division"
1,3,41.2046,"slow_first_div",0.391182720777483,"Slow First Division"
1,3,13.6042,"slow_first_div",0.129153734534519,"Slow First Division"
1,3,47.2425,"slow_first_div",0.448504528288838,"Slow First Division"
1,3,9.9541,"slow_first_div",0.094500903318832,"Slow First Division"
1,3,31.8228,"slow_first_div",0.302115042659259,"Slow First Division"
1,3,33.2903,"slow_first_div",0.316046997895833,"Slow First Division"
1,3,32.1997,"slow_first_div",0.305693205472659,"Slow First Division"
1,3,39.7517,"slow_first_div",0.377389373068305,"Slow First Division"
1,3,17.9009,"slow_first_div",0.169945170353933,"Slow First Division"
1,3,3.5087,"slow_first_div",0.0333104268065206,"Slow First Division"
1,3,43.4365,"slow_first_div",0.412371634503214,"Slow First Division"
1,3,54.2876,"slow_first_div",0.515388356457281,"Slow First Division"
1,3,9.336,"slow_first_div",0.0886328682035157,"Slow First Division"
1,3,28.2495,"slow_first_div",0.268191325012341,"Slow First Division"
1,3,42.8898,"slow_first_div",0.407181447158863,"Slow First Division"
1,3,34.4681,"slow_first_div",0.327228638016881,"Slow First Division"
1,3,31.5144,"slow_first_div",0.299187195984669,"Slow First Division"
1,3,17.9641,"slow_first_div",0.170545170061566,"Slow First Division"
1,3,12.1368,"slow_first_div",0.11522272866457,"Slow First Division"
1,3,37.5275,"slow_first_div",0.356273560572776,"Slow First Division"
1,3,50.5976,"slow_first_div",0.48035672795782,"Slow First Division"
1,3,27.1544,"slow_first_div",0.257794811090997,"Slow First Division"
1,3,39.5889,"slow_first_div",0.375843804201174,"Slow First Division"
1,3,23.2823,"slow_first_div",0.221034385965586,"Slow First Division"
1,3,52.0347,"slow_first_div",0.49400007574009,"Slow First Division"
1,3,27.801,"slow_first_div",0.263933415694724,"Slow First Division"
1,3,23.3287,"slow_first_div",0.221474892080051,"Slow First Division"
1,3,34.1401,"slow_first_div",0.324114715483595,"Slow First Division"
1,3,26.7959,"slow_first_div",0.254391331736781,"Slow First Division"
1,3,17.6651,"slow_first_div",0.167706563849821,"Slow First Division"
1,3,39.3715,"slow_first_div",0.373779881156246,"Slow First Division"
1,3,13.9516,"slow_first_div",0.132451834193249,"Slow First Division"
1,3,36.3961,"slow_first_div",0.345532426566193,"Slow First Division"
1,3,16.1122,"slow_first_div",0.152963849514641,"Slow First Division"
1,3,32.7106,"slow_first_div",0.310543519564901,"Slow First Division"
1,3,20.9958,"slow_first_div",0.199327118062058,"Slow First Division"
1,4,29.5917,"slow_first_div",0.280933723866535,"Slow First Division"
1,4,60.4994,"slow_first_div",0.574361112531253,"Slow First Division"
1,4,25.5792,"slow_first_div",0.242840387998219,"Slow First Division"
1,4,40.3914,"slow_first_div",0.383462471374838,"Slow First Division"
1,4,18.9163,"slow_first_div",0.179585039074353,"Slow First Division"
1,4,28.4867,"slow_first_div",0.270443222649217,"Slow First Division"
1,4,39.143,"slow_first_div",0.371610578415833,"Slow First Division"
1,4,33.7373,"slow_first_div",0.320290666714061,"Slow First Division"
1,4,8.74939999999999,"slow_first_div",0.0830638835753899,"Slow First Division"
1,4,62.4142,"slow_first_div",0.592539584685933,"Slow First Division"
1,4,18.8685,"slow_first_div",0.179131241827125,"Slow First Division"
1,4,54.7012,"slow_first_div",0.519314936822424,"Slow First Division"
1,4,36.9898,"slow_first_div",0.351168816224765,"Slow First Division"
1,4,14.6777,"slow_first_div",0.139345185264647,"Slow First Division"
1,4,19.1703,"slow_first_div",0.181996430304398,"Slow First Division"
1,4,34.0332,"slow_first_div",0.323099842560399,"Slow First Division"
1,4,24.9483,"slow_first_div",0.236850833954774,"Slow First Division"
1,4,25.4486,"slow_first_div",0.24160051518466,"Slow First Division"
1,4,36.8139,"slow_first_div",0.349498880329628,"Slow First Division"
1,4,31.7915,"slow_first_div",0.30181789090532,"Slow First Division"
1,4,32.2932,"slow_first_div",0.306580863267971,"Slow First Division"
1,4,22.4099,"slow_first_div",0.212752111520348,"Slow First Division"
1,4,19.9761,"slow_first_div",0.189646426576719,"Slow First Division"
1,4,14.9377,"slow_first_div",0.141813538492251,"Slow First Division"
1,4,28.5179,"slow_first_div",0.27073942503653,"Slow First Division"
1,4,30.3355,"slow_first_div",0.287995112830736,"Slow First Division"
1,4,40.7716,"slow_first_div",0.387071963286896,"Slow First Division"
1,4,23.3336,"slow_first_div",0.221521411044725,"Slow First Division"
1,4,12.521,"slow_first_div",0.118870195241669,"Slow First Division"
1,4,38.5831,"slow_first_div",0.366295074676849,"Slow First Division"
1,4,24.5297,"slow_first_div",0.232876785258331,"Slow First Division"
1,4,34,"slow_first_div",0.322784652840567,"Slow First Division"
1,4,47.1992,"slow_first_div",0.448093452539779,"Slow First Division"
1,4,3.1665,"slow_first_div",0.0300616942123428,"Slow First Division"
1,4,14.651,"slow_first_div",0.139091704375504,"Slow First Division"
1,4,28.4723,"slow_first_div",0.270306513855073,"Slow First Division"
1,4,24.3789,"slow_first_div",0.23144514038632,"Slow First Division"
1,4,21.1605,"slow_first_div",0.200890724895083,"Slow First Division"
1,4,24.5811,"slow_first_div",0.233364759704096,"Slow First Division"
1,4,50.1749,"slow_first_div",0.476343755229711,"Slow First Division"
1,4,26.7143,"slow_first_div",0.253616648569964,"Slow First Division"
1,4,46.5947,"slow_first_div",0.442354531285599,"Slow First Division"
1,4,25.8269,"slow_first_div",0.245191969130825,"Slow First Division"
1,4,24.2806,"slow_first_div",0.230511912992961,"Slow First Division"
1,4,54.8801,"slow_first_div",0.521013353716341,"Slow First Division"
1,4,28.087,"slow_first_div",0.266648604245088,"Slow First Division"
1,4,27.4168,"slow_first_div",0.260285949117625,"Slow First Division"
1,4,14.7958,"slow_first_div",0.140466387249955,"Slow First Division"
1,4,28.7408,"slow_first_div",0.272855563245887,"Slow First Division"
1,4,25.2615,"slow_first_div",0.239824250227411,"Slow First Division"
1,4,50.4469,"slow_first_div",0.478926032452435,"Slow First Division"
1,4,20.4335,"slow_first_div",0.193988829524051,"Slow First Division"
1,4,29.1469,"slow_first_div",0.27671094111408,"Slow First Division"
1,4,35.5565,"slow_first_div",0.337561544374283,"Slow First Division"
1,4,34.0344,"slow_first_div",0.323111234959911,"Slow First Division"
1,4,33.2509,"slow_first_div",0.315672947445188,"Slow First Division"
1,4,15.9771,"slow_first_div",0.151681255202913,"Slow First Division"
1,4,32.9284,"slow_first_div",0.312611240076333,"Slow First Division"
1,4,38.4415,"slow_first_div",0.364950771534431,"Slow First Division"
1,4,8.12070000000001,"slow_first_div",0.0770952155977176,"Slow First Division"
1,4,26.354,"slow_first_div",0.250196080616479,"Slow First Division"
1,4,25.8759,"slow_first_div",0.245657158777565,"Slow First Division"
1,4,37.8559,"slow_first_div",0.359391280572565,"Slow First Division"
1,4,18.2388,"slow_first_div",0.173153080183192,"Slow First Division"
1,4,28.1246,"slow_first_div",0.267005566096465,"Slow First Division"
1,4,28.348,"slow_first_div",0.269126451138953,"Slow First Division"
1,4,27.4598,"slow_first_div",0.260694176766806,"Slow First Division"
1,4,27.1743,"slow_first_div",0.257983735049571,"Slow First Division"
1,4,17.4265,"slow_first_div",0.165441375080181,"Slow First Division"
1,5,53.0334,"slow_first_div",0.503481400233968,"Slow First Division"
1,5,60.0272,"slow_first_div",0.569878203323273,"Slow First Division"
1,5,6.84910000000001,"slow_first_div",0.0650230695814803,"Slow First Division"
1,5,28.3367,"slow_first_div",0.269019172710215,"Slow First Division"
