"sim_number","transfer","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","experiment"
33,3,"petite","second",182,547,18761,81787,729,100548,15,56,1532,8485,71,10017,"Normal"
33,4,"petite","second",93,602,9115,94358,695,103473,5,57,571,9503,62,10074,"Normal"
33,5,"petite","second",31,658,3179,100096,689,103275,3,58,352,9735,61,10087,"Normal"
33,6,"petite","second",24,642,2636,97315,666,99951,1,63,168,9859,64,10027,"Normal"
30,1,"petite","second",399,410,38432,62695,809,101127,25,45,2550,7457,70,10007,"Normal"
30,2,"petite","second",184,535,18597,80834,719,99431,7,60,663,9407,67,10070,"Normal"
30,3,"petite","second",43,641,4007,97998,684,102005,6,56,668,9469,62,10137,"Normal"
30,4,"petite","second",55,620,5351,95485,675,100836,5,60,486,9520,65,10006,"Normal"
30,5,"petite","second",35,646,3618,98240,681,101858,2,64,267,9795,66,10062,"Normal"
27,1,"petite","second",362,439,35867,68596,801,104463,28,41,3039,7000,69,10039,"Normal"
27,2,"petite","second",225,514,22506,77016,739,99522,23,54,2259,7935,77,10194,"Normal"
27,3,"petite","second",147,568,14521,88499,715,103020,10,57,989,9082,67,10071,"Normal"
27,4,"petite","second",71,612,7300,93236,683,100536,5,63,510,9646,68,10156,"Normal"
27,5,"petite","second",32,636,3176,98531,668,101707,2,58,203,10095,60,10298,"Normal"
47,1,"petite","second",408,384,38695,59928,792,98623,22,49,2088,7990,71,10078,"Normal"
47,2,"petite","second",145,575,14089,88043,720,102132,9,53,1153,9046,62,10199,"Normal"
47,3,"petite","second",76,617,7596,95219,693,102815,3,57,401,9866,60,10267,"Normal"
49,1,"petite","second",376,434,36041,67452,810,103493,25,42,2760,7342,67,10102,"Normal"
49,2,"petite","second",196,533,19763,79827,729,99590,14,51,1423,8653,65,10076,"Normal"
49,3,"petite","second",83,616,8427,94589,699,103016,6,60,529,9592,66,10121,"Normal"
49,4,"petite","second",31,639,2873,98083,670,100956,3,62,205,9884,65,10089,"Normal"
49,5,"petite","second",14,654,1429,98836,668,100265,1,61,126,9884,62,10010,"Normal"
49,6,"petite","second",7,653,665,99449,660,100114,2,63,229,9800,65,10029,"Normal"
49,7,"petite","second",16,652,1671,101528,668,103199,1,60,222,9801,61,10023,"Normal"
49,8,"petite","second",15,665,1767,100641,680,102408,2,62,184,9879,64,10063,"Normal"
49,9,"petite","second",9,660,830,99455,669,100285,2,66,293,9859,68,10152,"Normal"
49,10,"petite","second",17,655,1683,100129,672,101812,1,63,132,9904,64,10036,"Normal"
24,1,"petite","second",391,423,37366,65062,814,102428,18,44,2019,7992,62,10011,"Normal"
24,2,"petite","second",167,552,16549,82774,719,99323,13,48,1354,8686,61,10040,"Normal"
24,3,"petite","second",86,621,8627,93802,707,102429,8,61,721,9296,69,10017,"Normal"
24,4,"petite","second",30,651,2762,101478,681,104240,5,54,570,9430,59,10000,"Normal"
24,5,"petite","second",44,633,4721,98053,677,102774,1,58,222,9804,59,10026,"Normal"
20,1,"petite","second",376,419,38187,63873,795,102060,39,38,3949,6062,77,10011,"Normal"
20,2,"petite","second",298,461,28956,72356,759,101312,22,43,2537,7522,65,10059,"Normal"
20,3,"petite","second",170,555,16972,83697,725,100669,16,55,1557,8558,71,10115,"Normal"
20,4,"petite","second",99,608,10409,92257,707,102666,8,56,827,9213,64,10040,"Normal"
20,5,"petite","second",59,627,5996,95327,686,101323,4,58,480,9540,62,10020,"Normal"
20,6,"petite","second",46,638,4802,95725,684,100527,6,61,700,9518,67,10218,"Normal"
20,7,"petite","second",55,623,5442,95332,678,100774,3,63,235,9770,66,10005,"Normal"
20,8,"petite","second",16,658,1806,100662,674,102468,3,55,444,9609,58,10053,"Normal"
20,9,"petite","second",28,649,2724,100257,677,102981,3,57,343,9668,60,10011,"Normal"
20,10,"petite","second",22,658,2298,102959,680,105257,1,59,117,10084,60,10201,"Normal"
26,1,"petite","second",383,424,36944,64656,807,101600,20,50,2186,7890,70,10076,"Normal"
26,2,"petite","second",157,566,15511,86692,723,102203,9,56,1052,9006,65,10058,"Normal"
26,3,"petite","second",72,607,7024,93911,679,100935,5,55,452,9803,60,10255,"Normal"
26,4,"petite","second",33,645,3078,99018,678,102096,4,63,389,9636,67,10025,"Normal"
26,5,"petite","second",40,643,3818,98578,683,102396,4,63,400,9780,67,10180,"Normal"
26,6,"petite","second",33,634,3248,98872,667,102120,1,60,70,10156,61,10226,"Normal"
26,7,"petite","second",7,656,573,98574,663,99147,2,62,122,9938,64,10060,"Normal"
17,1,"petite","second",394,404,37897,62982,798,100879,27,46,2843,7174,73,10017,"Normal"
17,2,"petite","second",202,539,19706,82337,741,102043,16,51,1447,8557,67,10004,"Normal"
17,3,"petite","second",99,598,10395,92896,697,103291,6,58,753,9444,64,10197,"Normal"
17,4,"petite","second",44,631,4110,97139,675,101249,1,53,68,9976,54,10044,"Normal"
11,1,"petite","second",418,401,40540,59673,819,100213,39,35,4221,5837,74,10058,"Normal"
11,2,"petite","second",315,472,30093,73702,787,103795,21,48,2158,7854,69,10012,"Normal"
11,3,"petite","second",156,561,15535,86804,717,102339,11,53,1133,8889,64,10022,"Normal"
11,4,"petite","second",69,630,7331,96739,699,104070,4,62,420,9710,66,10130,"Normal"
11,5,"petite","second",22,649,2711,97396,671,100107,2,61,180,9841,63,10021,"Normal"
11,6,"petite","second",10,658,1064,99791,668,100855,1,59,81,10179,60,10260,"Normal"
50,1,"petite","second",377,422,36247,65489,799,101736,25,42,2719,7293,67,10012,"Normal"
50,2,"petite","second",187,551,17788,83951,738,101739,12,53,1085,8919,65,10004,"Normal"
50,3,"petite","second",64,636,6415,96992,700,103407,5,52,525,9530,57,10055,"Normal"
50,4,"petite","second",33,654,3332,99064,687,102396,3,63,387,9700,66,10087,"Normal"
50,5,"petite","second",30,655,3114,99234,685,102348,2,60,307,9887,62,10194,"Normal"
13,1,"petite","second",349,447,34720,68901,796,103621,33,40,3418,6808,73,10226,"Normal"
13,2,"petite","second",235,511,23558,78433,746,101991,15,52,1634,8583,67,10217,"Normal"
13,3,"petite","second",110,581,11026,88494,691,99520,6,53,622,9467,59,10089,"Normal"
13,4,"petite","second",30,657,2951,100653,687,103604,2,61,134,9879,63,10013,"Normal"
13,5,"petite","second",10,647,1049,100015,657,101064,1,57,170,9870,58,10040,"Normal"
13,6,"petite","second",5,654,528,103215,659,103743,1,59,126,10025,60,10151,"Normal"
13,7,"petite","second",10,656,989,103675,666,104664,1,61,65,10073,62,10138,"Normal"
