"sim_number","transfer","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","experiment"
7,1,"petite","second-15min",514,348,48217,54331,862,102548,46,38,4115,5940,84,10055,"Equal Growth Rates"
7,2,"petite","second-15min",453,359,44212,55524,812,99736,37,39,3977,6178,76,10155,"Equal Growth Rates"
7,3,"petite","second-15min",400,404,40510,62461,804,102971,27,44,3020,7006,71,10026,"Equal Growth Rates"
7,4,"petite","second-15min",322,463,32440,68873,785,101313,29,46,2939,7138,75,10077,"Equal Growth Rates"
7,5,"petite","second-15min",286,485,28535,74209,771,102744,25,50,2764,7248,75,10012,"Equal Growth Rates"
7,6,"petite","second-15min",293,485,29363,71896,778,101259,20,52,2164,7922,72,10086,"Equal Growth Rates"
7,7,"petite","second-15min",219,524,21368,80920,743,102288,18,51,1618,8482,69,10100,"Equal Growth Rates"
7,8,"petite","second-15min",170,554,16685,84698,724,101383,11,53,1027,9172,64,10199,"Equal Growth Rates"
7,9,"petite","second-15min",103,607,10610,92865,710,103475,4,59,375,9646,63,10021,"Equal Growth Rates"
7,10,"petite","second-15min",50,636,4587,97681,686,102268,2,58,210,9840,60,10050,"Equal Growth Rates"
7,11,"petite","second-15min",20,664,2105,102280,684,104385,2,60,255,9750,62,10005,"Equal Growth Rates"
7,12,"petite","second-15min",38,643,3847,98402,681,102249,1,60,107,9999,61,10106,"Equal Growth Rates"
7,13,"petite","second-15min",12,671,1253,100407,683,101660,1,62,107,9976,63,10083,"Equal Growth Rates"
6,1,"petite","second-15min",523,317,54259,46132,840,100391,41,34,4786,5257,75,10043,"Equal Growth Rates"
6,2,"petite","second-15min",508,324,50244,49454,832,99698,43,33,4718,5390,76,10108,"Equal Growth Rates"
6,3,"petite","second-15min",491,351,49592,53221,842,102813,41,39,4126,6010,80,10136,"Equal Growth Rates"
6,4,"petite","second-15min",432,388,44708,58232,820,102940,29,40,3856,6267,69,10123,"Equal Growth Rates"
6,5,"petite","second-15min",388,413,38509,64458,801,102967,30,44,2850,7209,74,10059,"Equal Growth Rates"
6,6,"petite","second-15min",306,453,30529,70926,759,101455,23,44,2130,7908,67,10038,"Equal Growth Rates"
6,7,"petite","second-15min",235,520,22855,80800,755,103655,25,44,2846,7303,69,10149,"Equal Growth Rates"
6,8,"petite","second-15min",283,477,28761,72632,760,101393,15,51,1614,8486,66,10100,"Equal Growth Rates"
6,9,"petite","second-15min",165,553,16890,84864,718,101754,6,57,891,9223,63,10114,"Equal Growth Rates"
6,10,"petite","second-15min",89,618,9080,93532,707,102612,6,61,521,9509,67,10030,"Equal Growth Rates"
6,11,"petite","second-15min",66,623,6508,95051,689,101559,1,61,81,9970,62,10051,"Equal Growth Rates"
6,12,"petite","second-15min",9,668,850,100616,677,101466,1,63,115,10117,64,10232,"Equal Growth Rates"
6,13,"petite","second-15min",9,660,738,98599,669,99337,1,66,88,10005,67,10093,"Equal Growth Rates"
6,14,"petite","second-15min",9,669,661,103317,678,103978,1,58,93,9913,59,10006,"Equal Growth Rates"
6,15,"petite","second-15min",12,660,1104,99197,672,100301,1,59,74,10146,60,10220,"Equal Growth Rates"
6,16,"petite","second-15min",7,666,830,101836,673,102666,1,64,116,9970,65,10086,"Equal Growth Rates"
1,1,"petite","second-15min",519,340,50929,53107,859,104036,37,33,4036,6172,70,10208,"Equal Growth Rates"
1,2,"petite","second-15min",432,391,42855,58907,823,101762,29,39,3056,7080,68,10136,"Equal Growth Rates"
1,3,"petite","second-15min",316,471,31578,70666,787,102244,21,47,2020,8024,68,10044,"Equal Growth Rates"
1,4,"petite","second-15min",194,554,20091,83899,748,103990,12,55,1424,8790,67,10214,"Equal Growth Rates"
1,5,"petite","second-15min",136,582,13912,87814,718,101726,10,58,1130,8925,68,10055,"Equal Growth Rates"
1,6,"petite","second-15min",124,597,11644,89196,721,100840,5,61,299,9755,66,10054,"Equal Growth Rates"
1,7,"petite","second-15min",37,643,3639,97984,680,101623,3,57,331,9991,60,10322,"Equal Growth Rates"
1,8,"petite","second-15min",38,648,4239,98160,686,102399,2,65,305,9723,67,10028,"Equal Growth Rates"
1,9,"petite","second-15min",26,658,2990,97984,684,100974,1,56,201,9875,57,10076,"Equal Growth Rates"
1,10,"petite","second-15min",26,654,2588,100271,680,102859,2,62,261,9887,64,10148,"Equal Growth Rates"
1,11,"petite","second-15min",29,663,2732,100025,692,102757,2,60,368,9711,62,10079,"Equal Growth Rates"
1,12,"petite","second-15min",39,648,3757,97842,687,101599,1,60,77,9947,61,10024,"Equal Growth Rates"
8,1,"petite","second-15min",532,331,52455,49966,863,102421,44,36,4430,5600,80,10030,"Equal Growth Rates"
8,2,"petite","second-15min",451,376,45252,56282,827,101534,40,39,4242,5855,79,10097,"Equal Growth Rates"
8,3,"petite","second-15min",461,360,45203,55483,821,100686,34,36,3995,6103,70,10098,"Equal Growth Rates"
8,4,"petite","second-15min",396,412,39449,63709,808,103158,25,46,2378,7782,71,10160,"Equal Growth Rates"
8,5,"petite","second-15min",240,511,24207,80013,751,104220,15,48,1697,8309,63,10006,"Equal Growth Rates"
8,6,"petite","second-15min",169,564,17393,84955,733,102348,12,51,1399,8649,63,10048,"Equal Growth Rates"
8,7,"petite","second-15min",161,560,15763,87210,721,102973,16,57,1404,8629,73,10033,"Equal Growth Rates"
8,8,"petite","second-15min",166,560,17168,87013,726,104181,16,55,1576,8429,71,10005,"Equal Growth Rates"
8,9,"petite","second-15min",156,575,15045,86902,731,101947,13,53,1498,8527,66,10025,"Equal Growth Rates"
8,10,"petite","second-15min",162,568,16027,87381,730,103408,9,54,920,9277,63,10197,"Equal Growth Rates"
8,11,"petite","second-15min",97,604,9736,92902,701,102638,9,57,877,9153,66,10030,"Equal Growth Rates"
8,12,"petite","second-15min",107,596,10808,91379,703,102187,6,60,567,9497,66,10064,"Equal Growth Rates"
8,13,"petite","second-15min",60,635,6213,95926,695,102139,3,61,300,9870,64,10170,"Equal Growth Rates"
35,1,"petite","second-15min",515,338,51730,51839,853,103569,45,32,4721,5309,77,10030,"Equal Growth Rates"
35,2,"petite","second-15min",497,340,51155,50674,837,101829,38,38,3978,6199,76,10177,"Equal Growth Rates"
35,3,"petite","second-15min",408,412,40584,60673,820,101257,32,42,3380,6623,74,10003,"Equal Growth Rates"
35,4,"petite","second-15min",350,428,34599,65605,778,100204,30,38,3386,6623,68,10009,"Equal Growth Rates"
35,5,"petite","second-15min",344,438,34401,64577,782,98978,24,46,2579,7425,70,10004,"Equal Growth Rates"
35,6,"petite","second-15min",251,511,24990,78739,762,103729,18,47,1613,8445,65,10058,"Equal Growth Rates"
35,7,"petite","second-15min",171,562,17090,84457,733,101547,20,49,2168,7889,69,10057,"Equal Growth Rates"
35,8,"petite","second-15min",217,535,21989,80536,752,102525,17,48,1903,8106,65,10009,"Equal Growth Rates"
35,9,"petite","second-15min",191,548,18892,86078,739,104970,12,50,1178,9018,62,10196,"Equal Growth Rates"
35,10,"petite","second-15min",107,602,11222,90419,709,101641,11,54,1296,8793,65,10089,"Equal Growth Rates"
35,11,"petite","second-15min",126,597,12188,88118,723,100306,9,56,973,9190,65,10163,"Equal Growth Rates"
35,12,"petite","second-15min",112,591,11226,89790,703,101016,6,58,610,9455,64,10065,"Equal Growth Rates"
35,13,"petite","second-15min",60,636,6017,95400,696,101417,4,59,541,9534,63,10075,"Equal Growth Rates"
35,14,"petite","second-15min",53,629,5668,94661,682,100329,5,62,591,9425,67,10016,"Equal Growth Rates"
35,15,"petite","second-15min",60,633,5781,98531,693,104312,4,62,444,9602,66,10046,"Equal Growth Rates"
35,16,"petite","second-15min",43,646,3963,98780,689,102743,2,60,275,9805,62,10080,"Equal Growth Rates"
35,17,"petite","second-15min",20,661,2094,101811,681,103905,2,65,237,9985,67,10222,"Equal Growth Rates"
32,1,"petite","second-15min",518,338,51174,51387,856,102561,53,28,5609,4439,81,10048,"Equal Growth Rates"
32,2,"petite","second-15min",563,301,56616,47410,864,104026,35,31,4166,5972,66,10138,"Equal Growth Rates"
32,3,"petite","second-15min",435,380,44321,59625,815,103946,25,43,2940,7233,68,10173,"Equal Growth Rates"
32,4,"petite","second-15min",278,493,28344,76929,771,105273,19,48,2401,7665,67,10066,"Equal Growth Rates"
32,5,"petite","second-15min",243,498,24907,75776,741,100683,22,47,2784,7281,69,10065,"Equal Growth Rates"
32,6,"petite","second-15min",300,461,30616,71636,761,102252,17,50,1844,8247,67,10091,"Equal Growth Rates"
32,7,"petite","second-15min",186,542,17973,82770,728,100743,13,55,1412,8622,68,10034,"Equal Growth Rates"
32,8,"petite","second-15min",128,606,12335,88796,734,101131,8,59,973,9069,67,10042,"Equal Growth Rates"
32,9,"petite","second-15min",113,594,10959,90736,707,101695,4,57,401,9692,61,10093,"Equal Growth Rates"
32,10,"petite","second-15min",38,645,3617,99772,683,103389,4,55,336,9768,59,10104,"Equal Growth Rates"
32,11,"petite","second-15min",39,649,4009,98321,688,102330,2,58,184,9825,60,10009,"Equal Growth Rates"
50,1,"petite","second-15min",506,338,50039,49368,844,99407,31,40,3554,6482,71,10036,"Equal Growth Rates"
50,2,"petite","second-15min",368,422,37405,62826,790,100231,28,44,3117,6889,72,10006,"Equal Growth Rates"
50,3,"petite","second-15min",315,472,32431,71501,787,103932,27,47,2803,7345,74,10148,"Equal Growth Rates"
50,4,"petite","second-15min",273,498,27157,77428,771,104585,14,46,1749,8282,60,10031,"Equal Growth Rates"
50,5,"petite","second-15min",206,532,20044,82920,738,102964,18,49,2075,8041,67,10116,"Equal Growth Rates"
50,6,"petite","second-15min",210,528,20662,79722,738,100384,13,51,1335,8784,64,10119,"Equal Growth Rates"
50,7,"petite","second-15min",136,576,13796,88930,712,102726,11,52,1041,9008,63,10049,"Equal Growth Rates"
50,8,"petite","second-15min",98,615,10387,93769,713,104156,4,56,456,9607,60,10063,"Equal Growth Rates"
50,9,"petite","second-15min",46,638,4632,100663,684,105295,7,53,868,9164,60,10032,"Equal Growth Rates"
50,10,"petite","second-15min",96,612,9201,93536,708,102737,10,58,1054,9010,68,10064,"Equal Growth Rates"
50,11,"petite","second-15min",133,574,13868,89605,707,103473,8,54,1001,9033,62,10034,"Equal Growth Rates"
50,12,"petite","second-15min",115,599,11432,90885,714,102317,6,64,585,9493,70,10078,"Equal Growth Rates"
50,13,"petite","second-15min",58,625,5726,96763,683,102489,4,56,416,9677,60,10093,"Equal Growth Rates"
50,14,"petite","second-15min",38,646,4093,99060,684,103153,1,61,69,9955,62,10024,"Equal Growth Rates"
43,1,"petite","second-15min",546,315,53137,49068,861,102205,48,31,5106,5044,79,10150,"Equal Growth Rates"
43,2,"petite","second-15min",518,339,51932,51382,857,103314,41,39,3997,6320,80,10317,"Equal Growth Rates"
43,3,"petite","second-15min",406,397,40111,60538,803,100649,26,42,3159,6875,68,10034,"Equal Growth Rates"
43,4,"petite","second-15min",324,449,33024,68032,773,101056,24,48,2681,7361,72,10042,"Equal Growth Rates"
43,5,"petite","second-15min",267,491,25617,77166,758,102783,17,51,2009,8129,68,10138,"Equal Growth Rates"
43,6,"petite","second-15min",206,530,20617,80787,736,101404,16,51,1772,8395,67,10167,"Equal Growth Rates"
43,7,"petite","second-15min",184,543,18136,82499,727,100635,8,58,831,9211,66,10042,"Equal Growth Rates"
43,8,"petite","second-15min",93,615,9595,93940,708,103535,9,52,1020,9090,61,10110,"Equal Growth Rates"
43,9,"petite","second-15min",101,620,9985,94103,721,104088,8,55,811,9301,63,10112,"Equal Growth Rates"
43,10,"petite","second-15min",75,632,7247,93522,707,100769,6,58,740,9264,64,10004,"Equal Growth Rates"
43,11,"petite","second-15min",88,609,8215,91986,697,100201,4,62,384,9708,66,10092,"Equal Growth Rates"
43,12,"petite","second-15min",41,642,3827,99086,683,102913,6,65,543,9688,71,10231,"Equal Growth Rates"
43,13,"petite","second-15min",64,624,6300,94525,688,100825,6,59,506,9593,65,10099,"Equal Growth Rates"
43,14,"petite","second-15min",53,636,5179,94473,689,99652,3,65,394,9615,68,10009,"Equal Growth Rates"
43,15,"petite","second-15min",43,638,4151,99898,681,104049,2,50,204,9901,52,10105,"Equal Growth Rates"
43,16,"petite","second-15min",21,659,1983,99922,680,101905,1,66,94,10015,67,10109,"Equal Growth Rates"
43,17,"petite","second-15min",10,668,859,101253,678,102112,1,58,102,9921,59,10023,"Equal Growth Rates"
43,18,"petite","second-15min",13,661,1298,97295,674,98593,1,57,133,9913,58,10046,"Equal Growth Rates"
43,19,"petite","second-15min",21,655,1907,98577,676,100484,1,62,104,10024,63,10128,"Equal Growth Rates"
43,20,"petite","second-15min",4,662,311,98422,666,98733,1,60,79,9922,61,10001,"Equal Growth Rates"
44,1,"petite","second-15min",533,316,51885,49313,849,101198,45,32,4549,5611,77,10160,"Equal Growth Rates"
44,2,"petite","second-15min",471,352,46783,52314,823,99097,38,37,3838,6163,75,10001,"Equal Growth Rates"
44,3,"petite","second-15min",395,409,38433,62990,804,101423,34,38,3547,6500,72,10047,"Equal Growth Rates"
44,4,"petite","second-15min",355,433,34441,68234,788,102675,27,44,2788,7265,71,10053,"Equal Growth Rates"
44,5,"petite","second-15min",266,499,27789,75780,765,103569,16,54,1700,8359,70,10059,"Equal Growth Rates"
44,6,"petite","second-15min",162,576,16421,88646,738,105067,13,58,1206,8921,71,10127,"Equal Growth Rates"
44,7,"petite","second-15min",130,574,13668,88224,704,101892,7,55,750,9410,62,10160,"Equal Growth Rates"
44,8,"petite","second-15min",69,620,6536,93773,689,100309,4,64,411,9701,68,10112,"Equal Growth Rates"
44,9,"petite","second-15min",54,622,4983,96810,676,101793,3,60,270,9857,63,10127,"Equal Growth Rates"
44,10,"petite","second-15min",30,654,2842,100041,684,102883,3,60,335,9807,63,10142,"Equal Growth Rates"
44,11,"petite","second-15min",31,641,3098,97555,672,100653,2,59,184,9879,61,10063,"Equal Growth Rates"
10,1,"petite","second-15min",525,313,52250,47419,838,99669,45,33,4836,5182,78,10018,"Equal Growth Rates"
10,2,"petite","second-15min",509,328,51852,49875,837,101727,42,34,4569,5479,76,10048,"Equal Growth Rates"
10,3,"petite","second-15min",464,363,47830,54647,827,102477,32,39,3835,6258,71,10093,"Equal Growth Rates"
10,4,"petite","second-15min",398,407,39097,63655,805,102752,28,47,2825,7283,75,10108,"Equal Growth Rates"
10,5,"petite","second-15min",284,480,28728,71823,764,100551,22,44,2372,7750,66,10122,"Equal Growth Rates"
10,6,"petite","second-15min",259,494,25556,73574,753,99130,17,48,2110,8051,65,10161,"Equal Growth Rates"
10,7,"petite","second-15min",240,497,23481,75350,737,98831,14,51,1610,8579,65,10189,"Equal Growth Rates"
10,8,"petite","second-15min",158,568,15655,85628,726,101283,16,56,1551,8459,72,10010,"Equal Growth Rates"
10,9,"petite","second-15min",162,566,15701,87531,728,103232,13,54,1103,8925,67,10028,"Equal Growth Rates"
10,10,"petite","second-15min",118,591,12184,90268,709,102452,4,58,374,9666,62,10040,"Equal Growth Rates"
17,1,"petite","second-15min",501,343,49278,53876,844,103154,45,33,4761,5280,78,10041,"Equal Growth Rates"
17,2,"petite","second-15min",505,332,50707,51488,837,102195,44,30,4757,5260,74,10017,"Equal Growth Rates"
17,3,"petite","second-15min",493,344,49581,52179,837,101760,46,35,4480,5557,81,10037,"Equal Growth Rates"
17,4,"petite","second-15min",478,350,47695,54663,828,102358,39,37,4018,6163,76,10181,"Equal Growth Rates"
17,5,"petite","second-15min",401,413,40414,65401,814,105815,30,41,3178,6924,71,10102,"Equal Growth Rates"
17,6,"petite","second-15min",330,447,33983,70520,777,104503,28,44,3090,7114,72,10204,"Equal Growth Rates"
17,7,"petite","second-15min",327,459,34255,68768,786,103023,29,41,3654,6413,70,10067,"Equal Growth Rates"
17,8,"petite","second-15min",375,429,37782,65839,804,103621,30,40,3519,6537,70,10056,"Equal Growth Rates"
17,9,"petite","second-15min",375,421,37483,65150,796,102633,29,43,3229,6914,72,10143,"Equal Growth Rates"
17,10,"petite","second-15min",321,470,30475,71401,791,101876,18,47,1792,8281,65,10073,"Equal Growth Rates"
17,11,"petite","second-15min",191,534,18141,81635,725,99776,13,55,1340,8723,68,10063,"Equal Growth Rates"
17,12,"petite","second-15min",156,553,15550,85580,709,101130,6,55,731,9468,61,10199,"Equal Growth Rates"
17,13,"petite","second-15min",78,616,7870,93982,694,101852,5,55,641,9474,60,10115,"Equal Growth Rates"
17,14,"petite","second-15min",79,607,7424,92084,686,99508,2,58,195,9808,60,10003,"Equal Growth Rates"
17,15,"petite","second-15min",20,654,2015,96882,674,98897,4,61,459,9776,65,10235,"Equal Growth Rates"
17,16,"petite","second-15min",47,636,4599,97596,683,102195,6,57,480,9530,63,10010,"Equal Growth Rates"
17,17,"petite","second-15min",48,633,4806,97665,681,102471,3,55,215,9986,58,10201,"Equal Growth Rates"
17,18,"petite","second-15min",23,653,2569,100237,676,102806,3,56,236,9784,59,10020,"Equal Growth Rates"
17,19,"petite","second-15min",30,647,2521,95884,677,98405,3,68,292,9989,71,10281,"Equal Growth Rates"
17,20,"petite","second-15min",39,639,4287,97952,678,102239,3,60,320,9856,63,10176,"Equal Growth Rates"
28,1,"petite","second-15min",502,341,48491,52718,843,101209,41,33,4382,5682,74,10064,"Equal Growth Rates"
28,2,"petite","second-15min",452,371,45652,56042,823,101694,28,48,2786,7366,76,10152,"Equal Growth Rates"
28,3,"petite","second-15min",295,474,30602,70057,769,100659,23,53,2030,8166,76,10196,"Equal Growth Rates"
28,4,"petite","second-15min",209,538,20585,81544,747,102129,16,49,1965,8061,65,10026,"Equal Growth Rates"
28,5,"petite","second-15min",209,534,21679,79309,743,100988,17,51,1832,8174,68,10006,"Equal Growth Rates"
28,6,"petite","second-15min",175,567,16972,85367,742,102339,18,55,1793,8289,73,10082,"Equal Growth Rates"
28,7,"petite","second-15min",175,552,18021,84192,727,102213,14,52,1482,8639,66,10121,"Equal Growth Rates"
28,8,"petite","second-15min",159,559,15865,84586,718,100451,21,46,2664,7384,67,10048,"Equal Growth Rates"
28,9,"petite","second-15min",250,505,24841,78361,755,103202,13,50,1602,8593,63,10195,"Equal Growth Rates"
28,10,"petite","second-15min",178,546,18608,84046,724,102654,8,54,882,9185,62,10067,"Equal Growth Rates"
28,11,"petite","second-15min",95,608,9632,94237,703,103869,7,60,647,9403,67,10050,"Equal Growth Rates"
28,12,"petite","second-15min",74,624,7295,94484,698,101779,6,58,736,9371,64,10107,"Equal Growth Rates"
28,13,"petite","second-15min",67,639,6859,96982,706,103841,2,57,107,10100,59,10207,"Equal Growth Rates"
28,14,"petite","second-15min",14,657,1403,99749,671,101152,1,63,95,10091,64,10186,"Equal Growth Rates"
28,15,"petite","second-15min",10,658,1243,100650,668,101893,1,63,209,9994,64,10203,"Equal Growth Rates"
28,16,"petite","second-15min",24,643,2045,100210,667,102255,2,58,151,9944,60,10095,"Equal Growth Rates"
28,17,"petite","second-15min",18,658,2177,101964,676,104141,1,66,124,9948,67,10072,"Equal Growth Rates"
28,18,"petite","second-15min",19,656,1741,98823,675,100564,1,62,93,9932,63,10025,"Equal Growth Rates"
21,1,"petite","second-15min",533,329,52616,48781,862,101397,47,28,5237,4842,75,10079,"Equal Growth Rates"
21,2,"petite","second-15min",554,302,55310,47467,856,102777,40,37,3975,6048,77,10023,"Equal Growth Rates"
21,3,"petite","second-15min",402,400,40644,60657,802,101301,32,37,3546,6465,69,10011,"Equal Growth Rates"
21,4,"petite","second-15min",360,426,36082,65372,786,101454,27,44,2884,7277,71,10161,"Equal Growth Rates"
21,5,"petite","second-15min",290,478,29756,72872,768,102628,20,47,2334,7709,67,10043,"Equal Growth Rates"
21,6,"petite","second-15min",245,515,24771,78268,760,103039,16,51,1693,8392,67,10085,"Equal Growth Rates"
21,7,"petite","second-15min",162,563,16282,85432,725,101714,8,54,917,9223,62,10140,"Equal Growth Rates"
21,8,"petite","second-15min",86,613,8529,91424,699,99953,6,61,548,9502,67,10050,"Equal Growth Rates"
21,9,"petite","second-15min",67,619,6464,94359,686,100823,3,62,273,9823,65,10096,"Equal Growth Rates"
21,10,"petite","second-15min",35,651,2883,99076,686,101959,2,59,162,9847,61,10009,"Equal Growth Rates"
21,11,"petite","second-15min",18,654,1868,100414,672,102282,1,55,120,9949,56,10069,"Equal Growth Rates"
21,12,"petite","second-15min",13,668,1064,100833,681,101897,2,65,138,10095,67,10233,"Equal Growth Rates"
21,13,"petite","second-15min",12,662,1239,101334,674,102573,1,63,74,9998,64,10072,"Equal Growth Rates"
26,1,"petite","second-15min",530,320,51492,49687,850,101179,41,34,4512,5595,75,10107,"Equal Growth Rates"
26,2,"petite","second-15min",456,374,45502,55929,830,101431,37,36,4070,6003,73,10073,"Equal Growth Rates"
26,3,"petite","second-15min",424,391,42200,60875,815,103075,29,44,3030,7086,73,10116,"Equal Growth Rates"
26,4,"petite","second-15min",316,460,30679,71243,776,101922,30,47,2404,7626,77,10030,"Equal Growth Rates"
26,5,"petite","second-15min",261,507,25589,76929,768,102518,18,51,1716,8401,69,10117,"Equal Growth Rates"
26,6,"petite","second-15min",189,539,18479,82564,728,101043,12,52,1230,8829,64,10059,"Equal Growth Rates"
26,7,"petite","second-15min",133,584,12718,88871,717,101589,8,57,777,9296,65,10073,"Equal Growth Rates"
26,8,"petite","second-15min",82,613,8255,93293,695,101548,9,55,1045,9134,64,10179,"Equal Growth Rates"
26,9,"petite","second-15min",111,595,10684,90194,706,100878,15,55,1318,8704,70,10022,"Equal Growth Rates"
26,10,"petite","second-15min",136,583,13895,89894,719,103789,12,56,1250,8844,68,10094,"Equal Growth Rates"
26,11,"petite","second-15min",133,574,13249,87838,707,101087,9,56,861,9156,65,10017,"Equal Growth Rates"
26,12,"petite","second-15min",100,601,9717,91808,701,101525,10,59,1107,8950,69,10057,"Equal Growth Rates"
26,13,"petite","second-15min",125,594,12503,89481,719,101984,5,52,649,9382,57,10031,"Equal Growth Rates"
26,14,"petite","second-15min",60,641,5723,98757,701,104480,7,56,745,9260,63,10005,"Equal Growth Rates"
26,15,"petite","second-15min",96,598,9286,92409,694,101695,4,57,387,9645,61,10032,"Equal Growth Rates"
26,16,"petite","second-15min",53,633,5530,95715,686,101245,1,61,250,9975,62,10225,"Equal Growth Rates"
26,17,"petite","second-15min",29,646,2731,97296,675,100027,2,58,296,9728,60,10024,"Equal Growth Rates"
26,18,"petite","second-15min",44,635,4447,98491,679,102938,2,57,203,9888,59,10091,"Equal Growth Rates"
19,1,"petite","second-15min",530,312,53129,46706,842,99835,49,31,5360,4892,80,10252,"Equal Growth Rates"
19,2,"petite","second-15min",515,344,51214,50435,859,101649,41,32,4727,5383,73,10110,"Equal Growth Rates"
19,3,"petite","second-15min",504,337,49375,48886,841,98261,43,35,4420,5654,78,10074,"Equal Growth Rates"
19,4,"petite","second-15min",440,383,44020,58735,823,102755,29,46,3119,6978,75,10097,"Equal Growth Rates"
19,5,"petite","second-15min",313,459,31556,70856,772,102412,22,45,2480,7615,67,10095,"Equal Growth Rates"
19,6,"petite","second-15min",234,519,22932,77003,753,99935,14,54,1538,8521,68,10059,"Equal Growth Rates"
19,7,"petite","second-15min",161,568,16634,86750,729,103384,12,55,934,9110,67,10044,"Equal Growth Rates"
19,8,"petite","second-15min",109,596,10705,89575,705,100280,12,58,1245,8914,70,10159,"Equal Growth Rates"
19,9,"petite","second-15min",139,571,13420,85941,710,99361,12,50,1369,8674,62,10043,"Equal Growth Rates"
19,10,"petite","second-15min",158,562,15863,86587,720,102450,14,55,1630,8418,69,10048,"Equal Growth Rates"
19,11,"petite","second-15min",183,551,18183,86224,734,104407,14,54,1482,8524,68,10006,"Equal Growth Rates"
19,12,"petite","second-15min",151,581,15427,87508,732,102935,9,60,964,9059,69,10023,"Equal Growth Rates"
19,13,"petite","second-15min",109,597,10900,91344,706,102244,9,60,930,9111,69,10041,"Equal Growth Rates"
19,14,"petite","second-15min",100,607,10761,92659,707,103420,5,58,572,9483,63,10055,"Equal Growth Rates"
19,15,"petite","second-15min",76,624,8324,93788,700,102112,6,52,922,9272,58,10194,"Equal Growth Rates"
19,16,"petite","second-15min",98,598,9051,94148,696,103199,6,56,593,9454,62,10047,"Equal Growth Rates"
19,17,"petite","second-15min",59,633,6399,98069,692,104468,3,55,443,9724,58,10167,"Equal Growth Rates"
19,18,"petite","second-15min",54,623,5434,96605,677,102039,4,57,554,9529,61,10083,"Equal Growth Rates"
19,19,"petite","second-15min",66,637,6874,94290,703,101164,8,58,857,9353,66,10210,"Equal Growth Rates"
19,20,"petite","second-15min",87,608,8326,92485,695,100811,6,58,704,9329,64,10033,"Equal Growth Rates"
45,1,"petite","second-15min",533,318,52214,50758,851,102972,41,33,4424,5650,74,10074,"Equal Growth Rates"
45,2,"petite","second-15min",463,362,46462,56873,825,103335,30,38,3186,6890,68,10076,"Equal Growth Rates"
45,3,"petite","second-15min",325,453,33523,69591,778,103114,20,52,2404,7652,72,10056,"Equal Growth Rates"
45,4,"petite","second-15min",267,499,26280,76174,766,102454,23,47,2611,7465,70,10076,"Equal Growth Rates"
45,5,"petite","second-15min",256,500,25396,76652,756,102048,21,53,2132,7966,74,10098,"Equal Growth Rates"
45,6,"petite","second-15min",222,517,22565,76554,739,99119,18,51,1832,8214,69,10046,"Equal Growth Rates"
45,7,"petite","second-15min",205,519,19866,80624,724,100490,27,45,3017,7032,72,10049,"Equal Growth Rates"
45,8,"petite","second-15min",349,428,34653,67211,777,101864,30,40,3216,6850,70,10066,"Equal Growth Rates"
45,9,"petite","second-15min",358,420,37082,66085,778,103167,26,40,3286,6931,66,10217,"Equal Growth Rates"
45,10,"petite","second-15min",321,468,32610,69678,789,102288,28,42,3057,6981,70,10038,"Equal Growth Rates"
45,11,"petite","second-15min",330,460,33390,71537,790,104927,26,44,3002,7145,70,10147,"Equal Growth Rates"
45,12,"petite","second-15min",317,452,31310,68937,769,100247,25,46,2665,7389,71,10054,"Equal Growth Rates"
45,13,"petite","second-15min",259,497,25811,74076,756,99887,19,50,1851,8246,69,10097,"Equal Growth Rates"
45,14,"petite","second-15min",198,530,19253,80337,728,99590,10,53,1148,9028,63,10176,"Equal Growth Rates"
45,15,"petite","second-15min",119,584,11410,91662,703,103072,6,58,559,9581,64,10140,"Equal Growth Rates"
45,16,"petite","second-15min",58,643,5876,96684,701,102560,4,62,411,9815,66,10226,"Equal Growth Rates"
45,17,"petite","second-15min",47,633,4948,95044,680,99992,3,65,329,9728,68,10057,"Equal Growth Rates"
45,18,"petite","second-15min",31,653,2912,100128,684,103040,2,61,252,9756,63,10008,"Equal Growth Rates"
45,19,"petite","second-15min",24,662,2369,99558,686,101927,2,62,213,9878,64,10091,"Equal Growth Rates"
45,20,"petite","second-15min",30,645,2934,97297,675,100231,3,61,349,9845,64,10194,"Equal Growth Rates"
42,1,"petite","second-15min",528,318,51071,49860,846,100931,46,32,4719,5291,78,10010,"Equal Growth Rates"
42,2,"petite","second-15min",505,328,49401,50463,833,99864,38,37,3753,6304,75,10057,"Equal Growth Rates"
42,3,"petite","second-15min",378,417,39184,62938,795,102122,23,45,2289,7875,68,10164,"Equal Growth Rates"
42,4,"petite","second-15min",247,509,23287,77823,756,101110,19,49,1915,8250,68,10165,"Equal Growth Rates"
42,5,"petite","second-15min",194,539,19685,81899,733,101584,22,50,2361,7640,72,10001,"Equal Growth Rates"
42,6,"petite","second-15min",276,481,26450,72703,757,99153,21,48,2346,7720,69,10066,"Equal Growth Rates"
42,7,"petite","second-15min",266,496,27482,74454,762,101936,26,46,2871,7213,72,10084,"Equal Growth Rates"
42,8,"petite","second-15min",298,466,29725,71373,764,101098,17,52,1551,8581,69,10132,"Equal Growth Rates"
