"sim_number","bootstrap_num","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","carr_cap"
3,23,"petite","second",37714,41619,3701493,6298650,83238,12597300,2812,4307,299496,700856,8614,1401712,"10mill-boot"
3,24,"petite","second",37919,41401,3709258,6290768,82802,12581536,2739,4321,290792,709463,8642,1418926,"10mill-boot"
3,25,"petite","second",37602,41542,3693608,6306550,83084,12613100,2904,4289,304607,695496,8578,1390992,"10mill-boot"
3,26,"petite","second",37781,41594,3691275,6308923,83188,12617846,2826,4283,297412,702609,8566,1405218,"10mill-boot"
3,27,"petite","second",37690,41598,3686203,6313872,83196,12627744,2854,4286,300889,699130,8572,1398260,"10mill-boot"
3,28,"petite","second",37777,41551,3688198,6311895,83102,12623790,2956,4254,310840,689651,8508,1379302,"10mill-boot"
3,29,"petite","second",37747,41330,3692925,6307095,82660,12614190,2829,4244,298362,701679,8488,1403358,"10mill-boot"
3,30,"petite","second",37604,41585,3696188,6303852,83170,12607704,2785,4263,297001,703052,8526,1406104,"10mill-boot"
2,1,"petite","second",37113,41277,3618143,6381943,82554,12763886,2840,4265,294021,705981,8530,1411962,"10mill-boot"
2,2,"petite","second",37114,41419,3634653,6365451,82838,12730902,2888,4214,305683,694458,8428,1388916,"10mill-boot"
2,3,"petite","second",37160,41512,3635462,6364564,83024,12729128,2792,4268,294228,705803,8536,1411606,"10mill-boot"
2,4,"petite","second",37080,41471,3627329,6372727,82942,12745454,2726,4329,287545,712503,8658,1425006,"10mill-boot"
2,5,"petite","second",37305,41567,3633171,6366845,83134,12733690,2831,4293,294770,705312,8586,1410624,"10mill-boot"
2,6,"petite","second",37367,41453,3650055,6349973,82906,12699946,2884,4222,306479,693707,8444,1387414,"10mill-boot"
2,7,"petite","second",37328,41512,3646137,6353867,83024,12707734,2812,4274,297716,702318,8548,1404636,"10mill-boot"
2,8,"petite","second",37245,41378,3632390,6367654,82756,12735308,2860,4216,301186,698913,8432,1397826,"10mill-boot"
2,9,"petite","second",37580,41226,3665119,6334890,82452,12669780,2821,4263,297967,702324,8526,1404648,"10mill-boot"
2,10,"petite","second",37179,41423,3621095,6378972,82846,12757944,2862,4213,304709,695738,8426,1391476,"10mill-boot"
2,11,"petite","second",37534,41325,3651940,6348132,82650,12696264,2898,4238,301725,698691,8476,1397382,"10mill-boot"
2,12,"petite","second",37340,41311,3648670,6351441,82622,12702882,2743,4330,288489,712170,8660,1424340,"10mill-boot"
2,13,"petite","second",37332,41363,3652648,6347498,82726,12694996,2821,4251,297576,702729,8502,1405458,"10mill-boot"
2,14,"petite","second",37126,41548,3623561,6376600,83096,12753200,2825,4279,297951,702056,8558,1404112,"10mill-boot"
2,15,"petite","second",37059,41424,3608868,6391170,82848,12782340,2795,4284,293458,706733,8568,1413466,"10mill-boot"
2,16,"petite","second",37125,41273,3623664,6376498,82546,12752996,2810,4262,294870,705390,8524,1410780,"10mill-boot"
2,17,"petite","second",37141,41600,3624663,6375417,83200,12750834,2786,4313,293933,706116,8626,1412232,"10mill-boot"
2,18,"petite","second",36844,41557,3600660,6399385,83114,12798770,2745,4315,289026,711059,8630,1422118,"10mill-boot"
2,19,"petite","second",37274,41231,3647054,6353062,82462,12706124,2849,4245,302441,697573,8490,1395146,"10mill-boot"
