"sim_number","transfer","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","carr_cap"
37,7,"petite","second",23,647,2363,99805,670,102168,1,57,46,10052,58,10098,"1mill"
42,1,"petite","second",407,400,40590,60578,807,101168,26,41,3158,6974,67,10132,"1mill"
42,2,"petite","second",229,523,21418,78716,752,100134,15,50,1777,8418,65,10195,"1mill"
42,3,"petite","second",125,579,12382,90176,704,102558,12,47,1432,8599,59,10031,"1mill"
42,4,"petite","second",96,609,9578,94328,705,103906,5,56,431,9580,61,10011,"1mill"
42,5,"petite","second",29,657,3331,100556,686,103887,3,57,286,9719,60,10005,"1mill"
42,6,"petite","second",16,665,1651,100535,681,102186,1,65,178,9960,66,10138,"1mill"
42,7,"petite","second",9,661,853,101264,670,102117,2,60,276,9896,62,10172,"1mill"
42,8,"petite","second",27,641,2900,96491,668,99391,1,61,99,10017,62,10116,"1mill"
22,1,"petite","second",384,411,36739,60783,795,97522,27,46,2622,7488,73,10110,"1mill"
22,2,"petite","second",192,533,18849,83876,725,102725,19,51,2121,7933,70,10054,"1mill"
22,3,"petite","second",134,580,12845,90834,714,103679,5,57,446,9592,62,10038,"1mill"
22,4,"petite","second",28,657,2643,100244,685,102887,1,63,165,9836,64,10001,"1mill"
18,1,"petite","second",404,399,40353,60596,803,100949,23,42,2721,7425,65,10146,"1mill"
18,2,"petite","second",186,541,18380,84099,727,102479,17,52,2278,7739,69,10017,"1mill"
18,3,"petite","second",161,558,15841,84480,719,100321,10,52,1034,9055,62,10089,"1mill"
18,4,"petite","second",65,627,5880,93653,692,99533,5,64,570,9462,69,10032,"1mill"
18,5,"petite","second",56,626,5425,97612,682,103037,5,60,497,9679,65,10176,"1mill"
41,1,"petite","second",392,398,38914,62916,790,101830,29,42,3123,6881,71,10004,"1mill"
41,2,"petite","second",228,513,23132,77909,741,101041,19,49,2148,7930,68,10078,"1mill"
41,3,"petite","second",161,560,15977,86553,721,102530,12,50,1364,8910,62,10274,"1mill"
41,4,"petite","second",106,590,11049,90777,696,101826,7,56,788,9372,63,10160,"1mill"
41,5,"petite","second",54,640,5426,97546,694,102972,4,62,309,9730,66,10039,"1mill"
40,1,"petite","second",370,433,35036,67608,803,102644,25,48,2378,7625,73,10003,"1mill"
40,2,"petite","second",154,564,15194,86048,718,101242,8,54,931,9078,62,10009,"1mill"
40,3,"petite","second",78,602,7832,91758,680,99590,3,59,233,9843,62,10076,"1mill"
6,1,"petite","second",372,433,36008,68922,805,104930,25,45,2939,7107,70,10046,"1mill"
6,2,"petite","second",231,510,22522,79603,741,102125,17,45,1906,8223,62,10129,"1mill"
6,3,"petite","second",133,568,13381,86912,701,100293,8,56,1020,9179,64,10199,"1mill"
6,4,"petite","second",63,632,6257,97167,695,103424,4,65,313,9696,69,10009,"1mill"
6,5,"petite","second",22,656,2339,100029,678,102368,1,61,232,9906,62,10138,"1mill"
6,6,"petite","second",20,655,2098,98561,675,100659,3,64,277,9731,67,10008,"1mill"
6,7,"petite","second",10,653,829,99111,663,99940,1,60,59,10069,61,10128,"1mill"
46,1,"petite","second",395,400,37951,59856,795,97807,36,40,3530,6522,76,10052,"1mill"
46,2,"petite","second",253,516,24553,77911,769,102464,14,58,1469,8567,72,10036,"1mill"
46,3,"petite","second",109,588,11006,91441,697,102447,11,57,1058,8979,68,10037,"1mill"
46,4,"petite","second",72,604,6933,92923,676,99856,7,56,946,9156,63,10102,"1mill"
46,5,"petite","second",54,635,5234,98734,689,103968,4,53,402,9630,57,10032,"1mill"
43,1,"petite","second",374,419,36590,65426,793,102016,28,40,2709,7331,68,10040,"1mill"
43,2,"petite","second",176,563,17104,88592,739,105696,8,51,847,9158,59,10005,"1mill"
43,3,"petite","second",60,626,6359,95767,686,102126,6,58,528,9617,64,10145,"1mill"
43,4,"petite","second",38,637,3910,97217,675,101127,4,57,475,9592,61,10067,"1mill"
43,5,"petite","second",36,650,3825,100471,686,104296,2,62,129,9945,64,10074,"1mill"
43,6,"petite","second",6,667,603,99702,673,100305,1,65,91,9942,66,10033,"1mill"
44,1,"petite","second",387,413,37206,66382,800,103588,21,47,1905,8275,68,10180,"1mill"
44,2,"petite","second",130,576,13274,88136,706,101410,8,59,742,9385,67,10127,"1mill"
44,3,"petite","second",51,636,5241,97659,687,102900,3,62,351,9698,65,10049,"1mill"
44,4,"petite","second",27,655,2990,100008,682,102998,2,60,288,9864,62,10152,"1mill"
2,1,"petite","second",401,407,39603,61302,808,100905,30,40,3213,6900,70,10113,"1mill"
2,2,"petite","second",229,525,21448,80394,754,101842,19,53,1840,8171,72,10011,"1mill"
2,3,"petite","second",118,606,11416,93992,724,105408,2,57,224,9846,59,10070,"1mill"
2,4,"petite","second",13,659,1125,100231,672,101356,4,56,364,9669,60,10033,"1mill"
2,5,"petite","second",26,657,2362,100965,683,103327,1,62,62,9979,63,10041,"1mill"
2,6,"petite","second",4,658,497,101732,662,102229,1,67,137,10080,68,10217,"1mill"
48,1,"petite","second",377,423,35964,64516,800,100480,29,41,2705,7527,70,10232,"1mill"
48,2,"petite","second",179,556,18725,84410,735,103135,18,52,2183,7880,70,10063,"1mill"
48,3,"petite","second",157,564,14864,87017,721,101881,12,55,1538,8660,67,10198,"1mill"
48,4,"petite","second",99,591,9952,89217,690,99169,4,61,439,9635,65,10074,"1mill"
48,5,"petite","second",22,655,2415,99842,677,102257,4,61,398,9764,65,10162,"1mill"
48,6,"petite","second",27,646,2964,98294,673,101258,3,59,454,9549,62,10003,"1mill"
48,7,"petite","second",34,644,3231,96991,678,100222,2,64,213,9868,66,10081,"1mill"
10,1,"petite","second",363,429,35068,65996,792,101064,31,45,3373,6823,76,10196,"1mill"
10,2,"petite","second",257,491,26292,74361,748,100653,18,49,2134,7894,67,10028,"1mill"
10,3,"petite","second",146,574,14369,87181,720,101550,18,47,1560,8507,65,10067,"1mill"
10,4,"petite","second",115,593,11514,90085,708,101599,13,54,1760,8421,67,10181,"1mill"
10,5,"petite","second",129,585,13078,88401,714,101479,11,53,1253,8794,64,10047,"1mill"
10,6,"petite","second",75,622,7286,98899,697,106185,4,57,442,9783,61,10225,"1mill"
10,7,"petite","second",26,650,2466,101141,676,103607,3,54,300,9846,57,10146,"1mill"
10,8,"petite","second",22,644,2221,98953,666,101174,2,62,190,9846,64,10036,"1mill"
10,9,"petite","second",10,650,1225,98645,660,99870,1,58,165,9894,59,10059,"1mill"
32,1,"petite","second",371,430,37280,67472,801,104752,28,38,3144,6975,66,10119,"1mill"
32,2,"petite","second",242,503,23452,77031,745,100483,16,54,1491,8852,70,10343,"1mill"
32,3,"petite","second",104,600,10055,92236,704,102291,11,55,1088,8948,66,10036,"1mill"
32,4,"petite","second",73,611,6930,94412,684,101342,8,55,682,9378,63,10060,"1mill"
32,5,"petite","second",49,634,4720,96168,683,100888,4,56,467,9599,60,10066,"1mill"
32,6,"petite","second",36,651,3627,98870,687,102497,1,60,68,10118,61,10186,"1mill"
7,1,"petite","second",391,416,38423,64024,807,102447,25,44,3015,7018,69,10033,"1mill"
7,2,"petite","second",211,526,20428,81455,737,101883,22,53,2337,7748,75,10085,"1mill"
7,3,"petite","second",162,564,16305,86133,726,102438,11,56,1123,8915,67,10038,"1mill"
7,4,"petite","second",71,611,6971,93411,682,100382,2,58,222,9849,60,10071,"1mill"
7,5,"petite","second",18,648,2028,97074,666,99102,3,64,269,9737,67,10006,"1mill"
7,6,"petite","second",18,667,1774,103233,685,105007,2,61,134,10181,63,10315,"1mill"
33,1,"petite","second",366,440,36790,66025,806,102815,32,46,3385,6739,78,10124,"1mill"
33,2,"petite","second",265,481,25725,74717,746,100442,20,45,2376,7699,65,10075,"1mill"
33,3,"petite","second",182,547,18761,81787,729,100548,15,56,1532,8485,71,10017,"1mill"
33,4,"petite","second",93,602,9115,94358,695,103473,5,57,571,9503,62,10074,"1mill"
33,5,"petite","second",31,658,3179,100096,689,103275,3,58,352,9735,61,10087,"1mill"
33,6,"petite","second",24,642,2636,97315,666,99951,1,63,168,9859,64,10027,"1mill"
30,1,"petite","second",399,410,38432,62695,809,101127,25,45,2550,7457,70,10007,"1mill"
30,2,"petite","second",184,535,18597,80834,719,99431,7,60,663,9407,67,10070,"1mill"
30,3,"petite","second",43,641,4007,97998,684,102005,6,56,668,9469,62,10137,"1mill"
30,4,"petite","second",55,620,5351,95485,675,100836,5,60,486,9520,65,10006,"1mill"
30,5,"petite","second",35,646,3618,98240,681,101858,2,64,267,9795,66,10062,"1mill"
27,1,"petite","second",362,439,35867,68596,801,104463,28,41,3039,7000,69,10039,"1mill"
27,2,"petite","second",225,514,22506,77016,739,99522,23,54,2259,7935,77,10194,"1mill"
27,3,"petite","second",147,568,14521,88499,715,103020,10,57,989,9082,67,10071,"1mill"
27,4,"petite","second",71,612,7300,93236,683,100536,5,63,510,9646,68,10156,"1mill"
27,5,"petite","second",32,636,3176,98531,668,101707,2,58,203,10095,60,10298,"1mill"
47,1,"petite","second",408,384,38695,59928,792,98623,22,49,2088,7990,71,10078,"1mill"
47,2,"petite","second",145,575,14089,88043,720,102132,9,53,1153,9046,62,10199,"1mill"
47,3,"petite","second",76,617,7596,95219,693,102815,3,57,401,9866,60,10267,"1mill"
49,1,"petite","second",376,434,36041,67452,810,103493,25,42,2760,7342,67,10102,"1mill"
49,2,"petite","second",196,533,19763,79827,729,99590,14,51,1423,8653,65,10076,"1mill"
49,3,"petite","second",83,616,8427,94589,699,103016,6,60,529,9592,66,10121,"1mill"
49,4,"petite","second",31,639,2873,98083,670,100956,3,62,205,9884,65,10089,"1mill"
49,5,"petite","second",14,654,1429,98836,668,100265,1,61,126,9884,62,10010,"1mill"
49,6,"petite","second",7,653,665,99449,660,100114,2,63,229,9800,65,10029,"1mill"
49,7,"petite","second",16,652,1671,101528,668,103199,1,60,222,9801,61,10023,"1mill"
49,8,"petite","second",15,665,1767,100641,680,102408,2,62,184,9879,64,10063,"1mill"
49,9,"petite","second",9,660,830,99455,669,100285,2,66,293,9859,68,10152,"1mill"
49,10,"petite","second",17,655,1683,100129,672,101812,1,63,132,9904,64,10036,"1mill"
24,1,"petite","second",391,423,37366,65062,814,102428,18,44,2019,7992,62,10011,"1mill"
24,2,"petite","second",167,552,16549,82774,719,99323,13,48,1354,8686,61,10040,"1mill"
24,3,"petite","second",86,621,8627,93802,707,102429,8,61,721,9296,69,10017,"1mill"
24,4,"petite","second",30,651,2762,101478,681,104240,5,54,570,9430,59,10000,"1mill"
24,5,"petite","second",44,633,4721,98053,677,102774,1,58,222,9804,59,10026,"1mill"
20,1,"petite","second",376,419,38187,63873,795,102060,39,38,3949,6062,77,10011,"1mill"
20,2,"petite","second",298,461,28956,72356,759,101312,22,43,2537,7522,65,10059,"1mill"
20,3,"petite","second",170,555,16972,83697,725,100669,16,55,1557,8558,71,10115,"1mill"
20,4,"petite","second",99,608,10409,92257,707,102666,8,56,827,9213,64,10040,"1mill"
20,5,"petite","second",59,627,5996,95327,686,101323,4,58,480,9540,62,10020,"1mill"
20,6,"petite","second",46,638,4802,95725,684,100527,6,61,700,9518,67,10218,"1mill"
20,7,"petite","second",55,623,5442,95332,678,100774,3,63,235,9770,66,10005,"1mill"
20,8,"petite","second",16,658,1806,100662,674,102468,3,55,444,9609,58,10053,"1mill"
20,9,"petite","second",28,649,2724,100257,677,102981,3,57,343,9668,60,10011,"1mill"
20,10,"petite","second",22,658,2298,102959,680,105257,1,59,117,10084,60,10201,"1mill"
26,1,"petite","second",383,424,36944,64656,807,101600,20,50,2186,7890,70,10076,"1mill"
26,2,"petite","second",157,566,15511,86692,723,102203,9,56,1052,9006,65,10058,"1mill"
26,3,"petite","second",72,607,7024,93911,679,100935,5,55,452,9803,60,10255,"1mill"
26,4,"petite","second",33,645,3078,99018,678,102096,4,63,389,9636,67,10025,"1mill"
26,5,"petite","second",40,643,3818,98578,683,102396,4,63,400,9780,67,10180,"1mill"
26,6,"petite","second",33,634,3248,98872,667,102120,1,60,70,10156,61,10226,"1mill"
26,7,"petite","second",7,656,573,98574,663,99147,2,62,122,9938,64,10060,"1mill"
17,1,"petite","second",394,404,37897,62982,798,100879,27,46,2843,7174,73,10017,"1mill"
17,2,"petite","second",202,539,19706,82337,741,102043,16,51,1447,8557,67,10004,"1mill"
17,3,"petite","second",99,598,10395,92896,697,103291,6,58,753,9444,64,10197,"1mill"
17,4,"petite","second",44,631,4110,97139,675,101249,1,53,68,9976,54,10044,"1mill"
11,1,"petite","second",418,401,40540,59673,819,100213,39,35,4221,5837,74,10058,"1mill"
11,2,"petite","second",315,472,30093,73702,787,103795,21,48,2158,7854,69,10012,"1mill"
11,3,"petite","second",156,561,15535,86804,717,102339,11,53,1133,8889,64,10022,"1mill"
11,4,"petite","second",69,630,7331,96739,699,104070,4,62,420,9710,66,10130,"1mill"
11,5,"petite","second",22,649,2711,97396,671,100107,2,61,180,9841,63,10021,"1mill"
11,6,"petite","second",10,658,1064,99791,668,100855,1,59,81,10179,60,10260,"1mill"
50,1,"petite","second",377,422,36247,65489,799,101736,25,42,2719,7293,67,10012,"1mill"
50,2,"petite","second",187,551,17788,83951,738,101739,12,53,1085,8919,65,10004,"1mill"
50,3,"petite","second",64,636,6415,96992,700,103407,5,52,525,9530,57,10055,"1mill"
50,4,"petite","second",33,654,3332,99064,687,102396,3,63,387,9700,66,10087,"1mill"
50,5,"petite","second",30,655,3114,99234,685,102348,2,60,307,9887,62,10194,"1mill"
13,1,"petite","second",349,447,34720,68901,796,103621,33,40,3418,6808,73,10226,"1mill"
13,2,"petite","second",235,511,23558,78433,746,101991,15,52,1634,8583,67,10217,"1mill"
13,3,"petite","second",110,581,11026,88494,691,99520,6,53,622,9467,59,10089,"1mill"
13,4,"petite","second",30,657,2951,100653,687,103604,2,61,134,9879,63,10013,"1mill"
13,5,"petite","second",10,647,1049,100015,657,101064,1,57,170,9870,58,10040,"1mill"
13,6,"petite","second",5,654,528,103215,659,103743,1,59,126,10025,60,10151,"1mill"
13,7,"petite","second",10,656,989,103675,666,104664,1,61,65,10073,62,10138,"1mill"
37,1,"petite","second",3742,4213,367771,637453,7955,1005224,277,435,29011,71115,712,100126,"10mill"
37,2,"petite","second",2150,5230,213495,800539,7380,1014034,162,506,16325,83677,668,100002,"10mill"
37,3,"petite","second",1114,5874,110031,897738,6988,1007769,97,541,10341,89743,638,100084,"10mill"
37,4,"petite","second",669,6126,66048,937751,6795,1003799,54,570,5482,94525,624,100007,"10mill"
37,5,"petite","second",355,6411,34677,981607,6766,1016284,13,601,1698,98469,614,100167,"10mill"
37,6,"petite","second",140,6486,14255,987198,6626,1001453,11,628,1037,99107,639,100144,"10mill"
37,7,"petite","second",58,6556,5839,1003789,6614,1009628,3,618,372,99731,621,100103,"10mill"
37,8,"petite","second",22,6589,2040,997740,6611,999780,4,605,512,99692,609,100204,"10mill"
37,9,"petite","second",36,6581,3177,1002019,6617,1005196,2,595,169,100389,597,100558,"10mill"
37,10,"petite","second",10,6635,1020,1006085,6645,1007105,2,632,166,99886,634,100052,"10mill"
37,11,"petite","second",11,6589,1048,1001703,6600,1002751,1,600,146,99888,601,100034,"10mill"
30,1,"petite","second",3754,4185,365451,636765,7939,1002216,291,423,31373,68678,714,100051,"10mill"
30,2,"petite","second",2265,5110,224027,784955,7375,1008982,150,493,16542,83474,643,100016,"10mill"
30,3,"petite","second",1159,5823,115102,885268,6982,1000370,95,563,9876,90331,658,100207,"10mill"
30,4,"petite","second",646,6153,63234,933916,6799,997150,33,575,3234,96823,608,100057,"10mill"
30,5,"petite","second",213,6567,20489,1004635,6780,1025124,17,589,1729,98325,606,100054,"10mill"
30,6,"petite","second",119,6505,11371,987534,6624,998905,6,614,555,99557,620,100112,"10mill"
30,7,"petite","second",31,6597,3365,1003927,6628,1007292,4,604,696,99313,608,100009,"10mill"
30,8,"petite","second",51,6537,4684,996021,6588,1000705,4,617,563,99519,621,100082,"10mill"
30,9,"petite","second",32,6584,3218,1004827,6616,1008045,3,625,307,99732,628,100039,"10mill"
30,10,"petite","second",23,6611,2615,1006213,6634,1008828,4,596,385,99754,600,100139,"10mill"
30,11,"petite","second",24,6603,2491,1000924,6627,1003415,6,622,449,99583,628,100032,"10mill"
30,12,"petite","second",22,6587,2300,1013053,6609,1015353,1,620,187,99840,621,100027,"10mill"
39,1,"petite","second",3735,4214,368040,646474,7949,1014514,282,411,29913,70382,693,100295,"10mill"
39,2,"petite","second",2186,5244,212520,796465,7430,1008985,170,530,17733,82285,700,100018,"10mill"
39,3,"petite","second",1263,5921,125596,897982,7184,1023578,76,577,7519,92614,653,100133,"10mill"
39,4,"petite","second",492,6340,47674,961726,6832,1009400,34,590,3188,96927,624,100115,"10mill"
39,5,"petite","second",230,6590,23657,1005930,6820,1029587,16,603,1873,98276,619,100149,"10mill"
39,6,"petite","second",112,6499,11336,986091,6611,997427,3,610,382,99689,613,100071,"10mill"
39,7,"petite","second",30,6568,2715,1005578,6598,1008293,1,603,64,99936,604,100000,"10mill"
39,8,"petite","second",3,6610,450,1007050,6613,1007500,1,613,170,100039,614,100209,"10mill"
39,9,"petite","second",6,6615,552,1005796,6621,1006348,1,608,52,100083,609,100135,"10mill"
4,1,"petite","second",3767,4154,368394,634533,7921,1002927,273,428,29372,70629,701,100001,"10mill"
4,2,"petite","second",2172,5195,213683,801052,7367,1014735,150,517,15728,84317,667,100045,"10mill"
4,3,"petite","second",1108,5854,109786,884701,6962,994487,77,556,8425,91649,633,100074,"10mill"
4,4,"petite","second",573,6210,56944,940803,6783,997747,44,591,5022,95053,635,100075,"10mill"
4,5,"petite","second",344,6459,33075,986249,6803,1019324,23,585,2317,97763,608,100080,"10mill"
4,6,"petite","second",139,6453,14485,979122,6592,993607,13,601,1566,98461,614,100027,"10mill"
4,7,"petite","second",118,6482,11913,988592,6600,1000505,6,600,712,99431,606,100143,"10mill"
4,8,"petite","second",39,6585,3944,998843,6624,1002787,7,608,1010,99336,615,100346,"10mill"
4,9,"petite","second",80,6532,7544,995146,6612,1002690,3,622,226,99829,625,100055,"10mill"
4,10,"petite","second",18,6588,1923,999603,6606,1001526,1,602,51,100210,603,100261,"10mill"
3,1,"petite","second",3691,4272,362916,649596,7963,1012512,265,444,27630,72487,709,100117,"10mill"
3,2,"petite","second",1999,5388,197304,820900,7387,1018204,139,516,14174,86016,655,100190,"10mill"
3,3,"petite","second",1025,5976,101395,903977,7001,1005372,71,578,7345,92720,649,100065,"10mill"
3,4,"petite","second",475,6316,47817,966041,6791,1013858,33,572,3382,96654,605,100036,"10mill"
3,5,"petite","second",221,6563,22432,1002504,6784,1024936,16,617,1803,98356,633,100159,"10mill"
3,6,"petite","second",115,6497,12291,992440,6612,1004731,3,598,263,99775,601,100038,"10mill"
3,7,"petite","second",22,6605,2033,1005534,6627,1007567,2,621,285,99834,623,100119,"10mill"
2,1,"petite","second",3736,4201,365170,642711,7937,1007881,300,419,30445,69589,719,100034,"10mill"
2,2,"petite","second",2194,5178,216726,789874,7372,1006600,135,516,14850,85269,651,100119,"10mill"
2,3,"petite","second",973,6011,96273,915345,6984,1011618,85,564,8938,91198,649,100136,"10mill"
2,4,"petite","second",595,6210,59290,948546,6805,1007836,33,578,3382,96622,611,100004,"10mill"
2,5,"petite","second",214,6572,21657,1001296,6786,1022953,16,599,1684,98469,615,100153,"10mill"
2,6,"petite","second",115,6508,12565,993816,6623,1006381,10,599,1141,98966,609,100107,"10mill"
2,7,"petite","second",71,6513,7841,994176,6584,1002017,7,588,892,99304,595,100196,"10mill"
2,8,"petite","second",73,6544,7649,996871,6617,1004520,4,617,499,99617,621,100116,"10mill"
2,9,"petite","second",34,6592,3566,1007109,6626,1010675,1,605,126,100140,606,100266,"10mill"
38,1,"petite","second",3744,4205,364463,637590,7949,1002053,293,419,31364,68657,712,100021,"10mill"
38,2,"petite","second",2265,5105,222632,778355,7370,1000987,160,494,17017,83038,654,100055,"10mill"
38,3,"petite","second",1152,5837,113634,892913,6989,1006547,95,543,9889,90270,638,100159,"10mill"
38,4,"petite","second",712,6109,69516,926445,6821,995961,54,561,5868,94326,615,100194,"10mill"
38,5,"petite","second",401,6395,39513,968557,6796,1008070,25,625,2530,97608,650,100138,"10mill"
38,6,"petite","second",154,6649,15565,1011818,6803,1027383,11,594,1327,98707,605,100034,"10mill"
38,7,"petite","second",85,6506,8713,993637,6591,1002350,10,619,1125,99001,629,100126,"10mill"
38,8,"petite","second",83,6514,7839,998482,6597,1006321,6,619,791,99299,625,100090,"10mill"
38,9,"petite","second",48,6606,4906,996518,6654,1001424,2,617,292,99768,619,100060,"10mill"
38,10,"petite","second",23,6583,2394,1007384,6606,1009778,1,618,119,100044,619,100163,"10mill"
38,11,"petite","second",9,6603,841,1006771,6612,1007612,4,613,300,99782,617,100082,"10mill"
5,1,"petite","second",3736,4220,364001,642184,7956,1006185,292,425,31752,68465,717,100217,"10mill"
5,2,"petite","second",2292,5101,221621,776895,7393,998516,175,499,18609,81433,674,100042,"10mill"
5,3,"petite","second",1344,5842,132194,887493,7186,1019687,98,543,10759,89346,641,100105,"10mill"
5,4,"petite","second",721,6258,71886,956027,6979,1027913,52,580,6044,94079,632,100123,"10mill"
5,5,"petite","second",423,6380,42273,962845,6803,1005118,25,623,2919,97220,648,100139,"10mill"
5,6,"petite","second",221,6603,20869,993696,6824,1014565,6,611,689,99588,617,100277,"10mill"
5,7,"petite","second",46,6598,4392,1002895,6644,1007287,2,618,209,99844,620,100053,"10mill"
5,8,"petite","second",14,6599,1453,1005790,6613,1007243,1,624,70,100126,625,100196,"10mill"
31,1,"petite","second",3695,4222,366078,636400,7917,1002478,266,454,27450,72601,720,100051,"10mill"
31,2,"petite","second",2007,5380,199606,823678,7387,1023284,127,549,13758,86316,676,100074,"10mill"
31,3,"petite","second",941,6047,91055,922507,6988,1013562,67,570,7186,92930,637,100116,"10mill"
31,4,"petite","second",513,6310,49559,953969,6823,1003528,33,592,3603,96500,625,100103,"10mill"
31,5,"petite","second",235,6568,23449,1000420,6803,1023869,11,606,1324,98718,617,100042,"10mill"
31,6,"petite","second",103,6504,9356,992196,6607,1001552,4,623,278,99854,627,100132,"10mill"
31,7,"petite","second",12,6623,1282,1016083,6635,1017365,1,602,83,100063,603,100146,"10mill"
36,1,"petite","second",3713,4221,364361,640214,7934,1004575,274,456,28324,71831,730,100155,"10mill"
36,2,"petite","second",2074,5323,207389,815202,7397,1022591,143,505,15334,84808,648,100142,"10mill"
36,3,"petite","second",1033,5952,99846,914098,6985,1013944,69,555,6822,93296,624,100118,"10mill"
36,4,"petite","second",487,6313,48560,954796,6800,1003356,51,573,5279,94959,624,100238,"10mill"
36,5,"petite","second",358,6473,34807,983359,6831,1018166,27,594,2544,97570,621,100114,"10mill"
36,6,"petite","second",163,6444,16024,981320,6607,997344,13,627,1235,98866,640,100101,"10mill"
36,7,"petite","second",78,6528,7441,995655,6606,1003096,5,617,455,99680,622,100135,"10mill"
36,8,"petite","second",37,6563,3493,1006113,6600,1009606,3,602,247,99846,605,100093,"10mill"
14,1,"petite","second",3756,4229,365905,641790,7985,1007695,311,427,32437,67726,738,100163,"10mill"
14,2,"petite","second",2376,5030,235546,762365,7406,997911,177,489,19196,81039,666,100235,"10mill"
14,3,"petite","second",1368,5833,131967,894588,7201,1026555,103,520,10596,89507,623,100103,"10mill"
14,4,"petite","second",729,6250,72960,952204,6979,1025164,51,571,5538,94632,622,100170,"10mill"
14,5,"petite","second",386,6434,38546,976219,6820,1014765,19,604,2116,98054,623,100170,"10mill"
14,6,"petite","second",148,6468,14707,989815,6616,1004522,19,597,2192,98104,616,100296,"10mill"
14,7,"petite","second",149,6466,13838,981434,6615,995272,4,632,433,99579,636,100012,"10mill"
14,8,"petite","second",24,6572,2776,1002186,6596,1004962,2,603,324,99808,605,100132,"10mill"
13,1,"petite","second",3760,4171,369512,633080,7931,1002592,286,423,30471,69579,709,100050,"10mill"
13,2,"petite","second",2237,5125,222465,780104,7362,1002569,172,504,18412,81621,676,100033,"10mill"
13,3,"petite","second",1278,5912,128126,898817,7190,1026943,89,548,9386,90671,637,100057,"10mill"
13,4,"petite","second",656,6141,62932,934445,6797,997377,47,585,4468,95746,632,100214,"10mill"
13,5,"petite","second",313,6491,31393,988446,6804,1019839,22,603,2584,97429,625,100013,"10mill"
13,6,"petite","second",154,6652,15283,1008092,6806,1023375,8,622,793,99298,630,100091,"10mill"
13,7,"petite","second",57,6550,5372,992531,6607,997903,1,602,159,99881,603,100040,"10mill"
13,8,"petite","second",10,6595,882,1003535,6605,1004417,1,578,80,100085,579,100165,"10mill"
13,9,"petite","second",6,6610,646,1005627,6616,1006273,1,625,162,99912,626,100074,"10mill"
13,10,"petite","second",11,6607,1081,1007815,6618,1008896,2,610,158,99959,612,100117,"10mill"
13,11,"petite","second",12,6598,1374,1000558,6610,1001932,1,637,147,100040,638,100187,"10mill"
13,12,"petite","second",10,6620,1063,1004831,6630,1005894,1,618,56,99995,619,100051,"10mill"
13,13,"petite","second",3,6589,287,1017093,6592,1017380,2,607,216,99869,609,100085,"10mill"
13,14,"petite","second",16,6581,1517,1001154,6597,1002671,1,606,153,99849,607,100002,"10mill"
25,1,"petite","second",3727,4220,364750,643926,7947,1008676,285,440,29787,70244,725,100031,"10mill"
25,2,"petite","second",2229,5156,221528,789072,7385,1010600,172,504,17824,82276,676,100100,"10mill"
25,3,"petite","second",1246,5948,122244,910195,7194,1032439,88,557,9005,91185,645,100190,"10mill"
25,4,"petite","second",565,6237,55742,946991,6802,1002733,30,593,3287,96863,623,100150,"10mill"
25,5,"petite","second",236,6570,22886,999173,6806,1022059,27,582,3021,97026,609,100047,"10mill"
25,6,"petite","second",222,6576,20939,996732,6798,1017671,11,603,1256,98785,614,100041,"10mill"
25,7,"petite","second",73,6545,7074,995635,6618,1002709,3,620,224,99858,623,100082,"10mill"
25,8,"petite","second",17,6597,1673,1009732,6614,1011405,2,621,115,100015,623,100130,"10mill"
25,9,"petite","second",4,6620,378,1003544,6624,1003922,1,604,68,100124,605,100192,"10mill"
25,10,"petite","second",5,6616,689,1005564,6621,1006253,1,626,139,100048,627,100187,"10mill"
22,1,"petite","second",3711,4240,359433,646196,7951,1005629,279,434,29597,70472,713,100069,"10mill"
22,2,"petite","second",2158,5217,213729,793654,7375,1007383,158,499,16969,83060,657,100029,"10mill"
22,3,"petite","second",1203,5794,118507,884828,6997,1003335,84,551,8741,91313,635,100054,"10mill"
22,4,"petite","second",599,6183,60663,945491,6782,1006154,34,582,3363,96809,616,100172,"10mill"
22,5,"petite","second",224,6606,22968,999783,6830,1022751,21,600,2576,97464,621,100040,"10mill"
22,6,"petite","second",193,6623,18407,1012123,6816,1030530,21,608,2017,98141,629,100158,"10mill"
22,7,"petite","second",117,6497,11337,992637,6614,1003974,9,603,1135,99029,612,100164,"10mill"
22,8,"petite","second",54,6581,5768,1000538,6635,1006306,3,620,416,99599,623,100015,"10mill"
22,9,"petite","second",26,6599,2992,1004583,6625,1007575,4,623,605,99591,627,100196,"10mill"
22,10,"petite","second",37,6578,3616,1001688,6615,1005304,3,613,292,99807,616,100099,"10mill"
22,11,"petite","second",13,6607,1413,1005525,6620,1006938,2,612,221,99800,614,100021,"10mill"
22,12,"petite","second",13,6595,1349,1009217,6608,1010566,2,610,261,99837,612,100098,"10mill"
22,13,"petite","second",21,6594,2008,1005795,6615,1007803,3,604,290,99930,607,100220,"10mill"
22,14,"petite","second",15,6602,1618,1005583,6617,1007201,2,606,318,99887,608,100205,"10mill"
49,1,"petite","second",3743,4179,371350,638939,7922,1010289,267,433,29201,71164,700,100365,"10mill"
