"sim_number","transfer","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","carr_cap"
49,2,"petite","second",2104,5277,209751,810051,7381,1019802,149,503,16574,83514,652,100088,"10mill"
49,3,"petite","second",1092,5899,108613,900686,6991,1009299,77,538,9255,90877,615,100132,"10mill"
49,4,"petite","second",633,6175,63150,948809,6808,1011959,41,594,4986,95017,635,100003,"10mill"
49,5,"petite","second",338,6446,34592,988916,6784,1023508,30,603,2950,97261,633,100211,"10mill"
49,6,"petite","second",193,6402,18684,977756,6595,996440,17,612,1771,98240,629,100011,"10mill"
49,7,"petite","second",123,6494,12312,987895,6617,1000207,16,590,1638,98486,606,100124,"10mill"
49,8,"petite","second",114,6494,11054,985967,6608,997021,14,586,1412,98774,600,100186,"10mill"
49,9,"petite","second",97,6519,9332,992521,6616,1001853,4,619,463,99594,623,100057,"10mill"
49,10,"petite","second",29,6589,2938,1000784,6618,1003722,6,611,542,99489,617,100031,"10mill"
49,11,"petite","second",35,6584,3107,1000913,6619,1004020,2,605,156,99981,607,100137,"10mill"
49,12,"petite","second",10,6623,774,1004803,6633,1005577,2,613,160,99941,615,100101,"10mill"
47,1,"petite","second",3734,4211,367912,636706,7945,1004618,308,435,31399,68706,743,100105,"10mill"
47,2,"petite","second",2279,5084,224696,783832,7363,1008528,178,501,18942,81093,679,100035,"10mill"
47,3,"petite","second",1338,5854,132271,893092,7192,1025363,93,561,10153,89871,654,100024,"10mill"
47,4,"petite","second",687,6297,67699,960184,6984,1027883,54,576,5618,94730,630,100348,"10mill"
47,5,"petite","second",409,6407,39306,980958,6816,1020264,22,603,2131,97880,625,100011,"10mill"
47,6,"petite","second",153,6639,15060,996361,6792,1011421,10,608,1029,99187,618,100216,"10mill"
47,7,"petite","second",60,6547,6162,981875,6607,988037,2,631,247,99908,633,100155,"10mill"
47,8,"petite","second",13,6629,1165,1011128,6642,1012293,1,604,123,99960,605,100083,"10mill"
47,9,"petite","second",9,6612,854,1006051,6621,1006905,1,612,55,100005,613,100060,"10mill"
40,1,"petite","second",3777,4178,365718,634021,7955,999739,279,444,28574,71546,723,100120,"10mill"
40,2,"petite","second",2025,5355,197695,814536,7380,1012231,159,502,15728,84379,661,100107,"10mill"
40,3,"petite","second",1112,5866,109982,888767,6978,998749,65,553,7719,92495,618,100214,"10mill"
40,4,"petite","second",502,6308,50617,957978,6810,1008595,37,594,3860,96153,631,100013,"10mill"
40,5,"petite","second",261,6542,26364,999652,6803,1026016,21,600,2210,97832,621,100042,"10mill"
40,6,"petite","second",132,6490,13008,983561,6622,996569,7,604,707,99413,611,100120,"10mill"
40,7,"petite","second",45,6574,4563,1002173,6619,1006736,1,622,141,99965,623,100106,"10mill"
23,1,"petite","second",3790,4179,374200,635456,7969,1009656,303,427,31727,68429,730,100156,"10mill"
23,2,"petite","second",2293,5079,228844,776608,7372,1005452,166,505,17963,82263,671,100226,"10mill"
23,3,"petite","second",1248,5945,124300,901582,7193,1025882,92,564,10061,90140,656,100201,"10mill"
23,4,"petite","second",648,6147,65371,938012,6795,1003383,48,565,5367,94683,613,100050,"10mill"
23,5,"petite","second",359,6438,36013,979194,6797,1015207,20,588,2054,98155,608,100209,"10mill"
23,6,"petite","second",147,6477,13644,984905,6624,998549,12,619,959,99051,631,100010,"10mill"
23,7,"petite","second",66,6545,6908,995244,6611,1002152,8,591,908,99097,599,100005,"10mill"
23,8,"petite","second",65,6516,6364,997420,6581,1003784,2,604,215,100071,606,100286,"10mill"
24,1,"petite","second",3804,4154,369829,627452,7958,997281,279,438,28445,71678,717,100123,"10mill"
24,2,"petite","second",2059,5317,201660,810199,7376,1011859,146,515,16689,83473,661,100162,"10mill"
24,3,"petite","second",1142,5840,111877,894055,6982,1005932,79,530,8481,91549,609,100030,"10mill"
24,4,"petite","second",568,6243,56586,946621,6811,1003207,49,572,5607,94554,621,100161,"10mill"
24,5,"petite","second",376,6449,36165,978076,6825,1014241,28,603,2779,97296,631,100075,"10mill"
24,6,"petite","second",194,6610,19290,1002307,6804,1021597,15,597,1574,98583,612,100157,"10mill"
24,7,"petite","second",109,6523,10708,991514,6632,1002222,3,602,354,99744,605,100098,"10mill"
24,8,"petite","second",25,6596,2590,1005452,6621,1008042,5,611,463,99592,616,100055,"10mill"
24,9,"petite","second",27,6588,2730,1001880,6615,1004610,1,610,71,100076,611,100147,"10mill"
12,1,"petite","second",3792,4156,369018,633907,7948,1002925,278,433,29758,70593,711,100351,"10mill"
12,2,"petite","second",2170,5238,214615,797227,7408,1011842,163,524,16601,83438,687,100039,"10mill"
12,3,"petite","second",1121,5881,110756,889557,7002,1000313,90,567,8740,91406,657,100146,"10mill"
12,4,"petite","second",583,6215,58075,943873,6798,1001948,40,584,4161,95922,624,100083,"10mill"
12,5,"petite","second",292,6520,28965,990802,6812,1019767,17,622,1632,98604,639,100236,"10mill"
12,6,"petite","second",109,6519,10597,988644,6628,999241,9,598,913,99182,607,100095,"10mill"
12,7,"petite","second",63,6562,6843,993133,6625,999976,3,610,294,99806,613,100100,"10mill"
15,1,"petite","second",3798,4134,374369,624867,7932,999236,299,414,32729,67516,713,100245,"10mill"
15,2,"petite","second",2404,5195,237703,793332,7599,1031035,155,493,17227,82788,648,100015,"10mill"
15,3,"petite","second",1106,5886,109829,894783,6992,1004612,75,556,8348,91728,631,100076,"10mill"
15,4,"petite","second",525,6270,51990,948969,6795,1000959,34,599,3697,96323,633,100020,"10mill"
15,5,"petite","second",242,6556,22400,996679,6798,1019079,12,599,1210,98868,611,100078,"10mill"
15,6,"petite","second",91,6491,9091,994576,6582,1003667,10,589,1127,98897,599,100024,"10mill"
15,7,"petite","second",79,6542,7876,998970,6621,1006846,6,601,573,99517,607,100090,"10mill"
15,8,"petite","second",39,6572,3945,1006988,6611,1010933,2,595,245,99770,597,100015,"10mill"
15,9,"petite","second",17,6562,1432,997754,6579,999186,1,629,68,100082,630,100150,"10mill"
41,1,"petite","second",3776,4195,365933,637539,7971,1003472,291,418,31241,68881,709,100122,"10mill"
41,2,"petite","second",2252,5127,223589,783989,7379,1007578,139,528,14794,85352,667,100146,"10mill"
41,3,"petite","second",976,6007,95067,914290,6983,1009357,68,570,6841,93455,638,100296,"10mill"
41,4,"petite","second",440,6370,43916,973735,6810,1017651,31,578,3884,96288,609,100172,"10mill"
41,5,"petite","second",216,6580,22688,1004530,6796,1027218,17,611,1696,98631,628,100327,"10mill"
41,6,"petite","second",119,6503,11837,985037,6622,996874,6,604,645,99507,610,100152,"10mill"
41,7,"petite","second",37,6568,3046,1002147,6605,1005193,1,616,131,100203,617,100334,"10mill"
41,8,"petite","second",13,6606,1232,1007509,6619,1008741,1,595,65,100119,596,100184,"10mill"
46,1,"petite","second",3806,4138,373802,631117,7944,1004919,277,429,29428,70688,706,100116,"10mill"
46,2,"petite","second",2115,5260,209919,799501,7375,1009420,160,507,16908,83270,667,100178,"10mill"
46,3,"petite","second",1198,5809,119233,890028,7007,1009261,91,540,9186,90821,631,100007,"10mill"
46,4,"petite","second",645,6125,64944,937142,6770,1002086,44,576,4740,95288,620,100028,"10mill"
46,5,"petite","second",312,6468,30012,990454,6780,1020466,22,591,1889,98187,613,100076,"10mill"
46,6,"petite","second",120,6489,12182,988950,6609,1001132,6,606,579,99513,612,100092,"10mill"
46,7,"petite","second",41,6574,3787,1000987,6615,1004774,2,607,225,99784,609,100009,"10mill"
46,8,"petite","second",15,6592,1428,1004083,6607,1005511,1,608,91,99918,609,100009,"10mill"
48,1,"petite","second",3769,4188,367005,635091,7957,1002096,269,436,28324,71734,705,100058,"10mill"
48,2,"petite","second",2075,5306,209411,801562,7381,1010973,161,513,16568,83486,674,100054,"10mill"
48,3,"petite","second",1129,5861,112349,897070,6990,1009419,77,539,8299,91759,616,100058,"10mill"
48,4,"petite","second",563,6256,54972,955498,6819,1010470,40,592,4591,95439,632,100030,"10mill"
48,5,"petite","second",302,6504,30104,987101,6806,1017205,14,598,1452,98655,612,100107,"10mill"
48,6,"petite","second",97,6522,9097,994400,6619,1003497,5,606,431,99658,611,100089,"10mill"
48,7,"petite","second",25,6582,2499,1003493,6607,1005992,3,610,318,99725,613,100043,"10mill"
48,8,"petite","second",28,6593,2822,1003735,6621,1006557,1,608,57,100030,609,100087,"10mill"
33,1,"petite","second",3775,4160,372247,632623,7935,1004870,292,415,32018,68034,707,100052,"10mill"
33,2,"petite","second",2372,5212,233062,789225,7584,1022287,177,508,18740,81331,685,100071,"10mill"
33,3,"petite","second",1364,5845,132969,883632,7209,1016601,83,550,8920,91113,633,100033,"10mill"
33,4,"petite","second",578,6212,57207,944233,6790,1001440,42,577,4623,95434,619,100057,"10mill"
33,5,"petite","second",289,6503,29297,983805,6792,1013102,16,604,1632,98405,620,100037,"10mill"
33,6,"petite","second",110,6495,10723,990278,6605,1001001,9,628,887,99179,637,100066,"10mill"
33,7,"petite","second",40,6556,4172,998099,6596,1002271,2,613,293,99749,615,100042,"10mill"
33,8,"petite","second",19,6582,1835,1002451,6601,1004286,1,618,141,99881,619,100022,"10mill"
9,1,"petite","second",3784,4123,373530,629159,7907,1002689,286,417,31305,68807,703,100112,"10mill"
9,2,"petite","second",2295,5077,226345,782944,7372,1009289,151,500,16316,83899,651,100215,"10mill"
9,3,"petite","second",1174,5846,116172,889815,7020,1005987,81,565,9063,90940,646,100003,"10mill"
9,4,"petite","second",584,6199,58096,944789,6783,1002885,46,565,5325,94763,611,100088,"10mill"
9,5,"petite","second",332,6423,33037,975435,6755,1008472,23,595,2897,97130,618,100027,"10mill"
9,6,"petite","second",196,6595,19837,1002493,6791,1022330,12,619,1165,98932,631,100097,"10mill"
9,7,"petite","second",83,6531,8731,991052,6614,999783,5,607,559,99456,612,100015,"10mill"
9,8,"petite","second",44,6562,4595,1002959,6606,1007554,4,589,455,99649,593,100104,"10mill"
9,9,"petite","second",29,6583,3001,1002690,6612,1005691,3,600,394,99737,603,100131,"10mill"
9,10,"petite","second",21,6568,1971,1003001,6589,1004972,1,603,104,99967,604,100071,"10mill"
9,11,"petite","second",8,6607,852,1009329,6615,1010181,1,602,175,99964,603,100139,"10mill"
9,12,"petite","second",14,6611,1471,1007928,6625,1009399,2,599,188,99859,601,100047,"10mill"
34,1,"petite","second",3771,4170,368888,640032,7941,1008920,259,446,27591,72533,705,100124,"10mill"
34,2,"petite","second",2041,5352,202571,814304,7393,1016875,153,505,16095,83962,658,100057,"10mill"
34,3,"petite","second",1103,5887,110651,900286,6990,1010937,87,555,8967,91237,642,100204,"10mill"
34,4,"petite","second",606,6187,60262,938464,6793,998726,51,565,5350,94728,616,100078,"10mill"
34,5,"petite","second",391,6414,39261,980241,6805,1019502,17,607,1653,98434,624,100087,"10mill"
34,6,"petite","second",111,6492,10807,994999,6603,1005806,7,585,905,99186,592,100091,"10mill"
34,7,"petite","second",58,6556,5297,1000831,6614,1006128,2,594,154,99890,596,100044,"10mill"
34,8,"petite","second",8,6606,636,1007080,6614,1007716,2,619,135,99909,621,100044,"10mill"
34,9,"petite","second",11,6584,983,1002588,6595,1003571,3,613,302,99706,616,100008,"10mill"
34,10,"petite","second",26,6580,2695,1005106,6606,1007801,1,601,64,99937,602,100001,"10mill"
7,1,"petite","second",3750,4201,369738,640341,7951,1010079,294,412,31350,68844,706,100194,"10mill"
7,2,"petite","second",2263,5100,225217,773875,7363,999092,160,495,16469,83944,655,100413,"10mill"
7,3,"petite","second",1133,5896,112627,897789,7029,1010416,89,559,9202,90926,648,100128,"10mill"
7,4,"petite","second",597,6206,57690,945003,6803,1002693,42,592,4171,95866,634,100037,"10mill"
7,5,"petite","second",291,6507,29326,997450,6798,1026776,19,590,2446,97607,609,100053,"10mill"
7,6,"petite","second",153,6469,14616,988827,6622,1003443,13,601,1330,98763,614,100093,"10mill"
7,7,"petite","second",69,6521,6853,994747,6590,1001600,4,593,507,99513,597,100020,"10mill"
7,8,"petite","second",34,6576,3120,1005233,6610,1008353,5,604,445,99631,609,100076,"10mill"
7,9,"petite","second",30,6590,2769,1000504,6620,1003273,1,625,91,99956,626,100047,"10mill"
6,1,"petite","second",3840,4136,375607,631066,7976,1006673,294,428,31679,68486,722,100165,"10mill"
6,2,"petite","second",2327,5087,225712,773471,7414,999183,192,503,19747,80317,695,100064,"10mill"
6,3,"petite","second",1426,5772,140974,878198,7198,1019172,104,535,10456,89679,639,100135,"10mill"
6,4,"petite","second",690,6108,68638,931979,6798,1000617,58,577,5731,94448,635,100179,"10mill"
6,5,"petite","second",377,6435,36929,983535,6812,1020464,31,592,3218,96887,623,100105,"10mill"
6,6,"petite","second",228,6589,21836,1004827,6817,1026663,17,616,1783,98341,633,100124,"10mill"
6,7,"petite","second",93,6547,8633,995948,6640,1004581,6,606,478,99568,612,100046,"10mill"
6,8,"petite","second",25,6589,2222,1011979,6614,1014201,3,601,304,99733,604,100037,"10mill"
6,9,"petite","second",18,6599,1842,1003245,6617,1005087,1,601,128,100041,602,100169,"10mill"
1,1,"petite","second",3755,4178,370613,633774,7933,1004387,288,422,29643,70376,710,100019,"10mill"
1,2,"petite","second",2208,5173,219954,786636,7381,1006590,167,500,17634,82482,667,100116,"10mill"
1,3,"petite","second",1229,5966,119691,901962,7195,1021653,91,561,9270,90772,652,100042,"10mill"
1,4,"petite","second",619,6180,61492,943874,6799,1005366,51,579,5801,94419,630,100220,"10mill"
1,5,"petite","second",381,6438,36385,974376,6819,1010761,20,595,2179,97838,615,100017,"10mill"
1,6,"petite","second",144,6633,14147,1021673,6777,1035820,6,584,530,99487,590,100017,"10mill"
1,7,"petite","second",38,6567,3845,998596,6605,1002441,4,592,455,99580,596,100035,"10mill"
1,8,"petite","second",19,6601,1804,998853,6620,1000657,3,602,278,99786,605,100064,"10mill"
1,9,"petite","second",22,6577,2406,1000900,6599,1003306,1,613,112,99989,614,100101,"10mill"
1,10,"petite","second",10,6598,1038,1009672,6608,1010710,2,613,314,99699,615,100013,"10mill"
8,1,"petite","second",3706,4263,364522,648356,7969,1012878,288,432,30018,70069,720,100087,"10mill"
8,2,"petite","second",2145,5226,213775,799691,7371,1013466,142,515,15670,84465,657,100135,"10mill"
8,3,"petite","second",1089,5917,107531,895456,7006,1002987,84,558,8540,91601,642,100141,"10mill"
8,4,"petite","second",547,6261,54128,947935,6808,1002063,42,598,4386,95652,640,100038,"10mill"
8,5,"petite","second",294,6514,29139,990344,6808,1019483,17,590,1744,98289,607,100033,"10mill"
8,6,"petite","second",108,6512,11775,990166,6620,1001941,4,619,381,99629,623,100010,"10mill"
8,7,"petite","second",29,6561,2591,999463,6590,1002054,3,609,247,99816,612,100063,"10mill"
8,8,"petite","second",13,6604,1473,1002649,6617,1004122,1,606,107,99970,607,100077,"10mill"
35,1,"petite","second",3697,4265,360789,645984,7962,1006773,276,427,29511,70492,703,100003,"10mill"
35,2,"petite","second",2100,5273,207821,811239,7373,1019060,178,496,18306,81787,674,100093,"10mill"
35,3,"petite","second",1299,5876,131004,890566,7175,1021570,87,554,9370,90636,641,100006,"10mill"
35,4,"petite","second",654,6153,64010,934050,6807,998060,30,594,3058,96943,624,100001,"10mill"
35,5,"petite","second",206,6599,20291,998638,6805,1018929,15,606,1572,98537,621,100109,"10mill"
35,6,"petite","second",100,6528,10596,986730,6628,997326,6,599,720,99371,605,100091,"10mill"
35,7,"petite","second",32,6572,3982,992776,6604,996758,1,633,137,99923,634,100060,"10mill"
35,8,"petite","second",10,6604,970,1003936,6614,1004906,1,610,132,99952,611,100084,"10mill"
35,9,"petite","second",10,6602,966,1006434,6612,1007400,2,606,242,99903,608,100145,"10mill"
35,10,"petite","second",13,6615,1156,1010318,6628,1011474,1,606,168,100062,607,100230,"10mill"
32,1,"petite","second",3708,4232,359854,646124,7940,1005978,284,419,30220,69990,703,100210,"10mill"
32,2,"petite","second",2236,5163,223885,783559,7399,1007444,158,508,17453,82722,666,100175,"10mill"
32,3,"petite","second",1148,5839,113245,896185,6987,1009430,74,553,7735,92320,627,100055,"10mill"
32,4,"petite","second",561,6243,55073,949632,6804,1004705,38,589,3961,96111,627,100072,"10mill"
32,5,"petite","second",234,6581,23464,1001582,6815,1025046,18,616,1883,98212,634,100095,"10mill"
32,6,"petite","second",117,6492,12483,988901,6609,1001384,9,594,1140,98879,603,100019,"10mill"
32,7,"petite","second",83,6515,7903,997144,6598,1005047,7,601,682,99374,608,100056,"10mill"
32,8,"petite","second",44,6563,4318,1009767,6607,1014085,6,603,576,99523,609,100099,"10mill"
50,1,"petite","second",3744,4211,365937,631260,7955,997197,293,421,30508,69625,714,100133,"10mill"
50,2,"petite","second",2180,5217,215146,796611,7397,1011757,144,525,15104,85163,669,100267,"10mill"
50,3,"petite","second",1079,5917,106838,900877,6996,1007715,64,578,6060,94012,642,100072,"10mill"
50,4,"petite","second",391,6401,38640,976406,6792,1015046,27,599,2659,97374,626,100033,"10mill"
50,5,"petite","second",156,6654,15561,1010549,6810,1026110,7,603,839,99260,610,100099,"10mill"
43,1,"petite","second",3746,4179,370592,635560,7925,1006152,250,428,26475,73603,678,100078,"10mill"
43,2,"petite","second",1934,5448,188551,840266,7382,1028817,128,522,13263,86931,650,100194,"10mill"
43,3,"petite","second",965,6025,94358,916486,6990,1010844,70,567,7158,92889,637,100047,"10mill"
43,4,"petite","second",503,6294,49630,949979,6797,999609,43,601,4513,95511,644,100024,"10mill"
43,5,"petite","second",291,6521,29056,985993,6812,1015049,20,594,2055,98059,614,100114,"10mill"
43,6,"petite","second",125,6502,11965,988316,6627,1000281,5,609,413,99714,614,100127,"10mill"
43,7,"petite","second",28,6559,2749,993401,6587,996150,1,624,83,99958,625,100041,"10mill"
44,1,"petite","second",3770,4207,368122,643069,7977,1011191,284,418,30454,69652,702,100106,"10mill"
44,2,"petite","second",2199,5162,217476,794480,7361,1011956,145,513,15975,84040,658,100015,"10mill"
44,3,"petite","second",1104,5907,107791,894145,7011,1001936,83,556,8876,91179,639,100055,"10mill"
44,4,"petite","second",541,6246,54167,950244,6787,1004411,39,576,4255,95762,615,100017,"10mill"
44,5,"petite","second",283,6529,27494,990772,6812,1018266,27,585,3029,97104,612,100133,"10mill"
44,6,"petite","second",201,6624,19504,1005469,6825,1024973,12,608,1128,98883,620,100011,"10mill"
44,7,"petite","second",68,6543,6531,993927,6611,1000458,4,614,410,99605,618,100015,"10mill"
44,8,"petite","second",28,6592,2952,1004581,6620,1007533,2,623,177,99988,625,100165,"10mill"
44,9,"petite","second",10,6603,1201,1002774,6613,1003975,1,596,60,100205,597,100265,"10mill"
10,1,"petite","second",3786,4158,374670,625074,7944,999744,305,423,31716,68390,728,100106,"10mill"
10,2,"petite","second",2298,5087,226498,779047,7385,1005545,160,505,16980,83029,665,100009,"10mill"
10,3,"petite","second",1178,5806,116500,883838,6984,1000338,82,574,8606,91481,656,100087,"10mill"
10,4,"petite","second",583,6219,58227,946278,6802,1004505,42,583,4623,95627,625,100250,"10mill"
10,5,"petite","second",304,6481,30565,987490,6785,1018055,25,596,2612,97406,621,100018,"10mill"
10,6,"petite","second",180,6617,18042,1004906,6797,1022948,17,612,1785,98478,629,100263,"10mill"
10,7,"petite","second",117,6498,11980,990414,6615,1002394,9,597,904,99153,606,100057,"10mill"
10,8,"petite","second",54,6545,5482,994208,6599,999690,3,615,335,99784,618,100119,"10mill"
10,9,"petite","second",22,6578,2081,1002496,6600,1004577,2,614,229,100169,616,100398,"10mill"
17,1,"petite","second",3710,4240,361374,642601,7950,1003975,289,422,29632,70478,711,100110,"10mill"
17,2,"petite","second",2125,5246,207712,802707,7371,1010419,156,502,16098,84090,658,100188,"10mill"
17,3,"petite","second",1101,5887,108352,894485,6988,1002837,71,565,7588,92482,636,100070,"10mill"
17,4,"petite","second",501,6308,50500,964022,6809,1014522,30,600,3277,96736,630,100013,"10mill"
17,5,"petite","second",202,6585,20197,1007596,6787,1027793,14,597,1482,98745,611,100227,"10mill"
17,6,"petite","second",105,6526,10175,994234,6631,1004409,6,600,702,99350,606,100052,"10mill"
17,7,"petite","second",46,6582,4722,999035,6628,1003757,7,610,761,99263,617,100024,"10mill"
28,1,"petite","second",3763,4192,367339,636347,7955,1003686,303,402,33502,66499,705,100001,"10mill"
28,2,"petite","second",2490,5078,244434,774395,7568,1018829,191,483,20348,79723,674,100071,"10mill"
28,3,"petite","second",1402,5803,139012,879638,7205,1018650,100,547,10375,89681,647,100056,"10mill"
28,4,"petite","second",696,6124,68907,928245,6820,997152,44,592,4799,95306,636,100105,"10mill"
28,5,"petite","second",318,6473,30381,978056,6791,1008437,17,615,1566,98555,632,100121,"10mill"
28,6,"petite","second",87,6516,8725,989745,6603,998470,5,596,528,99520,601,100048,"10mill"
28,7,"petite","second",38,6563,3414,1003126,6601,1006540,4,619,344,99782,623,100126,"10mill"
28,8,"petite","second",27,6612,2869,1000633,6639,1003502,2,635,235,99826,637,100061,"10mill"
28,9,"petite","second",22,6587,1927,1000738,6609,1002665,2,612,161,100019,614,100180,"10mill"
28,10,"petite","second",8,6634,881,999324,6642,1000205,1,618,128,99881,619,100009,"10mill"
28,11,"petite","second",6,6611,492,1008505,6617,1008997,1,612,66,99990,613,100056,"10mill"
21,1,"petite","second",3722,4230,360908,642720,7952,1003628,290,442,30673,69369,732,100042,"10mill"
21,2,"petite","second",2233,5150,222592,788797,7383,1011389,144,516,14882,85332,660,100214,"10mill"
21,3,"petite","second",1057,5922,104478,902642,6979,1007120,85,560,8378,91646,645,100024,"10mill"
21,4,"petite","second",561,6243,54491,950289,6804,1004780,36,586,3820,96298,622,100118,"10mill"
21,5,"petite","second",240,6573,24278,997227,6813,1021505,19,604,2008,98078,623,100086,"10mill"
21,6,"petite","second",139,6455,13933,985041,6594,998974,7,609,887,99138,616,100025,"10mill"
21,7,"petite","second",64,6538,6877,999440,6602,1006317,5,632,536,99525,637,100061,"10mill"
21,8,"petite","second",35,6580,3695,992126,6615,995821,3,624,170,99963,627,100133,"10mill"
21,9,"petite","second",12,6598,1243,1006222,6610,1007465,1,612,101,99925,613,100026,"10mill"
26,1,"petite","second",3747,4200,368252,637947,7947,1006199,270,431,29420,70617,701,100037,"10mill"
26,2,"petite","second",2177,5196,215393,792233,7373,1007626,160,516,16744,83284,676,100028,"10mill"
26,3,"petite","second",1175,5809,115585,886003,6984,1001588,95,538,10359,89882,633,100241,"10mill"
26,4,"petite","second",686,6109,68717,929069,6795,997786,49,587,5265,94906,636,100171,"10mill"
26,5,"petite","second",363,6470,35905,977738,6833,1013643,29,600,2888,97209,629,100097,"10mill"
26,6,"petite","second",196,6613,19306,1011403,6809,1030709,8,596,895,99155,604,100050,"10mill"
26,7,"petite","second",42,6587,4496,1003808,6629,1008304,2,615,182,100031,617,100213,"10mill"
26,8,"petite","second",11,6598,1009,1014205,6609,1015214,1,590,77,100071,591,100148,"10mill"
26,9,"petite","second",6,6611,743,997319,6617,998062,1,604,179,99849,605,100028,"10mill"
26,10,"petite","second",16,6596,1521,1008282,6612,1009803,2,621,344,99687,623,100031,"10mill"
26,11,"petite","second",20,6590,1910,998909,6610,1000819,2,606,211,99950,608,100161,"10mill"
19,1,"petite","second",3704,4260,364372,645749,7964,1010121,295,414,30207,69999,709,100206,"10mill"
19,2,"petite","second",2207,5179,215476,789200,7386,1004676,152,514,17118,82958,666,100076,"10mill"
19,3,"petite","second",1196,5798,118243,881379,6994,999622,87,547,9108,91035,634,100143,"10mill"
19,4,"petite","second",647,6174,65142,935752,6821,1000894,51,567,5836,94192,618,100028,"10mill"
19,5,"petite","second",356,6467,34887,985396,6823,1020283,21,581,2080,97948,602,100028,"10mill"
19,6,"petite","second",137,6461,13822,980760,6598,994582,11,607,1316,98747,618,100063,"10mill"
19,7,"petite","second",92,6522,8374,995851,6614,1004225,5,596,746,99279,601,100025,"10mill"
19,8,"petite","second",55,6555,5229,998653,6610,1003882,3,619,249,99797,622,100046,"10mill"
45,1,"petite","second",3713,4237,362979,643805,7950,1006784,272,444,27610,72450,716,100060,"10mill"
45,2,"petite","second",2008,5380,199051,826586,7388,1025637,142,509,15965,84064,651,100029,"10mill"
45,3,"petite","second",1065,5916,105549,902676,6981,1008225,77,560,7857,92265,637,100122,"10mill"
45,4,"petite","second",518,6285,51643,956969,6803,1008612,31,584,3705,96439,615,100144,"10mill"
45,5,"petite","second",241,6553,24125,998877,6794,1023002,14,608,1178,98845,622,100023,"10mill"
45,6,"petite","second",90,6505,8493,993934,6595,1002427,13,585,1299,98726,598,100025,"10mill"
45,7,"petite","second",85,6519,8536,989490,6604,998026,7,596,687,99441,603,100128,"10mill"
45,8,"petite","second",48,6590,4649,1009634,6638,1014283,3,611,211,99827,614,100038,"10mill"
42,1,"petite","second",3813,4147,373923,630723,7960,1004646,286,423,29409,70757,709,100166,"10mill"
42,2,"petite","second",2143,5241,212030,802146,7384,1014176,130,546,13095,86990,676,100085,"10mill"
42,3,"petite","second",934,6053,90198,927722,6987,1017920,68,571,6407,93672,639,100079,"10mill"
42,4,"petite","second",438,6367,41585,964465,6805,1006050,34,599,3419,96689,633,100108,"10mill"
42,5,"petite","second",234,6600,23735,1003284,6834,1027019,16,586,1562,98520,602,100082,"10mill"
42,6,"petite","second",111,6505,11293,997182,6616,1008475,7,586,785,99383,593,100168,"10mill"
42,7,"petite","second",45,6556,4614,995353,6601,999967,2,616,181,99858,618,100039,"10mill"
27,1,"petite","second",3721,4227,362914,641796,7948,1004710,287,431,29956,70103,718,100059,"10mill"
27,2,"petite","second",2155,5219,213107,791050,7374,1004157,136,520,14874,85159,656,100033,"10mill"
27,3,"petite","second",1051,5946,104200,902603,6997,1006803,75,568,7190,92840,643,100030,"10mill"
27,4,"petite","second",464,6343,47141,964966,6807,1012107,29,611,3297,96725,640,100022,"10mill"
27,5,"petite","second",233,6574,22977,1008810,6807,1031787,13,598,1263,98847,611,100110,"10mill"
27,6,"petite","second",77,6526,7665,994685,6603,1002350,12,608,1299,98764,620,100063,"10mill"
27,7,"petite","second",85,6530,8569,992677,6615,1001246,7,616,929,99163,623,100092,"10mill"
27,8,"petite","second",69,6551,6636,999738,6620,1006374,5,601,388,99613,606,100001,"10mill"
18,1,"petite","second",3706,4240,362150,650286,7946,1012436,273,427,29295,70784,700,100079,"10mill"
18,2,"petite","second",2142,5260,208118,800782,7402,1008900,162,513,16520,83529,675,100049,"10mill"
18,3,"petite","second",1132,5874,113798,891391,7006,1005189,80,567,8188,91930,647,100118,"10mill"
18,4,"petite","second",535,6284,53347,955986,6819,1009333,36,573,3707,96315,609,100022,"10mill"
18,5,"petite","second",262,6561,25140,997476,6823,1022616,17,602,1950,98166,619,100116,"10mill"
18,6,"petite","second",115,6503,11642,990855,6618,1002497,9,600,858,99204,609,100062,"10mill"
18,7,"petite","second",66,6549,6714,998593,6615,1005307,5,599,608,99419,604,100027,"10mill"
18,8,"petite","second",35,6591,3702,1001507,6626,1005209,2,611,348,99784,613,100132,"10mill"
18,9,"petite","second",21,6609,2049,1008126,6630,1010175,1,590,66,99947,591,100013,"10mill"
20,1,"petite","second",3756,4204,370887,639467,7960,1010354,263,444,27609,72594,707,100203,"10mill"
20,2,"petite","second",1957,5449,194663,830873,7406,1025536,145,529,15491,84645,674,100136,"10mill"
20,3,"petite","second",1059,5911,105977,895795,6970,1001772,70,575,8297,91743,645,100040,"10mill"
20,4,"petite","second",550,6238,55469,951248,6788,1006717,38,591,4301,95749,629,100050,"10mill"
20,5,"petite","second",298,6511,28302,991280,6809,1019582,19,600,1619,98550,619,100169,"10mill"
20,6,"petite","second",101,6524,9835,989545,6625,999380,5,620,538,99681,625,100219,"10mill"
