"sim_number","transfer","time","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","experiment"
7,1,955,"petite","second-15min",51,32,5051,5084,83,10135,5329,3284,520586,502719,8613,1023305,"Equal Growth Rates"
7,2,955,"petite","second-15min",46,38,4115,5940,84,10055,4269,3842,424636,583821,8111,1008457,"Equal Growth Rates"
7,3,955,"petite","second-15min",37,39,3977,6178,76,10155,4090,3943,407379,603203,8033,1010582,"Equal Growth Rates"
7,4,960,"petite","second-15min",27,44,3020,7006,71,10026,3174,4668,319368,704897,7842,1024265,"Equal Growth Rates"
7,5,955,"petite","second-15min",29,46,2939,7138,75,10077,3043,4667,303858,701992,7710,1005850,"Equal Growth Rates"
7,6,960,"petite","second-15min",25,50,2764,7248,75,10012,2957,4820,291449,733150,7777,1024599,"Equal Growth Rates"
7,7,955,"petite","second-15min",20,52,2164,7922,72,10086,2255,5173,221916,782633,7428,1004549,"Equal Growth Rates"
7,8,955,"petite","second-15min",18,51,1618,8482,69,10100,1696,5535,166829,835876,7231,1002705,"Equal Growth Rates"
7,9,955,"petite","second-15min",11,53,1027,9172,64,10199,1091,6005,106954,903261,7096,1010215,"Equal Growth Rates"
7,10,960,"petite","second-15min",4,59,375,9646,63,10021,403,6454,39224,972231,6857,1011455,"Equal Growth Rates"
7,11,960,"petite","second-15min",2,58,210,9840,60,10050,217,6616,22128,998460,6833,1020588,"Equal Growth Rates"
7,12,960,"petite","second-15min",2,60,255,9750,62,10005,284,6517,27739,989181,6801,1016920,"Equal Growth Rates"
7,13,960,"petite","second-15min",1,60,107,9999,61,10106,119,6704,10900,1008235,6823,1019135,"Equal Growth Rates"
7,14,960,"petite","second-15min",1,62,107,9976,63,10083,106,6692,10708,1009085,6798,1019793,"Equal Growth Rates"
6,1,950,"petite","second-15min",52,29,5039,5147,81,10186,5127,3270,507385,494384,8397,1001769,"Equal Growth Rates"
6,2,955,"petite","second-15min",41,34,4786,5257,75,10043,4962,3358,492979,517009,8320,1009988,"Equal Growth Rates"
6,3,955,"petite","second-15min",43,33,4718,5390,76,10108,4908,3503,486608,529955,8411,1016563,"Equal Growth Rates"
6,4,955,"petite","second-15min",41,39,4126,6010,80,10136,4273,3926,426116,593633,8199,1019749,"Equal Growth Rates"
6,5,955,"petite","second-15min",29,40,3856,6267,69,10123,3949,4061,396242,617721,8010,1013963,"Equal Growth Rates"
6,6,955,"petite","second-15min",30,44,2850,7209,74,10059,2919,4664,293518,708981,7583,1002499,"Equal Growth Rates"
6,7,960,"petite","second-15min",23,44,2130,7908,67,10038,2279,5270,227035,797476,7549,1024511,"Equal Growth Rates"
6,8,955,"petite","second-15min",25,44,2846,7303,69,10149,2882,4717,292025,717818,7599,1009843,"Equal Growth Rates"
6,9,955,"petite","second-15min",15,51,1614,8486,66,10100,1667,5509,165441,837998,7176,1003439,"Equal Growth Rates"
6,10,960,"petite","second-15min",6,57,891,9223,63,10114,952,6109,93732,929651,7061,1023383,"Equal Growth Rates"
6,11,960,"petite","second-15min",6,61,521,9509,67,10030,563,6323,55567,961229,6886,1016796,"Equal Growth Rates"
6,12,960,"petite","second-15min",1,61,81,9970,62,10051,81,6684,8661,1003249,6765,1011910,"Equal Growth Rates"
6,13,955,"petite","second-15min",1,63,115,10117,64,10232,119,6570,11446,996973,6689,1008419,"Equal Growth Rates"
6,14,960,"petite","second-15min",1,66,88,10005,67,10093,94,6685,9117,1012268,6779,1021385,"Equal Growth Rates"
6,15,960,"petite","second-15min",1,58,93,9913,59,10006,102,6615,9926,1004179,6717,1014105,"Equal Growth Rates"
6,16,955,"petite","second-15min",1,59,74,10146,60,10220,78,6643,7876,998464,6721,1006340,"Equal Growth Rates"
6,17,960,"petite","second-15min",1,64,116,9970,65,10086,124,6656,12195,1011611,6780,1023806,"Equal Growth Rates"
1,1,955,"petite","second-15min",53,40,5003,5058,93,10061,5257,3329,516867,501067,8586,1017934,"Equal Growth Rates"
1,2,955,"petite","second-15min",37,33,4036,6172,70,10208,4186,4041,416886,606730,8227,1023616,"Equal Growth Rates"
1,3,955,"petite","second-15min",29,39,3056,7080,68,10136,3232,4636,317265,695156,7868,1012421,"Equal Growth Rates"
1,4,960,"petite","second-15min",21,47,2020,8024,68,10044,2131,5344,213263,808203,7475,1021466,"Equal Growth Rates"
1,5,955,"petite","second-15min",12,55,1424,8790,67,10214,1473,5706,146843,863666,7179,1010509,"Equal Growth Rates"
1,6,960,"petite","second-15min",10,58,1130,8925,68,10055,1222,5980,120825,902641,7202,1023466,"Equal Growth Rates"
1,7,960,"petite","second-15min",5,61,299,9755,66,10054,321,6478,30765,982678,6799,1013443,"Equal Growth Rates"
1,8,955,"petite","second-15min",3,57,331,9991,60,10322,362,6490,34962,981992,6852,1016954,"Equal Growth Rates"
1,9,960,"petite","second-15min",2,65,305,9723,67,10028,314,6525,32750,984997,6839,1017747,"Equal Growth Rates"
1,10,960,"petite","second-15min",1,56,201,9875,57,10076,211,6585,20802,993617,6796,1014419,"Equal Growth Rates"
1,11,960,"petite","second-15min",2,62,261,9887,64,10148,276,6639,27145,998650,6915,1025795,"Equal Growth Rates"
1,12,960,"petite","second-15min",2,60,368,9711,62,10079,383,6485,38392,976040,6868,1014432,"Equal Growth Rates"
1,13,960,"petite","second-15min",1,60,77,9947,61,10024,85,6653,8466,1003078,6738,1011544,"Equal Growth Rates"
8,1,955,"petite","second-15min",57,30,5054,5055,87,10109,5343,3284,522244,497397,8627,1019641,"Equal Growth Rates"
8,2,955,"petite","second-15min",44,36,4430,5600,80,10030,4633,3635,456201,549607,8268,1005808,"Equal Growth Rates"
8,3,955,"petite","second-15min",40,39,4242,5855,79,10097,4433,3777,438681,573973,8210,1012654,"Equal Growth Rates"
8,4,955,"petite","second-15min",34,36,3995,6103,70,10098,4137,3938,412171,602109,8075,1014280,"Equal Growth Rates"
8,5,955,"petite","second-15min",25,46,2378,7782,71,10160,2451,5050,246049,767204,7501,1013253,"Equal Growth Rates"
8,6,960,"petite","second-15min",15,48,1697,8309,63,10006,1763,5564,179244,838971,7327,1018215,"Equal Growth Rates"
8,7,960,"petite","second-15min",12,51,1399,8649,63,10048,1502,5701,149008,870543,7203,1019551,"Equal Growth Rates"
8,8,960,"petite","second-15min",16,57,1404,8629,73,10033,1508,5748,149494,873029,7256,1022523,"Equal Growth Rates"
8,9,960,"petite","second-15min",16,55,1576,8429,71,10005,1693,5610,167460,851204,7303,1018664,"Equal Growth Rates"
8,10,960,"petite","second-15min",13,53,1498,8527,66,10025,1594,5703,158921,863329,7297,1022250,"Equal Growth Rates"
8,11,955,"petite","second-15min",9,54,920,9277,63,10197,950,6057,95822,917105,7007,1012927,"Equal Growth Rates"
8,12,960,"petite","second-15min",9,57,877,9153,66,10030,946,6077,93823,923174,7023,1016997,"Equal Growth Rates"
8,13,960,"petite","second-15min",6,60,567,9497,66,10064,601,6340,60096,961378,6941,1021474,"Equal Growth Rates"
8,14,955,"petite","second-15min",3,61,300,9870,64,10170,314,6388,30445,972183,6702,1002628,"Equal Growth Rates"
35,1,955,"petite","second-15min",53,34,5003,5131,87,10134,5225,3304,514220,502144,8529,1016364,"Equal Growth Rates"
35,2,955,"petite","second-15min",45,32,4721,5309,77,10030,4925,3436,488505,522272,8361,1010777,"Equal Growth Rates"
35,3,955,"petite","second-15min",38,38,3978,6199,76,10177,4129,4070,408889,611576,8199,1020465,"Equal Growth Rates"
35,4,955,"petite","second-15min",32,42,3380,6623,74,10003,3494,4280,348813,652122,7774,1000935,"Equal Growth Rates"
35,5,955,"petite","second-15min",30,38,3386,6623,68,10009,3549,4267,350368,651039,7816,1001407,"Equal Growth Rates"
35,6,960,"petite","second-15min",24,46,2579,7425,70,10004,2736,4878,271582,750744,7614,1022326,"Equal Growth Rates"
35,7,960,"petite","second-15min",18,47,1613,8445,65,10058,1702,5620,170571,853880,7322,1024451,"Equal Growth Rates"
35,8,960,"petite","second-15min",20,49,2168,7889,69,10057,2260,5252,227577,795177,7512,1022754,"Equal Growth Rates"
35,9,960,"petite","second-15min",17,48,1903,8106,65,10009,2005,5378,200997,818184,7383,1019181,"Equal Growth Rates"
35,10,955,"petite","second-15min",12,50,1178,9018,62,10196,1248,5837,123607,886096,7085,1009703,"Equal Growth Rates"
35,11,960,"petite","second-15min",11,54,1296,8793,65,10089,1371,5856,137992,886589,7227,1024581,"Equal Growth Rates"
35,12,955,"petite","second-15min",9,56,973,9190,65,10163,1029,6001,102175,904124,7030,1006299,"Equal Growth Rates"
35,13,960,"petite","second-15min",6,58,610,9455,64,10065,642,6312,65569,956873,6954,1022442,"Equal Growth Rates"
35,14,955,"petite","second-15min",4,59,541,9534,63,10075,583,6234,56878,943846,6817,1000724,"Equal Growth Rates"
35,15,960,"petite","second-15min",5,62,591,9425,67,10016,632,6290,62500,952380,6922,1014880,"Equal Growth Rates"
35,16,960,"petite","second-15min",4,62,444,9602,66,10046,454,6432,46823,973190,6886,1020013,"Equal Growth Rates"
35,17,960,"petite","second-15min",2,60,275,9805,62,10080,279,6530,29090,991095,6809,1020185,"Equal Growth Rates"
35,18,955,"petite","second-15min",2,65,237,9985,67,10222,242,6489,24641,984244,6731,1008885,"Equal Growth Rates"
32,1,950,"petite","second-15min",50,36,5021,5359,86,10380,5159,3400,506291,515328,8559,1021619,"Equal Growth Rates"
32,2,955,"petite","second-15min",53,28,5609,4439,81,10048,5789,2843,579432,434216,8632,1013648,"Equal Growth Rates"
32,3,955,"petite","second-15min",35,31,4166,5972,66,10138,4298,3851,430408,589700,8149,1020108,"Equal Growth Rates"
32,4,955,"petite","second-15min",25,43,2940,7233,68,10173,2990,4712,300966,713029,7702,1013995,"Equal Growth Rates"
32,5,955,"petite","second-15min",19,48,2401,7665,67,10066,2442,4968,246577,756455,7410,1003032,"Equal Growth Rates"
32,6,955,"petite","second-15min",22,47,2784,7281,69,10065,2903,4700,287833,718641,7603,1006474,"Equal Growth Rates"
32,7,955,"petite","second-15min",17,50,1844,8247,67,10091,1922,5350,190211,813034,7272,1003245,"Equal Growth Rates"
32,8,960,"petite","second-15min",13,55,1412,8622,68,10034,1535,5803,149712,870311,7338,1020023,"Equal Growth Rates"
32,9,960,"petite","second-15min",8,59,973,9069,67,10042,1024,6039,102118,916651,7063,1018769,"Equal Growth Rates"
32,10,960,"petite","second-15min",4,57,401,9692,61,10093,424,6398,42431,981444,6822,1023875,"Equal Growth Rates"
32,11,960,"petite","second-15min",4,55,336,9768,59,10104,354,6522,35251,988586,6876,1023837,"Equal Growth Rates"
32,12,960,"petite","second-15min",2,58,184,9825,60,10009,189,6501,19206,991762,6690,1010968,"Equal Growth Rates"
50,1,950,"petite","second-15min",53,31,5049,5233,84,10282,5104,3329,507009,503198,8433,1010207,"Equal Growth Rates"
50,2,955,"petite","second-15min",31,40,3554,6482,71,10036,3690,4209,366970,636699,7899,1003669,"Equal Growth Rates"
50,3,960,"petite","second-15min",28,44,3117,6889,72,10006,3277,4593,330430,693496,7870,1023926,"Equal Growth Rates"
50,4,955,"petite","second-15min",27,47,2803,7345,74,10148,2906,4798,287899,724544,7704,1012443,"Equal Growth Rates"
50,5,960,"petite","second-15min",14,46,1749,8282,60,10031,1881,5499,186694,837427,7380,1024121,"Equal Growth Rates"
50,6,955,"petite","second-15min",18,49,2075,8041,67,10116,2138,5241,211234,793417,7379,1004651,"Equal Growth Rates"
50,7,955,"petite","second-15min",13,51,1335,8784,64,10119,1400,5716,137766,865551,7116,1003317,"Equal Growth Rates"
50,8,960,"petite","second-15min",11,52,1041,9008,63,10049,1108,6015,111163,911680,7123,1022843,"Equal Growth Rates"
50,9,960,"petite","second-15min",4,56,456,9607,60,10063,480,6358,48524,969476,6838,1018000,"Equal Growth Rates"
50,10,960,"petite","second-15min",7,53,868,9164,60,10032,920,6155,91937,925636,7075,1017573,"Equal Growth Rates"
50,11,960,"petite","second-15min",10,58,1054,9010,68,10064,1115,5948,111562,911382,7063,1022944,"Equal Growth Rates"
50,12,960,"petite","second-15min",8,54,1001,9033,62,10034,1107,6026,108024,914208,7133,1022232,"Equal Growth Rates"
50,13,955,"petite","second-15min",6,64,585,9493,70,10078,610,6220,60862,941410,6830,1002272,"Equal Growth Rates"
50,14,960,"petite","second-15min",4,56,416,9677,60,10093,442,6390,42657,978455,6832,1021112,"Equal Growth Rates"
50,15,960,"petite","second-15min",1,61,69,9955,62,10024,72,6637,7298,1004947,6709,1012245,"Equal Growth Rates"
43,1,955,"petite","second-15min",51,31,5131,5032,82,10163,5376,3229,529368,496098,8605,1025466,"Equal Growth Rates"
43,2,955,"petite","second-15min",48,31,5106,5044,79,10150,5319,3247,526792,495089,8566,1021881,"Equal Growth Rates"
43,3,950,"petite","second-15min",41,39,3997,6320,80,10317,4016,4009,400493,604076,8025,1004569,"Equal Growth Rates"
43,4,955,"petite","second-15min",26,42,3159,6875,68,10034,3240,4481,323598,679519,7721,1003117,"Equal Growth Rates"
43,5,955,"petite","second-15min",24,48,2681,7361,72,10042,2819,4752,278653,727583,7571,1006236,"Equal Growth Rates"
43,6,955,"petite","second-15min",17,51,2009,8129,68,10138,2061,5299,206890,800859,7360,1007749,"Equal Growth Rates"
43,7,955,"petite","second-15min",16,51,1772,8395,67,10167,1833,5428,181927,827832,7261,1009759,"Equal Growth Rates"
43,8,960,"petite","second-15min",8,58,831,9211,66,10042,891,6181,88122,928630,7072,1016752,"Equal Growth Rates"
43,9,960,"petite","second-15min",9,52,1020,9090,61,10110,1091,6113,107600,917847,7204,1025447,"Equal Growth Rates"
43,10,960,"petite","second-15min",8,55,811,9301,63,10112,897,6168,86882,933956,7065,1020838,"Equal Growth Rates"
43,11,960,"petite","second-15min",6,58,740,9264,64,10004,785,6185,78366,934821,6970,1013187,"Equal Growth Rates"
43,12,960,"petite","second-15min",4,62,384,9708,66,10092,424,6404,41362,975094,6828,1016456,"Equal Growth Rates"
43,13,955,"petite","second-15min",6,65,543,9688,71,10231,553,6322,55230,955449,6875,1010679,"Equal Growth Rates"
43,14,960,"petite","second-15min",6,59,506,9593,65,10099,534,6353,53097,964843,6887,1017940,"Equal Growth Rates"
43,15,960,"petite","second-15min",3,65,394,9615,68,10009,437,6373,42661,969990,6810,1012651,"Equal Growth Rates"
43,16,960,"petite","second-15min",2,50,204,9901,52,10105,211,6583,21471,1000587,6794,1022058,"Equal Growth Rates"
43,17,960,"petite","second-15min",1,66,94,10015,67,10109,103,6674,10028,1015261,6777,1025289,"Equal Growth Rates"
43,18,960,"petite","second-15min",1,58,102,9921,59,10023,103,6637,10622,1000899,6740,1011521,"Equal Growth Rates"
43,19,960,"petite","second-15min",1,57,133,9913,58,10046,148,6609,14048,1003503,6757,1017551,"Equal Growth Rates"
43,20,955,"petite","second-15min",1,62,104,10024,63,10128,107,6546,10493,991884,6653,1002377,"Equal Growth Rates"
44,1,950,"petite","second-15min",52,32,5069,5191,84,10260,5206,3282,508479,499858,8488,1008337,"Equal Growth Rates"
44,2,950,"petite","second-15min",45,32,4549,5611,77,10160,4649,3579,460205,540544,8228,1000749,"Equal Growth Rates"
44,3,955,"petite","second-15min",38,37,3838,6163,75,10001,4004,4033,394765,606809,8037,1001574,"Equal Growth Rates"
44,4,955,"petite","second-15min",34,38,3547,6500,72,10047,3659,4214,362952,639011,7873,1001963,"Equal Growth Rates"
44,5,955,"petite","second-15min",27,44,2788,7265,71,10053,2910,4732,287130,716221,7642,1003351,"Equal Growth Rates"
44,6,960,"petite","second-15min",16,54,1700,8359,70,10059,1762,5611,178025,844351,7373,1022376,"Equal Growth Rates"
44,7,955,"petite","second-15min",13,58,1206,8921,71,10127,1265,5771,125190,875847,7036,1001037,"Equal Growth Rates"
44,8,955,"petite","second-15min",7,55,750,9410,62,10160,796,6089,77918,926443,6885,1004361,"Equal Growth Rates"
44,9,955,"petite","second-15min",4,64,411,9701,68,10112,424,6332,43250,959283,6756,1002533,"Equal Growth Rates"
44,10,960,"petite","second-15min",3,60,270,9857,63,10127,278,6554,28042,994060,6832,1022102,"Equal Growth Rates"
44,11,955,"petite","second-15min",3,60,335,9807,63,10142,340,6377,34508,966596,6717,1001104,"Equal Growth Rates"
44,12,960,"petite","second-15min",2,59,184,9879,61,10063,203,6543,19089,996523,6746,1015612,"Equal Growth Rates"
10,1,950,"petite","second-15min",51,33,5039,5111,84,10150,5167,3208,508689,491923,8375,1000612,"Equal Growth Rates"
10,2,955,"petite","second-15min",45,33,4836,5182,78,10018,4997,3366,499472,511610,8363,1011082,"Equal Growth Rates"
10,3,955,"petite","second-15min",42,34,4569,5479,76,10048,4693,3571,469270,538415,8264,1007685,"Equal Growth Rates"
10,4,955,"petite","second-15min",32,39,3835,6258,71,10093,4000,4043,397112,615824,8043,1012936,"Equal Growth Rates"
10,5,955,"petite","second-15min",28,47,2825,7283,75,10108,2925,4709,291493,714197,7634,1005690,"Equal Growth Rates"
10,6,955,"petite","second-15min",22,44,2372,7750,66,10122,2439,5089,244666,765335,7528,1010001,"Equal Growth Rates"
10,7,955,"petite","second-15min",17,48,2110,8051,65,10161,2207,5155,219183,792695,7362,1011878,"Equal Growth Rates"
10,8,955,"petite","second-15min",14,51,1610,8579,65,10189,1676,5577,165530,846294,7253,1011824,"Equal Growth Rates"
10,9,960,"petite","second-15min",16,56,1551,8459,72,10010,1635,5641,162159,852841,7276,1015000,"Equal Growth Rates"
10,10,960,"petite","second-15min",13,54,1103,8925,67,10028,1170,5915,116363,900438,7085,1016801,"Equal Growth Rates"
10,11,960,"petite","second-15min",4,58,374,9666,62,10040,391,6468,39754,977692,6859,1017446,"Equal Growth Rates"
17,1,950,"petite","second-15min",50,37,5087,5123,87,10210,5199,3233,514373,493661,8432,1008034,"Equal Growth Rates"
17,2,955,"petite","second-15min",45,33,4761,5280,78,10041,4964,3401,490992,520658,8365,1011650,"Equal Growth Rates"
17,3,955,"petite","second-15min",44,30,4757,5260,74,10017,4950,3414,490228,517649,8364,1007877,"Equal Growth Rates"
17,4,955,"petite","second-15min",46,35,4480,5557,81,10037,4667,3611,461889,546983,8278,1008872,"Equal Growth Rates"
17,5,955,"petite","second-15min",39,37,4018,6163,76,10181,4180,3951,415166,605283,8131,1020449,"Equal Growth Rates"
17,6,955,"petite","second-15min",30,41,3178,6924,71,10102,3293,4475,328528,680906,7768,1009434,"Equal Growth Rates"
17,7,955,"petite","second-15min",28,44,3090,7114,72,10204,3211,4641,317973,700674,7852,1018647,"Equal Growth Rates"
17,8,955,"petite","second-15min",29,41,3654,6413,70,10067,3840,4195,378829,630743,8035,1009572,"Equal Growth Rates"
17,9,955,"petite","second-15min",30,40,3519,6537,70,10056,3648,4311,360234,645753,7959,1005987,"Equal Growth Rates"
17,10,955,"petite","second-15min",29,43,3229,6914,72,10143,3387,4519,331677,678519,7906,1010196,"Equal Growth Rates"
17,11,955,"petite","second-15min",18,47,1792,8281,65,10073,1889,5355,185576,814553,7244,1000129,"Equal Growth Rates"
17,12,955,"petite","second-15min",13,55,1340,8723,68,10063,1401,5682,138937,863857,7083,1002794,"Equal Growth Rates"
17,13,955,"petite","second-15min",6,55,731,9468,61,10199,750,6188,75540,936677,6938,1012217,"Equal Growth Rates"
17,14,955,"petite","second-15min",5,55,641,9474,60,10115,660,6194,66313,934528,6854,1000841,"Equal Growth Rates"
17,15,960,"petite","second-15min",2,58,195,9808,60,10003,206,6527,20643,989413,6733,1010056,"Equal Growth Rates"
17,16,955,"petite","second-15min",4,61,459,9776,65,10235,478,6350,47308,964099,6828,1011407,"Equal Growth Rates"
17,17,960,"petite","second-15min",6,57,480,9530,63,10010,494,6311,50305,962486,6805,1012791,"Equal Growth Rates"
17,18,955,"petite","second-15min",3,55,215,9986,58,10201,236,6518,22622,989415,6754,1012037,"Equal Growth Rates"
17,19,960,"petite","second-15min",3,56,236,9784,59,10020,261,6504,25817,990924,6765,1016741,"Equal Growth Rates"
17,20,955,"petite","second-15min",3,68,292,9989,71,10281,293,6483,30446,984069,6776,1014515,"Equal Growth Rates"
28,1,950,"petite","second-15min",53,36,5041,5127,89,10168,5191,3238,510887,491060,8429,1001947,"Equal Growth Rates"
28,2,955,"petite","second-15min",41,33,4382,5682,74,10064,4560,3669,454553,557733,8229,1012286,"Equal Growth Rates"
28,3,955,"petite","second-15min",28,48,2786,7366,76,10152,2890,4796,287300,723647,7686,1010947,"Equal Growth Rates"
28,4,955,"petite","second-15min",23,53,2030,8166,76,10196,2128,5340,209409,802973,7468,1012382,"Equal Growth Rates"
28,5,960,"petite","second-15min",16,49,1965,8061,65,10026,2084,5343,207313,811967,7427,1019280,"Equal Growth Rates"
28,6,960,"petite","second-15min",17,51,1832,8174,68,10006,1964,5449,194836,825572,7413,1020408,"Equal Growth Rates"
28,7,955,"petite","second-15min",18,55,1793,8289,73,10082,1864,5402,184683,817650,7266,1002333,"Equal Growth Rates"
28,8,955,"petite","second-15min",14,52,1482,8639,66,10121,1520,5653,153509,852471,7173,1005980,"Equal Growth Rates"
28,9,955,"petite","second-15min",21,46,2664,7384,67,10048,2763,4780,273938,727056,7543,1000994,"Equal Growth Rates"
28,10,955,"petite","second-15min",13,50,1602,8593,63,10195,1643,5590,163758,846758,7233,1010516,"Equal Growth Rates"
28,11,960,"petite","second-15min",8,54,882,9185,62,10067,944,6083,93935,928078,7027,1022013,"Equal Growth Rates"
28,12,960,"petite","second-15min",7,60,647,9403,67,10050,680,6293,67733,950087,6973,1017820,"Equal Growth Rates"
28,13,960,"petite","second-15min",6,58,736,9371,64,10107,776,6280,76863,946353,7056,1023216,"Equal Growth Rates"
28,14,955,"petite","second-15min",2,57,107,10100,59,10207,120,6588,10933,994736,6708,1005669,"Equal Growth Rates"
28,15,955,"petite","second-15min",1,63,95,10091,64,10186,98,6580,9998,992834,6678,1002832,"Equal Growth Rates"
28,16,955,"petite","second-15min",1,63,209,9994,64,10203,211,6454,21139,982133,6665,1003272,"Equal Growth Rates"
28,17,960,"petite","second-15min",2,58,151,9944,60,10095,161,6596,16385,1003698,6757,1020083,"Equal Growth Rates"
28,18,960,"petite","second-15min",1,66,124,9948,67,10072,128,6616,13116,1003562,6744,1016678,"Equal Growth Rates"
28,19,960,"petite","second-15min",1,62,93,9932,63,10025,101,6668,9919,1007055,6769,1016974,"Equal Growth Rates"
21,1,955,"petite","second-15min",52,33,5079,5031,85,10110,5313,3303,522098,495802,8616,1017900,"Equal Growth Rates"
21,2,955,"petite","second-15min",47,28,5237,4842,75,10079,5450,3103,543138,476389,8553,1019527,"Equal Growth Rates"
21,3,955,"petite","second-15min",40,37,3975,6048,77,10023,4104,3914,408609,596558,8018,1005167,"Equal Growth Rates"
21,4,955,"petite","second-15min",32,37,3546,6465,69,10011,3689,4165,364649,636719,7854,1001368,"Equal Growth Rates"
21,5,955,"petite","second-15min",27,44,2884,7277,71,10161,2952,4721,298458,714176,7673,1012634,"Equal Growth Rates"
21,6,960,"petite","second-15min",20,47,2334,7709,67,10043,2466,5130,246679,777162,7596,1023841,"Equal Growth Rates"
21,7,955,"petite","second-15min",16,51,1693,8392,67,10085,1779,5467,175786,826435,7246,1002221,"Equal Growth Rates"
21,8,955,"petite","second-15min",8,54,917,9223,62,10140,965,6018,94579,913072,6983,1007651,"Equal Growth Rates"
21,9,960,"petite","second-15min",6,61,548,9502,67,10050,569,6288,57464,959574,6857,1017038,"Equal Growth Rates"
21,10,960,"petite","second-15min",3,62,273,9823,65,10096,296,6557,29319,990372,6853,1019691,"Equal Growth Rates"
21,11,960,"petite","second-15min",2,59,162,9847,61,10009,166,6548,17351,995401,6714,1012752,"Equal Growth Rates"
21,12,960,"petite","second-15min",1,55,120,9949,56,10069,136,6669,13134,1005956,6805,1019090,"Equal Growth Rates"
21,13,955,"petite","second-15min",2,65,138,10095,67,10233,142,6595,13701,999852,6737,1013553,"Equal Growth Rates"
21,14,960,"petite","second-15min",1,63,74,9998,64,10072,76,6684,7737,1011033,6760,1018770,"Equal Growth Rates"
26,1,955,"petite","second-15min",52,32,5003,5075,84,10078,5231,3268,516107,500360,8499,1016467,"Equal Growth Rates"
26,2,955,"petite","second-15min",41,34,4512,5595,75,10107,4691,3607,465608,550465,8298,1016073,"Equal Growth Rates"
26,3,955,"petite","second-15min",37,36,4070,6003,73,10073,4246,3899,423049,591561,8145,1014610,"Equal Growth Rates"
26,4,955,"petite","second-15min",29,44,3030,7086,73,10116,3129,4631,309094,696490,7760,1005584,"Equal Growth Rates"
26,5,960,"petite","second-15min",30,47,2404,7626,77,10030,2537,5136,254339,770046,7673,1024385,"Equal Growth Rates"
26,6,955,"petite","second-15min",18,51,1716,8401,69,10117,1778,5493,177799,830827,7271,1008626,"Equal Growth Rates"
26,7,960,"petite","second-15min",12,52,1230,8829,64,10059,1275,5889,129619,893583,7164,1023202,"Equal Growth Rates"
26,8,960,"petite","second-15min",8,57,777,9296,65,10073,816,6132,82413,934912,6948,1017325,"Equal Growth Rates"
26,9,955,"petite","second-15min",9,55,1045,9134,64,10179,1108,5952,107714,899769,7060,1007483,"Equal Growth Rates"
26,10,960,"petite","second-15min",15,55,1318,8704,70,10022,1401,5788,140138,882070,7189,1022208,"Equal Growth Rates"
26,11,955,"petite","second-15min",12,56,1250,8844,68,10094,1278,5784,129576,876064,7062,1005640,"Equal Growth Rates"
26,12,960,"petite","second-15min",9,56,861,9156,65,10017,883,6122,90631,923208,7005,1013839,"Equal Growth Rates"
26,13,960,"petite","second-15min",10,59,1107,8950,69,10057,1180,6007,117378,901137,7187,1018515,"Equal Growth Rates"
26,14,960,"petite","second-15min",5,52,649,9382,57,10031,691,6315,69521,948708,7006,1018229,"Equal Growth Rates"
26,15,960,"petite","second-15min",7,56,745,9260,63,10005,785,6146,79143,935856,6931,1014999,"Equal Growth Rates"
26,16,960,"petite","second-15min",4,57,387,9645,61,10032,397,6458,40119,973490,6855,1013609,"Equal Growth Rates"
26,17,955,"petite","second-15min",1,61,250,9975,62,10225,257,6485,25836,984981,6742,1010817,"Equal Growth Rates"
26,18,960,"petite","second-15min",2,58,296,9728,60,10024,325,6465,32015,983335,6790,1015350,"Equal Growth Rates"
26,19,955,"petite","second-15min",2,57,203,9888,59,10091,224,6434,21155,978993,6658,1000148,"Equal Growth Rates"
19,1,950,"petite","second-15min",50,31,5094,5043,81,10137,5161,3258,515373,486913,8419,1002286,"Equal Growth Rates"
19,2,950,"petite","second-15min",49,31,5360,4892,80,10252,5446,3143,538144,470856,8589,1009000,"Equal Growth Rates"
19,3,955,"petite","second-15min",41,32,4727,5383,73,10110,4899,3508,485309,530719,8407,1016028,"Equal Growth Rates"
19,4,955,"petite","second-15min",43,35,4420,5654,78,10074,4551,3672,455020,558131,8223,1013151,"Equal Growth Rates"
19,5,955,"petite","second-15min",29,46,3119,6978,75,10097,3192,4521,320546,683602,7713,1004148,"Equal Growth Rates"
19,6,955,"petite","second-15min",22,45,2480,7615,67,10095,2575,4954,253306,749188,7529,1002494,"Equal Growth Rates"
19,7,960,"petite","second-15min",14,54,1538,8521,68,10059,1624,5660,162911,861543,7284,1024454,"Equal Growth Rates"
19,8,960,"petite","second-15min",12,55,934,9110,67,10044,985,6063,98597,921575,7048,1020172,"Equal Growth Rates"
19,9,955,"petite","second-15min",12,58,1245,8914,70,10159,1292,5807,126992,878046,7099,1005038,"Equal Growth Rates"
19,10,960,"petite","second-15min",12,50,1369,8674,62,10043,1437,5759,144712,877773,7196,1022485,"Equal Growth Rates"
19,11,960,"petite","second-15min",14,55,1630,8418,69,10048,1729,5603,172771,851337,7332,1024108,"Equal Growth Rates"
19,12,960,"petite","second-15min",14,54,1482,8524,68,10006,1588,5726,158163,863446,7314,1021609,"Equal Growth Rates"
