"sim_number","number_divisions","minutes","experiment","experiment_name"
1,1,125.627,"slow_first_div","Slow First Division"
1,2,88.2781,"slow_first_div","Slow First Division"
1,1,121.1535,"slow_first_div","Slow First Division"
1,3,104.9337,"slow_first_div","Slow First Division"
1,1,111.5659,"slow_first_div","Slow First Division"
1,2,84.7732,"slow_first_div","Slow First Division"
1,1,106.1158,"slow_first_div","Slow First Division"
1,2,75.2152,"slow_first_div","Slow First Division"
1,1,121.0858,"slow_first_div","Slow First Division"
1,2,88.1217,"slow_first_div","Slow First Division"
1,1,132.3686,"slow_first_div","Slow First Division"
1,3,103.6499,"slow_first_div","Slow First Division"
1,1,120.6067,"slow_first_div","Slow First Division"
1,4,94.1032,"slow_first_div","Slow First Division"
1,1,99.5084,"slow_first_div","Slow First Division"
1,6,89.8055,"slow_first_div","Slow First Division"
1,1,105.8838,"slow_first_div","Slow First Division"
1,7,97.9844,"slow_first_div","Slow First Division"
1,1,123.4844,"slow_first_div","Slow First Division"
1,2,87.0103,"slow_first_div","Slow First Division"
1,1,134.8518,"slow_first_div","Slow First Division"
1,2,88.7656,"slow_first_div","Slow First Division"
1,1,134.3658,"slow_first_div","Slow First Division"
1,2,92.7471,"slow_first_div","Slow First Division"
1,1,108.1016,"slow_first_div","Slow First Division"
1,3,78.2039,"slow_first_div","Slow First Division"
1,1,128.4466,"slow_first_div","Slow First Division"
1,2,87.4972,"slow_first_div","Slow First Division"
1,1,134.0941,"slow_first_div","Slow First Division"
1,5,97.158,"slow_first_div","Slow First Division"
1,1,116.4079,"slow_first_div","Slow First Division"
1,4,102.5515,"slow_first_div","Slow First Division"
1,1,120.2378,"slow_first_div","Slow First Division"
1,4,81.6758,"slow_first_div","Slow First Division"
1,1,113.9223,"slow_first_div","Slow First Division"
1,3,98.7988,"slow_first_div","Slow First Division"
1,1,131.3585,"slow_first_div","Slow First Division"
1,2,85.3475,"slow_first_div","Slow First Division"
1,1,127.029,"slow_first_div","Slow First Division"
1,3,94.7662,"slow_first_div","Slow First Division"
1,1,121.3801,"slow_first_div","Slow First Division"
1,2,80.9193,"slow_first_div","Slow First Division"
1,1,110.9839,"slow_first_div","Slow First Division"
1,2,86.535,"slow_first_div","Slow First Division"
1,1,111.6679,"slow_first_div","Slow First Division"
1,5,75.2533,"slow_first_div","Slow First Division"
1,1,113.9432,"slow_first_div","Slow First Division"
1,3,85.7123,"slow_first_div","Slow First Division"
1,1,119.7331,"slow_first_div","Slow First Division"
1,3,83.1103,"slow_first_div","Slow First Division"
1,1,121.2814,"slow_first_div","Slow First Division"
1,3,87.3241,"slow_first_div","Slow First Division"
1,1,123.5339,"slow_first_div","Slow First Division"
1,2,96.098,"slow_first_div","Slow First Division"
1,1,126.2641,"slow_first_div","Slow First Division"
1,2,86.8126,"slow_first_div","Slow First Division"
1,1,124.6604,"slow_first_div","Slow First Division"
1,2,87.6695,"slow_first_div","Slow First Division"
1,1,131.9819,"slow_first_div","Slow First Division"
1,6,81.5894,"slow_first_div","Slow First Division"
1,1,113.2691,"slow_first_div","Slow First Division"
1,4,91.3143,"slow_first_div","Slow First Division"
1,1,118.9046,"slow_first_div","Slow First Division"
1,2,76.3801,"slow_first_div","Slow First Division"
1,1,108.8638,"slow_first_div","Slow First Division"
1,2,88.2286,"slow_first_div","Slow First Division"
1,1,139.8163,"slow_first_div","Slow First Division"
1,2,81.0934,"slow_first_div","Slow First Division"
1,1,132.2814,"slow_first_div","Slow First Division"
1,4,82.1535,"slow_first_div","Slow First Division"
1,1,101.8972,"slow_first_div","Slow First Division"
1,5,104.4957,"slow_first_div","Slow First Division"
1,1,107.9491,"slow_first_div","Slow First Division"
1,2,91.708,"slow_first_div","Slow First Division"
1,1,121.4702,"slow_first_div","Slow First Division"
1,2,95.6747,"slow_first_div","Slow First Division"
1,1,131.5736,"slow_first_div","Slow First Division"
1,2,96.1882,"slow_first_div","Slow First Division"
1,1,114.6468,"slow_first_div","Slow First Division"
1,9,89.7581,"slow_first_div","Slow First Division"
1,1,124.8482,"slow_first_div","Slow First Division"
1,3,90.5774,"slow_first_div","Slow First Division"
1,1,135.9221,"slow_first_div","Slow First Division"
1,3,92.5694,"slow_first_div","Slow First Division"
1,1,106.747,"slow_first_div","Slow First Division"
1,4,85.2241,"slow_first_div","Slow First Division"
1,1,133.3854,"slow_first_div","Slow First Division"
1,6,95.0954,"slow_first_div","Slow First Division"
1,1,92.4664,"slow_first_div","Slow First Division"
1,2,83.2214,"slow_first_div","Slow First Division"
1,1,131.0661,"slow_first_div","Slow First Division"
1,4,91.3776,"slow_first_div","Slow First Division"
1,1,111.4878,"slow_first_div","Slow First Division"
1,3,74.7048,"slow_first_div","Slow First Division"
1,1,120.9172,"slow_first_div","Slow First Division"
1,2,87.5938,"slow_first_div","Slow First Division"
1,1,116.8468,"slow_first_div","Slow First Division"
1,3,95.9105,"slow_first_div","Slow First Division"
1,1,124.2083,"slow_first_div","Slow First Division"
1,3,97.5363,"slow_first_div","Slow First Division"
1,1,126.6931,"slow_first_div","Slow First Division"
1,3,83.3467,"slow_first_div","Slow First Division"
1,1,122.0403,"slow_first_div","Slow First Division"
1,2,99.5491,"slow_first_div","Slow First Division"
1,1,147.0958,"slow_first_div","Slow First Division"
1,2,89.6315,"slow_first_div","Slow First Division"
1,1,115.0251,"slow_first_div","Slow First Division"
1,3,96.794,"slow_first_div","Slow First Division"
1,1,119.0633,"slow_first_div","Slow First Division"
1,2,93.0643,"slow_first_div","Slow First Division"
1,1,126.61,"slow_first_div","Slow First Division"
1,2,84.4703,"slow_first_div","Slow First Division"
1,1,112.0735,"slow_first_div","Slow First Division"
1,2,88.1491,"slow_first_div","Slow First Division"
1,1,106.2598,"slow_first_div","Slow First Division"
1,7,88.6626,"slow_first_div","Slow First Division"
1,1,120.0797,"slow_first_div","Slow First Division"
1,3,81.9946,"slow_first_div","Slow First Division"
1,1,123.3029,"slow_first_div","Slow First Division"
1,4,95.1321,"slow_first_div","Slow First Division"
1,1,118.5196,"slow_first_div","Slow First Division"
1,2,101.2612,"slow_first_div","Slow First Division"
1,1,137.746,"slow_first_div","Slow First Division"
1,2,103.7414,"slow_first_div","Slow First Division"
1,1,109.0243,"slow_first_div","Slow First Division"
1,2,81.7118,"slow_first_div","Slow First Division"
1,1,113.5007,"slow_first_div","Slow First Division"
1,5,89.3956,"slow_first_div","Slow First Division"
1,1,114.5734,"slow_first_div","Slow First Division"
1,3,86.9661,"slow_first_div","Slow First Division"
1,1,120.5291,"slow_first_div","Slow First Division"
1,4,101.454,"slow_first_div","Slow First Division"
1,1,107.9691,"slow_first_div","Slow First Division"
1,5,91.0709,"slow_first_div","Slow First Division"
1,1,108.7278,"slow_first_div","Slow First Division"
1,2,86.3614,"slow_first_div","Slow First Division"
1,1,114.0033,"slow_first_div","Slow First Division"
1,2,84.9297,"slow_first_div","Slow First Division"
1,1,114.1578,"slow_first_div","Slow First Division"
1,8,85.4703,"slow_first_div","Slow First Division"
1,1,128.6779,"slow_first_div","Slow First Division"
1,3,86.4135,"slow_first_div","Slow First Division"
1,1,117.8249,"slow_first_div","Slow First Division"
1,2,93.0628,"slow_first_div","Slow First Division"
1,1,119.9136,"slow_first_div","Slow First Division"
1,2,89.897,"slow_first_div","Slow First Division"
1,1,108.9736,"slow_first_div","Slow First Division"
1,3,87.427,"slow_first_div","Slow First Division"
1,1,127.8617,"slow_first_div","Slow First Division"
1,2,98.9733,"slow_first_div","Slow First Division"
1,1,128.7496,"slow_first_div","Slow First Division"
1,6,110.7475,"slow_first_div","Slow First Division"
1,1,112.3589,"slow_first_div","Slow First Division"
1,4,93.3517,"slow_first_div","Slow First Division"
1,1,114.1437,"slow_first_div","Slow First Division"
1,3,87.8583,"slow_first_div","Slow First Division"
1,1,121.3883,"slow_first_div","Slow First Division"
1,5,91.4713,"slow_first_div","Slow First Division"
1,1,132.4562,"slow_first_div","Slow First Division"
1,4,88.445,"slow_first_div","Slow First Division"
1,1,98.9025,"slow_first_div","Slow First Division"
1,2,90.5547,"slow_first_div","Slow First Division"
1,1,107.355,"slow_first_div","Slow First Division"
1,4,75.8718,"slow_first_div","Slow First Division"
1,1,122.4914,"slow_first_div","Slow First Division"
1,3,92.8165,"slow_first_div","Slow First Division"
1,1,111.2831,"slow_first_div","Slow First Division"
1,4,101.5848,"slow_first_div","Slow First Division"
1,1,118.1376,"slow_first_div","Slow First Division"
1,3,88.6959,"slow_first_div","Slow First Division"
1,1,123.4264,"slow_first_div","Slow First Division"
1,3,84.0002,"slow_first_div","Slow First Division"
1,1,120.8932,"slow_first_div","Slow First Division"
1,2,86.4868,"slow_first_div","Slow First Division"
1,1,138.3392,"slow_first_div","Slow First Division"
1,2,91.4495,"slow_first_div","Slow First Division"
1,1,109.7785,"slow_first_div","Slow First Division"
1,5,92.4768,"slow_first_div","Slow First Division"
1,1,128.9489,"slow_first_div","Slow First Division"
1,2,89.234,"slow_first_div","Slow First Division"
1,1,135.5983,"slow_first_div","Slow First Division"
1,3,101.0466,"slow_first_div","Slow First Division"
1,1,111.846,"slow_first_div","Slow First Division"
1,3,88.9142,"slow_first_div","Slow First Division"
1,1,122.996,"slow_first_div","Slow First Division"
1,2,95.6161,"slow_first_div","Slow First Division"
1,1,109.2766,"slow_first_div","Slow First Division"
1,2,90.1869,"slow_first_div","Slow First Division"
1,1,123.379,"slow_first_div","Slow First Division"
1,2,86.1447,"slow_first_div","Slow First Division"
1,1,114.6163,"slow_first_div","Slow First Division"
1,2,77.4584,"slow_first_div","Slow First Division"
1,1,110.7422,"slow_first_div","Slow First Division"
1,2,89.5924,"slow_first_div","Slow First Division"
1,1,151.8121,"slow_first_div","Slow First Division"
1,4,84.4446,"slow_first_div","Slow First Division"
1,1,113.8015,"slow_first_div","Slow First Division"
1,2,97.6208,"slow_first_div","Slow First Division"
1,1,137.3043,"slow_first_div","Slow First Division"
1,2,92.4935,"slow_first_div","Slow First Division"
1,1,139.7268,"slow_first_div","Slow First Division"
1,2,90.8503,"slow_first_div","Slow First Division"
1,1,137.9588,"slow_first_div","Slow First Division"
1,3,86.981,"slow_first_div","Slow First Division"
1,1,124.668,"slow_first_div","Slow First Division"
1,10,94.179,"slow_first_div","Slow First Division"
1,1,114.4261,"slow_first_div","Slow First Division"
1,3,81.2507,"slow_first_div","Slow First Division"
1,1,108.8813,"slow_first_div","Slow First Division"
1,2,94.1566,"slow_first_div","Slow First Division"
1,1,125.7461,"slow_first_div","Slow First Division"
1,2,89.5795,"slow_first_div","Slow First Division"
1,1,120.3395,"slow_first_div","Slow First Division"
1,4,88.3866,"slow_first_div","Slow First Division"
1,1,116.1259,"slow_first_div","Slow First Division"
1,2,86.8485,"slow_first_div","Slow First Division"
1,1,115.4337,"slow_first_div","Slow First Division"
1,2,88.7091,"slow_first_div","Slow First Division"
1,1,111.8496,"slow_first_div","Slow First Division"
1,5,84.2925,"slow_first_div","Slow First Division"
1,1,124.6308,"slow_first_div","Slow First Division"
1,7,89.9282,"slow_first_div","Slow First Division"
1,1,99.3106,"slow_first_div","Slow First Division"
1,3,84.3961,"slow_first_div","Slow First Division"
1,1,122.7605,"slow_first_div","Slow First Division"
1,4,92.2006,"slow_first_div","Slow First Division"
1,1,95.4674,"slow_first_div","Slow First Division"
1,3,90.319,"slow_first_div","Slow First Division"
1,1,124.6241,"slow_first_div","Slow First Division"
1,4,96.4805,"slow_first_div","Slow First Division"
1,1,113.8534,"slow_first_div","Slow First Division"
1,2,89.1016,"slow_first_div","Slow First Division"
1,1,122.0129,"slow_first_div","Slow First Division"
1,3,82.6318,"slow_first_div","Slow First Division"
1,1,120.5704,"slow_first_div","Slow First Division"
1,2,97.724,"slow_first_div","Slow First Division"
1,1,102.4647,"slow_first_div","Slow First Division"
1,2,91.1281,"slow_first_div","Slow First Division"
1,1,113.7681,"slow_first_div","Slow First Division"
1,3,89.1322,"slow_first_div","Slow First Division"
1,1,122.3324,"slow_first_div","Slow First Division"
1,8,84.2336,"slow_first_div","Slow First Division"
1,1,122.9413,"slow_first_div","Slow First Division"
1,2,96.3298,"slow_first_div","Slow First Division"
1,1,114.3371,"slow_first_div","Slow First Division"
1,6,78.2081,"slow_first_div","Slow First Division"
1,1,122.2186,"slow_first_div","Slow First Division"
1,2,93.1807,"slow_first_div","Slow First Division"
1,1,112.4767,"slow_first_div","Slow First Division"
1,5,102.0271,"slow_first_div","Slow First Division"
1,1,100.4405,"slow_first_div","Slow First Division"
1,2,90.4825,"slow_first_div","Slow First Division"
1,1,106.1521,"slow_first_div","Slow First Division"
1,3,90.6253,"slow_first_div","Slow First Division"
1,1,112.6442,"slow_first_div","Slow First Division"
1,2,93.768,"slow_first_div","Slow First Division"
1,1,121.7364,"slow_first_div","Slow First Division"
1,4,85.874,"slow_first_div","Slow First Division"
1,1,112.1184,"slow_first_div","Slow First Division"
1,5,73.9481,"slow_first_div","Slow First Division"
1,1,114.2137,"slow_first_div","Slow First Division"
1,3,103.4165,"slow_first_div","Slow First Division"
1,1,105.569,"slow_first_div","Slow First Division"
1,2,99.2782,"slow_first_div","Slow First Division"
1,1,122.0985,"slow_first_div","Slow First Division"
1,2,88.9412,"slow_first_div","Slow First Division"
1,1,135.5957,"slow_first_div","Slow First Division"
1,2,98.3042,"slow_first_div","Slow First Division"
1,1,120.8309,"slow_first_div","Slow First Division"
1,2,83.838,"slow_first_div","Slow First Division"
1,1,115.338,"slow_first_div","Slow First Division"
1,4,77.948,"slow_first_div","Slow First Division"
1,1,102.7553,"slow_first_div","Slow First Division"
1,4,90.285,"slow_first_div","Slow First Division"
1,1,115.2402,"slow_first_div","Slow First Division"
1,2,86.9458,"slow_first_div","Slow First Division"
1,1,112.3523,"slow_first_div","Slow First Division"
1,3,89.5108,"slow_first_div","Slow First Division"
1,1,115.9791,"slow_first_div","Slow First Division"
1,7,81.6124,"slow_first_div","Slow First Division"
1,1,110.3615,"slow_first_div","Slow First Division"
1,3,80.2834,"slow_first_div","Slow First Division"
1,1,123.1406,"slow_first_div","Slow First Division"
1,2,92.1257,"slow_first_div","Slow First Division"
1,1,134.6912,"slow_first_div","Slow First Division"
1,2,87.3959,"slow_first_div","Slow First Division"
1,1,131.1891,"slow_first_div","Slow First Division"
1,6,81.9483,"slow_first_div","Slow First Division"
1,1,99.1035,"slow_first_div","Slow First Division"
1,3,97.3017,"slow_first_div","Slow First Division"
1,1,118.6906,"slow_first_div","Slow First Division"
1,2,88.2618,"slow_first_div","Slow First Division"
1,1,112.3208,"slow_first_div","Slow First Division"
1,2,84.2862,"slow_first_div","Slow First Division"
1,1,126.851,"slow_first_div","Slow First Division"
1,2,90.5424,"slow_first_div","Slow First Division"
1,1,116.2318,"slow_first_div","Slow First Division"
1,2,99.3388,"slow_first_div","Slow First Division"
1,1,126.9633,"slow_first_div","Slow First Division"
1,4,93.7241,"slow_first_div","Slow First Division"
1,1,126.3381,"slow_first_div","Slow First Division"
1,3,95.4248,"slow_first_div","Slow First Division"
1,1,111.7818,"slow_first_div","Slow First Division"
1,2,74.1572,"slow_first_div","Slow First Division"
1,1,104.3448,"slow_first_div","Slow First Division"
1,5,83.2732,"slow_first_div","Slow First Division"
1,1,142.9019,"slow_first_div","Slow First Division"
1,2,95.2765,"slow_first_div","Slow First Division"
1,1,113.1809,"slow_first_div","Slow First Division"
1,3,100.9906,"slow_first_div","Slow First Division"
1,1,105.9856,"slow_first_div","Slow First Division"
1,3,90.3626,"slow_first_div","Slow First Division"
1,1,116.5631,"slow_first_div","Slow First Division"
1,2,88.5142,"slow_first_div","Slow First Division"
1,1,127.5621,"slow_first_div","Slow First Division"
1,4,84.0263,"slow_first_div","Slow First Division"
1,1,126.0694,"slow_first_div","Slow First Division"
1,4,76.7453,"slow_first_div","Slow First Division"
1,1,115.7641,"slow_first_div","Slow First Division"
1,3,93.6102,"slow_first_div","Slow First Division"
1,1,114.0629,"slow_first_div","Slow First Division"
1,9,99.1789,"slow_first_div","Slow First Division"
1,1,138.1136,"slow_first_div","Slow First Division"
1,2,98.0271,"slow_first_div","Slow First Division"
1,1,123.7017,"slow_first_div","Slow First Division"
1,5,95.8443,"slow_first_div","Slow First Division"
1,1,128.9006,"slow_first_div","Slow First Division"
1,2,81.0579,"slow_first_div","Slow First Division"
1,1,127.4777,"slow_first_div","Slow First Division"
1,4,76.4353,"slow_first_div","Slow First Division"
1,1,115.0803,"slow_first_div","Slow First Division"
1,7,83.9017,"slow_first_div","Slow First Division"
1,1,130.8702,"slow_first_div","Slow First Division"
1,2,73.1501,"slow_first_div","Slow First Division"
1,1,115.7062,"slow_first_div","Slow First Division"
1,3,94.4968,"slow_first_div","Slow First Division"
1,1,128.3121,"slow_first_div","Slow First Division"
1,3,88.1912,"slow_first_div","Slow First Division"
1,1,110.5506,"slow_first_div","Slow First Division"
1,2,83.3699,"slow_first_div","Slow First Division"
1,1,126.3149,"slow_first_div","Slow First Division"
1,2,77.6142,"slow_first_div","Slow First Division"
1,1,108.9687,"slow_first_div","Slow First Division"
1,6,103.0252,"slow_first_div","Slow First Division"
1,1,117.2083,"slow_first_div","Slow First Division"
1,2,82.1692,"slow_first_div","Slow First Division"
1,1,145.9985,"slow_first_div","Slow First Division"
1,2,84.5188,"slow_first_div","Slow First Division"
1,1,117.1423,"slow_first_div","Slow First Division"
1,3,96.4501,"slow_first_div","Slow First Division"
1,1,123.1672,"slow_first_div","Slow First Division"
1,3,91.3568,"slow_first_div","Slow First Division"
1,1,114.9088,"slow_first_div","Slow First Division"
1,4,93.9832,"slow_first_div","Slow First Division"
1,1,124.4668,"slow_first_div","Slow First Division"
1,5,91.3217,"slow_first_div","Slow First Division"
1,1,113.2187,"slow_first_div","Slow First Division"
1,5,89.471,"slow_first_div","Slow First Division"
1,1,113.9332,"slow_first_div","Slow First Division"
1,2,97.3618,"slow_first_div","Slow First Division"
1,1,107.3049,"slow_first_div","Slow First Division"
1,3,100.7188,"slow_first_div","Slow First Division"
1,1,116.8229,"slow_first_div","Slow First Division"
1,2,98.7288,"slow_first_div","Slow First Division"
1,1,102.807,"slow_first_div","Slow First Division"
1,2,86.4494,"slow_first_div","Slow First Division"
1,1,110.5409,"slow_first_div","Slow First Division"
1,2,92.4396,"slow_first_div","Slow First Division"
1,1,112.8133,"slow_first_div","Slow First Division"
1,3,98.6725,"slow_first_div","Slow First Division"
1,1,119.1137,"slow_first_div","Slow First Division"
1,2,84.7715,"slow_first_div","Slow First Division"
1,1,108.4635,"slow_first_div","Slow First Division"
1,2,80.9945,"slow_first_div","Slow First Division"
1,1,132.7912,"slow_first_div","Slow First Division"
1,3,79.3742,"slow_first_div","Slow First Division"
1,1,112.874,"slow_first_div","Slow First Division"
1,2,98.6626,"slow_first_div","Slow First Division"
1,1,109.6742,"slow_first_div","Slow First Division"
1,6,94.3405,"slow_first_div","Slow First Division"
1,1,106.7962,"slow_first_div","Slow First Division"
1,2,87.3061,"slow_first_div","Slow First Division"
1,1,117.9421,"slow_first_div","Slow First Division"
1,2,96.0449,"slow_first_div","Slow First Division"
1,1,123.7006,"slow_first_div","Slow First Division"
1,4,102.4353,"slow_first_div","Slow First Division"
1,1,126.1492,"slow_first_div","Slow First Division"
1,2,100.3799,"slow_first_div","Slow First Division"
1,1,117.2103,"slow_first_div","Slow First Division"
1,8,83.9324,"slow_first_div","Slow First Division"
1,1,132.8627,"slow_first_div","Slow First Division"
1,2,101.2854,"slow_first_div","Slow First Division"
1,1,124.544,"slow_first_div","Slow First Division"
1,3,98.8299,"slow_first_div","Slow First Division"
1,1,128.6584,"slow_first_div","Slow First Division"
1,3,91.3229,"slow_first_div","Slow First Division"
1,1,111.2343,"slow_first_div","Slow First Division"
1,2,92.2462,"slow_first_div","Slow First Division"
1,1,131.5981,"slow_first_div","Slow First Division"
1,2,94.6514,"slow_first_div","Slow First Division"
1,1,126.2177,"slow_first_div","Slow First Division"
1,3,81.8298,"slow_first_div","Slow First Division"
1,1,113.7392,"slow_first_div","Slow First Division"
1,2,100.0671,"slow_first_div","Slow First Division"
1,1,115.6058,"slow_first_div","Slow First Division"
1,2,93.4547,"slow_first_div","Slow First Division"
1,1,131.2594,"slow_first_div","Slow First Division"
1,3,95.9706,"slow_first_div","Slow First Division"
1,1,130.6902,"slow_first_div","Slow First Division"
1,3,75.4336,"slow_first_div","Slow First Division"
1,1,128.9749,"slow_first_div","Slow First Division"
1,4,78.8836,"slow_first_div","Slow First Division"
1,1,120.9505,"slow_first_div","Slow First Division"
1,2,87.1064,"slow_first_div","Slow First Division"
1,1,116.275,"slow_first_div","Slow First Division"
1,3,85.5362,"slow_first_div","Slow First Division"
1,1,129.4792,"slow_first_div","Slow First Division"
1,2,84.8647,"slow_first_div","Slow First Division"
1,1,120.8629,"slow_first_div","Slow First Division"
1,6,83.6325,"slow_first_div","Slow First Division"
1,1,125.6921,"slow_first_div","Slow First Division"
1,5,101.5944,"slow_first_div","Slow First Division"
1,1,130.3791,"slow_first_div","Slow First Division"
1,3,90.2698,"slow_first_div","Slow First Division"
1,1,124.9388,"slow_first_div","Slow First Division"
1,5,92.1791,"slow_first_div","Slow First Division"
1,1,124.7108,"slow_first_div","Slow First Division"
1,4,87.0658,"slow_first_div","Slow First Division"
1,1,105.3127,"slow_first_div","Slow First Division"
1,2,93.6737,"slow_first_div","Slow First Division"
1,1,102.9875,"slow_first_div","Slow First Division"
1,3,97.47,"slow_first_div","Slow First Division"
1,1,147.0675,"slow_first_div","Slow First Division"
1,2,83.5275,"slow_first_div","Slow First Division"
1,1,127.5818,"slow_first_div","Slow First Division"
1,2,101.3587,"slow_first_div","Slow First Division"
1,1,124.0593,"slow_first_div","Slow First Division"
1,8,87.6998,"slow_first_div","Slow First Division"
1,1,118.3335,"slow_first_div","Slow First Division"
1,2,89.218,"slow_first_div","Slow First Division"
1,1,110.0614,"slow_first_div","Slow First Division"
1,4,87.772,"slow_first_div","Slow First Division"
1,1,125.4315,"slow_first_div","Slow First Division"
1,2,77.6213,"slow_first_div","Slow First Division"
1,1,142.876,"slow_first_div","Slow First Division"
1,3,87.0919,"slow_first_div","Slow First Division"
1,1,125.8218,"slow_first_div","Slow First Division"
1,2,89.1724,"slow_first_div","Slow First Division"
1,1,119.1763,"slow_first_div","Slow First Division"
1,3,92.3998,"slow_first_div","Slow First Division"
1,1,129.0598,"slow_first_div","Slow First Division"
1,10,98.162,"slow_first_div","Slow First Division"
1,1,120.6473,"slow_first_div","Slow First Division"
1,4,98.8656,"slow_first_div","Slow First Division"
1,1,120.9819,"slow_first_div","Slow First Division"
1,4,92.8449,"slow_first_div","Slow First Division"
1,1,110.4576,"slow_first_div","Slow First Division"
1,2,93.3105,"slow_first_div","Slow First Division"
1,1,117.0857,"slow_first_div","Slow First Division"
1,6,87.5936,"slow_first_div","Slow First Division"
1,1,119.9836,"slow_first_div","Slow First Division"
1,3,94.7934,"slow_first_div","Slow First Division"
1,1,130.4589,"slow_first_div","Slow First Division"
1,2,95.4164,"slow_first_div","Slow First Division"
1,1,135.6551,"slow_first_div","Slow First Division"
1,3,87.5241,"slow_first_div","Slow First Division"
1,1,117.1787,"slow_first_div","Slow First Division"
1,2,93.0025,"slow_first_div","Slow First Division"
1,1,111.3939,"slow_first_div","Slow First Division"
1,2,93.9862,"slow_first_div","Slow First Division"
1,1,108.744,"slow_first_div","Slow First Division"
1,2,92.7191,"slow_first_div","Slow First Division"
1,1,98.7503,"slow_first_div","Slow First Division"
1,4,95.1558,"slow_first_div","Slow First Division"
1,1,102.364,"slow_first_div","Slow First Division"
1,2,85.8839,"slow_first_div","Slow First Division"
1,1,112.6265,"slow_first_div","Slow First Division"
1,3,86.7511,"slow_first_div","Slow First Division"
1,1,127.4388,"slow_first_div","Slow First Division"
1,2,97.9792,"slow_first_div","Slow First Division"
1,1,126.0101,"slow_first_div","Slow First Division"
1,2,96.6757,"slow_first_div","Slow First Division"
1,1,122.9205,"slow_first_div","Slow First Division"
1,5,91.579,"slow_first_div","Slow First Division"
1,1,121.3718,"slow_first_div","Slow First Division"
1,2,98.7797,"slow_first_div","Slow First Division"
1,1,120.1212,"slow_first_div","Slow First Division"
1,4,92.3724,"slow_first_div","Slow First Division"
1,1,120.8477,"slow_first_div","Slow First Division"
1,2,86.2802,"slow_first_div","Slow First Division"
1,1,107.0116,"slow_first_div","Slow First Division"
1,2,86.8436,"slow_first_div","Slow First Division"
1,1,117.7543,"slow_first_div","Slow First Division"
1,3,87.1367,"slow_first_div","Slow First Division"
1,1,126.4939,"slow_first_div","Slow First Division"
1,3,92.8754,"slow_first_div","Slow First Division"
1,1,153.0427,"slow_first_div","Slow First Division"
1,4,97.7201,"slow_first_div","Slow First Division"
1,1,120.1736,"slow_first_div","Slow First Division"
1,7,98.4582,"slow_first_div","Slow First Division"
1,1,114.0624,"slow_first_div","Slow First Division"
1,2,89.0417,"slow_first_div","Slow First Division"
1,1,111.7107,"slow_first_div","Slow First Division"
1,3,87.6872,"slow_first_div","Slow First Division"
1,1,99.6051,"slow_first_div","Slow First Division"
1,2,84.5706,"slow_first_div","Slow First Division"
1,1,119.7869,"slow_first_div","Slow First Division"
1,3,81.829,"slow_first_div","Slow First Division"
1,1,120.9209,"slow_first_div","Slow First Division"
1,6,102.0898,"slow_first_div","Slow First Division"
1,1,134.9049,"slow_first_div","Slow First Division"
1,2,94.3501,"slow_first_div","Slow First Division"
1,1,114.593,"slow_first_div","Slow First Division"
1,3,87.1401,"slow_first_div","Slow First Division"
1,1,121.2284,"slow_first_div","Slow First Division"
1,9,91.4249,"slow_first_div","Slow First Division"
1,1,112.3308,"slow_first_div","Slow First Division"
1,3,99.711,"slow_first_div","Slow First Division"
1,1,116.7382,"slow_first_div","Slow First Division"
1,2,93.738,"slow_first_div","Slow First Division"
1,1,122.8318,"slow_first_div","Slow First Division"
1,5,80.2201,"slow_first_div","Slow First Division"
1,1,118.9018,"slow_first_div","Slow First Division"
1,4,97.4365,"slow_first_div","Slow First Division"
1,1,127.1466,"slow_first_div","Slow First Division"
1,2,92.0644,"slow_first_div","Slow First Division"
1,1,128.7146,"slow_first_div","Slow First Division"
1,2,93.8153,"slow_first_div","Slow First Division"
1,1,125.6213,"slow_first_div","Slow First Division"
1,2,95.206,"slow_first_div","Slow First Division"
1,1,105.5567,"slow_first_div","Slow First Division"
1,4,88.7814,"slow_first_div","Slow First Division"
1,1,121.3304,"slow_first_div","Slow First Division"
1,2,83.0339,"slow_first_div","Slow First Division"
1,1,114.0632,"slow_first_div","Slow First Division"
1,2,85.6914,"slow_first_div","Slow First Division"
1,1,135.8118,"slow_first_div","Slow First Division"
1,2,96.5632,"slow_first_div","Slow First Division"
1,1,117.1722,"slow_first_div","Slow First Division"
1,2,88.0228,"slow_first_div","Slow First Division"
1,1,121.7431,"slow_first_div","Slow First Division"
1,7,92.5494,"slow_first_div","Slow First Division"
1,1,110.3459,"slow_first_div","Slow First Division"
1,5,92.3071,"slow_first_div","Slow First Division"
1,1,124.0063,"slow_first_div","Slow First Division"
1,5,86.3654,"slow_first_div","Slow First Division"
1,1,129.9029,"slow_first_div","Slow First Division"
1,3,88.7626,"slow_first_div","Slow First Division"
1,1,139.4059,"slow_first_div","Slow First Division"
1,2,106.0036,"slow_first_div","Slow First Division"
1,1,131.9035,"slow_first_div","Slow First Division"
1,2,89.5653,"slow_first_div","Slow First Division"
1,1,131.7053,"slow_first_div","Slow First Division"
1,4,102.6475,"slow_first_div","Slow First Division"
1,1,113.4918,"slow_first_div","Slow First Division"
1,4,88.9534,"slow_first_div","Slow First Division"
1,1,119.6671,"slow_first_div","Slow First Division"
1,3,96.7625,"slow_first_div","Slow First Division"
1,1,111.9614,"slow_first_div","Slow First Division"
1,2,94.0252,"slow_first_div","Slow First Division"
