"sim_number","generation","diameter","experiment","experiment_name"
14,98,11,"slow_first_div","Slow First Division"
14,99,11,"slow_first_div","Slow First Division"
14,100,11,"slow_first_div","Slow First Division"
14,101,11,"slow_first_div","Slow First Division"
15,0,11,"slow_first_div","Slow First Division"
15,1,12,"slow_first_div","Slow First Division"
15,2,11,"slow_first_div","Slow First Division"
15,3,11,"slow_first_div","Slow First Division"
15,4,11,"slow_first_div","Slow First Division"
15,5,12,"slow_first_div","Slow First Division"
15,6,11,"slow_first_div","Slow First Division"
15,7,11,"slow_first_div","Slow First Division"
15,8,12,"slow_first_div","Slow First Division"
15,9,11,"slow_first_div","Slow First Division"
15,10,11,"slow_first_div","Slow First Division"
15,11,11,"slow_first_div","Slow First Division"
15,12,11,"slow_first_div","Slow First Division"
15,13,11,"slow_first_div","Slow First Division"
15,14,11,"slow_first_div","Slow First Division"
15,15,11,"slow_first_div","Slow First Division"
15,16,12,"slow_first_div","Slow First Division"
15,17,10,"slow_first_div","Slow First Division"
15,18,11,"slow_first_div","Slow First Division"
15,19,11,"slow_first_div","Slow First Division"
15,20,11,"slow_first_div","Slow First Division"
15,21,11,"slow_first_div","Slow First Division"
15,22,12,"slow_first_div","Slow First Division"
15,23,11,"slow_first_div","Slow First Division"
15,24,11,"slow_first_div","Slow First Division"
15,25,12,"slow_first_div","Slow First Division"
15,26,12,"slow_first_div","Slow First Division"
15,27,11,"slow_first_div","Slow First Division"
15,28,11,"slow_first_div","Slow First Division"
15,29,12,"slow_first_div","Slow First Division"
15,30,11,"slow_first_div","Slow First Division"
15,31,12,"slow_first_div","Slow First Division"
15,32,12,"slow_first_div","Slow First Division"
15,33,12,"slow_first_div","Slow First Division"
15,34,11,"slow_first_div","Slow First Division"
15,35,11,"slow_first_div","Slow First Division"
15,36,11,"slow_first_div","Slow First Division"
15,37,11,"slow_first_div","Slow First Division"
15,38,11,"slow_first_div","Slow First Division"
15,39,12,"slow_first_div","Slow First Division"
15,40,12,"slow_first_div","Slow First Division"
15,41,12,"slow_first_div","Slow First Division"
15,42,12,"slow_first_div","Slow First Division"
15,43,13,"slow_first_div","Slow First Division"
15,44,11,"slow_first_div","Slow First Division"
15,45,11,"slow_first_div","Slow First Division"
15,46,11,"slow_first_div","Slow First Division"
15,47,11,"slow_first_div","Slow First Division"
15,48,11,"slow_first_div","Slow First Division"
15,49,11,"slow_first_div","Slow First Division"
15,50,11,"slow_first_div","Slow First Division"
15,51,11,"slow_first_div","Slow First Division"
15,52,11,"slow_first_div","Slow First Division"
15,53,12,"slow_first_div","Slow First Division"
15,54,11,"slow_first_div","Slow First Division"
15,55,11,"slow_first_div","Slow First Division"
15,56,11,"slow_first_div","Slow First Division"
15,57,11,"slow_first_div","Slow First Division"
15,58,11,"slow_first_div","Slow First Division"
15,59,11,"slow_first_div","Slow First Division"
15,60,11,"slow_first_div","Slow First Division"
15,61,12,"slow_first_div","Slow First Division"
15,62,11,"slow_first_div","Slow First Division"
15,63,11,"slow_first_div","Slow First Division"
15,64,11,"slow_first_div","Slow First Division"
15,65,11,"slow_first_div","Slow First Division"
15,66,11,"slow_first_div","Slow First Division"
15,67,11,"slow_first_div","Slow First Division"
15,68,11,"slow_first_div","Slow First Division"
15,69,11,"slow_first_div","Slow First Division"
15,70,11,"slow_first_div","Slow First Division"
15,71,11,"slow_first_div","Slow First Division"
15,72,11,"slow_first_div","Slow First Division"
15,73,11,"slow_first_div","Slow First Division"
15,74,11,"slow_first_div","Slow First Division"
15,75,11,"slow_first_div","Slow First Division"
15,76,11,"slow_first_div","Slow First Division"
15,77,11,"slow_first_div","Slow First Division"
15,78,11,"slow_first_div","Slow First Division"
15,79,12,"slow_first_div","Slow First Division"
15,80,11,"slow_first_div","Slow First Division"
15,81,11,"slow_first_div","Slow First Division"
15,82,11,"slow_first_div","Slow First Division"
15,83,11,"slow_first_div","Slow First Division"
15,84,11,"slow_first_div","Slow First Division"
15,85,11,"slow_first_div","Slow First Division"
15,86,11,"slow_first_div","Slow First Division"
15,87,11,"slow_first_div","Slow First Division"
15,88,11,"slow_first_div","Slow First Division"
15,89,11,"slow_first_div","Slow First Division"
15,90,11,"slow_first_div","Slow First Division"
15,91,12,"slow_first_div","Slow First Division"
15,92,11,"slow_first_div","Slow First Division"
15,93,12,"slow_first_div","Slow First Division"
15,94,12,"slow_first_div","Slow First Division"
15,95,11,"slow_first_div","Slow First Division"
15,96,11,"slow_first_div","Slow First Division"
15,97,11,"slow_first_div","Slow First Division"
15,98,11,"slow_first_div","Slow First Division"
15,99,11,"slow_first_div","Slow First Division"
15,100,11,"slow_first_div","Slow First Division"
15,101,11,"slow_first_div","Slow First Division"
16,0,11,"slow_first_div","Slow First Division"
16,1,11,"slow_first_div","Slow First Division"
16,2,12,"slow_first_div","Slow First Division"
16,3,11,"slow_first_div","Slow First Division"
16,4,11,"slow_first_div","Slow First Division"
16,5,11,"slow_first_div","Slow First Division"
16,6,11,"slow_first_div","Slow First Division"
16,7,12,"slow_first_div","Slow First Division"
16,8,11,"slow_first_div","Slow First Division"
16,9,11,"slow_first_div","Slow First Division"
16,10,11,"slow_first_div","Slow First Division"
16,11,11,"slow_first_div","Slow First Division"
16,12,12,"slow_first_div","Slow First Division"
16,13,11,"slow_first_div","Slow First Division"
16,14,11,"slow_first_div","Slow First Division"
16,15,11,"slow_first_div","Slow First Division"
16,16,11,"slow_first_div","Slow First Division"
16,17,11,"slow_first_div","Slow First Division"
16,18,11,"slow_first_div","Slow First Division"
16,19,11,"slow_first_div","Slow First Division"
16,20,11,"slow_first_div","Slow First Division"
16,21,12,"slow_first_div","Slow First Division"
16,22,11,"slow_first_div","Slow First Division"
16,23,12,"slow_first_div","Slow First Division"
16,24,11,"slow_first_div","Slow First Division"
16,25,11,"slow_first_div","Slow First Division"
16,26,11,"slow_first_div","Slow First Division"
16,27,11,"slow_first_div","Slow First Division"
16,28,11,"slow_first_div","Slow First Division"
16,29,11,"slow_first_div","Slow First Division"
16,30,11,"slow_first_div","Slow First Division"
16,31,11,"slow_first_div","Slow First Division"
16,32,11,"slow_first_div","Slow First Division"
16,33,11,"slow_first_div","Slow First Division"
16,34,11,"slow_first_div","Slow First Division"
16,35,11,"slow_first_div","Slow First Division"
16,36,11,"slow_first_div","Slow First Division"
16,37,11,"slow_first_div","Slow First Division"
16,38,11,"slow_first_div","Slow First Division"
16,39,11,"slow_first_div","Slow First Division"
16,40,11,"slow_first_div","Slow First Division"
16,41,11,"slow_first_div","Slow First Division"
16,42,11,"slow_first_div","Slow First Division"
16,43,11,"slow_first_div","Slow First Division"
16,44,11,"slow_first_div","Slow First Division"
16,45,11,"slow_first_div","Slow First Division"
16,46,11,"slow_first_div","Slow First Division"
16,47,11,"slow_first_div","Slow First Division"
16,48,11,"slow_first_div","Slow First Division"
16,49,11,"slow_first_div","Slow First Division"
16,50,11,"slow_first_div","Slow First Division"
16,51,11,"slow_first_div","Slow First Division"
16,52,11,"slow_first_div","Slow First Division"
16,53,11,"slow_first_div","Slow First Division"
16,54,11,"slow_first_div","Slow First Division"
16,55,11,"slow_first_div","Slow First Division"
16,56,11,"slow_first_div","Slow First Division"
16,57,11,"slow_first_div","Slow First Division"
16,58,11,"slow_first_div","Slow First Division"
16,59,11,"slow_first_div","Slow First Division"
16,60,11,"slow_first_div","Slow First Division"
16,61,11,"slow_first_div","Slow First Division"
16,62,11,"slow_first_div","Slow First Division"
16,63,11,"slow_first_div","Slow First Division"
16,64,11,"slow_first_div","Slow First Division"
16,65,12,"slow_first_div","Slow First Division"
16,66,11,"slow_first_div","Slow First Division"
16,67,11,"slow_first_div","Slow First Division"
16,68,12,"slow_first_div","Slow First Division"
16,69,11,"slow_first_div","Slow First Division"
16,70,11,"slow_first_div","Slow First Division"
16,71,11,"slow_first_div","Slow First Division"
16,72,11,"slow_first_div","Slow First Division"
16,73,11,"slow_first_div","Slow First Division"
16,74,11,"slow_first_div","Slow First Division"
16,75,11,"slow_first_div","Slow First Division"
16,76,11,"slow_first_div","Slow First Division"
16,77,12,"slow_first_div","Slow First Division"
16,78,12,"slow_first_div","Slow First Division"
16,79,11,"slow_first_div","Slow First Division"
16,80,11,"slow_first_div","Slow First Division"
16,81,11,"slow_first_div","Slow First Division"
16,82,12,"slow_first_div","Slow First Division"
16,83,11,"slow_first_div","Slow First Division"
16,84,11,"slow_first_div","Slow First Division"
16,85,11,"slow_first_div","Slow First Division"
16,86,11,"slow_first_div","Slow First Division"
16,87,11,"slow_first_div","Slow First Division"
16,88,11,"slow_first_div","Slow First Division"
16,89,11,"slow_first_div","Slow First Division"
16,90,11,"slow_first_div","Slow First Division"
16,91,12,"slow_first_div","Slow First Division"
16,92,11,"slow_first_div","Slow First Division"
16,93,11,"slow_first_div","Slow First Division"
16,94,11,"slow_first_div","Slow First Division"
16,95,11,"slow_first_div","Slow First Division"
16,96,11,"slow_first_div","Slow First Division"
16,97,12,"slow_first_div","Slow First Division"
16,98,12,"slow_first_div","Slow First Division"
16,99,11,"slow_first_div","Slow First Division"
16,100,11,"slow_first_div","Slow First Division"
16,101,11,"slow_first_div","Slow First Division"
17,0,11,"slow_first_div","Slow First Division"
17,1,11,"slow_first_div","Slow First Division"
17,2,11,"slow_first_div","Slow First Division"
17,3,11,"slow_first_div","Slow First Division"
17,4,11,"slow_first_div","Slow First Division"
17,5,11,"slow_first_div","Slow First Division"
17,6,11,"slow_first_div","Slow First Division"
17,7,11,"slow_first_div","Slow First Division"
17,8,11,"slow_first_div","Slow First Division"
17,9,11,"slow_first_div","Slow First Division"
17,10,11,"slow_first_div","Slow First Division"
17,11,11,"slow_first_div","Slow First Division"
17,12,11,"slow_first_div","Slow First Division"
17,13,11,"slow_first_div","Slow First Division"
17,14,11,"slow_first_div","Slow First Division"
17,15,11,"slow_first_div","Slow First Division"
17,16,11,"slow_first_div","Slow First Division"
17,17,12,"slow_first_div","Slow First Division"
17,18,11,"slow_first_div","Slow First Division"
17,19,11,"slow_first_div","Slow First Division"
17,20,11,"slow_first_div","Slow First Division"
17,21,12,"slow_first_div","Slow First Division"
17,22,11,"slow_first_div","Slow First Division"
17,23,11,"slow_first_div","Slow First Division"
17,24,11,"slow_first_div","Slow First Division"
17,25,11,"slow_first_div","Slow First Division"
17,26,11,"slow_first_div","Slow First Division"
17,27,11,"slow_first_div","Slow First Division"
17,28,11,"slow_first_div","Slow First Division"
17,29,11,"slow_first_div","Slow First Division"
17,30,11,"slow_first_div","Slow First Division"
17,31,12,"slow_first_div","Slow First Division"
17,32,11,"slow_first_div","Slow First Division"
17,33,12,"slow_first_div","Slow First Division"
17,34,12,"slow_first_div","Slow First Division"
17,35,11,"slow_first_div","Slow First Division"
17,36,11,"slow_first_div","Slow First Division"
17,37,12,"slow_first_div","Slow First Division"
17,38,11,"slow_first_div","Slow First Division"
17,39,11,"slow_first_div","Slow First Division"
17,40,11,"slow_first_div","Slow First Division"
17,41,11,"slow_first_div","Slow First Division"
17,42,11,"slow_first_div","Slow First Division"
17,43,11,"slow_first_div","Slow First Division"
17,44,12,"slow_first_div","Slow First Division"
17,45,11,"slow_first_div","Slow First Division"
17,46,11,"slow_first_div","Slow First Division"
17,47,11,"slow_first_div","Slow First Division"
17,48,11,"slow_first_div","Slow First Division"
17,49,11,"slow_first_div","Slow First Division"
17,50,11,"slow_first_div","Slow First Division"
17,51,12,"slow_first_div","Slow First Division"
17,52,11,"slow_first_div","Slow First Division"
17,53,11,"slow_first_div","Slow First Division"
17,54,11,"slow_first_div","Slow First Division"
17,55,11,"slow_first_div","Slow First Division"
17,56,11,"slow_first_div","Slow First Division"
17,57,11,"slow_first_div","Slow First Division"
17,58,12,"slow_first_div","Slow First Division"
17,59,11,"slow_first_div","Slow First Division"
17,60,11,"slow_first_div","Slow First Division"
17,61,11,"slow_first_div","Slow First Division"
17,62,11,"slow_first_div","Slow First Division"
17,63,12,"slow_first_div","Slow First Division"
17,64,11,"slow_first_div","Slow First Division"
17,65,11,"slow_first_div","Slow First Division"
17,66,12,"slow_first_div","Slow First Division"
17,67,11,"slow_first_div","Slow First Division"
17,68,11,"slow_first_div","Slow First Division"
17,69,11,"slow_first_div","Slow First Division"
17,70,11,"slow_first_div","Slow First Division"
17,71,11,"slow_first_div","Slow First Division"
17,72,12,"slow_first_div","Slow First Division"
17,73,11,"slow_first_div","Slow First Division"
17,74,11,"slow_first_div","Slow First Division"
17,75,11,"slow_first_div","Slow First Division"
17,76,11,"slow_first_div","Slow First Division"
17,77,12,"slow_first_div","Slow First Division"
17,78,11,"slow_first_div","Slow First Division"
17,79,11,"slow_first_div","Slow First Division"
17,80,11,"slow_first_div","Slow First Division"
17,81,11,"slow_first_div","Slow First Division"
17,82,11,"slow_first_div","Slow First Division"
17,83,12,"slow_first_div","Slow First Division"
17,84,11,"slow_first_div","Slow First Division"
17,85,11,"slow_first_div","Slow First Division"
17,86,10,"slow_first_div","Slow First Division"
17,87,11,"slow_first_div","Slow First Division"
17,88,12,"slow_first_div","Slow First Division"
17,89,12,"slow_first_div","Slow First Division"
17,90,11,"slow_first_div","Slow First Division"
17,91,11,"slow_first_div","Slow First Division"
17,92,11,"slow_first_div","Slow First Division"
17,93,11,"slow_first_div","Slow First Division"
17,94,11,"slow_first_div","Slow First Division"
17,95,12,"slow_first_div","Slow First Division"
17,96,11,"slow_first_div","Slow First Division"
17,97,11,"slow_first_div","Slow First Division"
17,98,12,"slow_first_div","Slow First Division"
17,99,11,"slow_first_div","Slow First Division"
17,100,12,"slow_first_div","Slow First Division"
17,101,11,"slow_first_div","Slow First Division"
18,0,11,"slow_first_div","Slow First Division"
18,1,11,"slow_first_div","Slow First Division"
18,2,11,"slow_first_div","Slow First Division"
18,3,11,"slow_first_div","Slow First Division"
18,4,11,"slow_first_div","Slow First Division"
18,5,11,"slow_first_div","Slow First Division"
18,6,11,"slow_first_div","Slow First Division"
18,7,11,"slow_first_div","Slow First Division"
18,8,12,"slow_first_div","Slow First Division"
18,9,11,"slow_first_div","Slow First Division"
18,10,11,"slow_first_div","Slow First Division"
18,11,11,"slow_first_div","Slow First Division"
18,12,11,"slow_first_div","Slow First Division"
18,13,11,"slow_first_div","Slow First Division"
18,14,11,"slow_first_div","Slow First Division"
18,15,11,"slow_first_div","Slow First Division"
18,16,11,"slow_first_div","Slow First Division"
18,17,10,"slow_first_div","Slow First Division"
18,18,12,"slow_first_div","Slow First Division"
18,19,11,"slow_first_div","Slow First Division"
18,20,11,"slow_first_div","Slow First Division"
18,21,11,"slow_first_div","Slow First Division"
18,22,11,"slow_first_div","Slow First Division"
18,23,11,"slow_first_div","Slow First Division"
18,24,11,"slow_first_div","Slow First Division"
18,25,11,"slow_first_div","Slow First Division"
18,26,11,"slow_first_div","Slow First Division"
18,27,11,"slow_first_div","Slow First Division"
18,28,11,"slow_first_div","Slow First Division"
18,29,11,"slow_first_div","Slow First Division"
18,30,12,"slow_first_div","Slow First Division"
18,31,12,"slow_first_div","Slow First Division"
18,32,11,"slow_first_div","Slow First Division"
18,33,11,"slow_first_div","Slow First Division"
18,34,11,"slow_first_div","Slow First Division"
18,35,11,"slow_first_div","Slow First Division"
18,36,11,"slow_first_div","Slow First Division"
18,37,11,"slow_first_div","Slow First Division"
18,38,11,"slow_first_div","Slow First Division"
18,39,11,"slow_first_div","Slow First Division"
18,40,11,"slow_first_div","Slow First Division"
18,41,11,"slow_first_div","Slow First Division"
18,42,11,"slow_first_div","Slow First Division"
18,43,11,"slow_first_div","Slow First Division"
18,44,12,"slow_first_div","Slow First Division"
18,45,11,"slow_first_div","Slow First Division"
18,46,11,"slow_first_div","Slow First Division"
18,47,11,"slow_first_div","Slow First Division"
18,48,12,"slow_first_div","Slow First Division"
18,49,11,"slow_first_div","Slow First Division"
18,50,11,"slow_first_div","Slow First Division"
18,51,11,"slow_first_div","Slow First Division"
18,52,11,"slow_first_div","Slow First Division"
18,53,11,"slow_first_div","Slow First Division"
18,54,11,"slow_first_div","Slow First Division"
18,55,11,"slow_first_div","Slow First Division"
18,56,12,"slow_first_div","Slow First Division"
18,57,11,"slow_first_div","Slow First Division"
18,58,11,"slow_first_div","Slow First Division"
18,59,11,"slow_first_div","Slow First Division"
18,60,11,"slow_first_div","Slow First Division"
18,61,11,"slow_first_div","Slow First Division"
18,62,10,"slow_first_div","Slow First Division"
18,63,11,"slow_first_div","Slow First Division"
18,64,12,"slow_first_div","Slow First Division"
18,65,12,"slow_first_div","Slow First Division"
18,66,11,"slow_first_div","Slow First Division"
18,67,11,"slow_first_div","Slow First Division"
18,68,11,"slow_first_div","Slow First Division"
18,69,11,"slow_first_div","Slow First Division"
18,70,11,"slow_first_div","Slow First Division"
18,71,11,"slow_first_div","Slow First Division"
18,72,11,"slow_first_div","Slow First Division"
18,73,11,"slow_first_div","Slow First Division"
18,74,11,"slow_first_div","Slow First Division"
18,75,11,"slow_first_div","Slow First Division"
18,76,12,"slow_first_div","Slow First Division"
18,77,11,"slow_first_div","Slow First Division"
18,78,12,"slow_first_div","Slow First Division"
18,79,11,"slow_first_div","Slow First Division"
18,80,11,"slow_first_div","Slow First Division"
18,81,11,"slow_first_div","Slow First Division"
18,82,12,"slow_first_div","Slow First Division"
18,83,11,"slow_first_div","Slow First Division"
18,84,12,"slow_first_div","Slow First Division"
18,85,11,"slow_first_div","Slow First Division"
18,86,11,"slow_first_div","Slow First Division"
18,87,11,"slow_first_div","Slow First Division"
18,88,11,"slow_first_div","Slow First Division"
18,89,11,"slow_first_div","Slow First Division"
18,90,11,"slow_first_div","Slow First Division"
18,91,12,"slow_first_div","Slow First Division"
18,92,12,"slow_first_div","Slow First Division"
18,93,11,"slow_first_div","Slow First Division"
18,94,12,"slow_first_div","Slow First Division"
18,95,11,"slow_first_div","Slow First Division"
18,96,11,"slow_first_div","Slow First Division"
18,97,11,"slow_first_div","Slow First Division"
18,98,11,"slow_first_div","Slow First Division"
18,99,11,"slow_first_div","Slow First Division"
18,100,11,"slow_first_div","Slow First Division"
18,101,11,"slow_first_div","Slow First Division"
19,0,11,"slow_first_div","Slow First Division"
19,1,11,"slow_first_div","Slow First Division"
19,2,12,"slow_first_div","Slow First Division"
19,3,11,"slow_first_div","Slow First Division"
19,4,11,"slow_first_div","Slow First Division"
19,5,11,"slow_first_div","Slow First Division"
19,6,11,"slow_first_div","Slow First Division"
19,7,11,"slow_first_div","Slow First Division"
19,8,11,"slow_first_div","Slow First Division"
19,9,12,"slow_first_div","Slow First Division"
19,10,11,"slow_first_div","Slow First Division"
19,11,12,"slow_first_div","Slow First Division"
19,12,11,"slow_first_div","Slow First Division"
19,13,11,"slow_first_div","Slow First Division"
19,14,11,"slow_first_div","Slow First Division"
19,15,10,"slow_first_div","Slow First Division"
19,16,11,"slow_first_div","Slow First Division"
19,17,12,"slow_first_div","Slow First Division"
19,18,11,"slow_first_div","Slow First Division"
19,19,11,"slow_first_div","Slow First Division"
19,20,11,"slow_first_div","Slow First Division"
19,21,10,"slow_first_div","Slow First Division"
19,22,11,"slow_first_div","Slow First Division"
19,23,12,"slow_first_div","Slow First Division"
19,24,11,"slow_first_div","Slow First Division"
19,25,11,"slow_first_div","Slow First Division"
19,26,12,"slow_first_div","Slow First Division"
19,27,12,"slow_first_div","Slow First Division"
19,28,11,"slow_first_div","Slow First Division"
19,29,11,"slow_first_div","Slow First Division"
19,30,11,"slow_first_div","Slow First Division"
19,31,11,"slow_first_div","Slow First Division"
19,32,11,"slow_first_div","Slow First Division"
19,33,11,"slow_first_div","Slow First Division"
19,34,11,"slow_first_div","Slow First Division"
19,35,11,"slow_first_div","Slow First Division"
19,36,12,"slow_first_div","Slow First Division"
19,37,11,"slow_first_div","Slow First Division"
19,38,11,"slow_first_div","Slow First Division"
19,39,12,"slow_first_div","Slow First Division"
19,40,11,"slow_first_div","Slow First Division"
19,41,12,"slow_first_div","Slow First Division"
19,42,11,"slow_first_div","Slow First Division"
19,43,11,"slow_first_div","Slow First Division"
19,44,11,"slow_first_div","Slow First Division"
19,45,11,"slow_first_div","Slow First Division"
19,46,11,"slow_first_div","Slow First Division"
19,47,12,"slow_first_div","Slow First Division"
19,48,11,"slow_first_div","Slow First Division"
19,49,12,"slow_first_div","Slow First Division"
19,50,12,"slow_first_div","Slow First Division"
19,51,11,"slow_first_div","Slow First Division"
19,52,11,"slow_first_div","Slow First Division"
19,53,12,"slow_first_div","Slow First Division"
19,54,11,"slow_first_div","Slow First Division"
19,55,12,"slow_first_div","Slow First Division"
19,56,12,"slow_first_div","Slow First Division"
19,57,11,"slow_first_div","Slow First Division"
19,58,11,"slow_first_div","Slow First Division"
19,59,11,"slow_first_div","Slow First Division"
19,60,12,"slow_first_div","Slow First Division"
19,61,11,"slow_first_div","Slow First Division"
19,62,11,"slow_first_div","Slow First Division"
19,63,11,"slow_first_div","Slow First Division"
19,64,12,"slow_first_div","Slow First Division"
19,65,11,"slow_first_div","Slow First Division"
19,66,11,"slow_first_div","Slow First Division"
19,67,11,"slow_first_div","Slow First Division"
19,68,11,"slow_first_div","Slow First Division"
19,69,12,"slow_first_div","Slow First Division"
19,70,11,"slow_first_div","Slow First Division"
19,71,11,"slow_first_div","Slow First Division"
19,72,11,"slow_first_div","Slow First Division"
19,73,11,"slow_first_div","Slow First Division"
19,74,11,"slow_first_div","Slow First Division"
19,75,11,"slow_first_div","Slow First Division"
19,76,11,"slow_first_div","Slow First Division"
19,77,11,"slow_first_div","Slow First Division"
19,78,11,"slow_first_div","Slow First Division"
19,79,11,"slow_first_div","Slow First Division"
19,80,12,"slow_first_div","Slow First Division"
19,81,12,"slow_first_div","Slow First Division"
19,82,11,"slow_first_div","Slow First Division"
19,83,11,"slow_first_div","Slow First Division"
19,84,11,"slow_first_div","Slow First Division"
19,85,11,"slow_first_div","Slow First Division"
19,86,11,"slow_first_div","Slow First Division"
19,87,11,"slow_first_div","Slow First Division"
19,88,11,"slow_first_div","Slow First Division"
19,89,11,"slow_first_div","Slow First Division"
19,90,11,"slow_first_div","Slow First Division"
19,91,12,"slow_first_div","Slow First Division"
19,92,11,"slow_first_div","Slow First Division"
19,93,11,"slow_first_div","Slow First Division"
19,94,11,"slow_first_div","Slow First Division"
19,95,11,"slow_first_div","Slow First Division"
19,96,11,"slow_first_div","Slow First Division"
19,97,11,"slow_first_div","Slow First Division"
19,98,11,"slow_first_div","Slow First Division"
19,99,11,"slow_first_div","Slow First Division"
19,100,11,"slow_first_div","Slow First Division"
19,101,11,"slow_first_div","Slow First Division"
20,0,12,"slow_first_div","Slow First Division"
20,1,11,"slow_first_div","Slow First Division"
20,2,11,"slow_first_div","Slow First Division"
20,3,11,"slow_first_div","Slow First Division"
20,4,11,"slow_first_div","Slow First Division"
20,5,11,"slow_first_div","Slow First Division"
20,6,11,"slow_first_div","Slow First Division"
20,7,11,"slow_first_div","Slow First Division"
20,8,11,"slow_first_div","Slow First Division"
20,9,11,"slow_first_div","Slow First Division"
20,10,11,"slow_first_div","Slow First Division"
20,11,11,"slow_first_div","Slow First Division"
20,12,11,"slow_first_div","Slow First Division"
20,13,11,"slow_first_div","Slow First Division"
20,14,11,"slow_first_div","Slow First Division"
20,15,11,"slow_first_div","Slow First Division"
20,16,11,"slow_first_div","Slow First Division"
20,17,12,"slow_first_div","Slow First Division"
20,18,11,"slow_first_div","Slow First Division"
20,19,11,"slow_first_div","Slow First Division"
20,20,11,"slow_first_div","Slow First Division"
20,21,11,"slow_first_div","Slow First Division"
20,22,11,"slow_first_div","Slow First Division"
20,23,12,"slow_first_div","Slow First Division"
20,24,12,"slow_first_div","Slow First Division"
20,25,11,"slow_first_div","Slow First Division"
20,26,11,"slow_first_div","Slow First Division"
20,27,11,"slow_first_div","Slow First Division"
20,28,11,"slow_first_div","Slow First Division"
20,29,11,"slow_first_div","Slow First Division"
20,30,11,"slow_first_div","Slow First Division"
20,31,12,"slow_first_div","Slow First Division"
20,32,11,"slow_first_div","Slow First Division"
20,33,11,"slow_first_div","Slow First Division"
20,34,12,"slow_first_div","Slow First Division"
20,35,11,"slow_first_div","Slow First Division"
20,36,11,"slow_first_div","Slow First Division"
20,37,11,"slow_first_div","Slow First Division"
20,38,11,"slow_first_div","Slow First Division"
20,39,12,"slow_first_div","Slow First Division"
20,40,11,"slow_first_div","Slow First Division"
20,41,11,"slow_first_div","Slow First Division"
20,42,11,"slow_first_div","Slow First Division"
20,43,11,"slow_first_div","Slow First Division"
20,44,11,"slow_first_div","Slow First Division"
20,45,11,"slow_first_div","Slow First Division"
20,46,11,"slow_first_div","Slow First Division"
20,47,11,"slow_first_div","Slow First Division"
20,48,11,"slow_first_div","Slow First Division"
20,49,12,"slow_first_div","Slow First Division"
20,50,11,"slow_first_div","Slow First Division"
20,51,11,"slow_first_div","Slow First Division"
20,52,11,"slow_first_div","Slow First Division"
20,53,11,"slow_first_div","Slow First Division"
20,54,12,"slow_first_div","Slow First Division"
20,55,11,"slow_first_div","Slow First Division"
20,56,11,"slow_first_div","Slow First Division"
20,57,12,"slow_first_div","Slow First Division"
20,58,11,"slow_first_div","Slow First Division"
20,59,11,"slow_first_div","Slow First Division"
20,60,11,"slow_first_div","Slow First Division"
20,61,11,"slow_first_div","Slow First Division"
20,62,11,"slow_first_div","Slow First Division"
20,63,11,"slow_first_div","Slow First Division"
20,64,11,"slow_first_div","Slow First Division"
20,65,11,"slow_first_div","Slow First Division"
20,66,11,"slow_first_div","Slow First Division"
20,67,11,"slow_first_div","Slow First Division"
20,68,11,"slow_first_div","Slow First Division"
20,69,11,"slow_first_div","Slow First Division"
20,70,11,"slow_first_div","Slow First Division"
20,71,11,"slow_first_div","Slow First Division"
20,72,11,"slow_first_div","Slow First Division"
20,73,11,"slow_first_div","Slow First Division"
20,74,12,"slow_first_div","Slow First Division"
20,75,11,"slow_first_div","Slow First Division"
20,76,11,"slow_first_div","Slow First Division"
20,77,12,"slow_first_div","Slow First Division"
20,78,11,"slow_first_div","Slow First Division"
20,79,12,"slow_first_div","Slow First Division"
20,80,12,"slow_first_div","Slow First Division"
20,81,11,"slow_first_div","Slow First Division"
20,82,11,"slow_first_div","Slow First Division"
20,83,11,"slow_first_div","Slow First Division"
20,84,11,"slow_first_div","Slow First Division"
20,85,11,"slow_first_div","Slow First Division"
20,86,11,"slow_first_div","Slow First Division"
20,87,10,"slow_first_div","Slow First Division"
20,88,12,"slow_first_div","Slow First Division"
20,89,11,"slow_first_div","Slow First Division"
20,90,11,"slow_first_div","Slow First Division"
20,91,11,"slow_first_div","Slow First Division"
20,92,11,"slow_first_div","Slow First Division"
20,93,11,"slow_first_div","Slow First Division"
20,94,11,"slow_first_div","Slow First Division"
20,95,11,"slow_first_div","Slow First Division"
20,96,12,"slow_first_div","Slow First Division"
20,97,11,"slow_first_div","Slow First Division"
20,98,11,"slow_first_div","Slow First Division"
20,99,12,"slow_first_div","Slow First Division"
20,100,12,"slow_first_div","Slow First Division"
20,101,12,"slow_first_div","Slow First Division"
21,0,11,"slow_first_div","Slow First Division"
21,1,11,"slow_first_div","Slow First Division"
21,2,11,"slow_first_div","Slow First Division"
21,3,11,"slow_first_div","Slow First Division"
21,4,11,"slow_first_div","Slow First Division"
21,5,12,"slow_first_div","Slow First Division"
21,6,12,"slow_first_div","Slow First Division"
21,7,11,"slow_first_div","Slow First Division"
21,8,11,"slow_first_div","Slow First Division"
21,9,11,"slow_first_div","Slow First Division"
21,10,11,"slow_first_div","Slow First Division"
21,11,12,"slow_first_div","Slow First Division"
21,12,11,"slow_first_div","Slow First Division"
21,13,11,"slow_first_div","Slow First Division"
21,14,11,"slow_first_div","Slow First Division"
21,15,11,"slow_first_div","Slow First Division"
21,16,10,"slow_first_div","Slow First Division"
21,17,11,"slow_first_div","Slow First Division"
21,18,11,"slow_first_div","Slow First Division"
