"sim_number","generation","diameter","variation","diff_mean"
24,13,13,5,0
24,14,14,5,0
24,15,14,5,0
24,16,15,5,0
24,17,15,5,0
24,18,15,5,0
24,19,15,5,0
24,20,15,5,0
24,21,14,5,0
24,22,14,5,0
24,23,15,5,0
24,24,15,5,0
24,25,14,5,0
24,26,15,5,0
24,27,15,5,0
24,28,15,5,0
24,29,14,5,0
24,30,13,5,0
24,31,13,5,0
24,32,15,5,0
24,33,15,5,0
24,34,15,5,0
24,35,15,5,0
24,36,15,5,0
24,37,14,5,0
24,38,13,5,0
24,39,14,5,0
24,40,15,5,0
24,41,13,5,0
24,42,15,5,0
24,43,15,5,0
24,44,15,5,0
24,45,15,5,0
24,46,15,5,0
24,47,15,5,0
24,48,15,5,0
24,49,15,5,0
24,50,15,5,0
24,51,15,5,0
25,0,15,5,0
25,1,15,5,0
25,2,15,5,0
25,3,14,5,0
25,4,14,5,0
25,5,14,5,0
25,6,15,5,0
25,7,15,5,0
25,8,15,5,0
25,9,15,5,0
25,10,15,5,0
25,11,14,5,0
25,12,14,5,0
25,13,13,5,0
25,14,15,5,0
25,15,15,5,0
25,16,15,5,0
25,17,13,5,0
25,18,14,5,0
25,19,14,5,0
25,20,15,5,0
25,21,15,5,0
25,22,15,5,0
25,23,14,5,0
25,24,15,5,0
25,25,15,5,0
25,26,14,5,0
25,27,15,5,0
25,28,15,5,0
25,29,15,5,0
25,30,14,5,0
25,31,15,5,0
25,32,14,5,0
25,33,14,5,0
25,34,14,5,0
25,35,14,5,0
25,36,14,5,0
25,37,15,5,0
25,38,15,5,0
25,39,15,5,0
25,40,15,5,0
25,41,15,5,0
25,42,15,5,0
25,43,14,5,0
25,44,13,5,0
25,45,13,5,0
25,46,15,5,0
25,47,14,5,0
25,48,15,5,0
25,49,15,5,0
25,50,15,5,0
25,51,13,5,0
26,0,15,5,0
26,1,15,5,0
26,2,15,5,0
26,3,14,5,0
26,4,13,5,0
26,5,14,5,0
26,6,15,5,0
26,7,15,5,0
26,8,15,5,0
26,9,15,5,0
26,10,15,5,0
26,11,15,5,0
26,12,15,5,0
26,13,15,5,0
26,14,15,5,0
26,15,15,5,0
26,16,15,5,0
26,17,14,5,0
26,18,14,5,0
26,19,14,5,0
26,20,14,5,0
26,21,14,5,0
26,22,14,5,0
26,23,13,5,0
26,24,14,5,0
26,25,15,5,0
26,26,15,5,0
26,27,14,5,0
26,28,15,5,0
26,29,14,5,0
26,30,14,5,0
26,31,14,5,0
26,32,14,5,0
26,33,13,5,0
26,34,15,5,0
26,35,15,5,0
26,36,14,5,0
26,37,15,5,0
26,38,14,5,0
26,39,14,5,0
26,40,15,5,0
26,41,15,5,0
26,42,13,5,0
26,43,14,5,0
26,44,14,5,0
26,45,15,5,0
26,46,14,5,0
26,47,15,5,0
26,48,13,5,0
26,49,13,5,0
26,50,14,5,0
26,51,14,5,0
27,0,14,5,0
27,1,14,5,0
27,2,13,5,0
27,3,13,5,0
27,4,13,5,0
27,5,14,5,0
27,6,15,5,0
27,7,14,5,0
27,8,14,5,0
27,9,14,5,0
27,10,14,5,0
27,11,13,5,0
27,12,13,5,0
27,13,14,5,0
27,14,13,5,0
27,15,15,5,0
27,16,15,5,0
27,17,15,5,0
27,18,15,5,0
27,19,13,5,0
27,20,13,5,0
27,21,13,5,0
27,22,13,5,0
27,23,15,5,0
27,24,15,5,0
27,25,14,5,0
27,26,14,5,0
27,27,14,5,0
27,28,14,5,0
27,29,15,5,0
27,30,14,5,0
27,31,13,5,0
27,32,14,5,0
27,33,14,5,0
27,34,15,5,0
27,35,15,5,0
27,36,15,5,0
27,37,15,5,0
27,38,15,5,0
27,39,14,5,0
27,40,13,5,0
27,41,13,5,0
27,42,14,5,0
27,43,15,5,0
27,44,15,5,0
27,45,15,5,0
27,46,14,5,0
27,47,14,5,0
27,48,15,5,0
27,49,14,5,0
27,50,13,5,0
27,51,14,5,0
28,0,15,5,0
28,1,13,5,0
28,2,14,5,0
28,3,14,5,0
28,4,14,5,0
28,5,15,5,0
28,6,15,5,0
28,7,14,5,0
28,8,15,5,0
28,9,15,5,0
28,10,15,5,0
28,11,14,5,0
28,12,13,5,0
28,13,14,5,0
28,14,14,5,0
28,15,14,5,0
28,16,13,5,0
28,17,13,5,0
28,18,14,5,0
28,19,15,5,0
28,20,13,5,0
28,21,13,5,0
28,22,15,5,0
28,23,14,5,0
28,24,15,5,0
28,25,15,5,0
28,26,14,5,0
28,27,13,5,0
28,28,14,5,0
28,29,15,5,0
28,30,15,5,0
28,31,14,5,0
28,32,14,5,0
28,33,15,5,0
28,34,14,5,0
28,35,15,5,0
28,36,14,5,0
28,37,14,5,0
28,38,14,5,0
28,39,14,5,0
28,40,14,5,0
28,41,14,5,0
28,42,14,5,0
28,43,15,5,0
28,44,15,5,0
28,45,15,5,0
28,46,14,5,0
28,47,15,5,0
28,48,15,5,0
28,49,13,5,0
28,50,13,5,0
28,51,15,5,0
29,0,14,5,0
29,1,15,5,0
29,2,14,5,0
29,3,13,5,0
29,4,14,5,0
29,5,13,5,0
29,6,13,5,0
29,7,14,5,0
29,8,14,5,0
29,9,13,5,0
29,10,13,5,0
29,11,14,5,0
29,12,15,5,0
29,13,15,5,0
29,14,15,5,0
29,15,15,5,0
29,16,15,5,0
29,17,15,5,0
29,18,15,5,0
29,19,15,5,0
29,20,15,5,0
29,21,15,5,0
29,22,14,5,0
29,23,15,5,0
29,24,13,5,0
29,25,15,5,0
29,26,15,5,0
29,27,13,5,0
29,28,13,5,0
29,29,14,5,0
29,30,15,5,0
29,31,15,5,0
29,32,15,5,0
29,33,15,5,0
29,34,14,5,0
29,35,13,5,0
29,36,14,5,0
29,37,13,5,0
29,38,15,5,0
29,39,15,5,0
29,40,14,5,0
29,41,13,5,0
29,42,15,5,0
29,43,14,5,0
29,44,14,5,0
29,45,15,5,0
29,46,15,5,0
29,47,13,5,0
29,48,14,5,0
29,49,13,5,0
29,50,14,5,0
29,51,13,5,0
30,0,15,5,0
30,1,15,5,0
30,2,15,5,0
30,3,15,5,0
30,4,14,5,0
30,5,15,5,0
30,6,15,5,0
30,7,15,5,0
30,8,15,5,0
30,9,15,5,0
30,10,14,5,0
30,11,15,5,0
30,12,14,5,0
30,13,15,5,0
30,14,14,5,0
30,15,13,5,0
30,16,14,5,0
30,17,13,5,0
30,18,14,5,0
30,19,14,5,0
30,20,15,5,0
30,21,15,5,0
30,22,14,5,0
30,23,13,5,0
30,24,15,5,0
30,25,14,5,0
30,26,14,5,0
30,27,14,5,0
30,28,13,5,0
30,29,13,5,0
30,30,13,5,0
30,31,13,5,0
30,32,14,5,0
30,33,15,5,0
30,34,13,5,0
30,35,13,5,0
30,36,13,5,0
30,37,15,5,0
30,38,15,5,0
30,39,15,5,0
30,40,15,5,0
30,41,15,5,0
30,42,14,5,0
30,43,15,5,0
30,44,15,5,0
30,45,15,5,0
30,46,15,5,0
30,47,15,5,0
30,48,15,5,0
30,49,15,5,0
30,50,15,5,0
30,51,15,5,0
1,0,11,5,20
1,1,11,5,20
1,2,11,5,20
1,3,12,5,20
1,4,11,5,20
1,5,11,5,20
1,6,11,5,20
1,7,12,5,20
1,8,11,5,20
1,9,11,5,20
1,10,11,5,20
1,11,11,5,20
1,12,11,5,20
1,13,11,5,20
1,14,11,5,20
1,15,11,5,20
1,16,11,5,20
1,17,12,5,20
1,18,12,5,20
1,19,11,5,20
1,20,11,5,20
1,21,12,5,20
1,22,11,5,20
1,23,11,5,20
1,24,11,5,20
1,25,11,5,20
1,26,11,5,20
1,27,11,5,20
1,28,11,5,20
1,29,12,5,20
1,30,11,5,20
1,31,11,5,20
1,32,11,5,20
1,33,12,5,20
1,34,11,5,20
1,35,12,5,20
1,36,11,5,20
1,37,11,5,20
1,38,12,5,20
1,39,11,5,20
1,40,11,5,20
1,41,11,5,20
1,42,12,5,20
1,43,11,5,20
1,44,12,5,20
1,45,12,5,20
1,46,12,5,20
1,47,11,5,20
1,48,11,5,20
1,49,11,5,20
1,50,11,5,20
1,51,11,5,20
2,0,11,5,20
2,1,11,5,20
2,2,11,5,20
2,3,11,5,20
2,4,11,5,20
2,5,11,5,20
2,6,11,5,20
2,7,11,5,20
2,8,11,5,20
2,9,11,5,20
2,10,11,5,20
2,11,11,5,20
2,12,11,5,20
2,13,11,5,20
2,14,11,5,20
2,15,11,5,20
2,16,12,5,20
2,17,11,5,20
2,18,11,5,20
2,19,11,5,20
2,20,11,5,20
2,21,11,5,20
2,22,11,5,20
2,23,11,5,20
2,24,11,5,20
2,25,11,5,20
2,26,12,5,20
2,27,11,5,20
2,28,12,5,20
2,29,11,5,20
2,30,11,5,20
2,31,12,5,20
2,32,12,5,20
2,33,11,5,20
2,34,11,5,20
2,35,11,5,20
2,36,12,5,20
2,37,12,5,20
2,38,11,5,20
2,39,11,5,20
2,40,11,5,20
2,41,11,5,20
2,42,11,5,20
2,43,11,5,20
2,44,11,5,20
2,45,12,5,20
2,46,11,5,20
2,47,11,5,20
2,48,12,5,20
2,49,11,5,20
2,50,11,5,20
2,51,11,5,20
3,0,11,5,20
3,1,11,5,20
3,2,11,5,20
3,3,11,5,20
3,4,11,5,20
3,5,11,5,20
3,6,11,5,20
3,7,11,5,20
3,8,11,5,20
3,9,12,5,20
3,10,12,5,20
3,11,12,5,20
3,12,11,5,20
3,13,11,5,20
3,14,11,5,20
3,15,11,5,20
3,16,12,5,20
3,17,11,5,20
3,18,11,5,20
3,19,12,5,20
3,20,12,5,20
3,21,12,5,20
3,22,11,5,20
3,23,11,5,20
3,24,11,5,20
3,25,12,5,20
3,26,11,5,20
3,27,11,5,20
3,28,11,5,20
3,29,11,5,20
3,30,12,5,20
3,31,11,5,20
3,32,11,5,20
3,33,11,5,20
3,34,12,5,20
3,35,11,5,20
3,36,11,5,20
3,37,11,5,20
3,38,11,5,20
3,39,11,5,20
3,40,11,5,20
3,41,11,5,20
3,42,11,5,20
3,43,11,5,20
3,44,11,5,20
3,45,12,5,20
3,46,11,5,20
3,47,11,5,20
3,48,12,5,20
3,49,11,5,20
3,50,12,5,20
3,51,11,5,20
4,0,11,5,20
4,1,11,5,20
4,2,11,5,20
4,3,11,5,20
4,4,11,5,20
4,5,11,5,20
4,6,11,5,20
4,7,11,5,20
4,8,11,5,20
4,9,11,5,20
4,10,11,5,20
4,11,11,5,20
4,12,12,5,20
4,13,11,5,20
4,14,12,5,20
4,15,12,5,20
4,16,11,5,20
4,17,11,5,20
4,18,11,5,20
4,19,11,5,20
4,20,11,5,20
4,21,11,5,20
4,22,12,5,20
4,23,11,5,20
4,24,11,5,20
4,25,11,5,20
4,26,11,5,20
4,27,11,5,20
4,28,11,5,20
4,29,11,5,20
4,30,11,5,20
4,31,12,5,20
4,32,11,5,20
4,33,11,5,20
4,34,11,5,20
4,35,11,5,20
4,36,11,5,20
4,37,11,5,20
4,38,11,5,20
4,39,12,5,20
4,40,11,5,20
4,41,11,5,20
4,42,11,5,20
4,43,11,5,20
4,44,11,5,20
4,45,11,5,20
4,46,11,5,20
4,47,11,5,20
4,48,11,5,20
4,49,11,5,20
4,50,11,5,20
4,51,11,5,20
5,0,11,5,20
5,1,11,5,20
5,2,11,5,20
5,3,11,5,20
5,4,11,5,20
5,5,11,5,20
5,6,11,5,20
5,7,11,5,20
5,8,11,5,20
5,9,11,5,20
5,10,11,5,20
5,11,12,5,20
5,12,11,5,20
5,13,11,5,20
5,14,11,5,20
5,15,11,5,20
5,16,12,5,20
5,17,11,5,20
5,18,11,5,20
5,19,11,5,20
5,20,11,5,20
5,21,11,5,20
5,22,11,5,20
5,23,12,5,20
5,24,11,5,20
5,25,11,5,20
5,26,11,5,20
5,27,11,5,20
5,28,11,5,20
5,29,12,5,20
5,30,11,5,20
5,31,11,5,20
5,32,11,5,20
5,33,11,5,20
5,34,11,5,20
5,35,12,5,20
5,36,11,5,20
5,37,11,5,20
5,38,12,5,20
5,39,11,5,20
5,40,12,5,20
5,41,11,5,20
5,42,12,5,20
5,43,11,5,20
5,44,11,5,20
5,45,11,5,20
5,46,11,5,20
5,47,11,5,20
5,48,11,5,20
5,49,12,5,20
5,50,11,5,20
5,51,11,5,20
6,0,12,5,20
6,1,11,5,20
6,2,11,5,20
6,3,11,5,20
6,4,11,5,20
6,5,11,5,20
6,6,12,5,20
6,7,11,5,20
6,8,12,5,20
6,9,12,5,20
6,10,11,5,20
6,11,11,5,20
6,12,11,5,20
6,13,11,5,20
6,14,11,5,20
6,15,11,5,20
6,16,11,5,20
6,17,11,5,20
6,18,11,5,20
6,19,12,5,20
6,20,11,5,20
6,21,11,5,20
6,22,11,5,20
6,23,11,5,20
6,24,11,5,20
6,25,13,5,20
6,26,11,5,20
6,27,11,5,20
6,28,11,5,20
6,29,11,5,20
6,30,11,5,20
6,31,11,5,20
6,32,11,5,20
6,33,12,5,20
6,34,11,5,20
6,35,11,5,20
6,36,11,5,20
6,37,12,5,20
6,38,13,5,20
6,39,12,5,20
6,40,11,5,20
6,41,11,5,20
6,42,11,5,20
6,43,11,5,20
6,44,11,5,20
6,45,11,5,20
6,46,11,5,20
6,47,11,5,20
6,48,12,5,20
6,49,11,5,20
6,50,11,5,20
6,51,11,5,20
7,0,11,5,20
7,1,11,5,20
7,2,12,5,20
7,3,11,5,20
7,4,11,5,20
7,5,11,5,20
7,6,11,5,20
7,7,11,5,20
7,8,11,5,20
7,9,11,5,20
7,10,11,5,20
7,11,11,5,20
7,12,11,5,20
7,13,11,5,20
7,14,11,5,20
7,15,12,5,20
7,16,11,5,20
7,17,11,5,20
7,18,11,5,20
7,19,11,5,20
7,20,11,5,20
7,21,12,5,20
7,22,11,5,20
7,23,12,5,20
7,24,11,5,20
7,25,11,5,20
7,26,11,5,20
7,27,11,5,20
7,28,11,5,20
7,29,11,5,20
7,30,11,5,20
7,31,11,5,20
7,32,11,5,20
7,33,12,5,20
7,34,11,5,20
7,35,11,5,20
7,36,11,5,20
7,37,12,5,20
7,38,11,5,20
7,39,11,5,20
7,40,12,5,20
7,41,11,5,20
7,42,11,5,20
7,43,11,5,20
7,44,11,5,20
7,45,12,5,20
7,46,11,5,20
7,47,11,5,20
7,48,11,5,20
7,49,11,5,20
7,50,12,5,20
7,51,11,5,20
8,0,11,5,20
8,1,11,5,20
8,2,11,5,20
8,3,11,5,20
8,4,11,5,20
8,5,11,5,20
8,6,11,5,20
8,7,11,5,20
8,8,11,5,20
8,9,11,5,20
8,10,11,5,20
8,11,11,5,20
8,12,11,5,20
8,13,11,5,20
8,14,11,5,20
8,15,12,5,20
8,16,11,5,20
8,17,11,5,20
8,18,11,5,20
8,19,11,5,20
8,20,11,5,20
8,21,11,5,20
8,22,11,5,20
8,23,12,5,20
8,24,11,5,20
8,25,11,5,20
8,26,11,5,20
8,27,12,5,20
8,28,12,5,20
8,29,11,5,20
8,30,12,5,20
8,31,11,5,20
8,32,12,5,20
8,33,11,5,20
8,34,11,5,20
8,35,11,5,20
8,36,11,5,20
8,37,11,5,20
8,38,11,5,20
8,39,11,5,20
8,40,11,5,20
8,41,11,5,20
8,42,11,5,20
8,43,11,5,20
8,44,11,5,20
8,45,11,5,20
8,46,12,5,20
8,47,11,5,20
8,48,11,5,20
8,49,11,5,20
8,50,12,5,20
8,51,11,5,20
9,0,11,5,20
9,1,11,5,20
9,2,11,5,20
9,3,11,5,20
9,4,11,5,20
9,5,11,5,20
9,6,11,5,20
9,7,11,5,20
9,8,11,5,20
9,9,11,5,20
9,10,12,5,20
9,11,11,5,20
9,12,11,5,20
9,13,11,5,20
9,14,11,5,20
9,15,11,5,20
9,16,11,5,20
9,17,11,5,20
9,18,11,5,20
9,19,11,5,20
9,20,11,5,20
9,21,11,5,20
9,22,11,5,20
9,23,11,5,20
9,24,11,5,20
9,25,12,5,20
9,26,11,5,20
9,27,11,5,20
9,28,11,5,20
9,29,11,5,20
9,30,11,5,20
9,31,11,5,20
9,32,12,5,20
9,33,11,5,20
9,34,11,5,20
9,35,11,5,20
9,36,12,5,20
9,37,11,5,20
9,38,11,5,20
9,39,12,5,20
9,40,11,5,20
9,41,11,5,20
9,42,11,5,20
9,43,13,5,20
9,44,12,5,20
9,45,11,5,20
9,46,11,5,20
9,47,11,5,20
9,48,11,5,20
9,49,11,5,20
9,50,11,5,20
9,51,12,5,20
10,0,11,5,20
10,1,11,5,20
10,2,11,5,20
10,3,11,5,20
10,4,11,5,20
10,5,11,5,20
10,6,12,5,20
10,7,11,5,20
10,8,11,5,20
10,9,11,5,20
10,10,11,5,20
10,11,11,5,20
10,12,12,5,20
10,13,11,5,20
10,14,11,5,20
10,15,11,5,20
10,16,11,5,20
10,17,12,5,20
10,18,11,5,20
10,19,11,5,20
10,20,12,5,20
10,21,11,5,20
10,22,11,5,20
10,23,12,5,20
10,24,12,5,20
10,25,12,5,20
10,26,11,5,20
10,27,11,5,20
10,28,11,5,20
10,29,11,5,20
10,30,11,5,20
10,31,12,5,20
10,32,11,5,20
10,33,12,5,20
10,34,11,5,20
10,35,11,5,20
10,36,11,5,20
10,37,11,5,20
10,38,11,5,20
10,39,11,5,20
10,40,12,5,20
10,41,12,5,20
10,42,11,5,20
10,43,12,5,20
10,44,11,5,20
10,45,11,5,20
10,46,11,5,20
10,47,11,5,20
10,48,12,5,20
10,49,11,5,20
10,50,12,5,20
10,51,11,5,20
11,0,11,5,20
11,1,11,5,20
11,2,11,5,20
11,3,11,5,20
11,4,11,5,20
11,5,11,5,20
11,6,11,5,20
11,7,11,5,20
11,8,11,5,20
11,9,11,5,20
11,10,11,5,20
11,11,11,5,20
11,12,11,5,20
11,13,12,5,20
11,14,11,5,20
11,15,11,5,20
11,16,11,5,20
11,17,11,5,20
11,18,11,5,20
11,19,11,5,20
11,20,12,5,20
11,21,11,5,20
11,22,12,5,20
11,23,11,5,20
11,24,11,5,20
11,25,11,5,20
11,26,11,5,20
11,27,12,5,20
11,28,11,5,20
11,29,12,5,20
11,30,13,5,20
11,31,11,5,20
11,32,11,5,20
11,33,11,5,20
11,34,12,5,20
11,35,11,5,20
11,36,11,5,20
11,37,11,5,20
11,38,11,5,20
11,39,11,5,20
11,40,11,5,20
11,41,11,5,20
11,42,11,5,20
11,43,11,5,20
11,44,11,5,20
11,45,11,5,20
11,46,11,5,20
11,47,11,5,20
11,48,12,5,20
11,49,11,5,20
11,50,11,5,20
11,51,11,5,20
12,0,11,5,20
12,1,11,5,20
12,2,11,5,20
12,3,11,5,20
12,4,11,5,20
12,5,11,5,20
12,6,12,5,20
12,7,11,5,20
12,8,11,5,20
12,9,11,5,20
12,10,12,5,20
12,11,12,5,20
12,12,11,5,20
12,13,11,5,20
12,14,11,5,20
12,15,12,5,20
12,16,11,5,20
12,17,12,5,20
12,18,12,5,20
12,19,11,5,20
12,20,11,5,20
12,21,11,5,20
12,22,11,5,20
12,23,11,5,20
12,24,11,5,20
12,25,11,5,20
12,26,11,5,20
12,27,11,5,20
12,28,11,5,20
12,29,11,5,20
12,30,11,5,20
12,31,11,5,20
12,32,11,5,20
12,33,11,5,20
12,34,11,5,20
12,35,11,5,20
12,36,12,5,20
12,37,11,5,20
12,38,11,5,20
12,39,11,5,20
12,40,12,5,20
12,41,11,5,20
12,42,11,5,20
12,43,11,5,20
12,44,11,5,20
12,45,11,5,20
12,46,11,5,20
12,47,11,5,20
12,48,11,5,20
12,49,11,5,20
12,50,11,5,20
12,51,12,5,20
13,0,11,5,20
13,1,12,5,20
13,2,11,5,20
13,3,11,5,20
13,4,11,5,20
13,5,11,5,20
13,6,10,5,20
13,7,10,5,20
13,8,10,5,20
13,9,12,5,20
13,10,11,5,20
13,11,11,5,20
13,12,12,5,20
13,13,11,5,20
13,14,12,5,20
13,15,11,5,20
13,16,11,5,20
13,17,12,5,20
13,18,11,5,20
13,19,12,5,20
13,20,11,5,20
13,21,11,5,20
13,22,12,5,20
13,23,11,5,20
13,24,11,5,20
13,25,11,5,20
13,26,11,5,20
13,27,11,5,20
13,28,11,5,20
13,29,11,5,20
13,30,11,5,20
13,31,11,5,20
13,32,11,5,20
13,33,11,5,20
13,34,11,5,20
13,35,11,5,20
13,36,11,5,20
13,37,11,5,20
13,38,11,5,20
13,39,11,5,20
13,40,11,5,20
13,41,11,5,20
13,42,12,5,20
13,43,11,5,20
13,44,11,5,20
13,45,12,5,20
13,46,11,5,20
13,47,11,5,20
13,48,11,5,20
13,49,11,5,20
13,50,12,5,20
13,51,11,5,20
14,0,11,5,20
14,1,12,5,20
14,2,11,5,20
14,3,11,5,20
14,4,11,5,20
14,5,11,5,20
14,6,11,5,20
14,7,11,5,20
14,8,12,5,20
14,9,11,5,20
14,10,11,5,20
14,11,11,5,20
14,12,11,5,20
14,13,11,5,20
14,14,11,5,20
14,15,11,5,20
14,16,11,5,20
14,17,11,5,20
14,18,11,5,20
14,19,12,5,20
14,20,11,5,20
14,21,11,5,20
14,22,11,5,20
14,23,11,5,20
14,24,11,5,20
14,25,11,5,20
14,26,11,5,20
14,27,11,5,20
14,28,11,5,20
14,29,11,5,20
14,30,11,5,20
14,31,12,5,20
14,32,11,5,20
14,33,12,5,20
14,34,11,5,20
14,35,11,5,20
14,36,12,5,20
14,37,11,5,20
14,38,11,5,20
14,39,11,5,20
14,40,11,5,20
14,41,11,5,20
14,42,11,5,20
14,43,11,5,20
14,44,11,5,20
14,45,11,5,20
14,46,11,5,20
14,47,11,5,20
14,48,11,5,20
14,49,11,5,20
14,50,12,5,20
14,51,11,5,20
15,0,11,5,20
15,1,11,5,20
15,2,11,5,20
15,3,11,5,20
15,4,11,5,20
15,5,12,5,20
15,6,10,5,20
15,7,12,5,20
15,8,11,5,20
15,9,11,5,20
15,10,11,5,20
15,11,11,5,20
15,12,12,5,20
15,13,12,5,20
15,14,11,5,20
15,15,11,5,20
15,16,11,5,20
15,17,11,5,20
15,18,11,5,20
15,19,11,5,20
15,20,11,5,20
15,21,12,5,20
15,22,11,5,20
15,23,11,5,20
15,24,12,5,20
15,25,11,5,20
15,26,11,5,20
15,27,12,5,20
15,28,11,5,20
15,29,11,5,20
15,30,12,5,20
15,31,11,5,20
15,32,11,5,20
15,33,11,5,20
15,34,11,5,20
15,35,11,5,20
15,36,11,5,20
15,37,12,5,20
15,38,12,5,20
15,39,11,5,20
15,40,11,5,20
15,41,11,5,20
15,42,11,5,20
15,43,11,5,20
15,44,11,5,20
15,45,11,5,20
15,46,11,5,20
15,47,11,5,20
15,48,11,5,20
15,49,11,5,20
15,50,11,5,20
15,51,11,5,20
16,0,11,5,20
16,1,12,5,20
16,2,11,5,20
16,3,11,5,20
16,4,11,5,20
16,5,11,5,20
16,6,11,5,20
16,7,11,5,20
16,8,11,5,20
16,9,11,5,20
16,10,11,5,20
16,11,11,5,20
16,12,11,5,20
16,13,11,5,20
16,14,11,5,20
16,15,11,5,20
16,16,11,5,20
16,17,11,5,20
16,18,11,5,20
16,19,12,5,20
16,20,11,5,20
16,21,11,5,20
16,22,11,5,20
16,23,11,5,20
16,24,12,5,20
16,25,12,5,20
16,26,12,5,20
16,27,12,5,20
16,28,11,5,20
16,29,11,5,20
16,30,11,5,20
16,31,11,5,20
16,32,12,5,20
16,33,11,5,20
16,34,10,5,20
16,35,11,5,20
16,36,12,5,20
16,37,11,5,20
16,38,11,5,20
16,39,11,5,20
16,40,11,5,20
16,41,11,5,20
16,42,12,5,20
16,43,12,5,20
16,44,11,5,20
16,45,11,5,20
16,46,11,5,20
16,47,11,5,20
16,48,11,5,20
16,49,11,5,20
16,50,11,5,20
16,51,11,5,20
17,0,11,5,20
17,1,11,5,20
17,2,11,5,20
17,3,11,5,20
17,4,11,5,20
17,5,11,5,20
17,6,11,5,20
17,7,13,5,20
17,8,12,5,20
17,9,11,5,20
17,10,11,5,20
17,11,11,5,20
17,12,11,5,20
17,13,11,5,20
17,14,12,5,20
17,15,11,5,20
17,16,11,5,20
17,17,11,5,20
17,18,11,5,20
17,19,11,5,20
17,20,12,5,20
17,21,11,5,20
17,22,11,5,20
17,23,11,5,20
17,24,11,5,20
17,25,11,5,20
17,26,11,5,20
17,27,11,5,20
17,28,11,5,20
17,29,11,5,20
17,30,12,5,20
17,31,11,5,20
17,32,11,5,20
17,33,11,5,20
17,34,11,5,20
17,35,11,5,20
17,36,12,5,20
17,37,11,5,20
17,38,11,5,20
17,39,11,5,20
17,40,11,5,20
17,41,11,5,20
17,42,11,5,20
17,43,11,5,20
17,44,11,5,20
17,45,11,5,20
17,46,11,5,20
17,47,12,5,20
17,48,11,5,20
17,49,12,5,20
17,50,11,5,20
17,51,11,5,20
18,0,11,5,20
18,1,11,5,20
18,2,11,5,20
18,3,11,5,20
18,4,11,5,20
18,5,11,5,20
18,6,11,5,20
18,7,11,5,20
18,8,11,5,20
18,9,12,5,20
18,10,11,5,20
18,11,12,5,20
18,12,11,5,20
18,13,11,5,20
18,14,11,5,20
18,15,11,5,20
18,16,11,5,20
18,17,11,5,20
18,18,11,5,20
18,19,11,5,20
18,20,11,5,20
18,21,11,5,20
18,22,11,5,20
18,23,11,5,20
18,24,12,5,20
18,25,11,5,20
18,26,11,5,20
18,27,12,5,20
18,28,11,5,20
18,29,12,5,20
18,30,11,5,20
18,31,11,5,20
18,32,11,5,20
18,33,11,5,20
18,34,11,5,20
18,35,11,5,20
18,36,11,5,20
18,37,11,5,20
18,38,11,5,20
18,39,11,5,20
18,40,11,5,20
18,41,11,5,20
18,42,11,5,20
18,43,11,5,20
18,44,11,5,20
18,45,11,5,20
18,46,11,5,20
18,47,11,5,20
18,48,11,5,20
18,49,11,5,20
18,50,11,5,20
18,51,11,5,20
19,0,11,5,20
19,1,11,5,20
19,2,12,5,20
19,3,11,5,20
19,4,11,5,20
19,5,11,5,20
19,6,11,5,20
19,7,11,5,20
19,8,11,5,20
19,9,11,5,20
19,10,11,5,20
19,11,12,5,20
19,12,12,5,20
19,13,11,5,20
19,14,11,5,20
19,15,11,5,20
19,16,11,5,20
19,17,11,5,20
19,18,11,5,20
19,19,11,5,20
19,20,12,5,20
19,21,11,5,20
19,22,12,5,20
19,23,11,5,20
19,24,12,5,20
19,25,11,5,20
19,26,11,5,20
19,27,11,5,20
19,28,12,5,20
19,29,11,5,20
19,30,12,5,20
19,31,11,5,20
19,32,11,5,20
19,33,11,5,20
19,34,11,5,20
19,35,11,5,20
19,36,11,5,20
19,37,11,5,20
19,38,11,5,20
19,39,11,5,20
19,40,12,5,20
19,41,11,5,20
19,42,11,5,20
19,43,11,5,20
19,44,11,5,20
19,45,11,5,20
19,46,11,5,20
19,47,11,5,20
19,48,11,5,20
19,49,11,5,20
19,50,11,5,20
19,51,11,5,20
20,0,11,5,20
20,1,11,5,20
20,2,11,5,20
20,3,12,5,20
20,4,11,5,20
20,5,11,5,20
20,6,11,5,20
20,7,11,5,20
20,8,11,5,20
20,9,11,5,20
20,10,11,5,20
20,11,12,5,20
20,12,11,5,20
20,13,11,5,20
20,14,11,5,20
20,15,11,5,20
20,16,11,5,20
20,17,11,5,20
20,18,11,5,20
20,19,12,5,20
20,20,11,5,20
20,21,11,5,20
20,22,12,5,20
20,23,11,5,20
20,24,11,5,20
20,25,11,5,20
20,26,11,5,20
20,27,11,5,20
20,28,11,5,20
20,29,11,5,20
20,30,11,5,20
20,31,12,5,20
20,32,11,5,20
20,33,11,5,20
20,34,11,5,20
20,35,11,5,20
20,36,12,5,20
20,37,11,5,20
20,38,11,5,20
20,39,11,5,20
20,40,11,5,20
20,41,11,5,20
20,42,11,5,20
20,43,11,5,20
20,44,11,5,20
20,45,11,5,20
20,46,12,5,20
20,47,11,5,20
20,48,11,5,20
20,49,12,5,20
20,50,12,5,20
20,51,11,5,20
21,0,12,5,20
21,1,11,5,20
21,2,11,5,20
21,3,11,5,20
21,4,11,5,20
21,5,11,5,20
