"date","strain","time_lapse_replicate","id_file","file_id","replicate","timepoint","LABEL","ID","TRACK_ID","QUALITY","POSITION_X","POSITION_Y","POSITION_Z","POSITION_T","FRAME","RADIUS","VISIBILITY","MANUAL_SPOT_COLOR","MEAN_INTENSITY_CH1","MEDIAN_INTENSITY_CH1","MIN_INTENSITY_CH1","MAX_INTENSITY_CH1","TOTAL_INTENSITY_CH1","STD_INTENSITY_CH1","CONTRAST_CH1","SNR_CH1","ELLIPSE_X0","ELLIPSE_Y0","ELLIPSE_MAJOR","ELLIPSE_MINOR","ELLIPSE_THETA","ELLIPSE_ASPECTRATIO","AREA","PERIMETER","CIRCULARITY","SOLIDITY","SHAPE_INDEX","minutes","division_id","spot_num","percentage_cell_cycle","division_number","dt_minutes","percentage_max_area","cell_id","mother_cell_id","mod_mother_cell_id","complete_cell_id","x_outward","y_outward","x_inward","y_inward","angle_to_bud_scar","num_div_parent","mother_displacement","angle_to_center"
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2982",2982,5,961,42.5009595294756,83.8452083937797,0,16200,54,2.55973811772306,1,NA,10804.7513061651,10886,7443,13897,10340147,1647.22117557619,-0.947129688495402,-235.01221462183,0.012459577747185,0.0040116560119137,2.88383863962299,2.31253066016748,-0.476116906327795,1.24704882373933,20.5845294655446,16.6843404363979,0.929250326569671,0.986591026302217,3.67738051693878,270,"2022nov22_gob8_6_5_86",16,1,0,75,100,"grande_t0_6_2022nov22_0042","grande_t0_6_2022nov22_0024_1","grande_t0_6_2022nov22_0024","grande_t0_6_2022nov22_0042_0",41.2194085113133,84.5060853208189,43.7825105476379,83.1843314667405,4.41018717970247,0,0,0.371432995147758
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2529",2529,5,1019,46.1123179099028,81.0415823203104,0,11400,38,2.6413963000879,1,NA,10574.4219823356,10560,6963,14069,10775336,1941.09583073932,-0.947191832738164,-195.423373294137,0.0112528990158045,0.0249919556750858,2.84436839441555,2.4893325190662,2.47496597221572,1.14262292105617,21.9188115636772,17.1193873112128,0.93983244109668,0.985963213939981,3.6566190379628,190,"2022nov22_gob8_6_5_48",15,1,0,80,100,"grande_t0_6_2022nov22_0024","grande_t0_6_2022nov22_0023_1","grande_t0_6_2022nov22_0023","grande_t0_6_2022nov22_0024_0",44.9946063032362,81.920973390944,47.2300295165694,80.1621912496768,18.5797284082529,0,0,14.4396201972109
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2921",2921,5,316,37.8706098196955,86.2889134809762,0,18600,62,1.46778813728179,1,NA,11151.9047619048,11224,8771,12939,3512850,919.585179158975,-0.946981326525462,-433.211166081907,0.00319408927734708,-0.0004129854248753,1.69314199628587,1.28665144529126,-0.959901252451826,1.31592903616768,6.76825354617228,10.3535676169177,0.793426013443437,0.96177370030581,3.97971263948217,310,"2022nov22_gob8_6_5_111",8,1,0,35,59.2278719397364,"grande_t0_6_2022nov22_0063","grande_t0_6_2022nov22_0042_1","grande_t0_6_2022nov22_0042","grande_t0_6_2022nov22_0063_0",37.3850159531963,86.9823693568004,38.3562036861947,85.595457605152,4.38610802439438,0,0,0.543730319507182
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2624",2624,7,1042,61.9577452145714,92.9295809984557,0,8700,29,2.67105410773438,1,NA,10131.7207293666,10060,6967,13126,10557253,1427.67508611726,-0.953061255096788,-288.186190981019,-0.00588234271960245,-0.0085198760080114,3.02060280671793,2.39577737947409,0.639984340678088,1.26080279102602,22.4137871807263,17.6508710304845,0.904050778705145,0.97610121836926,3.72827998770532,145,"2022nov22_gob8_6_7_31",8,1,0,70,97.7475363679023,"grande_t0_6_2022nov22_0019","grande_t0_6_2022nov22_0018_1","grande_t0_6_2022nov22_0018","grande_t0_6_2022nov22_0019_0",63.1691656870327,93.8315071417123,60.7463247421101,92.0276548551991,13.568296147489,0,0,16.0764840075826
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2672",2672,7,1021,66.566995354964,98.0046464659205,0,13200,44,2.64851859743872,1,NA,10659.4572815534,10662,6885,14271,10979241,1929.98017674387,-0.95012401449496,-210.426797587855,-0.00342075409877261,0.00152597084103524,2.99383874658023,2.35746982589789,0.975391140329078,1.26993724954251,22.0371752981889,17.4238326498973,0.912175509665767,0.978967495219885,3.71163898794515,220,"2022nov22_gob8_6_7_60",9,1,0,70,97.2459639126306,"grande_t0_6_2022nov22_0031","grande_t0_6_2022nov22_0019_1","grande_t0_6_2022nov22_0019","grande_t0_6_2022nov22_0031_0",67.4065339977101,99.2439779298426,65.7274567122179,96.7653150019984,8.8289677321129,0,0,11.0854013873803
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID4129",4129,151,741,28.279402222783,41.6810277156506,0,32700,109,2.25680239965349,1,NA,11020.4013422819,11214,7536,14200,8210199,1466.48408855584,-0.945813831105228,-262.341662092928,0.00584370327580909,0.0402985797956191,3.05061573146664,1.7101800180243,1.33299350251654,1.78379802086034,16.0006248380893,15.5095026705656,0.835893720676815,0.978289473684211,3.87729995948371,545,"2022nov22_gob8_6_151_214",16,1,0,85,81.2124522119061,"grande_t0_6_2022nov22_0110","grande_t0_6_2022nov22_0096_1","grande_t0_6_2022nov22_0096","grande_t0_6_2022nov22_0110_0",27.9200887219122,40.1986452098985,28.6387157236538,43.1634102214027,15.9395382604079,0,0,17.8128925067866
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID3154",3154,151,1108,56.5163001201965,42.8791067651452,0,19800,66,2.75687263009029,1,NA,7705.34414414414,7830,5867,10290,8552932,946.978916403452,-0.965767995223657,-459.115760199357,-0.0187228073141478,0.0417415873124736,3.13584395280285,2.51977736177077,-0.960085715272852,1.24449247000106,23.8771933528717,18.7646245715708,0.852144765705953,0.96520226185298,3.84015046865541,330,"2022nov22_gob8_6_151_124",16,1,0,75,100,"grande_t0_6_2022nov22_0060","grande_t0_6_2022nov22_0040_1","grande_t0_6_2022nov22_0040","grande_t0_6_2022nov22_0060_0",57.4154246118255,41.5946012289036,55.6171756285675,44.1636123013868,17.2974633158002,0,0,19.2122704708354
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID2307",2307,151,1030,49.9363021410354,57.4764883553773,0,6000,20,2.65497683330714,1,NA,8558.98062015504,8492,6844,10434,8832868,827.420313962447,-0.961340765306649,-514.458048589284,0.00991466046517662,0.00289458658605261,2.7684676414839,2.58607894423167,2.02229107376113,1.07052711892615,22.1447786931996,17.5807852428803,0.900336113961837,0.980466888994759,3.73596325971246,100,"2022nov22_gob8_6_151_16",14,1,0,65,100,"grande_t0_6_2022nov22_0006","grande_t0_6_2022nov22_0005_1","grande_t0_6_2022nov22_0005","grande_t0_6_2022nov22_0006_0",50.5402585673597,56.2309603927898,49.3323457147111,58.7220163179648,0.21322478267468,0,0,3.29212786152488
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID3391",3391,151,1057,44.995513252782,47.8641373462413,0,23100,77,2.69149288770842,1,NA,7831.32230623818,7902,6392,10302,8285539,707.432761275045,-0.965408357824617,-617.902283452942,0.00993511903358621,0.00905059812626371,3.05508752262506,2.40693375210141,0.591593232285826,1.26928608648151,22.7581180447605,17.4892038791637,0.934988197393266,0.989242282507016,3.66607940828269,385,"2022nov22_gob8_6_151_149",13,1,0,70,100,"grande_t0_6_2022nov22_0076","grande_t0_6_2022nov22_0056_1","grande_t0_6_2022nov22_0056","grande_t0_6_2022nov22_0076_0",43.7275706464614,47.012250329201,46.2634558591025,48.7160243632816,82.2562862617259,0,0,80.8210829330878
"2022nov22","grande",6,"2022nov22_gob8_6","2022nov22_grande_6","ancestor","t0","ID3419",3419,151,968,31.9061570989533,56.8514890044937,0,24000,80,2.57241842586314,1,NA,10844.2991718426,11242,6588,13949,10475593,1929.74818796461,-0.947967428618616,-204.761815314779,0.00735924802336066,0.00424312656830002,2.8980022966785,2.30465824274966,0.261590436674983,1.2574542476289,20.7889759160649,17.0670544361676,0.896862391099441,0.975757575757576,3.74319132452078,400,"2022nov22_gob8_6_151_160",9,1,0,70,100,"grande_t0_6_2022nov22_0081","grande_t0_6_2022nov22_0059_1","grande_t0_6_2022nov22_0059","grande_t0_6_2022nov22_0081_0",30.506451135254,56.47675237288,33.3058630626526,57.2262256361074,23.6128908839579,0,0,19.0654306540723
