"Area","Mean","StdDev","Min","Max","X","Y","Perim.","Major","Minor","Angle","Circ.","IntDen","Median","X.Area","RawIntDen","Slice","AR","Round","Solidity","group_id","num_cells","date","strain","replicate","image_num"
53.40816,255,0,255,255,428.27662,340.6394,27.84302,8.35672,8.13733,61.99565,0.86573,13619.08022,255,100,646425,1,1.02696,0.97375,0.95193,"7",1,"2025may19","grande","2","028"
306.41745,255,0,255,255,483.13182,350.49501,84.24449,24.11033,16.18157,144.47237,0.54255,78136.4508,255,100,3708720,1,1.48999,0.67115,0.83111,"8",7,"2025may19","grande","2","028"
3567.28571,255,0,255,255,260.82364,389.51696,493.96421,76.97966,59.00272,10.12542,0.18372,909657.85547,255,100,43176600,1,1.30468,0.76647,0.6897,"9",120,"2025may19","grande","2","028"
188.09784,255,0,255,255,469.79939,413.02649,58.59507,18.98345,12.61592,68.87792,0.68845,47964.95,255,100,2276640,1,1.50472,0.66457,0.91691,"10",4,"2025may19","grande","2","028"
211.0623,255,0,255,255,431.50415,432.51171,63.57141,20.96256,12.81966,154.62665,0.65629,53820.88587,255,100,2554590,1,1.63519,0.61155,0.9024,"11",5,"2025may19","grande","2","028"
63.20492,255,0,255,255,593.12776,2.346,38.78934,13.97374,5.75902,176.04989,0.52788,16117.2547,255,100,765000,1,2.42641,0.41213,0.92322,"1",1,"2025may19","grande","2","029"
3550.64175,255,0,255,255,317.31575,52.47409,467.93446,98.77375,45.76942,68.19198,0.20377,905413.64507,255,100,42975150,1,2.15807,0.46338,0.72166,"2",111,"2025may19","grande","2","029"
165.91292,255,0,255,255,667.44228,30.9152,60.51296,17.54043,12.04343,40.09763,0.56937,42307.7936,255,100,2008125,1,1.45643,0.68661,0.86249,"3",3,"2025may19","grande","2","029"
203.26702,255,0,255,255,273.29042,35.29492,77.31859,19.12142,13.53496,88.24511,0.42728,51833.09113,255,100,2460240,1,1.41274,0.70784,0.85551,"4",4,"2025may19","grande","2","029"
317.73113,255,0,255,255,44.59271,35.84195,114.03812,27.01857,14.97295,3.00612,0.30702,81021.4394,255,100,3845655,1,1.80449,0.55417,0.7815,"5",5,"2025may19","grande","2","029"
127.5686,255,0,255,255,422.00094,39.94025,52.71262,15.02661,10.80918,65.31825,0.57693,32529.99241,255,100,1544025,1,1.39017,0.71934,0.87028,"6",2,"2025may19","grande","2","029"
342.82349,255,0,255,255,592.35563,55.16981,93.77808,27.66608,15.77732,116.21176,0.48987,87419.98951,255,100,4149360,1,1.75353,0.57028,0.84508,"7",8,"2025may19","grande","2","029"
78.05808,255,0,255,255,23.20619,62.26274,36.25313,11.32666,8.77457,139.48718,0.74634,19904.80956,255,100,944775,1,1.29085,0.77468,0.92939,"8",1,"2025may19","grande","2","029"
119.47837,255,0,255,255,415.41056,69.9254,48.01803,14.29352,10.6429,67.74909,0.65116,30466.98381,255,100,1446105,1,1.34301,0.7446,0.88651,"9",2,"2025may19","grande","2","029"
13879.18954,255,0,255,255,110.98277,141.30442,869.68379,156.32698,113.04212,55.20415,0.2306,3539193.33279,255,100,167986605,1,1.38291,0.72311,0.81057,"10",528,"2025may19","grande","2","029"
172.21234,255,0,255,255,427.47983,78.29884,63.53619,15.91488,13.77752,18.94972,0.53608,43914.14665,255,100,2084370,1,1.15513,0.8657,0.86237,"11",3,"2025may19","grande","2","029"
3342.04444,255,0,255,255,224.95435,114.74504,359.86632,74.38747,57.20349,49.16676,0.32429,852221.33213,255,100,40450395,1,1.3004,0.76899,0.81025,"12",113,"2025may19","grande","2","029"
163.17404,255,0,255,255,256.06506,170.8938,51.94738,15.53218,13.37608,133.41134,0.75986,41609.37923,255,100,1974975,1,1.16119,0.86119,0.93862,"13",3,"2025may19","grande","2","029"
7048.40204,255,0,255,255,187.62417,227.81666,595.02642,110.71423,81.05827,64.07392,0.25017,1797342.52037,255,100,85310250,1,1.36586,0.73214,0.79993,"14",255,"2025may19","grande","2","029"
115.53859,255,0,255,255,337.54237,236.90696,47.35241,15.41899,9.54072,9.9996,0.64752,29462.3416,255,100,1398420,1,1.61612,0.61876,0.89615,"15",2,"2025may19","grande","2","029"
227.24276,255,0,255,255,15.0588,251.25354,73.72331,20.22779,14.30381,149.00163,0.5254,57946.90308,255,100,2750430,1,1.41415,0.70714,0.85756,"16",5,"2025may19","grande","2","029"
329.67686,255,0,255,255,293.5719,324.86277,82.68484,22.89105,18.33719,31.82959,0.60596,84067.60053,255,100,3990240,1,1.24834,0.80106,0.88537,"17",7,"2025may19","grande","2","029"
148.46836,255,0,255,255,644.52932,328.59583,55.77711,16.35988,11.55484,87.02532,0.5997,37859.4313,255,100,1796985,1,1.41585,0.70629,0.88854,"18",3,"2025may19","grande","2","029"
170.65329,255,0,255,255,150.37667,356.59502,54.34021,15.56993,13.95526,3.63488,0.72624,43516.5877,255,100,2065500,1,1.1157,0.8963,0.91769,"19",3,"2025may19","grande","2","029"
262.36362,255,0,255,255,135.85396,384.46811,79.17458,23.32169,14.32365,159.20039,0.52595,66902.72427,255,100,3175515,1,1.62819,0.61418,0.87617,"20",5,"2025may19","grande","2","029"
144.7182,255,0,255,255,291.47519,430.38455,51.96197,15.22855,12.09971,116.09135,0.67354,36903.14085,255,100,1751595,1,1.25859,0.79454,0.89063,"21",3,"2025may19","grande","2","029"
199.83289,255,0,255,255,102.52945,455.09473,60.80325,19.40882,13.10926,90.71442,0.67924,50957.38695,255,100,2418675,1,1.48054,0.67543,0.91075,"22",4,"2025may19","grande","2","029"
161.23575,255,0,255,255,319.67519,5.70819,56.56548,16.82462,12.20186,18.51937,0.63324,41115.11675,255,100,1951515,1,1.37886,0.72524,0.90493,"1",3,"2025may19","grande","2","030"
107.954,255,0,255,255,425.34653,10.06198,42.35544,15.14204,9.07746,53.66833,0.75619,27528.27103,255,100,1306620,1,1.66809,0.59949,0.93538,"2",2,"2025may19","grande","2","030"
7146.87531,255,0,255,255,528.07202,62.94492,583.20567,132.1208,68.87397,35.72885,0.26405,1822453.20319,255,100,86502120,1,1.9183,0.5213,0.78981,"3",252,"2025may19","grande","2","030"
119.18341,255,0,255,255,301.45103,21.91283,47.05607,15.18059,9.99625,136.37418,0.67639,30391.76995,255,100,1442535,1,1.51863,0.65849,0.90897,"4",2,"2025may19","grande","2","030"
145.09743,255,0,255,255,440.41841,52.87133,49.41368,16.71966,11.04949,84.75683,0.74675,36999.84438,255,100,1756185,1,1.51316,0.66087,0.93976,"6",3,"2025may19","grande","2","030"
9080.90373,255,0,255,255,385.93795,113.14307,551.15155,118.39619,97.65657,20.7165,0.37566,2315630.45229,255,100,109910610,1,1.21237,0.82483,0.86998,"7",348,"2025may19","grande","2","030"
195.93525,255,0,255,255,593.76612,124.35906,59.36031,18.80446,13.26667,84.49004,0.69876,49963.48958,255,100,2371500,1,1.41742,0.70551,0.91445,"8",4,"2025may19","grande","2","030"
159.65563,255,0,255,255,151.15774,134.79746,60.52754,16.45563,12.35321,132.30591,0.54763,40712.18538,255,100,1932390,1,1.33209,0.7507,0.85928,"9",3,"2025may19","grande","2","030"
76.73077,255,0,255,255,539.078,168.29718,33.36473,10.47063,9.33054,59.8157,0.86617,19566.34721,255,100,928710,1,1.12219,0.89112,0.95565,"10",1,"2025may19","grande","2","030"
119.56264,255,0,255,255,359.42825,186.83097,43.05629,15.20929,10.00914,120.00597,0.81046,30488.47348,255,100,1447125,1,1.51954,0.65809,0.94757,"11",2,"2025may19","grande","2","030"
74.30792,255,0,255,255,537.68563,213.60973,33.82509,10.21308,9.26378,132.42304,0.81614,18948.51911,255,100,899385,1,1.10247,0.90705,0.94003,"12",1,"2025may19","grande","2","030"
148.1734,255,0,255,255,313.19376,216.54338,53.96488,15.62696,12.07274,125.57253,0.63938,37784.21744,255,100,1793415,1,1.2944,0.77256,0.90288,"13",3,"2025may19","grande","2","030"
66.72333,255,0,255,255,245.05377,225.19055,31.39704,9.58932,8.85931,57.26371,0.85057,17014.44855,255,100,807585,1,1.0824,0.92387,0.95406,"14",1,"2025may19","grande","2","030"
8965.59689,255,0,255,255,142.20553,293.03705,627.09513,110.6639,103.15335,3.74046,0.2865,2286227.20729,255,100,108514995,1,1.07281,0.93213,0.82978,"15",341,"2025may19","grande","2","030"
126.07275,255,0,255,255,394.98792,252.5951,44.44338,15.08233,10.64297,144.96552,0.80208,32148.55072,255,100,1525920,1,1.41712,0.70566,0.95203,"16",3,"2025may19","grande","2","030"
109.30238,255,0,255,255,23.87716,265.58512,42.08578,14.09427,9.87409,48.09905,0.77548,27872.1058,255,100,1322940,1,1.4274,0.70057,0.93025,"17",2,"2025may19","grande","2","030"
265.60814,255,0,255,255,251.08219,275.77049,86.45268,24.93125,13.56462,136.64203,0.44657,67730.07668,255,100,3214785,1,1.83796,0.54408,0.79658,"18",5,"2025may19","grande","2","030"
145.1817,255,0,255,255,36.33876,280.12516,48.78327,14.83175,12.4632,155.60303,0.76662,37021.33405,255,100,1757205,1,1.19004,0.84031,0.93781,"19",3,"2025may19","grande","2","030"
139.1983,255,0,255,255,286.51056,281.72538,50.69512,15.57088,11.38232,63.46914,0.68063,35495.56728,255,100,1684785,1,1.36799,0.731,0.89556,"20",3,"2025may19","grande","2","030"
169.34705,255,0,255,255,26.16712,295.96919,57.24319,18.94849,11.37924,114.848,0.64944,43183.49777,255,100,2049690,1,1.66518,0.60054,0.91237,"21",4,"2025may19","grande","2","030"
8850.22684,255,0,255,255,250.43323,351.28246,669.97782,115.79115,97.3171,78.92706,0.24777,2256807.84504,255,100,107118615,1,1.18983,0.84045,0.83748,"22",337,"2025may19","grande","2","030"
77.4471,255,0,255,255,653.92188,299.75418,33.91011,10.3286,9.54715,21.69425,0.84636,19749.00943,255,100,937380,1,1.08185,0.92434,0.9484,"23",1,"2025may19","grande","2","030"
199.72755,255,0,255,255,340.85957,305.15564,61.97904,19.57052,12.99409,46.11111,0.65337,50930.52486,255,100,2417400,1,1.50611,0.66396,0.90273,"24",4,"2025may19","grande","2","030"
213.2534,255,0,255,255,578.85739,305.85636,67.53597,19.13689,14.18844,125.33234,0.58754,54379.61737,255,100,2581110,1,1.34877,0.74142,0.89377,"25",5,"2025may19","grande","2","030"
152.87163,255,0,255,255,408.09304,306.67592,51.83568,15.63321,12.45056,166.94132,0.71496,38982.26671,255,100,1850280,1,1.25562,0.79642,0.92657,"26",3,"2025may19","grande","2","030"
3214.47584,255,0,255,255,669.96337,341.48494,361.15631,67.35094,60.76823,114.17159,0.30969,819691.33972,255,100,38906370,1,1.10832,0.90226,0.79937,"27",100,"2025may19","grande","2","030"
205.75308,255,0,255,255,327.13744,343.50869,63.53619,19.24257,13.61424,128.28668,0.64049,52467.03648,255,100,2490330,1,1.41341,0.70751,0.88049,"28",4,"2025may19","grande","2","030"
73.42305,255,0,255,255,50.40434,365.27702,36.83977,10.11321,9.24386,105.99942,0.67984,18722.87755,255,100,888675,1,1.09405,0.91404,0.89439,"29",1,"2025may19","grande","2","030"
215.10741,255,0,255,255,630.43973,376.69347,65.49784,19.02345,14.39714,70.47224,0.6301,54852.39017,255,100,2603550,1,1.32134,0.75681,0.88663,"30",5,"2025may19","grande","2","030"
4327.91479,255,0,255,255,552.6461,426.06218,369.21172,85.01398,64.81842,93.93178,0.39897,1103618.27099,255,100,52382865,1,1.31157,0.76244,0.87617,"31",153,"2025may19","grande","2","030"
127.25257,255,0,255,255,664.30275,383.17448,47.00626,16.05195,10.09367,54.48637,0.72371,32449.40614,255,100,1540200,1,1.5903,0.62881,0.92681,"32",2,"2025may19","grande","2","030"
140.33599,255,0,255,255,687.93549,397.38743,50.40482,16.07716,11.11399,84.4034,0.69412,35785.67786,255,100,1698555,1,1.44657,0.69129,0.91022,"33",3,"2025may19","grande","2","030"
149.85887,255,0,255,255,120.37992,402.21334,49.02376,15.85933,12.03116,161.06409,0.78357,38214.0109,255,100,1813815,1,1.31819,0.75862,0.93598,"34",3,"2025may19","grande","2","030"
150.91228,255,0,255,255,240.26683,427.56245,52.13806,15.68865,12.24754,110.99127,0.69763,38482.63181,255,100,1826565,1,1.28096,0.78066,0.91289,"36",3,"2025may19","grande","2","030"
201.37088,255,0,255,255,587.97358,455.88642,65.14314,18.46747,13.88351,34.65558,0.59631,51349.57349,255,100,2437290,1,1.33017,0.75178,0.88467,"37",4,"2025may19","grande","2","030"
121.66947,255,0,255,255,452.45468,459.25993,45.14423,15.75916,9.83011,123.8701,0.75022,31025.7153,255,100,1472625,1,1.60315,0.62377,0.92267,"38",2,"2025may19","grande","2","030"
78.73226,255,0,255,255,185.62296,23.26795,41.6546,10.52679,9.52285,162.523,0.57021,20076.72694,255,100,952935,1,1.10542,0.90463,0.8363,"1",1,"2025may19","grande","2","031"
227.76946,255,0,255,255,203.91338,43.37215,71.08999,19.83099,14.62383,91.45688,0.56635,58081.21353,255,100,2756805,1,1.35607,0.73742,0.855,"2",5,"2025may19","grande","2","031"
8254.47833,255,0,255,255,136.64584,96.9529,543.20637,125.50973,83.73795,7.9123,0.35154,2104891.97462,255,100,99907980,1,1.49884,0.66718,0.8757,"3",322,"2025may19","grande","2","031"
201.64476,255,0,255,255,415.80323,94.49507,59.97612,18.32531,14.01024,37.59362,0.70443,51419.41492,255,100,2440605,1,1.30799,0.76453,0.91786,"4",4,"2025may19","grande","2","031"
147.47815,255,0,255,255,587.31429,122.70149,49.97969,14.56916,12.88853,146.04379,0.74191,37606.92764,255,100,1785000,1,1.1304,0.88464,0.93696,"5",3,"2025may19","grande","2","031"
6482.69693,255,0,255,255,455.90068,178.01499,518.77796,106.71626,77.34553,94.67199,0.30269,1653087.71835,255,100,78463245,1,1.37973,0.72478,0.79369,"6",241,"2025may19","grande","2","031"
344.2772,255,0,255,255,662.82199,145.32784,85.14206,23.01492,19.04623,60.69175,0.5968,87790.68637,255,100,4166955,1,1.20837,0.82756,0.87923,"7",7,"2025may19","grande","2","031"
149.58498,255,0,255,255,141.17096,156.48607,54.76534,15.67255,12.1523,103.79101,0.62674,38144.16947,255,100,1810500,1,1.28968,0.77539,0.898,"8",3,"2025may19","grande","2","031"
108.52285,255,0,255,255,433.34266,234.47293,41.51372,14.3681,9.61683,91.61124,0.79131,27673.32633,255,100,1313505,1,1.49406,0.66932,0.95063,"9",2,"2025may19","grande","2","031"
80.92337,255,0,255,255,65.74564,306.55019,36.3442,10.85865,9.48873,39.30157,0.76986,20635.45844,255,100,979455,1,1.14437,0.87384,0.92088,"10",1,"2025may19","grande","2","031"
170.14765,255,0,255,255,575.49171,309.91717,54.24059,15.98771,13.55032,21.89737,0.72675,43387.64966,255,100,2059380,1,1.17988,0.84755,0.91768,"11",3,"2025may19","grande","2","031"
70.00998,255,0,255,255,608.3382,353.33031,33.43517,10.17141,8.76373,4.08504,0.78698,17852.54579,255,100,847365,1,1.16062,0.8616,0.93186,"12",1,"2025may19","grande","2","031"
74.87676,255,0,255,255,625.34911,364.92614,35.72234,10.1628,9.38088,111.39272,0.73736,19093.57441,255,100,906270,1,1.08335,0.92306,0.91128,"13",1,"2025may19","grande","2","031"
301.08717,255,0,255,255,451.15794,384.51839,84.30639,22.69515,16.89154,133.39106,0.53233,76777.22899,255,100,3644205,1,1.34358,0.74428,0.8692,"14",8,"2025may19","grande","2","031"
205.45813,255,0,255,255,641.9526,423.77071,59.37239,17.77705,14.71546,76.48329,0.73243,52391.82262,255,100,2486760,1,1.20805,0.82778,0.93468,"15",4,"2025may19","grande","2","031"
10045.34761,255,0,255,255,70.7389,60.3049,738.06375,121.63663,105.15034,24.63369,0.23173,2561563.64181,255,100,121583745,1,1.15679,0.86446,0.83453,"1",393,"2025may19","grande","2","032"
8978.40642,255,0,255,255,646.60971,96.63385,657.98806,140.60805,81.30162,99.98704,0.2606,2289493.63758,255,100,108670035,1,1.72946,0.57821,0.83683,"2",337,"2025may19","grande","2","032"
82.65097,255,0,255,255,312.42663,76.7886,36.43777,10.70221,9.83297,165.79817,0.78227,21075.99673,255,100,1000365,1,1.0884,0.91878,0.93128,"3",1,"2025may19","grande","2","032"
157.9491,255,0,255,255,149.47439,83.07781,56.88245,15.29803,13.14594,84.82527,0.61344,40277.0195,255,100,1911735,1,1.16371,0.85932,0.88434,"4",3,"2025may19","grande","2","032"
79.55393,255,0,255,255,693.30712,280.23713,35.07131,10.65155,9.50952,170.60532,0.81277,20286.25125,255,100,962880,1,1.12009,0.89278,0.93709,"5",1,"2025may19","grande","2","032"
165.15446,255,0,255,255,366.31211,324.6509,55.47222,15.73895,13.36056,67.00388,0.67445,42114.38654,255,100,1998945,1,1.17802,0.84889,0.90514,"6",3,"2025may19","grande","2","032"
123.18639,255,0,255,255,21.83027,327.70282,45.44911,15.39171,10.19028,120.69491,0.74941,31412.52942,255,100,1490985,1,1.51043,0.66206,0.93113,"7",2,"2025may19","grande","2","032"
208.02846,255,0,255,255,393.00237,331.69939,67.46553,19.64658,13.48174,101.25327,0.57434,53047.25765,255,100,2517870,1,1.45727,0.68621,0.8655,"8",4,"2025may19","grande","2","032"
7227.52479,255,0,255,255,541.52047,414.42803,561.26323,116.40249,79.05647,69.47333,0.28831,1843018.8202,255,100,87478260,1,1.4724,0.67916,0.83248,"9",258,"2025may19","grande","2","032"
160.11913,255,0,255,255,245.31894,53.39835,54.23455,20.4075,9.98996,124.97133,0.68407,40830.37858,255,100,1938000,1,2.0428,0.48952,0.90703,"1",3,"2025may19","grande","2","033"
8014.55245,255,0,255,255,490.75483,119.047,551.71506,112.92727,90.36298,92.73922,0.33087,2043710.87577,255,100,97004040,1,1.24971,0.80019,0.84367,"2",316,"2025may19","grande","2","033"
195.76671,255,0,255,255,304.03986,88.64627,62.60944,19.51118,12.77513,116.48077,0.62758,49920.51024,255,100,2369460,1,1.52728,0.65476,0.87665,"3",4,"2025may19","grande","2","033"
78.71119,255,0,255,255,607.33068,100.69691,35.32639,10.8051,9.27508,82.44138,0.79259,20071.35452,255,100,952680,1,1.16496,0.8584,0.93822,"4",1,"2025may19","grande","2","033"
75.52988,255,0,255,255,573.48895,116.95619,34.87208,10.64157,9.03698,170.19634,0.7805,19260.11937,255,100,914175,1,1.17756,0.84921,0.93445,"5",1,"2025may19","grande","2","033"
76.52009,255,0,255,255,159.95736,142.28552,36.06245,10.0587,9.68598,39.3222,0.73939,19512.62303,255,100,926160,1,1.03848,0.96295,0.93368,"6",1,"2025may19","grande","2","033"
186.01208,255,0,255,255,280.9671,211.02069,59.0202,18.21714,13.00083,121.32209,0.67104,47433.08059,255,100,2251395,1,1.40123,0.71366,0.90693,"7",4,"2025may19","grande","2","033"
7745.93154,255,0,255,255,193.6115,322.14873,507.81705,110.72123,89.07439,113.16912,0.37746,1975212.54327,255,100,93752790,1,1.24302,0.80449,0.85193,"8",311,"2025may19","grande","2","033"
134.12084,255,0,255,255,301.21551,406.88556,49.6748,16.1741,10.55811,102.23669,0.68302,34200.81448,255,100,1623330,1,1.53191,0.65278,0.8975,"10",3,"2025may19","grande","2","033"
100.53796,255,0,255,255,232.77868,426.12452,40.92458,14.07191,9.09677,144.4269,0.75435,25637.17982,255,100,1216860,1,1.54691,0.64645,0.93477,"11",2,"2025may19","grande","2","033"
115.05402,255,0,255,255,234.24468,445.85789,42.90082,14.60865,10.02771,177.16706,0.78556,29338.77598,255,100,1392555,1,1.45683,0.68642,0.94473,"12",2,"2025may19","grande","2","033"
148.67904,255,0,255,255,454.29147,101.43538,55.67145,16.11324,11.74836,163.38288,0.60283,37913.15548,255,100,1799535,1,1.37153,0.72911,0.86733,"1",3,"2025may19","grande","2","034"
2645.65263,255,0,255,255,460.83793,150.45584,312.8213,73.26796,45.97575,88.34616,0.33974,674641.4198,255,100,32021625,1,1.59362,0.6275,0.77628,"2",96,"2025may19","grande","2","034"
128.11637,255,0,255,255,564.61515,252.75874,48.4638,15.91209,10.2515,54.39758,0.68546,32669.67528,255,100,1550655,1,1.55217,0.64426,0.90196,"3",2,"2025may19","grande","2","034"
9198.88625,255,0,255,255,456.85742,324.91647,571.60832,123.46115,94.86698,94.59354,0.35379,2345715.9944,255,100,111338610,1,1.30141,0.7684,0.86105,"4",368,"2025may19","grande","2","034"
222.24957,255,0,255,255,645.90162,269.41775,73.94317,19.32177,14.6455,110.9999,0.5108,56673.63996,255,100,2689995,1,1.3193,0.75798,0.85248,"5",4,"2025may19","grande","2","034"
228.84395,255,0,255,255,31.30401,293.04113,67.63558,19.74182,14.75919,9.87367,0.62864,58355.20686,255,100,2769810,1,1.3376,0.74761,0.88363,"6",4,"2025may19","grande","2","034"
168.6518,255,0,255,255,163.96908,318.62803,55.02042,16.81286,12.77201,5.93601,0.70009,43006.20797,255,100,2041275,1,1.31638,0.75966,0.92597,"7",3,"2025may19","grande","2","034"
275.86841,255,0,255,255,124.79853,22.35439,75.05455,20.579,17.06821,67.78251,0.6154,70346.44436,255,100,3338970,1,1.20569,0.8294,0.87644,"1",6,"2025may19","grande","2","035"
5387.8613,255,0,255,255,609.2259,96.45218,495.0112,96.68918,70.94938,1.40694,0.27631,1373904.63237,255,100,65211915,1,1.36279,0.73379,0.77975,"2",188,"2025may19","grande","2","035"
86.04296,255,0,255,255,502.75356,254.25458,38.59615,12.61614,8.68358,24.45766,0.72583,21940.95607,255,100,1041420,1,1.45287,0.68829,0.92044,"3",2,"2025may19","grande","2","035"
85.87442,255,0,255,255,612.53884,262.60228,36.1183,10.52322,10.39023,169.78256,0.82722,21897.97672,255,100,1039380,1,1.0128,0.98736,0.9408,"4",1,"2025may19","grande","2","035"
5633.53883,255,0,255,255,323.27297,385.59677,438.77728,87.64331,81.84132,93.85545,0.36771,1436552.40141,255,100,68185470,1,1.07089,0.9338,0.8447,"5",199,"2025may19","grande","2","035"
346.17335,255,0,255,255,655.73084,402.71816,83.56428,24.49758,17.99204,104.45339,0.62296,88274.20401,255,100,4189905,1,1.36158,0.73444,0.8861,"6",7,"2025may19","grande","2","035"
5055.12953,255,0,255,255,490.54961,92.08939,464.28229,92.8053,69.3537,102.29435,0.2947,1289058.0312,255,100,61184700,1,1.33814,0.7473,0.83215,"1",168,"2025may19","grande","2","036"
4987.50027,255,0,255,255,264.81699,251.91681,451.74964,92.30861,68.79404,45.01431,0.30711,1271812.56866,255,100,60366150,1,1.34181,0.74526,0.8674,"2",158,"2025may19","grande","2","036"
4241.59794,255,0,255,255,633.36168,281.82883,332.98173,73.82763,73.15107,176.7297,0.48073,1081607.47349,255,100,51338130,1,1.00925,0.99084,0.87828,"3",145,"2025may19","grande","2","036"
129.04338,255,0,255,255,74.8734,317.73906,50.38419,15.85931,10.36004,97.86374,0.63879,32906.06169,255,100,1561875,1,1.53082,0.65325,0.89449,"4",2,"2025may19","grande","2","036"
225.87332,255,0,255,255,61.34924,383.32468,67.27485,20.45045,14.06281,177.09391,0.62715,57597.69589,255,100,2733855,1,1.45422,0.68765,0.90576,"5",4,"2025may19","grande","2","036"
7136.59397,255,0,255,255,425.52805,147.68862,518.52288,114.61569,79.27879,12.16173,0.33355,1819831.4631,255,100,86377680,1,1.44573,0.69169,0.79902,"1",274,"2025may19","grande","2","037"
208.44983,255,0,255,255,336.52257,141.79834,63.49492,19.35271,13.71418,144.16965,0.64973,53154.70601,255,100,2522970,1,1.41115,0.70864,0.89199,"2",4,"2025may19","grande","2","037"
115.87569,255,0,255,255,170.76741,208.33365,50.09993,14.72921,10.01666,153.51452,0.58013,29548.30029,255,100,1402500,1,1.47047,0.68005,0.8717,"3",2,"2025may19","grande","2","037"
4537.73406,255,0,255,255,255.71945,266.37572,361.37971,86.65434,66.67435,69.4066,0.43664,1157122.18419,255,100,54922410,1,1.29967,0.76943,0.87936,"4",170,"2025may19","grande","2","037"
180.95569,255,0,255,255,176.68466,249.5586,61.22839,15.86511,14.52243,107.23232,0.60656,46143.70022,255,100,2190195,1,1.09246,0.91537,0.87679,"5",3,"2025may19","grande","2","037"
112.71544,255,0,255,255,403.46767,283.75809,44.06202,14.41999,9.95242,93.94399,0.72957,28742.43755,255,100,1364250,1,1.44889,0.69018,0.92249,"6",2,"2025may19","grande","2","037"
87.89698,255,0,255,255,421.90798,303.20566,37.94512,12.4999,8.95319,132.70855,0.76714,22413.72887,255,100,1063860,1,1.39614,0.71626,0.92794,"7",2,"2025may19","grande","2","037"
159.86631,255,0,255,255,238.19804,361.70644,54.41064,15.15352,13.4324,138.22503,0.67858,40765.90956,255,100,1934940,1,1.12813,0.88642,0.90151,"8",3,"2025may19","grande","2","037"
86.44326,255,0,255,255,410.27492,366.38366,41.78943,12.05644,9.12898,160.83718,0.62203,22043.03202,255,100,1046265,1,1.32068,0.75719,0.88417,"9",2,"2025may19","grande","2","037"
197.64179,255,0,255,255,618.89287,385.40472,65.36905,17.88863,14.06734,104.77245,0.58123,50398.65546,255,100,2392155,1,1.27164,0.78638,0.86179,"10",4,"2025may19","grande","2","037"
94.09106,255,0,255,255,118.56978,4.75866,46.19372,12.1858,9.83116,140.86441,0.55411,23993.21984,255,100,1138830,1,1.23951,0.80677,0.87466,"1",2,"2025may19","grande","2","038"
9127.08546,255,0,255,255,439.19243,136.60098,597.57472,115.3935,100.70728,148.48913,0.32119,2327406.79306,255,100,110469570,1,1.14583,0.87273,0.83248,"2",356,"2025may19","grande","2","038"
78.87974,255,0,255,255,333.56404,124.487,34.45549,10.49689,9.56786,91.95957,0.83495,20114.33387,255,100,954720,1,1.0971,0.91149,0.95195,"3",1,"2025may19","grande","2","038"
134.8161,255,0,255,255,197.91133,132.1515,54.97665,17.0901,10.04401,143.04775,0.56053,34378.10428,255,100,1631745,1,1.70152,0.58771,0.8828,"4",2,"2025may19","grande","2","038"
113.45283,255,0,255,255,586.46183,136.31765,46.02971,13.68433,10.55606,59.64486,0.6729,28930.47219,255,100,1373175,1,1.29635,0.7714,0.88387,"5",2,"2025may19","grande","2","038"
155.18915,255,0,255,255,383.60217,192.51797,53.80942,16.37078,12.06985,25.35468,0.67353,39573.23272,255,100,1878330,1,1.35634,0.73728,0.89382,"6",3,"2025may19","grande","2","038"
278.62836,255,0,255,255,205.8624,195.92388,76.69069,20.5595,17.25532,5.89124,0.59532,71050.23115,255,100,3372375,1,1.19149,0.83929,0.87635,"7",7,"2025may19","grande","2","038"
5182.2557,255,0,255,255,579.40133,282.38423,444.71204,87.74728,75.19609,92.27499,0.32928,1321475.20282,255,100,62723370,1,1.16691,0.85696,0.81847,"8",180,"2025may19","grande","2","038"
78.71119,255,0,255,255,384.33359,266.97001,35.39682,10.24025,9.78669,81.14472,0.78944,20071.35452,255,100,952680,1,1.04634,0.95571,0.93342,"9",1,"2025may19","grande","2","038"
6398.42371,255,0,255,255,155.50853,329.29998,440.05518,101.48071,80.27857,67.6229,0.41521,1631598.04541,255,100,77443245,1,1.26411,0.79107,0.8969,"10",245,"2025may19","grande","2","038"
119.43623,255,0,255,255,400.77716,393.52681,46.11474,15.49361,9.81508,79.13852,0.70578,30456.23897,255,100,1445595,1,1.57855,0.63349,0.92382,"12",2,"2025may19","grande","2","038"
155.12594,255,0,255,255,83.27602,426.7338,52.76243,16.14515,12.23355,41.46663,0.70024,39557.11546,255,100,1877565,1,1.31974,0.75772,0.92745,"13",3,"2025may19","grande","2","038"
10832.1646,255,0,255,255,519.21764,90.65331,663.21697,136.20757,101.25678,110.71859,0.30947,2762201.9732,255,100,131106975,1,1.34517,0.7434,0.86748,"1",431,"2025may19","grande","2","039"
231.2036,255,0,255,255,383.56823,36.88656,76.98703,21.13059,13.93135,55.20619,0.4902,58956.91771,255,100,2798370,1,1.51677,0.6593,0.85795,"2",5,"2025may19","grande","2","039"
128.22172,255,0,255,255,366.37077,80.06381,46.98563,15.36748,10.62354,98.17453,0.72986,32696.53738,255,100,1551930,1,1.44655,0.6913,0.92373,"3",2,"2025may19","grande","2","039"
