LABEL,TRACK_ID,N_PREDECESSORS,N_SUCCESSORS,DELTA_T,DISTANCE,MEAN_VELOCITY,FIRST,LAST,best_ellipse_angle,best_ellipse_id,ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX,date,strain,strain_date,complete_id,cell_death,timepoint,strain_timepoint,strain_timepoint_date,id_file,big_clust,cell_id,division_number,mother_cell_id,budd_angle,mother_delta_t,max_num_div,TOTAL_DISTANCE,MEAN_SUCCESSORS_DELAY,MEAN_PREDECESSORS_DELAY
Track_180: ID15981 → ID15981,180,0,2,0.0,0.0,,15981,15981,NA,NA,15981,-1.0,121.10025634232338,83.6552649051604,0.0,19500.0,65,3.239608629790576,1,,11109.763440860215,10999.0,8829.0,13352.0,17564536.0,985.7242712549308,-0.0455613605218519,-1.0760390399088686,0.0,0.0,3.239608629790576,3.239608629790576,0.0,1.0,32.971216194503526,20.35506134371234,1.0,1.0,3.544907701811032,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,False,PA3_t400_6_2023jan12_0012,0,PA3_t400_6_2023jan12_0012_0,NA,NA,1,,,
Track_63: ID10583 → ID10712,63,1,2,5400.0,0.9195840274667176,0.3023644196891004,10583,10712,99.01718318402811,10712,10712,2514.0,113.9624775420946,107.39828076587638,0.0,19800.0,66,4.148643184279398,1,,12107.807171314742,11803.0,9304.0,15446.0,30390596.0,1426.2358649240816,-0.959816247858528,-405.5475193333071,-0.0403354061933731,-0.0114680975898573,5.456620033445415,3.2973634865253945,1.7281752446781111,1.654843348555225,54.07070599287077,29.35845913826629,0.7883251604194331,0.9776264591439684,3.992567232001981,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,False,PA3_t400_6_2023jan12_0004,1,PA3_t400_6_2023jan12_0004_1,7.220349807254848,5100.0,4,,,
Track_180: ID15965 → ID15965,180,1,0,0.0,0.0,,15965,15965,NA,NA,15965,-1.0,121.10025634232338,83.6552649051604,0.0,19800.0,66,3.239608629790576,1,,11128.91018342821,11042.0,8793.0,13718.0,17594807.0,940.9934345289616,-0.0441181658331628,-1.091715007228364,0.0,0.0,3.239608629790576,3.239608629790576,0.0,1.0,32.971216194503526,20.35506134371234,1.0,1.0,3.544907701811032,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,False,PA3_t400_6_2023jan12_0012,1,PA3_t400_6_2023jan12_0012_1,NA,0.0,1,,,
Track_106: ID15338 → ID10683,106,1,2,5700.0,4.410705237228416,0.3996688786417759,15338,10683,50.81187461964085,10683,10683,2339.0,97.89256376898544,69.17857858577653,0.0,20100.0,67,4.004977951917278,1,,12471.182282793869,12502.0,9676.0,15536.0,29282336.0,1055.6917371461016,-0.9555560839851602,-507.9773686662417,0.0106380096339556,-0.0335025013429652,5.107939285936227,3.173614649504938,0.8868341941231442,1.609502050519281,50.39066988350521,27.53582353760261,0.8351487899101809,0.9764386989157632,3.879028798869504,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,False,PA3_t400_6_2023jan12_0007,0,PA3_t400_6_2023jan12_0006_1,4.8846588390987975,1800.0,1,,,
Track_106: ID10581 → ID10689,106,1,2,5700.0,0.5093860058843211,0.3003115943287923,10581,10689,45.68013657164287,10689,10689,2282.0,103.3767801571691,77.21007738954832,0.0,20100.0,67,3.9554973536240494,1,,11902.74409448819,12077.0,9091.0,14391.0,27209673.0,1060.6446966624155,-0.956774872803356,-496.7989263814713,0.0013083166405172,-0.0363383836055363,4.9572644648720905,3.2198156440384453,0.7972685008611953,1.539611273723254,49.15323084088237,26.80036800610992,0.8599642913481962,0.97983697983698,3.8226516446636714,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,False,PA3_t400_6_2023jan12_0006,1,PA3_t400_6_2023jan12_0006_1,NA,1800.0,3,,,
Track_63: ID10587 → ID10695,63,1,2,5400.0,0.6861779909730135,0.5235118396928116,10587,10695,86.0543983623175,10695,10695,2040.0,114.17746457336408,97.2767685631659,0.0,20100.0,67,3.7350399871747273,1,,12377.62136878385,12269.0,10091.0,14968.0,25138949.0,1212.6618089853912,-0.9576669718343988,-461.8092876754944,-0.0013769836821454,-0.023073799678149,4.4959636624524695,3.160710285822635,1.501932050208174,1.422453580329432,43.82686278785327,25.06766306638116,0.8764407275204166,0.978146013448607,3.786549657969015,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,False,PA3_t400_6_2023jan12_0003,2,PA3_t400_6_2023jan12_0003_2,NA,5400.0,3,,,
Track_63: ID14738 → ID10700,63,1,2,5400.0,3.844614765003916,0.6209347604469809,14738,10700,38.50696342088974,10700,10700,1796.0,119.81368866605088,102.87791731532984,0.0,20100.0,67,3.506592301132844,1,,11643.116991643454,11527.0,9951.0,13532.0,20899395.0,924.0915788275876,-0.9599637482071638,-604.2068787255781,-0.0350580860982872,-0.0128571686227165,4.26755239308519,2.927461736713408,0.6720730563303023,1.457765387525191,38.62961880883702,23.95277332336449,0.8460941211734467,0.9721093961548872,3.853856977258804,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,False,PA3_t400_6_2023jan12_0009,0,PA3_t400_6_2023jan12_0003_2,36.24738664374778,5400.0,1,,,
Track_140: ID15678 → ID15678,140,0,2,0.0,0.0,,15678,15678,NA,NA,15678,-1.0,80.26895650552142,86.5770255821052,0.0,20100.0,67,2.6528115063874345,1,,11580.08201304753,11503.0,9716.0,14653.0,12425428.0,823.7110378431262,-0.047956655824924,-1.416311934508499,0.0,0.0,2.6528115063874345,2.6528115063874345,0.0,1.0,22.108672064172715,16.668106279650473,1.0000000000000002,1.0,3.544907701811032,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,False,PA3_t400_6_2023jan12_0019,0,PA3_t400_6_2023jan12_0019_0,NA,NA,1,,,
Track_140: ID15664 → ID15664,140,1,0,0.0,0.0,,15664,15664,NA,NA,15664,-1.0,80.31785626580502,86.52812582182162,0.0,20400.0,68,2.6528115063874345,1,,11334.62348555452,11393.0,9306.0,13610.0,12162051.0,801.2037084027774,-0.0590748333028257,-1.77640326741874,0.0,0.0,2.6528115063874345,2.6528115063874345,0.0,1.0,22.108672064172715,16.668106279650473,1.0000000000000002,1.0,3.544907701811032,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,False,PA3_t400_6_2023jan12_0019,1,PA3_t400_6_2023jan12_0019_1,NA,0.0,1,,,
Track_63: ID10707 → ID10761,63,1,0,1200.0,0.558897313821823,0.4017340071923909,10707,10761,91.44967623083684,10761,10761,1391.0,114.30616234617288,97.84136680090069,0.0,21600.0,72,3.0857479463556268,1,,11749.610791366906,11639.0,10107.0,14033.0,16331959.0,781.070773048929,-0.9596434139797492,-715.4158479780751,-0.0188259192965092,0.0489945259705097,3.5446243587162245,2.7468640124639525,1.5960973794036708,1.2904258611392547,29.913743812971305,20.46469519242226,0.8975736053659084,0.977496483825598,3.741708026308716,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,False,PA3_t400_6_2023jan12_0003,3,PA3_t400_6_2023jan12_0003_3,60.265837992058664,5400.0,3,,,
Track_106: ID10702 → ID10839,106,1,0,3300.0,1.046904341598216,0.4079532365977355,10702,10839,49.015123046899234,10814,10839,1988.0,97.05245731101458,69.48607922939064,0.0,23700.0,79,3.6884395534106114,1,,10755.37713997986,10527.0,8760.0,15473.0,21360179.0,1078.2713875225018,-0.961976837721461,-504.7123600157882,0.0237154482588347,0.070924246424389,4.292643002985734,3.2574573491937384,0.7227701746885693,1.3177894728378308,42.74006849824528,26.91912100577042,0.7411793799498666,0.9276039234002798,4.117591585762539,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,False,PA3_t400_6_2023jan12_0007,1,PA3_t400_6_2023jan12_0007_1,5.624879582844905,5700.0,1,,,
Track_0: ID15576 → ID10865,0,1,2,6600.0,3.124208277999923,0.6356412202421327,15576,10865,35.69888270125886,10858,10865,2157.0,64.97757120158836,61.07553879381869,0.0,24900.0,83,3.835925704485731,1,,12685.80649651972,12647.0,10440.0,15024.0,27337913.0,907.5784744237033,-0.957639847632646,-631.9876427864144,0.0224327347539574,-0.0109818802780379,4.896909318860153,3.0870370693760814,0.6778029988670169,1.586281346420587,46.22641849659161,26.8962816374906,0.8030001442699193,0.9466725429704717,3.9559165388145567,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,False,PA3_t400_6_2023jan12_0010,0,PA3_t400_6_2023jan12_0005_1,10.612572680162614,6900.0,1,,,
