LABEL,TRACK_ID,N_PREDECESSORS,N_SUCCESSORS,DELTA_T,DISTANCE,MEAN_VELOCITY,FIRST,LAST,best_ellipse_angle,best_ellipse_id,ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX,date,strain,strain_date,complete_id,cell_death,timepoint,strain_timepoint,strain_timepoint_date,id_file,big_clust,cell_id,division_number,mother_cell_id,budd_angle,mother_delta_t,max_num_div,TOTAL_DISTANCE,MEAN_SUCCESSORS_DELAY,MEAN_PREDECESSORS_DELAY,minutes,hours,mother_delta_hours,transfer,unique_id_branch
Track_0: ID15532 → ID10521,0,1,2,6900,3.204146026,0.666891413,15532,10521,29.92294073,10525,10521,1456,78.12321559,73.46066199,0,10800,36,3.161409066,1,NA,12882.02531,12839,10218,15224,18833521,720.8132557,-0.95695963,-794.7105942,-0.01067616,-0.012398895,5.661843877,1.821090868,0.529375442,3.109039739,31.39867066,27.71679157,0.513612061,0.892627715,4.946378265,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0002,1,PA3_t400_6_2023jan12_0001_1,2.834127146,3600,1,NA,NA,NA,115,1.916666667,1,400,PA3_t400_6_2023jan12_0
Track_63: ID14680 → ID10578,63,1,2,5100,5.898365131,0.448516618,14680,10578,100.1912548,10578,10578,2485,113.4048615,106.991198,0,14100,47,4.130440035,1,NA,12373.29506,12244,9432,15360,30821878,1397.086781,-0.958972769,-414.024513,-0.077139328,-0.009086033,5.459032936,3.2958314,-1.392924878,1.65634472,53.59725105,28.97644595,0.802162113,0.981477833,3.957982403,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0004,1,PA3_t400_6_2023jan12_0003_1,NA,2400,4,NA,NA,NA,85,1.416666667,0.666666667,400,PA3_t400_6_2023jan12_63
Track_63: ID10508 → ID10582,63,1,2,5400,1.881544226,0.3379334,10508,10582,74.75435006,10582,10582,2197,113.5252904,97.18670797,0,14400,48,3.883843359,1,NA,12589.79946,12392,9424,15789,27747918,1365.735878,-0.957584009,-416.226146,0.002845565,0.039249664,4.507509977,3.39770048,1.304709072,1.326635471,47.38853516,25.85745782,0.890659077,0.979319546,3.756204104,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0003,2,PA3_t400_6_2023jan12_0003_1,27.35303276,2400,3,NA,NA,NA,90,1.5,0.666666667,400,PA3_t400_6_2023jan12_63
Track_0: ID15560 → ID10654,0,1,2,6900,2.069162359,0.557344553,15560,10654,46.31145538,10654,10654,2139,72.46662031,67.27902334,0,18000,60,3.831011572,1,NA,12589.03265,12580,10164,14792,26990886,879.8194815,-0.95814091,-655.0408436,-0.015782669,0.001164259,5.043510444,2.916008191,0.808287089,1.729594059,46.10805476,26.27931212,0.838993658,0.983249197,3.870130351,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0005,1,PA3_t400_6_2023jan12_0002_1,NA,6900,2,NA,NA,NA,115,1.916666667,1.916666667,400,PA3_t400_6_2023jan12_0
Track_63: ID14731 → ID10706,63,1,2,5100,5.00848815,0.457357513,14731,10706,107.4116046,10706,10706,2232,111.131906,117.4714184,0,19500,65,3.918086112,1,NA,11973.25045,12005,9135,15053,26867974,1170.917975,-0.960866,-502.1392626,-0.05039326,0.049850419,5.713226867,2.763542369,-1.266906046,2.067356351,48.22784164,28.00993863,0.77247312,0.979672131,4.03332524,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0008,1,PA3_t400_6_2023jan12_0004_1,NA,5100,3,NA,NA,NA,85,1.416666667,1.416666667,400,PA3_t400_6_2023jan12_63
Track_63: ID10583 → ID10712,63,1,2,5400,0.919584027,0.30236442,10583,10712,99.01718318,10712,10712,2514,113.9624775,107.3982808,0,19800,66,4.148643184,1,NA,12107.80717,11803,9304,15446,30390596,1426.235865,-0.959816248,-405.5475193,-0.040335406,-0.011468098,5.456620033,3.297363487,1.728175245,1.654843349,54.07070599,29.35845914,0.78832516,0.977626459,3.992567232,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0004,2,PA3_t400_6_2023jan12_0004_1,7.220349807,5100,4,NA,NA,NA,90,1.5,1.416666667,400,PA3_t400_6_2023jan12_63
Track_106: ID15338 → ID10683,106,1,2,5700,4.410705237,0.399668879,15338,10683,50.81187462,10683,10683,2339,97.89256377,69.17857859,0,20100,67,4.004977952,1,NA,12471.18228,12502,9676,15536,29282336,1055.691737,-0.955556084,-507.9773687,0.01063801,-0.033502501,5.107939286,3.17361465,0.886834194,1.609502051,50.39066988,27.53582354,0.83514879,0.976438699,3.879028799,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0007,1,PA3_t400_6_2023jan12_0006_1,4.884658839,1800,1,NA,NA,NA,95,1.583333333,0.5,400,PA3_t400_6_2023jan12_106
Track_106: ID10581 → ID10689,106,1,2,5700,0.509386006,0.300311594,10581,10689,45.68013657,10689,10689,2282,103.3767802,77.21007739,0,20100,67,3.955497354,1,NA,11902.74409,12077,9091,14391,27209673,1060.644697,-0.956774873,-496.7989264,0.001308317,-0.036338384,4.957264465,3.219815644,0.797268501,1.539611274,49.15323084,26.80036801,0.859964291,0.97983698,3.822651645,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0006,2,PA3_t400_6_2023jan12_0006_1,NA,1800,3,NA,NA,NA,95,1.583333333,0.5,400,PA3_t400_6_2023jan12_106
Track_63: ID10587 → ID10695,63,1,2,5400,0.686177991,0.52351184,10587,10695,86.05439836,10695,10695,2040,114.1774646,97.27676856,0,20100,67,3.735039987,1,NA,12377.62137,12269,10091,14968,25138949,1212.661809,-0.957666972,-461.8092877,-0.001376984,-0.0230738,4.495963662,3.160710286,1.50193205,1.42245358,43.82686279,25.06766307,0.876440728,0.978146013,3.786549658,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0003,3,PA3_t400_6_2023jan12_0003_2,NA,5400,3,NA,NA,NA,90,1.5,1.5,400,PA3_t400_6_2023jan12_63
Track_63: ID14738 → ID10700,63,1,2,5400,3.844614765,0.62093476,14738,10700,38.50696342,10700,10700,1796,119.8136887,102.8779173,0,20100,67,3.506592301,1,NA,11643.11699,11527,9951,13532,20899395,924.0915788,-0.959963748,-604.2068787,-0.035058086,-0.012857169,4.267552393,2.927461737,0.672073056,1.457765388,38.62961881,23.95277332,0.846094121,0.972109396,3.853856977,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0009,1,PA3_t400_6_2023jan12_0003_2,36.24738664,5400,1,NA,NA,NA,90,1.5,1.5,400,PA3_t400_6_2023jan12_63
Track_0: ID15576 → ID10865,0,1,2,6600,3.124208278,0.63564122,15576,10865,35.6988827,10858,10865,2157,64.9775712,61.07553879,0,24900,83,3.835925704,1,NA,12685.8065,12647,10440,15024,27337913,907.5784744,-0.957639848,-631.9876428,0.022432735,-0.01098188,4.896909319,3.087037069,0.677802999,1.586281346,46.2264185,26.89628164,0.803000144,0.946672543,3.955916539,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0010,1,PA3_t400_6_2023jan12_0005_1,10.61257268,6900,1,NA,NA,NA,110,1.833333333,1.916666667,400,PA3_t400_6_2023jan12_0
Track_106: ID15357 → ID10887,106,1,2,4500,3.472786147,0.339791123,15357,10887,88.17745849,10887,10887,2153,103.0705006,68.48501941,0,24900,83,3.847515977,1,NA,11789.44861,11679,9226,15387,25465209,1313.610609,-0.956954027,-399.0390395,-0.040885709,0.043133393,4.856274062,3.157257613,1.538986426,1.538130447,46.50618732,25.87727295,0.872737399,0.989468864,3.794574977,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0016,1,PA3_t400_6_2023jan12_0006_2,42.49732192,5700,1,NA,NA,NA,75,1.25,1.583333333,400,PA3_t400_6_2023jan12_106
Track_180: ID15960 → ID11000,180,1,2,5100,6.13949579,2.08009184,15960,11000,168.9039305,11000,11000,1930,131.079525,80.87385948,0,24900,83,3.633238485,1,NA,10829.04397,10669,8787,13345,20932542,811.9116125,-0.961048786,-658.1665275,0.015611568,0.006751543,4.354005114,3.076678938,2.947928653,1.415163948,41.47034844,24.26168086,0.885331216,0.983163265,3.767489438,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0013,1,PA3_t400_6_2023jan12_0012_1,NA,0,1,NA,NA,NA,85,1.416666667,0,400,PA3_t400_6_2023jan12_180
Track_63: ID10710 → ID11177,63,1,2,5100,0.608859758,0.261270663,10710,11177,106.5456015,11177,11177,2433,113.9277004,108.0362214,0,25200,84,4.077023327,1,NA,12435.56749,12338,8709,16383,30218429,1406.624483,-0.956783072,-391.4506536,0.026404518,0.073750571,5.284664709,3.292486178,-1.282020646,1.605068153,52.2199276,28.86868951,0.787393799,0.961751883,3.99492782,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0004,3,PA3_t400_6_2023jan12_0004_2,46.41566481,5400,4,NA,NA,NA,85,1.416666667,1.5,400,PA3_t400_6_2023jan12_63
Track_0: ID10657 → ID10874,0,1,2,6900,1.173114765,0.413239087,10657,10874,29.40201611,10874,10874,1653,71.16041181,66.33926041,0,25200,84,3.359941007,1,NA,11745.76124,11738,9239,14289,19333523,795.188699,-0.959316115,-696.5948876,0.015435758,-0.015319789,4.244148469,2.710215437,0.513161804,1.565981955,35.466079,22.84559214,0.853922001,0.975147929,3.836152209,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0005,2,PA3_t400_6_2023jan12_0005_1,NA,6900,2,NA,NA,NA,115,1.916666667,1.916666667,400,PA3_t400_6_2023jan12_0
Track_63: ID14785 → ID11181,63,1,2,5100,3.634372522,0.363729282,14785,11181,52.60151838,11181,11181,1851,116.3920848,115.2937948,0,25200,84,3.567117866,1,NA,12331.65105,12439,9274,14967,22899876,1272.07187,-0.957747298,-439.4768647,-0.067250858,-0.017330405,4.13670303,3.176857233,0.918069359,1.3021369,39.97466125,24.07197869,0.866904138,0.970734257,3.807320122,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0014,1,PA3_t400_6_2023jan12_0004_2,NA,5400,2,NA,NA,NA,85,1.416666667,1.5,400,PA3_t400_6_2023jan12_63
Track_106: ID10703 → ID10901,106,1,2,5100,0.824442285,0.316952595,10703,10901,48.98517042,10901,10901,2382,104.1807646,77.22966888,0,25500,85,4.036921176,1,NA,11355.87657,11490,7506,13684,27049698,1015.521479,-0.957636416,-505.5562776,0.004281003,0.018009835,4.830575838,3.419928729,0.854952203,1.41247851,51.19769535,26.82444428,0.894126175,0.984889257,3.748914429,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0006,3,PA3_t400_6_2023jan12_0006_2,NA,5700,3,NA,NA,NA,85,1.416666667,1.583333333,400,PA3_t400_6_2023jan12_106
Track_63: ID10726 → ID10963,63,1,2,5700,1.654806899,0.312288739,10726,10963,98.23634157,10963,10963,2012,111.246162,118.7266669,0,25500,85,3.706041148,1,NA,12043.91018,11909,9872,15140,24135996,1038.173429,-0.960336019,-561.7647784,0.021876693,0.003836156,4.94927169,2.792170046,1.714546992,1.772553824,43.1489614,26.11025383,0.79534952,0.976857491,3.974897375,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0008,2,PA3_t400_6_2023jan12_0008_1,NA,5100,3,NA,NA,NA,95,1.583333333,1.416666667,400,PA3_t400_6_2023jan12_63
Track_63: ID14774 → ID11019,63,1,2,5700,6.407583505,0.446612867,14774,11019,98.04788539,11019,11019,2397,109.6842999,128.9362393,0,25500,85,4.056388568,1,NA,12406.00625,12343,9215,15426,29774415,1346.506551,-0.95926139,-433.8946384,-0.011477273,0.069572112,5.515933744,2.995976032,-1.430333717,1.841114109,51.69267096,28.74112035,0.786378172,0.975431472,3.997506761,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0011,1,PA3_t400_6_2023jan12_0008_1,9.363719182,5100,4,NA,NA,NA,95,1.583333333,1.416666667,400,PA3_t400_6_2023jan12_63
Track_63: ID15107 → ID10985,63,1,2,5400,3.272953572,0.328745577,15107,10985,146.3202364,10985,10985,2009,109.4119101,103.1480506,0,25800,86,3.707889087,1,NA,11936.08741,11779,8831,16383,23896047,1323.084555,-0.959500211,-427.4612047,0.033362907,0.011298603,4.370745326,3.217986008,-0.587822557,1.358223844,43.19200276,24.72903893,0.88756206,0.979263235,3.762751757,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0017,1,PA3_t400_6_2023jan12_0003_3,NA,5400,1,NA,NA,NA,90,1.5,1.5,400,PA3_t400_6_2023jan12_63
Track_106: ID15367 → ID10878,106,1,2,5400,3.252847922,0.348820871,15367,10878,56.4367542,10878,10878,1728,92.46618389,62.01602631,0,25800,86,3.443511855,1,NA,11941.23019,11932,8831,15491,20646387,1736.350274,-0.955305489,-293.9881368,0.03503922,0.051695694,4.672243906,2.573221227,0.985006828,1.815717925,37.25229535,23.93230571,0.817323183,0.975760992,3.921100946,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0015,1,PA3_t400_6_2023jan12_0007_1,NA,5700,1,NA,NA,NA,90,1.5,1.583333333,400,PA3_t400_6_2023jan12_106
Track_140: ID15653 → ID11060,140,1,2,5700,4.766789747,0.723581796,15653,11060,160.0033069,11060,11060,2372,72.63848082,91.55488512,0,26100,87,4.030977656,1,NA,12852.54465,12720,9644,16383,30511941,1473.292331,-0.956577449,-384.3571717,0.019976463,0.036290455,4.860162126,3.455622619,-0.349008009,1.40645049,51.04705059,27.77084314,0.831768344,0.978346051,3.886903318,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0020,1,PA3_t400_6_2023jan12_0019_1,NA,0,1,NA,NA,NA,95,1.583333333,0,400,PA3_t400_6_2023jan12_140
Track_63: ID14755 → ID11171,63,1,2,6000,4.771170536,0.748977303,14755,11171,35.13829553,11003,11171,1904,126.7286779,108.9101014,0,26400,88,3.609593574,1,NA,12571.48896,12615,10166,15224,23910972,1105.709372,-0.956393308,-498.7226714,-0.088546072,-0.081023155,4.905527541,2.740412543,0.654272895,1.790069,40.93233146,26.13075943,0.753307485,0.943452381,4.084310874,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0018,1,PA3_t400_6_2023jan12_0009_1,NA,5400,1,NA,NA,NA,100,1.666666667,1.5,400,PA3_t400_6_2023jan12_63
Track_106: ID15375 → ID11235,106,1,2,5100,5.467053444,0.455541121,15375,11235,106.5337855,11235,11235,1842,105.9347265,57.81127652,0,30300,101,3.55027472,1,NA,10933.10272,10690,8647,13642,20116909,1277.451369,-0.958524223,-395.5829924,0.005312265,-0.032541801,4.444630847,2.883118868,1.859364656,1.541605134,39.59804936,23.96078667,0.866725376,0.979765708,3.807712732,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0022,1,PA3_t400_6_2023jan12_0016_1,NA,4500,1,NA,NA,NA,85,1.416666667,1.25,400,PA3_t400_6_2023jan12_106
Track_180: ID15995 → ID11254,180,1,2,5100,5.246374987,0.651850423,15995,11254,154.0471906,11254,11254,2117,140.1776083,75.74055737,0,30300,101,3.811291681,1,NA,10441.33176,10531,8560,11673,22156506,515.9413347,-0.962142868,-1028.673182,-0.00060471,-0.001989383,4.774726811,3.057779512,2.688629719,1.561501342,45.63459982,25.85333305,0.857967879,0.983990719,3.827096541,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0023,1,PA3_t400_6_2023jan12_0013_1,NA,5100,1,NA,NA,NA,85,1.416666667,1.416666667,400,PA3_t400_6_2023jan12_180
Track_63: ID10916 → ID11455,63,1,2,5400,0.852021824,0.423608212,10916,11455,117.894448,11455,11455,2221,113.7413423,108.6610956,0,30900,103,3.904512772,1,NA,12564.81354,12420,9034,16383,28032099,1280.251729,-0.954283061,-409.7233733,0.034155156,0.04874877,4.605177012,3.404490001,-1.083945978,1.352677497,47.89427112,26.79801808,0.838085025,0.97438704,3.872227739,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0004,4,PA3_t400_6_2023jan12_0004_3,NA,5100,4,NA,NA,NA,90,1.5,1.416666667,400,PA3_t400_6_2023jan12_63
Track_63: ID11025 → ID11220,63,1,2,5400,0.676657163,0.29260843,11025,11220,100.8002524,11220,11220,2379,109.2869159,129.6121564,0,31200,104,4.029702904,1,NA,12353.71007,12032,9659,16036,29315354,1456.811783,-0.95870418,-393.7336011,0.016466604,0.093606033,5.262621712,3.177537948,-1.382295868,1.656194764,51.01476957,28.41595943,0.793928048,0.973311435,3.978454169,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0011,2,PA3_t400_6_2023jan12_0011_1,13.972009,5700,4,NA,NA,NA,90,1.5,1.583333333,400,PA3_t400_6_2023jan12_63
Track_63: ID10937 → ID11216,63,1,2,5700,0.805821641,0.449663002,10937,11216,66.57075385,11329,11216,2336,116.8085303,115.6239962,0,31200,104,3.999843363,1,NA,11688.27537,11410,8330,15781,27292123,1726.82601,-0.957273912,-303.301768,0.040852082,0.050155893,4.43407428,3.765077524,1.109353011,1.177684723,50.26154581,27.64157534,0.826647058,0.946504559,3.898924899,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0014,2,PA3_t400_6_2023jan12_0014_1,29.40111345,5100,2,NA,NA,NA,95,1.583333333,1.416666667,400,PA3_t400_6_2023jan12_63
Track_63: ID14796 → ID11221,63,1,2,5400,5.106847732,0.434230272,14796,11221,112.0198944,11221,11221,2397,106.5073459,139.3781816,0,31200,104,4.04878204,1,NA,12758.35628,13077,8882,15417,30581780,1356.9064,-0.958363602,-432.8445907,-0.023651008,-0.020713331,5.659719772,2.929563469,-1.186476245,1.931932806,51.49898485,28.47187429,0.798318911,0.978132025,3.967498062,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0029,1,PA3_t400_6_2023jan12_0011_1,NA,5700,3,NA,NA,NA,90,1.5,1.583333333,400,PA3_t400_6_2023jan12_63
Track_63: ID14805 → ID11413,63,1,2,5700,4.889109747,0.505427527,14805,11413,147.1533047,11413,11413,2017,103.4640135,124.5269489,0,31500,105,3.717115001,1,NA,11662.07175,11415,9532,15476,23569047,1181.274198,-0.96157909,-494.1654242,0.010245816,-0.030139373,4.371184071,3.204888902,2.568308753,1.363911263,43.40720955,24.63110148,0.899091858,0.986790607,3.738547472,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0028,1,PA3_t400_6_2023jan12_0008_2,NA,5700,1,NA,NA,NA,95,1.583333333,1.583333333,400,PA3_t400_6_2023jan12_63
Track_140: ID15689 → ID11323,140,1,2,5100,3.402778969,0.397630631,15689,11323,152.4913536,11323,11323,1926,63.48572493,94.41421953,0,31500,105,3.62993747,1,NA,11630.11394,11680,9164,14006,22353079,930.4636253,-0.961898599,-631.106871,-0.030455107,0.00226091,4.622813288,2.92343966,2.66147525,1.581292527,41.39502606,24.3761426,0.875443376,0.984390993,3.788705964,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0032,1,PA3_t400_6_2023jan12_0020_1,7.51195333,5700,1,NA,NA,NA,85,1.416666667,1.583333333,400,PA3_t400_6_2023jan12_140
Track_63: ID11018 → ID11396,63,1,2,5700,0.635808381,0.323774497,11018,11396,104.3389523,11396,11396,2318,110.6296322,118.7722679,0,31500,105,3.977947421,1,NA,11565.67938,11359,9689,14987,26693588,998.7977386,-0.960967371,-570.170093,-0.013354526,0.008221399,5.458545357,2.977258629,-1.320533925,1.833413229,49.71276849,28.87564226,0.749228878,0.965517241,4.095412749,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0008,3,PA3_t400_6_2023jan12_0008_2,48.91696311,5700,3,NA,NA,NA,95,1.583333333,1.583333333,400,PA3_t400_6_2023jan12_63
Track_106: ID15403 → ID15519,106,1,2,5700,5.623685036,0.609657744,15403,15519,28.23087532,11116,15519,-1,81.98044812,55.18337948,0,31800,106,2.946210068,1,NA,12646.67251,12526,9878,15360,16605081,1281.992911,0.042274204,0.800228648,0,0,2.946210068,2.946210068,0,1,27.2695073,18.51158381,1,1,3.544907702,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0031,1,PA3_t400_6_2023jan12_0015_1,28.20587889,5400,1,NA,NA,NA,95,1.583333333,1.5,400,PA3_t400_6_2023jan12_106
Track_15: ID15633 → ID11258,15,1,2,5700,5.169256409,0.447050979,15633,11258,46.39068158,11258,11258,2036,57.40748211,61.12489894,0,32400,108,3.730452048,1,NA,13381.67537,13447,10423,16296,27164801,1004.876973,-0.95592234,-577.6059709,-0.022014188,-0.009519242,5.467949318,2.634106656,0.809669846,2.075826849,43.71925939,27.05647878,0.750481705,0.975510204,4.091992954,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0034,1,PA3_t400_6_2023jan12_0033_1,NA,1800,1,NA,NA,NA,95,1.583333333,0.5,400,PA3_t400_6_2023jan12_15
Track_15: ID10914 → ID15906,15,1,2,6000,1.518785708,0.382646428,10914,15906,31.38336039,11283,15906,-1,64.03423609,67.81174257,0,32700,109,2.652811506,1,NA,13873.00839,14196,10065,16361,14885738,1541.813557,0.084273564,1.398689371,0,0,2.652811506,2.652811506,0,1,22.10867206,16.66810628,1,1,3.544907702,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0033,2,PA3_t400_6_2023jan12_0033_1,10.21306721,1800,2,NA,NA,NA,100,1.666666667,0.5,400,PA3_t400_6_2023jan12_15
Track_180: ID16021 → ID11629,180,1,2,5400,5.605532148,0.550455726,16021,11629,160.7517737,11629,11629,1938,150.235186,71.47168867,0,36000,120,3.64030201,1,NA,10953.92665,11072,8964,12603,21206802,652.1300783,-0.959858896,-803.3109194,-0.007140655,-0.040881238,4.680111288,2.89705845,2.805646727,1.615470094,41.63175353,24.93030743,0.841742585,0.983477377,3.86380573,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0037,1,PA3_t400_6_2023jan12_0023_1,6.704583093,5100,1,NA,NA,NA,90,1.5,1.416666667,400,PA3_t400_6_2023jan12_180
Track_63: ID15175 → ID11781,63,1,2,4800,3.59939233,0.687667121,15175,11781,77.32760485,11781,11781,2399,116.6125545,124.4755829,0,36300,121,4.054277075,1,NA,12653.23045,12515,10593,15647,30418366,973.4010892,-0.954947394,-551.060289,-0.011705906,0.024495737,5.256158272,3.160563115,1.349620825,1.663044869,51.63886927,27.63887997,0.849465428,0.9868394,3.846201898,2023jan12,PA3,PA3_2023jan12,PA3_t400_6_2023jan12,NA,t400,PA3_t400,PA3_t400_2023jan12,2023jan12_pa3-t400_6,FALSE,PA3_t400_6_2023jan12_0040,1,PA3_t400_6_2023jan12_0014_2,10.756851,5700,1,NA,NA,NA,80,1.333333333,1.583333333,400,PA3_t400_6_2023jan12_63
