LABEL,TRACK_ID,N_PREDECESSORS,N_SUCCESSORS,DELTA_T,DISTANCE,MEAN_VELOCITY,FIRST,LAST,best_ellipse_angle,best_ellipse_id,ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX,date,strain,strain_date,complete_id,cell_death,timepoint,strain_timepoint,strain_timepoint_date,id_file,big_clust,cell_id,division_number,mother_cell_id,budd_angle,mother_delta_t,max_num_div,TOTAL_DISTANCE,MEAN_SUCCESSORS_DELAY,MEAN_PREDECESSORS_DELAY,minutes,hours,mother_delta_hours,transfer,unique_id_branch
Track_228: ID22692 → ID22733,228,1,2,4500,3.159898364,0.465178188,22692,22733,26.28352225,22752,22733,3362,116.5657592,115.8987881,0,13500,45,4.755231527,1,NA,8526.424531,8336,6593,12039,28640260,1140.356519,-0.967667295,-447.5487191,0.056614039,0.067079608,7.304898147,3.162197852,0.522998934,2.310069922,71.03840582,36.69871751,0.662828686,0.944709514,4.354159001,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0005,3,PA2_t600_6_2023jan26_0005_2,NA,4500,4,NA,NA,NA,75,1.25,1.25,600,PA2_t600_6_2023jan26_228
Track_48: ID22466 → ID22706,48,1,2,5400,4.36523602,0.280469758,22466,22706,165.2637216,22706,22706,2348,123.901572,101.7172002,0,13500,45,3.98045347,1,NA,9349.844266,9453,6518,13171,22093682,1195.673324,-0.962644108,-403.0217478,0.015987826,0.005770338,6.490461406,2.465848721,-0.257196486,2.632140954,49.77542487,30.30177507,0.681222054,0.970576132,4.294974427,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0002,2,PA2_t600_6_2023jan26_0002_1,NA,5100,3,NA,NA,NA,90,1.5,1.416666667,600,PA2_t600_6_2023jan26_48
Track_2: ID22788 → ID42691,2,1,2,4800,3.376230994,1.832878905,22788,42691,143.8949527,22651,42691,-1,97.43080016,113.3867886,0,14100,47,2.704662064,1,NA,7270.977368,7106,5118,10948,8674276,988.2365371,-0.14989297,-2.594594776,0,0,2.704662064,2.704662064,0,1,22.98136878,16.99389294,1,1,3.544907702,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0004,2,PA2_t600_6_2023jan26_0004_1,NA,6000,2,NA,NA,NA,80,1.333333333,1.666666667,600,PA2_t600_6_2023jan26_2
Track_2: ID22670 → ID41452,2,1,2,5400,3.697160369,0.624896383,22670,41452,36.48546044,22808,41452,-1,105.2998384,108.859065,0,14400,48,2.704662064,1,NA,9430.288349,9670,4489,12317,11250334,1609.684645,-0.007713803,-0.091084767,0,0,2.704662064,2.704662064,0,1,22.98136878,16.99389294,1,1,3.544907702,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0003,3,PA2_t600_6_2023jan26_0003_2,NA,5700,4,NA,NA,NA,90,1.5,1.583333333,600,PA2_t600_6_2023jan26_2
Track_2: ID41371 → ID22854,2,1,2,5400,11.7800353,3.962856316,41371,22854,121.7924594,22854,22854,691,106.8339715,96.1612819,0,14400,48,2.151415148,1,NA,8439.618841,8548,5838,11369,5823337,954.0884317,-0.964998495,-487.757682,-0.004815542,-0.00508703,2.86911551,1.638486377,-1.01591287,1.751076817,14.54113536,15.38671172,0.771820922,0.964985994,4.035028983,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0011,1,PA2_t600_6_2023jan26_0003_2,80.63366028,5700,2,NA,NA,NA,90,1.5,1.583333333,600,PA2_t600_6_2023jan26_2
Track_4: ID22816 → ID23140,4,1,2,4500,1.347110069,0.337259217,22816,23140,34.14782917,23140,23140,2698,127.0006307,123.3964113,0,15000,50,4.252181595,1,NA,7984.906726,7874,5617,10866,21487384,809.6702247,-0.968951128,-615.5278656,0.072341493,0.010051329,6.716770655,2.729061588,0.595991838,2.461201566,56.80328855,31.85479268,0.70345088,0.978549355,4.226569777,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0007,3,PA2_t600_6_2023jan26_0007_2,66.48929321,5700,3,NA,NA,NA,75,1.25,1.583333333,600,PA2_t600_6_2023jan26_4
Track_4: ID22827 → ID23192,4,1,2,4500,2.263397811,0.246561617,22827,23192,101.5551666,23192,23192,2113,129.3808675,133.2718546,0,15000,50,3.772051288,1,NA,7067.483962,6614,5380,10613,14983066,1168.89315,-0.973094613,-437.3567582,0.006209277,0.003545577,4.549237019,3.160086982,1.772471397,1.439592342,44.69974555,25.08224683,0.892857272,0.985574686,3.751577408,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0015,1,PA2_t600_6_2023jan26_0007_2,NA,5700,1,NA,NA,NA,75,1.25,1.583333333,600,PA2_t600_6_2023jan26_4
Track_48: ID22722 → ID41564,48,1,2,4500,2.642862355,0.418186353,22722,41564,144.4955116,22945,41564,-1,111.9098306,103.6533935,0,18000,60,2.704662064,1,NA,8516.144174,7938,5918,13659,10159760,1829.757293,-0.102988122,-1.068731123,0,0,2.704662064,2.704662064,0,1,22.98136878,16.99389294,1,1,3.544907702,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0001,4,PA2_t600_6_2023jan26_0001_3,86.54494054,4800,4,NA,NA,NA,75,1.25,1.333333333,600,PA2_t600_6_2023jan26_48
Track_48: ID22806 → ID40926,48,1,2,4500,2.244563135,0.794363888,22806,40926,157.9055875,22975,40926,-1,122.6117227,99.69466194,0,18300,61,2.094508942,1,NA,7935.776256,8144,5606,10639,5213805,1157.508959,-0.108457268,-1.668059538,0,0,2.094508942,2.094508942,0,1,13.78206552,13.16018781,1,1,3.544907702,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0002,3,PA2_t600_6_2023jan26_0002_2,NA,5400,3,NA,NA,NA,75,1.25,1.5,600,PA2_t600_6_2023jan26_48
Track_48: ID40711 → ID40966,48,1,2,4800,5.556210932,0.707965306,40711,40966,51.05964489,22974,40966,-1,120.2631174,110.965546,0,18300,61,2.094508942,1,NA,7689.242009,7693,5547,10074,5051832,1152.963338,-0.054280894,-0.765566392,0,0,2.094508942,2.094508942,0,1,13.78206552,13.16018781,1,1,3.544907702,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0017,1,PA2_t600_6_2023jan26_0001_3,NA,4800,1,NA,NA,NA,80,1.333333333,1.333333333,600,PA2_t600_6_2023jan26_48
Track_48: ID40750 → ID40793,48,1,2,4500,5.636088917,1.908823869,40750,40793,NA,NA,40793,-1,129.2943521,92.73358962,0,18300,61,2.385058047,1,NA,8123.004734,7989,6603,12777,6863939,1025.665365,-0.098837964,-1.737248378,0,0,2.385058047,2.385058047,0,1,17.87095575,14.98576168,1,1,3.544907702,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0022,1,PA2_t600_6_2023jan26_0002_2,NA,5400,1,NA,NA,NA,75,1.25,1.5,600,PA2_t600_6_2023jan26_48
Track_48: ID40680 → ID23039,48,1,2,5100,6.903818098,0.484646503,40680,23039,77.18498386,23039,23039,1733,106.9388678,86.29854815,0,18600,62,3.409576296,1,NA,10135.0353,10409,5320,14201,17513341,2102.390652,-0.959271346,-227.0822895,0.002385342,-0.024518992,4.774445199,2.441695132,1.34713162,1.955381381,36.52167596,24.0031073,0.796573088,0.977683616,3.971843402,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0018,1,PA2_t600_6_2023jan26_0010_1,NA,4800,2,NA,NA,NA,85,1.416666667,1.333333333,600,PA2_t600_6_2023jan26_48
Track_48: ID40692 → ID41018,48,1,2,5100,1.995579824,1.995579824,40692,41018,NA,NA,41018,-1,109.8759869,93.77472391,0,18600,62,2.385058047,1,NA,8783.230769,7754,4354,16127,7421830,2907.103772,-0.05779473,-0.3706521,0,0,2.385058047,2.385058047,0,1,17.87095575,14.98576168,1,1,3.544907702,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0010,2,PA2_t600_6_2023jan26_0010_1,89.34485133,4800,2,NA,NA,NA,85,1.416666667,1.333333333,600,PA2_t600_6_2023jan26_48
Track_228: ID22818 → ID23191,228,1,2,4800,2.828093267,0.212163706,22818,23191,110.6139405,23191,23191,2422,112.029006,123.0787465,0,18600,62,4.036595677,1,NA,8020.800247,7880,6012,11812,19474503,996.6608552,-0.970113391,-522.4517098,-0.015357353,0.01490281,5.645075021,2.905223062,-1.21101476,1.943078001,51.18943949,28.24864175,0.806111462,0.985174655,3.948274909,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0012,2,PA2_t600_6_2023jan26_0012_1,NA,4500,3,NA,NA,NA,80,1.333333333,1.25,600,PA2_t600_6_2023jan26_228
Track_228: ID22817 → ID42076,228,1,2,5100,0.894204074,0.817916181,22817,42076,26.66747796,23078,42076,-1,115.2269329,114.718472,0,18900,63,2.414112958,1,NA,9420.159875,9392,7335,11580,9015093,968.6022154,-0.041699679,-0.84639657,0,0,2.414112958,2.414112958,0,1,18.30901781,15.16831907,1,1,3.544907702,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0005,4,PA2_t600_6_2023jan26_0005_3,NA,4500,4,NA,NA,NA,85,1.416666667,1.25,600,PA2_t600_6_2023jan26_228
Track_228: ID42032 → ID23126,228,1,2,5100,5.462408447,0.372931393,42032,23126,99.67600625,23126,23126,2210,109.6782912,134.3924152,0,18900,63,3.857024998,1,NA,7676.216764,7439,5139,12857,17033525,1273.200686,-0.971131693,-405.6366396,-0.01018603,0.022817675,5.939296215,2.525258974,-1.401917658,2.351955295,46.73634869,28.80070358,0.708041069,0.977488413,4.212847199,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0020,1,PA2_t600_6_2023jan26_0012_1,10.15093545,4500,2,NA,NA,NA,85,1.416666667,1.25,600,PA2_t600_6_2023jan26_228
Track_2: ID41440 → ID41497,2,1,2,4800,3.169609031,3.169609031,41440,41497,NA,NA,41497,-1,103.0238704,106.3409727,0,19500,65,2.99521117,1,NA,9832.050659,9388,5438,14688,14167985,2448.452481,0.032697367,0.254285816,0,0,2.99521117,2.99521117,0,1,28.18413861,18.81946682,1,1,3.544907702,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0003,4,PA2_t600_6_2023jan26_0003_3,NA,5400,4,NA,NA,NA,80,1.333333333,1.5,600,PA2_t600_6_2023jan26_2
Track_48: ID22811 → ID23092,48,1,2,6000,3.292663477,0.233219099,22811,23092,7.962671196,23092,23092,1914,135.3202651,100.2949855,0,19800,66,3.596085245,1,NA,9411.397097,9460,5938,11939,18154585,1592.883134,-0.961156369,-292.3980073,-0.008253722,-0.016409313,4.28448148,3.074427934,0.13897478,1.39358657,40.62653928,23.63055433,0.914264536,0.990735975,3.707396153,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0009,2,PA2_t600_6_2023jan26_0009_1,12.83833606,5400,2,NA,NA,NA,100,1.666666667,1.5,600,PA2_t600_6_2023jan26_48
Track_48: ID40741 → ID23096,48,1,2,6000,2.488693906,0.247281746,40741,23096,21.83844608,23096,23096,2161,144.3417073,103.520713,0,19800,66,3.808385758,1,NA,8228.540241,8152,5300,11565,17790104,1386.387334,-0.97001952,-384.0697461,0.042021623,-0.002551595,5.529194781,2.661019707,0.381152651,2.077848115,45.56503808,26.98764994,0.786160945,0.984720639,3.998059007,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0019,1,PA2_t600_6_2023jan26_0009_1,NA,5400,2,NA,NA,NA,100,1.666666667,1.5,600,PA2_t600_6_2023jan26_48
Track_2: ID41407 → ID41611,2,1,2,5400,3.382912139,3.382912139,41407,41611,NA,NA,41611,-1,103.7502432,94.40424698,0,20100,67,2.414112958,1,NA,9241.759666,8881,5461,15991,8844364,1916.468044,-0.053673874,-0.547022506,0,0,2.414112958,2.414112958,0,1,18.30901781,15.16831907,1,1,3.544907702,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0011,2,PA2_t600_6_2023jan26_0011_1,NA,5400,2,NA,NA,NA,90,1.5,1.5,600,PA2_t600_6_2023jan26_2
Track_2: ID41392 → ID23081,2,1,2,5400,9.643277557,0.560468593,41392,23081,76.77995736,22953,23081,2293,102.3444503,85.33088943,0,20100,67,3.918796615,1,NA,9633.90778,9389,6616,13409,22042381,1317.511618,-0.962597196,-376.3729961,0.022405325,-0.009751104,7.056560054,2.27509247,1.321194703,3.101658569,48.24533443,31.16382227,0.624257469,0.942291838,4.48665895,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0025,1,PA2_t600_6_2023jan26_0011_1,45.01250204,5400,1,NA,NA,NA,90,1.5,1.5,600,PA2_t600_6_2023jan26_2
Track_228: ID42119 → ID23361,228,1,2,4800,5.951370232,0.432930688,42119,23361,151.0191707,23361,23361,2184,102.0216591,127.6749596,0,23700,79,3.829056172,1,NA,8410.939019,8253,5952,12170,18344258,1142.959608,-0.970254024,-480.0658733,-0.01671466,0.003109052,5.21819518,2.832704077,2.635780819,1.842125064,46.06099843,26.52688199,0.822566088,0.982444294,3.908584735,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0034,1,PA2_t600_6_2023jan26_0012_2,40.40523017,4800,1,NA,NA,NA,80,1.333333333,1.333333333,600,PA2_t600_6_2023jan26_228
Track_228: ID23105 → ID42386,228,1,2,4800,2.626950947,0.471010097,23105,42386,107.275093,23343,42386,-1,109.8759869,121.4979511,0,23700,79,2.414112958,1,NA,9231.505747,9163,8296,12222,8834551,629.5438802,-0.102311857,-3.342543073,0,0,2.414112958,2.414112958,0,1,18.30901781,15.16831907,1,1,3.544907702,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0012,3,PA2_t600_6_2023jan26_0012_2,NA,4800,3,NA,NA,NA,80,1.333333333,1.333333333,600,PA2_t600_6_2023jan26_228
Track_48: ID23072 → ID23382,48,1,2,5100,3.063307927,0.264414536,23072,23382,71.6091223,23382,23382,1791,104.9353521,83.87950645,0,24000,80,3.46575907,1,NA,10373.64054,11002,5972,15109,18527322,2054.06489,-0.957195506,-225.8698758,-0.073258742,-0.056073872,4.640363926,2.728736173,1.249814512,1.700554261,37.73519596,24.0916448,0.817002848,0.977316207,3.921869574,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0018,2,PA2_t600_6_2023jan26_0018_1,1.93984634,5100,2,NA,NA,NA,85,1.416666667,1.416666667,600,PA2_t600_6_2023jan26_48
Track_48: ID40997 → ID23384,48,1,2,5100,2.968492259,0.334364786,40997,23384,153.8246335,23384,23384,1380,110.5846261,89.12741309,0,24000,80,3.043664258,1,NA,8081.754717,7200,4077,15786,11136658,2805.263452,-0.969826524,-185.1956222,0.010995437,-0.020918081,3.653074496,2.579389431,-0.456846165,1.416255511,29.10337541,20.09329242,0.905839002,0.984296931,3.724598157,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0033,1,PA2_t600_6_2023jan26_0010_2,NA,5100,1,NA,NA,NA,85,1.416666667,1.416666667,600,PA2_t600_6_2023jan26_48
Track_48: ID40975 → ID23379,48,1,2,5400,6.442015302,0.619081006,40975,23379,75.24513752,23379,23379,1890,102.5197131,75.44981275,0,24300,81,3.568895057,1,NA,10026.09773,9785,4097,16349,18979403,2764.749793,-0.960584186,-176.7547223,0.010621207,0.055059202,4.910763733,2.778358901,1.313274926,1.767505174,40.0145031,25.30801353,0.785075051,0.969820972,4.000823052,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0032,1,PA2_t600_6_2023jan26_0018_1,NA,5100,2,NA,NA,NA,90,1.5,1.416666667,600,PA2_t600_6_2023jan26_48
Track_228: ID23301 → ID23535,228,1,2,5400,2.562989143,0.341581981,23301,23535,108.8843032,23535,23535,2225,107.513532,133.0050774,0,24600,82,3.869631819,1,NA,8466.516346,8204,5345,13601,18905731,1449.655435,-0.967884464,-352.0288824,0.018690084,0.023278302,5.592311223,2.74043416,1.900388915,2.040666149,47.04236678,28.11050325,0.748103672,0.975065617,4.098491501,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0020,2,PA2_t600_6_2023jan26_0020_1,NA,5100,2,NA,NA,NA,90,1.5,1.416666667,600,PA2_t600_6_2023jan26_228
Track_228: ID42099 → ID23546,228,1,2,5400,5.57575133,0.388753108,42099,23546,142.7683088,23546,23546,1567,102.7737834,139.995272,0,24600,82,3.246579806,1,NA,7649.596949,7891,4147,11398,12032816,1478.408482,-0.971263436,-349.7649612,-0.016796551,0.010237068,3.885024914,2.755851344,-0.649815365,1.409736749,33.1132676,21.5380601,0.897012993,0.983390787,3.742877084,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0036,1,PA2_t600_6_2023jan26_0020_1,43.09230253,5100,2,NA,NA,NA,90,1.5,1.416666667,600,PA2_t600_6_2023jan26_228
Track_48: ID40804 → ID23421,48,1,2,5100,4.680233416,0.322375439,40804,23421,0.807474612,23421,23421,2066,152.9203268,101.9996363,0,25200,84,3.728613148,1,NA,7988.920213,8048,4920,12781,16521087,1531.443565,-0.9707028,-345.6823791,0.02899759,-0.019603565,5.176961519,2.705533289,0.014093086,1.913471751,43.67616781,26.13729713,0.803402243,0.981736243,3.954926456,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0039,1,PA2_t600_6_2023jan26_0019_1,NA,6000,2,NA,NA,NA,85,1.416666667,1.666666667,600,PA2_t600_6_2023jan26_48
Track_48: ID23107 → ID23419,48,1,2,5100,2.53962093,0.235149768,23107,23419,24.81608716,23419,23419,1251,144.6571746,101.1188769,0,25200,84,2.904754485,1,NA,8622.496409,8627,6597,11523,10803988,930.4778811,-0.965884629,-524.7254359,-0.069319744,0.016536341,3.374196291,2.605448367,0.433122274,1.295053985,26.50749783,19.20878597,0.90277342,0.987421384,3.730916679,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0019,2,PA2_t600_6_2023jan26_0019_1,21.03097147,6000,2,NA,NA,NA,85,1.416666667,1.666666667,600,PA2_t600_6_2023jan26_48
Track_2: ID41208 → ID23420,2,1,2,5400,10.65897267,0.809609256,41208,23420,99.13270786,23420,23420,1440,100.7837466,67.89104478,0,25800,86,3.111873502,1,NA,10227.5648,9702,4223,16367,14758376,3349.9253,-0.958047193,-139.4418018,0.012045428,0.011548291,3.794701308,2.58262614,-1.4114,1.469318865,30.42241889,20.54087717,0.906078103,0.98530417,3.724106692,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0041,1,PA2_t600_6_2023jan26_0025_1,22.35275049,5400,2,NA,NA,NA,90,1.5,1.5,600,PA2_t600_6_2023jan26_2
Track_2: ID41581 → ID23499,2,1,2,5400,9.520678323,0.603060785,41581,23499,73.91742375,23499,23499,3341,99.60910304,82.50095328,0,25800,86,4.737185042,1,NA,8035.111178,7819,4796,12038,26813166,1433.579144,-0.969128233,-351.9005643,0.040722721,-0.088407024,7.151828553,3.272302744,1.290101958,2.185564452,70.50023608,34.58438487,0.740696554,0.971781818,4.118933401,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0040,1,PA2_t600_6_2023jan26_0011_2,NA,5400,1,NA,NA,NA,90,1.5,1.5,600,PA2_t600_6_2023jan26_2
Track_48: ID41223 → ID23632,48,1,2,4800,4.168560282,0.35802415,41223,23632,162.8481877,23632,23632,1233,115.1981794,83.72492316,0,29100,97,2.882700086,1,NA,11767.24294,11309,6126,16369,14579614,3007.307293,-0.959684393,-186.2868252,0.001338937,-0.001670073,3.428460497,2.459375515,-0.299355491,1.394037013,26.10650861,19.08354901,0.900824874,0.984872611,3.734949612,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0045,1,PA2_t600_6_2023jan26_0033_1,NA,5100,2,NA,NA,NA,80,1.333333333,1.416666667,600,PA2_t600_6_2023jan26_48
Track_48: ID41031 → ID23674,48,1,2,5100,6.719040276,0.462078058,41031,23674,129.1897043,23674,23674,1936,107.4894094,73.02865754,0,29400,98,3.606810804,1,NA,9949.489417,9758,5911,16352,19272161,2290.55919,-0.962345993,-222.0288009,-0.018063296,0.012441881,5.110633844,2.583844038,2.254784893,1.977918857,40.86924328,25.42482538,0.794493783,0.971407073,3.977037449,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0044,1,PA2_t600_6_2023jan26_0018_2,57.58058197,5100,2,NA,NA,NA,85,1.416666667,1.416666667,600,PA2_t600_6_2023jan26_48
Track_228: ID42153 → ID23696,228,1,2,5100,2.668891899,0.279317751,42153,23696,77.48359129,23696,23696,1619,106.1082698,140.7330958,0,30000,100,3.30451782,1,NA,8268.581281,8335,6024,11323,13428176,1019.954497,-0.968785075,-503.2054531,0.031594341,-0.015435455,3.8282875,2.895002843,1.352343301,1.322377803,34.30568291,23.04669389,0.811631074,0.953372434,3.934826603,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0047,1,PA2_t600_6_2023jan26_0020_2,31.40071192,5400,1,NA,NA,NA,85,1.416666667,1.5,600,PA2_t600_6_2023jan26_228
Track_48: ID23392 → ID41166,48,1,2,5700,3.453056801,1.254709367,23392,41166,51.71605174,23669,41166,-1,100.9658143,71.76562914,0,30300,101,2.385058047,1,NA,9085.383432,9045,4430,13215,7677149,2084.851544,-0.085057263,-0.8102436,0,0,2.385058047,2.385058047,0,1,17.87095575,14.98576168,1,1,3.544907702,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0032,2,PA2_t600_6_2023jan26_0032_1,NA,5400,2,NA,NA,NA,95,1.583333333,1.5,600,PA2_t600_6_2023jan26_48
Track_48: ID40836 → ID23715,48,1,2,4800,3.598085161,0.332814829,40836,23715,165.4677409,23715,23715,1634,160.3428904,98.190245,0,30300,101,3.31618653,1,NA,7743.181818,7356,5275,13450,12691075,1719.754119,-0.97082347,-299.63306,0.010808276,-0.004950711,4.045671937,2.784556172,-0.253635678,1.452896508,34.54838691,22.656696,0.845754824,0.979066986,3.854629939,2023jan26,PA2,PA2_2023jan26,PA2_t600_6_2023jan26,NA,t600,PA2_t600,PA2_t600_2023jan26,2023jan26_gob1407_6,FALSE,PA2_t600_6_2023jan26_0049,1,PA2_t600_6_2023jan26_0039_1,NA,5100,1,NA,NA,NA,80,1.333333333,1.416666667,600,PA2_t600_6_2023jan26_48
