"","LABEL","TRACK_ID","N_PREDECESSORS","N_SUCCESSORS","DELTA_T","DISTANCE","MEAN_VELOCITY","FIRST","LAST","best_ellipse_angle","best_ellipse_id","ID","QUALITY","POSITION_X","POSITION_Y","POSITION_Z","POSITION_T","FRAME","RADIUS","VISIBILITY","MANUAL_SPOT_COLOR","MEAN_INTENSITY_CH1","MEDIAN_INTENSITY_CH1","MIN_INTENSITY_CH1","MAX_INTENSITY_CH1","TOTAL_INTENSITY_CH1","STD_INTENSITY_CH1","CONTRAST_CH1","SNR_CH1","ELLIPSE_X0","ELLIPSE_Y0","ELLIPSE_MAJOR","ELLIPSE_MINOR","ELLIPSE_THETA","ELLIPSE_ASPECTRATIO","AREA","PERIMETER","CIRCULARITY","SOLIDITY","SHAPE_INDEX","date","strain","strain_date","complete_id","cell_death","timepoint","strain_timepoint","strain_timepoint_date","id_file","big_clust","cell_id","division_number","mother_cell_id","budd_angle","mother_delta_t","max_num_div","TOTAL_DISTANCE","MEAN_SUCCESSORS_DELAY","MEAN_PREDECESSORS_DELAY","minutes","hours","mother_delta_hours","transfer","unique_id_branch"
"3677","Track_577: ID15296 → ID7508",577,1,2,6000,8.76359179700945,0.66635855117281,15296,7508,46.3786703152851,7535,7508,1399,86.8112121891771,107.384670195411,0,33600,112,3.09295440965147,1,NA,5713.48460987831,5717,4653,8069,7981738,593.360033704848,-0.965676244334412,-541.813114652568,0.0160841480775223,0.0161488316734777,4.06312679932035,2.39822266457379,0.642933802397269,1.69422416831443,30.0536282264852,22.6829412665205,0.734020243141954,0.948065173116089,4.13762296232439,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0084","1","PA4_t400_3_2023jan12_0055_1",9.61287930863534,6000,1,NA,NA,NA,100,1.66666666666667,1.66666666666667,400,"PA4_t400_3_2023jan12_577"
"3678","Track_439: ID14843 → ID7697",439,1,0,7500,5.20321298857722,0.406263400240895,14843,7697,164.371036438677,7697,7697,1641,66.1041118637865,150.422876616519,0,34200,114,3.34870883695922,1,NA,8403.96693202694,7949,4383,15811,13723678,2490.94362241166,-0.945081151131357,-116.117615333711,-0.0350654548114797,-0.0202167370088459,4.25733759513629,2.68191447111233,2.86881475498514,1.58742481946881,35.2293515264993,22.816311101137,0.850400787078162,0.973246135552913,3.84408608959134,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0081","1","PA4_t400_3_2023jan12_0049_1",4.5528326353157,7500,0,NA,NA,NA,125,2.08333333333333,2.08333333333333,400,"PA4_t400_3_2023jan12_439"
"3679","Track_439: ID6831 → ID7688",439,1,0,9300,1.23814701333231,0.324717053205241,6831,7688,0.850591069029754,7688,7688,1756,82.9014309003756,144.276658602249,0,34200,114,3.46037975615785,1,NA,7330.20457142857,7039,5121,10657,12827858,1260.11479251552,-0.959085384084538,-272.718610196656,0.0221173662616257,0.0267669038863059,4.3002981153175,2.89433484344234,0.0148456094343696,1.48576386213939,37.6181468957366,23.5943578099083,0.849162759236687,0.974630610538054,3.8468872912461,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0048","2","PA4_t400_3_2023jan12_0048_1",NA,6000,1,NA,NA,NA,155,2.58333333333333,1.66666666666667,400,"PA4_t400_3_2023jan12_439"
"3680","Track_439: ID7299 → ID7677",439,1,0,4500,0.882132576218822,0.330997777488043,7299,7677,31.196652992515,7677,7677,2033,84.5596735878317,136.903070853165,0,34200,114,3.73687358570794,1,NA,7410.92790583619,7360,5104,10274,15110882,883.595639071816,-0.9617438042462,-421.702947436862,-0.0480839316410668,-0.0398838494247132,4.40555635957569,3.21982231600495,0.54448411563352,1.36826070733057,43.8699041458576,24.6836267773456,0.90481253222184,0.98740615161056,3.72671025458855,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0062","2","PA4_t400_3_2023jan12_0062_1",NA,6300,1,NA,NA,NA,75,1.25,1.75,400,"PA4_t400_3_2023jan12_439"
"3681","Track_577: ID7779 → ID7641",577,1,0,300,1.39802351119603,1.39802351119603,7779,7641,46.3149964439199,7641,7641,1962,87.9129874754689,108.859610511046,0,34200,114,3.66561800239899,1,NA,5659.13227783452,5613,4362,9677,11080581,773.760033236569,-0.967906154937936,-441.148744336539,-0.0133719453018828,0.002744042670535,5.3011331925514,2.56428210682669,0.80834889195927,2.06729718950914,42.212811862693,26.5531559837307,0.752353339101678,0.966732380482996,4.086899946076,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0084","2","PA4_t400_3_2023jan12_0084_1",15.9572508325792,6000,1,NA,NA,NA,5,0.0833333333333333,1.66666666666667,400,"PA4_t400_3_2023jan12_577"
"3682","Track_5: ID13342 → ID7639",5,1,2,6000,5.45467728032537,0.356823378797911,13342,7639,143.278962331486,7639,7639,2146,165.414016686404,95.5312829179576,0,34800,116,3.83949566868742,1,NA,6164.67857142857,5981,4741,9577,13291047,939.087095889349,-0.9661122735667,-374.299913698142,-0.0137338712119519,0.0337766014028615,5.03854409833774,2.97223289072771,-0.640902782900561,1.69520501373098,46.3125012126002,25.969775815825,0.862922314243282,0.986477194590877,3.81609416097293,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0085","1","PA4_t400_3_2023jan12_0059_1",20.3132800202296,6000,1,NA,NA,NA,100,1.66666666666667,1.66666666666667,400,"PA4_t400_3_2023jan12_5"
"3683","Track_577: ID15338 → ID7867",577,1,2,5700,5.47683004504258,0.396594016505425,15338,7867,49.6227469259306,7867,7867,1809,80.3446774938111,109.137529244083,0,35100,117,3.52072693022034,1,NA,8626.95805739514,8413,4954,12570,15632048,1957.39986324565,-0.946696709305124,-156.554290738259,-0.125558917264028,-0.125790958502955,5.70874745847334,2.22559213017078,0.866080008062206,2.56504656944275,38.941668654368,27.4212199070331,0.650804995506844,0.957407407407408,4.39419669470139,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0087","1","PA4_t400_3_2023jan12_0064_1",NA,5700,1,NA,NA,NA,95,1.58333333333333,1.58333333333333,400,"PA4_t400_3_2023jan12_577"
"3684","Track_577: ID7186 → ID8093",577,1,0,6000,1.12289263763361,0.453569930516429,7186,8093,28.4993645158724,8093,8093,1830,87.0654364411592,115.308268428199,0,35400,118,3.54399830620575,1,NA,9020.95744680851,9251,5360,11673,16535415,1340.17142606646,-0.944537086196306,-229.265448127686,0.0422197813380473,0.0010090407828391,4.23700297321349,3.03057244920999,0.49740756767289,1.39808667973537,39.4581649504193,23.5555885920345,0.893632236318355,0.984429530201342,3.74995035824114,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0064","2","PA4_t400_3_2023jan12_0064_1",12.4486393454887,5700,1,NA,NA,NA,100,1.66666666666667,1.58333333333333,400,"PA4_t400_3_2023jan12_577"
"3685","Track_439: ID14950 → ID8334",439,1,2,6000,6.74251872312773,0.408970349591961,14950,8334,176.88997004824,8334,8334,2211,73.7523192728341,138.530647269808,0,35700,119,3.89045191085639,1,NA,6103.95142986836,5991,5065,8822,13447005,583.506753696125,-0.966609218555337,-605.646940286763,-0.0789617441839413,-0.0074011516194635,5.51793069714305,2.7873936080198,3.08731128718405,1.9796022640172,47.5499402552231,27.5859136095293,0.785208687608278,0.974206349206349,4.00048258345358,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0088","1","PA4_t400_3_2023jan12_0062_1",14.4930479464124,6300,1,NA,NA,NA,100,1.66666666666667,1.75,400,"PA4_t400_3_2023jan12_439"
"3686","Track_577: ID8087 → ID8327",577,1,0,300,1.44867994091511,1.44867994091511,8087,8327,53.2146868561447,8327,8327,1299,79.3411663148579,108.049733200612,0,35700,119,2.97555734481299,1,NA,9245.093871218,9236,5521,12585,11916926,1793.19544615383,-0.938732942466621,-157.989683522196,-0.0512986307329654,-0.0302850970933212,3.99041275666075,2.34891429718073,0.928771163962188,1.69883284436994,27.8154776102629,21.1561112589363,0.780952646372506,0.964552238805969,4.01136870088432,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0087","2","PA4_t400_3_2023jan12_0087_1",NA,5700,1,NA,NA,NA,5,0.0833333333333333,1.58333333333333,400,"PA4_t400_3_2023jan12_577"
"3687","Track_439: ID7330 → ID8009",439,1,0,6000,1.99788414905611,0.421281231315745,7330,8009,39.0425218670177,8009,8009,1221,75.0716935819048,121.37086841737,0,36000,120,2.89089929921423,1,NA,7328.48562037798,7552,4670,9574,8918767,1269.78482623351,-0.956670622520927,-254.855547276717,0.0145603784637132,0.01211959404391,3.46763629269668,2.465292085747,0.681420311209856,1.40658233267559,26.2552283826079,19.8068060290598,0.841001494213548,0.966336633663366,3.86550774978009,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0065","2","PA4_t400_3_2023jan12_0065_1",NA,6300,1,NA,NA,NA,100,1.66666666666667,1.75,400,"PA4_t400_3_2023jan12_439"
"3688","Track_439: ID15079 → ID7960",439,1,2,6300,6.50888068031789,0.536999895890385,15079,7960,179.818889293409,7960,7960,1413,75.379396055863,129.370774615872,0,36300,121,3.11007166732229,1,NA,7007.49787535411,6846,4686,9909,9894587,1156.76157141071,-0.958339582406203,-278.705105962693,0.0033563671639095,-0.0067438717165443,3.96297819561757,2.46390091648625,-0.0031609770103717,1.60841621881011,30.3871987510183,21.1569892233346,0.853085972402934,0.981236970118138,3.83803147189679,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0092","1","PA4_t400_3_2023jan12_0038_2",NA,6300,1,NA,NA,NA,105,1.75,1.75,400,"PA4_t400_3_2023jan12_439"
"3689","Track_5: ID13122 → ID8399",5,1,2,6300,6.38995188780905,0.535236494133832,13122,8399,120.557313012096,8399,8399,1505,172.222289490593,101.744087723338,0,36600,122,3.21459086155058,1,NA,7803.32052980132,8259,4589,9941,11783014,1342.97632645869,-0.955077863786107,-247.069686348497,0.0208093763720187,-0.0378243822346142,3.97486836778273,2.63630359728529,-1.03747023320913,1.5077430277286,32.4639442747246,21.4983947843332,0.88267145233442,0.980500487487813,3.77316147612876,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0094","1","PA4_t400_3_2023jan12_0039_2",NA,6300,1,NA,NA,NA,105,1.75,1.75,400,"PA4_t400_3_2023jan12_5"
"3690","Track_439: ID8412 → ID8412",439,1,0,0,0,NA,8412,8412,NA,NA,8412,1306,75.2213312499897,129.123979508427,0,36600,122,2.98876551914564,1,NA,7074.57692307692,6970,4510,9710,9196950,1145.19424928575,-0.95756398016269,-278.794670700441,0.0207985475183997,-0.0021640330925814,3.85787730125532,2.3503487765291,-0.0031984036511371,1.64140630521759,28.0629654187875,20.4607969979388,0.842361156260001,0.980082675685832,3.86238681601966,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0092","2","PA4_t400_3_2023jan12_0092_1",NA,6300,1,NA,NA,NA,0,0,1.75,400,"PA4_t400_3_2023jan12_439"
"3691","Track_25: ID13964 → ID8389",25,1,2,7200,8.30755218032975,0.389924739031152,13964,8389,134.703738408269,8389,8389,2227,157.519027236033,72.1621117839387,0,36600,122,3.90012419858747,1,NA,6235.23457901846,6167,4901,8809,13848456,785.385457319856,-0.965270082149842,-441.311278720464,-0.0096390650523601,0.0212334080132221,5.61439293822337,2.80552698498246,2.35102290932789,2.00119013941991,47.7866677242466,27.7022206847708,0.782505577692762,0.973689980267485,4.00738631788943,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0086","1","PA4_t400_3_2023jan12_0063_1",NA,6000,1,NA,NA,NA,120,2,1.66666666666667,400,"PA4_t400_3_2023jan12_25"
"3692","Track_439: ID6922 → ID8056",439,1,0,10200,3.15688544109399,0.355733764279655,6922,8056,173.921930875735,8419,8056,1525,71.3856761828045,144.300390547757,0,36900,123,3.23424240549688,1,NA,6143.20432220039,6053,4329,8731,9380673,824.087469531428,-0.96459446359858,-406.186262950026,0.0177618931341804,-0.0514464242925371,4.46356532454257,2.37217777656533,3.01918867745049,1.88163187794692,32.8620768362642,24.7872738466944,0.672120808477796,0.936522539098436,4.32395595490382,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0049","2","PA4_t400_3_2023jan12_0049_1",NA,7500,1,NA,NA,NA,170,2.83333333333333,2.08333333333333,400,"PA4_t400_3_2023jan12_439"
"3693","Track_125: ID12617 → ID8121",125,1,2,5400,6.88716961448623,0.688547460707242,12617,8121,167.921417303004,8121,8121,3272,174.744524072095,135.090786552945,0,37200,124,4.73868153909846,1,NA,6636.60579268293,6487,4265,12123,21768067,1230.04393082386,-0.961351424756846,-268.413330401334,-0.0719683013664855,0.0100385505661332,5.78039542382276,3.92755602789144,-0.210810961658553,1.47175377837348,70.5447857690071,32.136576553088,0.858372038963892,0.977194812937844,3.82619544962854,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0098","1","PA4_t400_3_2023jan12_0054_2",8.48817964610191,6000,1,NA,NA,NA,90,1.5,1.66666666666667,400,"PA4_t400_3_2023jan12_125"
"3694","Track_125: ID14334 → ID14359",125,1,2,5400,6.60900205172563,1.27676659200841,14334,14359,13.6667525940661,8064,14359,-1,179.26652119966,163.092925485861,0,37200,124,2.65281150638743,1,NA,6234.00279589935,6027,4544,9475,6689085,986.404564809617,-0.0932576760728021,-1.29999779643354,0,0,2.65281150638743,2.65281150638743,0,1,22.1086720641727,16.6681062796505,1,1,3.54490770181103,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0096","1","PA4_t400_3_2023jan12_0053_2",40.7619912986516,5400,1,NA,NA,NA,90,1.5,1.5,400,"PA4_t400_3_2023jan12_125"
"3695","Track_125: ID14410 → ID8247",125,1,2,5700,7.33504258189325,0.841996537380613,14410,8247,109.108809683899,8247,8247,1400,164.45582452843,172.648084941604,0,37500,125,3.0918468162732,1,NA,6939.10952040086,7000,5306,8492,9693936,747.707982126292,-0.962107685928815,-471.274863726214,0.0038804476559932,-0.0029530169048149,3.38362393570321,2.86548150533159,-1.23728423926537,1.1808221164253,30.0321075474831,20.2288493572632,0.922259874918717,0.984827099505998,3.6912909250405,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0097","1","PA4_t400_3_2023jan12_0080_1",NA,5400,1,NA,NA,NA,95,1.58333333333333,1.5,400,"PA4_t400_3_2023jan12_125"
"3696","Track_5: ID13145 → ID8172",5,1,2,7200,7.14225638548722,0.377684764456351,13145,8172,158.984418317368,8172,8172,2154,186.940557971365,101.133666766009,0,37500,125,3.84350791489316,1,NA,6711.38661710037,6590,4777,8670,14442904,855.1459714105,-0.960096673970758,-377.665981917853,-0.0385574498450331,0.0087620318825137,5.46222069494215,2.78326739143817,-0.366790963432431,1.96252099663328,46.4093442681098,27.7758486888212,0.755928328544563,0.971615228655103,4.07722446562651,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0095","1","PA4_t400_3_2023jan12_0066_1",0.131226244061025,6300,2,NA,NA,NA,120,2,1.75,400,"PA4_t400_3_2023jan12_5"
"3697","Track_125: ID7725 → ID12651",125,1,2,5700,2.43880738752751,0.759860695268106,7725,12651,158.379034177844,7594,12651,-1,166.356984484791,138.374096662503,0,37500,125,2.65281150638743,1,NA,6057.95433364399,5729,4410,9307,6500185,1125.50218756722,-0.108911715241535,-1.31572010548826,0,0,2.65281150638743,2.65281150638743,0,1,22.1086720641727,16.6681062796505,1,1,3.54490770181103,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0054","3","PA4_t400_3_2023jan12_0054_2",NA,6000,3,NA,NA,NA,95,1.58333333333333,1.66666666666667,400,"PA4_t400_3_2023jan12_125"
"3698","Track_125: ID7669 → ID7833",125,1,2,6000,3.97372615857868,0.694972270430425,7669,12712,164.827148725149,7833,12712,-1,178.349650694342,135.513460685913,0,37800,126,2.65281150638743,1,NA,5704.04193849021,5661,4441,7252,6120437,674.706780641784,-0.117528739141662,-2.25185870677904,0,0,2.65281150638743,2.65281150638743,0,1,22.1086720641727,16.6681062796505,1,1,3.54490770181103,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0073","2","PA4_t400_3_2023jan12_0073_1",NA,6000,2,NA,NA,NA,100,1.66666666666667,1.66666666666667,400,"PA4_t400_3_2023jan12_125"
"3699","Track_125: ID12639 → ID12639",125,1,0,0,0,NA,12639,12639,NA,NA,12639,-1,166.943781608194,138.374096662503,0,37800,126,2.65281150638743,1,NA,5849.84902143523,5635,4420,9351,6276888,1000.27502726464,-0.128435368092447,-1.72361499335636,0,0,2.65281150638743,2.65281150638743,0,1,22.1086720641727,16.6681062796505,1,1,3.54490770181103,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0054","4","PA4_t400_3_2023jan12_0054_3",72.197000257587,5700,3,NA,NA,NA,0,0,1.58333333333333,400,"PA4_t400_3_2023jan12_125"
"3700","Track_5: ID7859 → ID8146",5,1,0,2700,1.17243322937508,0.268988816323736,7859,8146,135.004798515345,8146,8146,1703,166.563281244739,94.9086413077702,0,37800,126,3.41755285647859,1,NA,6428.76346604215,6167,4715,9440,10980328,1018.54505006125,-0.964209981526124,-340.084548563716,-0.009848145944182,-0.0044070607791054,4.12496002682762,2.84827582919518,-0.785314132705273,1.44823053460843,36.6927576986447,23.2817164928992,0.850668251046836,0.970680330202107,3.84348172040863,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0085","2","PA4_t400_3_2023jan12_0085_1",NA,6000,1,NA,NA,NA,45,0.75,1.66666666666667,400,"PA4_t400_3_2023jan12_5"
"3701","Track_125: ID12609 → ID8200",125,1,2,6000,6.05542658337971,0.490925211559271,12609,8200,141.608057466603,8200,8200,2672,185.417379789204,129.517238550557,0,37800,126,4.27790009315167,1,NA,5917.1488005997,5660,4309,8967,15786953,984.162684188286,-0.965884897871233,-340.450747619334,-0.0277150844394115,0.0019503709927976,6.30193622227061,2.92353249021417,2.47152596641644,2.15558959695671,57.4924939542107,30.5892428846053,0.772117785622656,0.974644290404962,4.03425321496744,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0099","1","PA4_t400_3_2023jan12_0073_1",19.2474684288827,6000,1,NA,NA,NA,100,1.66666666666667,1.66666666666667,400,"PA4_t400_3_2023jan12_125"
"3702","Track_5: ID7795 → ID8183",5,1,2,7500,2.68528166286213,0.295904691407551,7795,8183,150.953543954593,8183,8183,2197,177.144503824441,105.399366644562,0,37800,126,3.88252029830266,1,NA,7212.28792007266,7247,4873,10076,15881458,1023.17455351019,-0.957252323233711,-315.69465793703,0.0620994222949519,-0.065886068050775,5.78294009182577,2.6546876915435,2.63463541751041,2.17838810578258,47.3562541442038,28.1691177549147,0.749964516871579,0.973672566371681,4.09340366410987,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0066","2","PA4_t400_3_2023jan12_0066_1",NA,6300,2,NA,NA,NA,125,2.08333333333333,1.75,400,"PA4_t400_3_2023jan12_5"
"3703","Track_577: ID15149 → ID8192",577,1,2,8100,10.376245820085,2.68312691912241,15149,8192,13.7332804394086,8192,8192,1305,65.1835771058622,114.645057232501,0,37800,126,2.99048402365897,1,NA,7060.08518802763,6874,5508,8917,9199291,765.016543270683,-0.957684188650211,-417.723352871664,-0.0892897916218349,-0.0291952630146629,3.7115782682124,2.505623524532,0.239690875062546,1.48129925819787,28.0952464372907,20.3547667714997,0.852139013034872,0.98194810078977,3.84016343079241,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0090","1","PA4_t400_3_2023jan12_0056_1",9.64410148200309,7800,1,NA,NA,NA,135,2.25,2.16666666666667,400,"PA4_t400_3_2023jan12_577"
"3704","Track_439: ID15103 → ID8194",439,1,2,7800,7.02788474174145,0.463145240802456,15103,8194,179.208410691354,8194,8194,1325,65.3663527571363,119.158361328446,0,37800,126,3.01102957535581,1,NA,6081.65532879819,5937,4565,8560,8046030,976.422281150439,-0.964848800494872,-341.926869107049,0.023026671754903,-0.045262035174359,3.70754399917581,2.51203795082474,-0.0138158348194071,1.47591082290718,28.4826186593291,21.2035111574495,0.796112078746998,0.958363504706735,3.97299323380376,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0091","1","PA4_t400_3_2023jan12_0065_1",31.8015283169422,6300,1,NA,NA,NA,130,2.16666666666667,1.75,400,"PA4_t400_3_2023jan12_439"
"3705","Track_25: ID7993 → ID8173",25,1,0,1200,1.32814873619922,0.388101132868618,7993,8173,132.314639480081,8117,8173,1329,158.240780690961,70.9414373660198,0,38100,127,3.02068306599342,1,NA,6207.8521021021,6104,4490,8757,8268859,850.884170833134,-0.96563782843302,-410.047890141798,-0.000175304566596164,0.0443028575736855,3.60216554377931,2.56811929124197,2.34387471728587,1.40264728202609,28.6655444308473,20.8779259845012,0.82640959582462,0.948042704626334,3.89948502017467,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0086","2","PA4_t400_3_2023jan12_0086_1",NA,7200,1,NA,NA,NA,20,0.333333333333333,2,400,"PA4_t400_3_2023jan12_25"
"3706","Track_125: ID7833 → ID7833",125,1,0,0,0,NA,12700,12700,NA,NA,12700,-1,178.166276593279,135.33008658485,0,38100,127,2.65281150638743,1,NA,5679.18359739049,5543,4454,8978,6093764,759.369817303925,-0.118174555464888,-2.00449014130921,0,0,2.65281150638743,2.65281150638743,0,1,22.1086720641727,16.6681062796505,1,1,3.54490770181103,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0073","3","PA4_t400_3_2023jan12_0073_2",34.622628749576,6000,2,NA,NA,NA,0,0,1.66666666666667,400,"PA4_t400_3_2023jan12_125"
"3707","Track_412: ID14231 → ID8242",412,1,2,6600,6.03865245915125,0.394940760470016,14231,8242,76.9577568169749,8242,8242,2406,156.990854258351,190.036044110694,0,38700,129,4.06313797081537,1,NA,7065.3542358804,7025,4950,8882,17013373,863.734881011929,-0.959099099337525,-383.631349721562,-0.0277417210109346,-0.0323032114036147,5.6292346579724,2.98177632586481,1.34316576113738,1.88787958678951,51.8648363951516,28.4414978310725,0.805708504859919,0.98327213382293,3.94926210530998,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0101","1","PA4_t400_3_2023jan12_0070_1",NA,6900,2,NA,NA,NA,110,1.83333333333333,1.91666666666667,400,"PA4_t400_3_2023jan12_412"
"3708","Track_5: ID8020 → ID8145",5,1,0,1800,1.00680204358329,0.322761499005237,8020,8145,109.490053712242,8145,8145,992,173.067003699361,101.453378408256,0,38700,129,2.61205740829585,1,NA,7788.63189568706,8033,5318,9762,7765266,1291.96462656331,-0.95724619683446,-269.953801467715,0.0255633460533197,0.0122785321030452,3.43743213876144,2.03740246570029,1.9109612521728,1.68716402214618,21.4345962861291,18.2038777148981,0.812825562455026,0.968400583373847,3.93193432667441,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0094","2","PA4_t400_3_2023jan12_0094_1",4.56966053169666,6300,1,NA,NA,NA,30,0.5,1.75,400,"PA4_t400_3_2023jan12_5"
"3709","Track_412: ID14274 → ID14646",412,1,2,6600,7.50123358761503,0.82078323133167,14274,14646,51.0046380129185,8263,14646,-1,158.545247779486,173.728623347543,0,38700,129,2.94621006808901,1,NA,8651.26580350343,8964,4273,13092,11359112,2102.02435170927,0.0659704844551516,0.509420481375935,0,0,2.94621006808901,2.94621006808901,0,1,27.2695073011246,18.5115838116814,1,1,3.54490770181103,"2023jan12","PA4","PA4_2023jan12","PA4_t400_3_2023jan12",NA,"t400","PA4_t400","PA4_t400_2023jan12","2023jan12_pa4-t400_3","False","PA4_t400_3_2023jan12_0102","1","PA4_t400_3_2023jan12_0047_2",NA,6900,1,NA,NA,NA,110,1.83333333333333,1.91666666666667,400,"PA4_t400_3_2023jan12_412"
