LABEL,TRACK_ID,N_PREDECESSORS,N_SUCCESSORS,minutes,FIRST,LAST,d1_id,d1_minutes,d2_id,d2_minutes,diff_minutes,mother_id,mother_minutes,daughter_id,daughter_minutes,date,strain,timepoint,strain_timepoint,complete_id,id_file
Track_346: ID20574 → ID35352,346,1,2,135.0,20574,35352,20963,90,35330,85,5,20963,90,35330,85,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID20724 → ID21144,194,1,2,95.0,20724,21144,21099,90,21169,90,0,21169,90,21099,90,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID20733 → ID21274,194,1,2,85.0,20733,21274,31642,95,21332,95,0,21332,95,31642,95,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_155: ID20801 → ID21109,155,1,2,115.0,20801,21109,21364,90,31171,85,5,21364,90,31171,85,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_346: ID20963 → ID21773,346,1,2,90.0,20963,21773,36006,90,35990,95,5,36006,90,35990,95,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID21169 → ID21370,194,1,2,90.0,21169,21370,31963,90,21412,90,0,21412,90,31963,90,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_0: ID21358 → ID22373,0,1,2,105.0,21358,22373,30641,90,22459,95,5,22459,95,30641,90,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID21389 → ID31750,194,1,2,85.0,21389,31750,31727,90,21735,90,0,21735,90,31727,90,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_346: ID21779 → ID21748,346,1,2,120.0,21779,21748,35702,100,21877,100,0,21877,100,35702,100,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_346: ID21883 → ID22274,346,1,2,100.0,21883,22274,22297,95,35726,95,0,22297,95,35726,95,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_296: ID21987 → ID23411,296,1,2,105.0,21987,23411,22443,100,35050,100,0,22443,100,35050,100,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_296: ID22448 → ID35040,296,1,2,115.0,22448,35040,34964,105,35038,105,0,35038,105,34964,105,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID22523 → ID22910,194,1,2,90.0,22523,22910,23001,85,32312,90,5,23001,85,32312,90,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID23726 → ID23520,194,1,2,100.0,23726,23520,23619,95,32456,100,5,23619,95,32456,100,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_0: ID30455 → ID21466,0,1,2,90.0,30455,21466,30510,100,21288,100,0,21288,100,30510,100,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_0: ID30510 → ID21544,0,1,2,100.0,30510,21544,30527,110,21358,105,5,21358,105,30527,110,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_0: ID30685 → ID22858,0,1,2,100.0,30685,22858,30720,115,22650,110,5,22650,110,30720,115,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_155: ID30834 → ID21044,155,1,2,100.0,30834,21044,21304,100,30969,95,5,21304,100,30969,95,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_155: ID31018 → ID21913,155,1,2,95.0,31018,21913,22045,105,31060,105,0,22045,105,31060,105,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_155: ID31060 → ID22709,155,1,2,105.0,31060,22709,31084,100,22795,100,0,22795,100,31084,100,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_0: ID31249 → ID31295,0,1,2,90.0,31249,31295,31285,90,31272,90,0,31285,90,31272,90,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID31443 → ID20670,194,1,2,85.0,31443,20670,20733,85,20724,95,10,20733,85,20724,95,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID31457 → ID21598,194,1,2,95.0,31457,21598,21574,115,32202,115,0,21574,115,32202,115,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID31487 → ID31535,194,1,2,100.0,31487,31535,31495,90,31529,95,5,31529,95,31495,90,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID31727 → ID22194,194,1,2,90.0,31727,22194,22205,105,31768,100,5,22205,105,31768,100,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID31963 → ID21637,194,1,2,90.0,31963,21637,31992,110,21785,110,0,21785,110,31992,110,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID31992 → ID22422,194,1,2,110.0,31992,22422,32008,95,22470,100,5,22470,100,32008,95,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID32249 → ID22183,194,1,2,145.0,32249,22183,32404,80,22208,85,5,22208,85,32404,80,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID32265 → ID22456,194,1,2,90.0,32265,22456,22523,90,32295,85,5,22523,90,32295,85,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_194: ID32404 → ID22731,194,1,2,80.0,32404,22731,23726,100,32424,100,0,23726,100,32424,100,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_296: ID32671 → ID22424,296,1,2,125.0,32671,22424,32701,105,21987,105,0,21987,105,32701,105,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_296: ID32701 → ID23719,296,1,2,105.0,32701,23719,34868,110,22448,115,5,22448,115,34868,110,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_296: ID34743 → ID34789,296,1,2,120.0,34743,34789,34779,120,34768,100,20,34779,120,34768,100,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_296: ID34809 → ID22703,296,1,2,95.0,34809,22703,35180,85,22568,95,10,22568,95,35180,85,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_296: ID35050 → ID35108,296,1,2,100.0,35050,35108,35083,100,35104,100,0,35104,100,35083,100,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_346: ID35299 → ID20957,346,1,2,135.0,35299,20957,35371,100,20959,90,10,20959,90,35371,100,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_346: ID35330 → ID21168,346,1,2,85.0,35330,21168,35397,120,21779,120,0,21779,120,35397,120,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_346: ID35397 → ID21757,346,1,2,120.0,35397,21757,21883,100,35689,105,5,21883,100,35689,105,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_346: ID35411 → ID21601,346,1,2,90.0,35411,21601,35454,105,35475,105,0,35475,105,35454,105,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_346: ID35454 → ID22122,346,1,2,105.0,35454,22122,22077,105,35514,120,15,22077,105,35514,120,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_346: ID35514 → ID23360,346,1,2,120.0,35514,23360,23288,100,35530,115,15,23288,100,35530,115,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_346: ID35689 → ID22307,346,1,2,105.0,35689,22307,22189,90,35714,90,0,22189,90,35714,90,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_346: ID35726 → ID23472,346,1,2,95.0,35726,23472,35800,85,23524,85,0,23524,85,35800,85,2023jan26,PA5,t600,PA5_t600,PA5_t600_8_2023jan26,2023jan26_gob2350_8
Track_339: ID6572 → ID6578,339,0,2,55.0,6572,6578,6583,105,35013,100,5,6583,105,35013,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_257: ID6573 → ID6704,257,0,2,65.0,6573,6704,6635,105,32009,100,5,6635,105,32009,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_14: ID6575 → ID6760,14,0,2,60.0,6575,6760,32774,100,6788,110,10,6788,110,32774,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_314: ID6588 → ID6831,314,0,2,65.0,6588,6831,32636,95,6692,100,5,6692,100,32636,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_148: ID6612 → ID6758,148,0,2,80.0,6612,6758,6764,205,31456,110,95,6764,205,31456,110,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_166: ID6619 → ID6790,166,0,2,90.0,6619,6790,6796,90,31693,90,0,6796,90,31693,90,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_126: ID6622 → ID6773,126,0,2,70.0,6622,6773,30836,105,6778,105,0,6778,105,30836,105,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID6644 → ID6896,69,0,2,50.0,6644,6896,27774,95,6898,90,5,6898,90,27774,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_123: ID6676 → ID6822,123,0,2,95.0,6676,6822,31266,105,7017,110,5,7017,110,31266,105,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_122: ID6701 → ID7005,122,0,2,90.0,6701,7005,7034,95,28354,100,5,7034,95,28354,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_122: ID10290 → ID12544,122,1,2,95.0,10290,12544,28673,100,12640,100,0,12640,100,28673,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID27774 → ID7209,69,1,2,95.0,27774,7209,7212,90,27812,95,5,7212,90,27812,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID27812 → ID7982,69,1,2,95.0,27812,7982,7705,100,27852,100,0,7705,100,27852,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID27852 → ID8657,69,1,2,100.0,27852,8657,8751,90,27908,85,5,8751,90,27908,85,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID27882 → ID9433,69,1,2,100.0,27882,9433,28209,95,9457,100,5,9457,100,28209,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID27897 → ID9971,69,1,2,100.0,27897,9971,10424,110,27922,105,5,10424,110,27922,105,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID27908 → ID9429,69,1,2,85.0,27908,9429,9462,90,27940,95,5,9462,90,27940,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID27940 → ID10594,69,1,2,95.0,27940,10594,27953,85,10705,85,0,10705,85,27953,85,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID27953 → ID11548,69,1,2,85.0,27953,11548,11611,100,28008,95,5,11611,100,28008,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID28209 → ID10672,69,1,2,95.0,28209,10672,28773,95,11193,95,0,11193,95,28773,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID28243 → ID10616,69,1,2,100.0,28243,10616,10937,90,28273,100,10,10937,90,28273,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_122: ID28354 → ID7453,122,1,2,100.0,28354,7453,7357,100,28366,100,0,7357,100,28366,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_122: ID28366 → ID8334,122,1,2,100.0,28366,8334,28593,105,8346,110,5,8346,110,28593,105,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_122: ID28593 → ID10549,122,1,2,105.0,28593,10549,9259,90,28610,90,0,9259,90,28610,90,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_122: ID28610 → ID10327,122,1,2,90.0,28610,10327,28655,95,10290,95,0,10290,95,28655,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_122: ID28655 → ID12718,122,1,2,95.0,28655,12718,28663,90,12661,85,5,12661,85,28663,90,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_126: ID30836 → ID7842,126,1,2,105.0,30836,7842,30878,120,7502,125,5,7502,125,30878,120,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_126: ID30878 → ID8234,126,1,2,120.0,30878,8234,30923,100,8327,100,0,8327,100,30923,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_126: ID30923 → ID9231,126,1,2,100.0,30923,9231,9622,100,30966,95,5,9622,100,30966,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_126: ID30966 → ID10288,126,1,2,95.0,30966,10288,31085,95,10314,90,5,10314,90,31085,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_126: ID31085 → ID11255,126,1,2,95.0,31085,11255,12599,95,31187,95,0,12599,95,31187,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_123: ID31266 → ID7445,123,1,2,105.0,31266,7445,7343,90,31302,95,5,7343,90,31302,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_123: ID31311 → ID9177,123,1,2,100.0,31311,9177,31363,95,9186,90,5,9186,90,31363,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_123: ID31363 → ID10051,123,1,2,95.0,31363,10051,31381,95,10247,95,0,10247,95,31381,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_148: ID31582 → ID10249,148,1,2,90.0,31582,10249,31635,90,10204,85,5,10204,85,31635,90,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_166: ID31693 → ID7488,166,1,2,90.0,31693,7488,7447,105,31703,100,5,7447,105,31703,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_166: ID31703 → ID7989,166,1,2,100.0,31703,7989,8569,90,31724,95,5,8569,90,31724,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_166: ID31724 → ID9533,166,1,2,95.0,31724,9533,31797,95,9520,95,0,9520,95,31797,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_166: ID31839 → ID10971,166,1,2,95.0,31839,10971,11295,95,31847,95,0,11295,95,31847,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_257: ID32009 → ID7256,257,1,2,100.0,32009,7256,7265,105,32040,105,0,7265,105,32040,105,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_257: ID32040 → ID7828,257,1,2,105.0,32040,7828,32092,90,7876,85,5,7876,85,32092,90,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_257: ID32057 → ID8825,257,1,2,90.0,32057,8825,8807,90,32105,95,5,8807,90,32105,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_257: ID32092 → ID8796,257,1,2,90.0,32092,8796,8776,85,8780,85,0,8780,85,8776,85,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_257: ID32105 → ID9634,257,1,2,95.0,32105,9634,32136,95,9752,100,5,9752,100,32136,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_257: ID32112 → ID9614,257,1,2,100.0,32112,9614,9700,95,32422,95,0,9700,95,32422,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_257: ID32136 → ID10750,257,1,2,95.0,32136,10750,32144,95,10849,95,0,10849,95,32144,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_257: ID32231 → ID10647,257,1,2,95.0,32231,10647,32260,105,10930,105,0,10930,105,32260,105,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_257: ID32252 → ID10566,257,1,2,90.0,32252,10566,10610,105,32268,95,10,10610,105,32268,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_257: ID32422 → ID10708,257,1,2,95.0,32422,10708,32452,95,10818,95,0,10818,95,32452,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_307: ID32530 → ID7855,307,1,2,110.0,32530,7855,7770,85,32539,85,0,7770,85,32539,85,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_14: ID32762 → ID10570,14,1,2,95.0,32762,10570,10613,80,32804,80,0,10613,80,32804,80,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_14: ID32780 → ID7788,14,1,2,95.0,32780,7788,7910,95,34825,100,5,7910,95,34825,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_14: ID32804 → ID11414,14,1,2,80.0,32804,11414,11558,90,32812,85,5,11558,90,32812,85,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_14: ID34825 → ID8811,14,1,2,100.0,34825,8811,8763,95,34875,210,115,8763,95,34875,210,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_14: ID34875 → ID11279,14,1,2,210.0,34875,11279,11430,110,34887,115,5,11430,110,34887,115,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_339: ID35013 → ID7227,339,1,2,100.0,35013,7227,7263,110,35038,100,10,7263,110,35038,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_339: ID35038 → ID7712,339,1,2,100.0,35038,7712,7717,105,35082,110,5,7717,105,35082,110,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_339: ID35074 → ID8820,339,1,2,85.0,35074,8820,35107,90,8727,90,0,8727,90,35107,90,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_339: ID35082 → ID8770,339,1,2,110.0,35082,8770,8674,105,35440,100,5,8674,105,35440,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_339: ID35136 → ID10996,339,1,2,100.0,35136,10996,10733,85,35580,85,0,10733,85,35580,85,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_339: ID35440 → ID9723,339,1,2,100.0,35440,9723,9692,90,35469,90,0,9692,90,35469,90,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_339: ID35469 → ID10784,339,1,2,90.0,35469,10784,35502,95,10857,100,5,10857,100,35502,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_339: ID6583 → ID7313,339,1,2,105.0,6583,7313,7257,85,35030,95,10,7257,85,35030,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_257: ID6635 → ID7278,257,1,2,105.0,6635,7278,7543,95,32017,100,5,7543,95,32017,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_166: ID6796 → ID7483,166,1,2,90.0,6796,7483,31713,105,7443,110,5,7443,110,31713,105,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID6898 → ID7192,69,1,2,90.0,6898,7192,27791,95,7189,95,0,7189,95,27791,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_122: ID7034 → ID8116,122,1,2,95.0,7034,8116,7426,105,28375,110,5,7426,105,28375,110,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID7212 → ID8604,69,1,2,90.0,7212,8604,7956,100,27842,105,5,7956,100,27842,105,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_339: ID7263 → ID7736,339,1,2,110.0,7263,7736,7837,80,35074,85,5,7837,80,35074,85,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_122: ID7357 → ID8311,122,1,2,100.0,7357,8311,28417,95,8328,105,10,8328,105,28417,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID7705 → ID8641,69,1,2,100.0,7705,8641,27897,100,8731,100,0,8731,100,27897,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_339: ID7717 → ID8790,339,1,2,105.0,7717,8790,35421,90,8774,95,5,8774,95,35421,90,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_257: ID7876 → ID8736,257,1,2,85.0,7876,8736,8808,100,32112,100,0,8808,100,32112,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_257: ID8776 → ID9626,257,1,2,85.0,8776,9626,9599,90,32252,90,0,9599,90,32252,90,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_122: ID9259 → ID10307,122,1,2,90.0,9259,10307,28643,95,10266,95,0,10266,95,28643,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_69: ID9462 → ID11783,69,1,2,90.0,9462,11783,27961,100,10579,105,5,10579,105,27961,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_166: ID9520 → ID10642,166,1,2,95.0,9520,10642,9842,90,31824,90,0,9842,90,31824,90,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_126: ID9622 → ID10273,126,1,2,100.0,9622,10273,31065,90,10221,85,5,10221,85,31065,90,2023jan13,PA5,t400,PA5_t400,PA5_t400_9_2023jan13,2023jan13_pa5-t400_9
Track_98: ID8859 → ID8903,98,0,2,65.0,8859,8903,8944,90,27333,95,5,8944,90,27333,95,2023jan26,PA1,t600,PA1_t600,PA1_t600_11_2023jan26,2023jan26_gob1405_11
Track_182: ID8864 → ID9051,182,0,2,60.0,8864,9051,8942,85,28809,90,5,8942,85,28809,90,2023jan26,PA1,t600,PA1_t600,PA1_t600_11_2023jan26,2023jan26_gob1405_11
Track_130: ID8912 → ID9210,130,0,2,50.0,8912,9210,28067,85,9194,80,5,9194,80,28067,85,2023jan26,PA1,t600,PA1_t600,PA1_t600_11_2023jan26,2023jan26_gob1405_11
Track_172: ID8918 → ID8874,172,0,2,25.0,8918,8874,9071,90,28621,100,10,9071,90,28621,100,2023jan26,PA1,t600,PA1_t600,PA1_t600_11_2023jan26,2023jan26_gob1405_11
Track_130: ID10345 → ID10633,130,1,2,80.0,10345,10633,28167,80,10602,80,0,10602,80,28167,80,2023jan26,PA1,t600,PA1_t600,PA1_t600_11_2023jan26,2023jan26_gob1405_11
Track_98: ID27333 → ID9522,98,1,2,95.0,27333,9522,9554,85,27360,90,5,9554,85,27360,90,2023jan26,PA1,t600,PA1_t600,PA1_t600_11_2023jan26,2023jan26_gob1405_11
Track_98: ID27360 → ID9965,98,1,2,90.0,27360,9965,27402,85,9989,85,0,9989,85,27402,85,2023jan26,PA1,t600,PA1_t600,PA1_t600_11_2023jan26,2023jan26_gob1405_11
Track_98: ID27392 → ID10192,98,1,2,85.0,27392,10192,10289,90,27426,95,5,10289,90,27426,95,2023jan26,PA1,t600,PA1_t600,PA1_t600_11_2023jan26,2023jan26_gob1405_11
Track_98: ID27402 → ID10286,98,1,2,85.0,27402,10286,10301,80,27440,85,5,10301,80,27440,85,2023jan26,PA1,t600,PA1_t600,PA1_t600_11_2023jan26,2023jan26_gob1405_11
Track_98: ID27440 → ID10539,98,1,2,85.0,27440,10539,27505,80,10821,80,0,10821,80,27505,80,2023jan26,PA1,t600,PA1_t600,PA1_t600_11_2023jan26,2023jan26_gob1405_11
Track_98: ID27505 → ID10909,98,1,2,80.0,27505,10909,27788,85,10907,85,0,10907,85,27788,85,2023jan26,PA1,t600,PA1_t600,PA1_t600_11_2023jan26,2023jan26_gob1405_11
Track_98: ID27788 → ID11180,98,1,2,85.0,27788,11180,11177,85,27827,90,5,11177,85,27827,90,2023jan26,PA1,t600,PA1_t600,PA1_t600_11_2023jan26,2023jan26_gob1405_11
Track_130: ID28067 → ID9433,130,1,2,85.0,28067,9433,9470,100,28095,105,5,9470,100,28095,105,2023jan26,PA1,t600,PA1_t600,PA1_t600_11_2023jan26,2023jan26_gob1405_11
