LABEL,TRACK_ID,N_PREDECESSORS,N_SUCCESSORS,minutes,FIRST,LAST,d1_id,d1_minutes,d2_id,d2_minutes,diff_minutes,mother_id,mother_minutes,daughter_id,daughter_minutes,date,strain,timepoint,strain_timepoint,complete_id,id_file
Track_1: ID2034 → ID2066,1,0,2,40.0,2034,2066,41821,100,2053,95,5,2053,95,41821,100,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_44: ID3543 → ID3590,44,0,2,60.0,3543,3590,3244,90,41947,85,5,3244,90,41947,85,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_59: ID3858 → ID4046,59,0,2,55.0,3858,4046,42222,90,4589,85,5,4589,85,42222,90,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_47: ID3991 → ID4600,47,0,2,70.0,3991,4600,4282,85,42068,85,0,4282,85,42068,85,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_3: ID2040 → ID2165,3,1,2,90.0,2040,2165,2201,140,44005,140,0,2201,140,44005,140,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_1: ID2053 → ID2210,1,1,2,95.0,2053,2210,41827,105,2261,100,5,2261,100,41827,105,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID2061 → ID2205,88,1,2,100.0,2061,2205,2245,100,42701,95,5,2245,100,42701,95,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_3: ID2201 → ID2519,3,1,2,140.0,2201,2519,2750,90,44114,90,0,2750,90,44114,90,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID2207 → ID2494,88,1,2,100.0,2207,2494,42802,85,2478,90,5,2478,90,42802,85,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_1: ID2261 → ID2532,1,1,2,100.0,2261,2532,41858,90,2580,90,0,2580,90,41858,90,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID2497 → ID2656,88,1,2,85.0,2497,2656,2824,90,42830,90,0,2824,90,42830,90,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_1: ID2503 → ID2887,1,1,2,90.0,2503,2887,2721,85,41907,90,5,2721,85,41907,90,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID2695 → ID3320,88,1,2,85.0,2695,3320,43749,95,3143,90,5,3143,90,43749,95,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID2815 → ID3153,88,1,2,95.0,2815,3153,3188,90,43137,95,5,3188,90,43137,95,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_1: ID41858 → ID2768,1,1,2,90.0,41858,2768,2912,95,41898,90,5,2912,95,41898,90,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_44: ID41947 → ID3967,44,1,2,85.0,41947,3967,41961,90,4185,95,5,4185,95,41961,90,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_44: ID41961 → ID4781,44,1,2,90.0,41961,4781,4952,105,42014,100,5,4952,105,42014,100,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_47: ID42068 → ID4963,47,1,2,85.0,42068,4963,5516,95,42180,90,5,5516,95,42180,90,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_59: ID42222 → ID4954,59,1,2,90.0,42222,4954,42263,90,5506,90,0,5506,90,42263,90,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_1: ID42354 → ID4149,1,1,2,90.0,42354,4149,42386,95,3958,100,5,3958,100,42386,95,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_1: ID42460 → ID3804,1,1,2,90.0,42460,3804,3957,95,42504,95,0,3957,95,42504,95,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_1: ID42573 → ID3859,1,1,2,90.0,42573,3859,3803,110,42603,105,5,3803,110,42603,105,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID42677 → ID2175,88,1,2,95.0,42677,2175,2207,100,42687,95,5,2207,100,42687,95,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID42687 → ID2412,88,1,2,95.0,42687,2412,42787,85,2497,85,0,2497,85,42787,85,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID42701 → ID2488,88,1,2,95.0,42701,2488,42722,85,42739,85,0,42739,85,42722,85,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID42722 → ID2788,88,1,2,85.0,42722,2788,43722,85,2695,85,0,2695,85,43722,85,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID42739 → ID43710,88,1,2,85.0,42739,43710,43687,85,43694,90,5,43694,90,43687,85,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID42787 → ID2652,88,1,2,85.0,42787,2652,42816,90,2815,95,5,2815,95,42816,90,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID42816 → ID3326,88,1,2,90.0,42816,3326,3150,100,43119,100,0,3150,100,43119,100,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID42830 → ID3337,88,1,2,90.0,42830,3337,42849,95,3158,95,0,3158,95,42849,95,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID43119 → ID3903,88,1,2,100.0,43119,3903,43221,90,4015,95,5,4015,95,43221,90,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID43221 → ID4750,88,1,2,90.0,43221,4750,43247,105,4598,105,0,4598,105,43247,105,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID43722 → ID3317,88,1,2,85.0,43722,3317,43763,100,3141,100,0,3141,100,43763,100,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID43749 → ID3775,88,1,2,95.0,43749,3775,43778,90,3895,90,0,3895,90,43778,90,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_88: ID43763 → ID3891,88,1,2,100.0,43763,3891,3971,90,43871,95,5,3971,90,43871,95,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_3: ID43983 → ID2162,3,1,2,90.0,43983,2162,43992,95,2197,90,5,2197,90,43992,95,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_3: ID44005 → ID2522,3,1,2,140.0,44005,2522,44028,95,2753,95,0,2753,95,44028,95,2023jan13,PA3,t400,PA3_t400,PA3_t400_11_2023jan13,2023jan13_pa3-t400_11
Track_186: ID16790 → ID16801,186,0,2,60.0,16790,16801,16891,120,40515,120,0,16891,120,40515,120,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_6: ID16792 → ID16826,6,0,2,70.0,16792,16826,16894,115,40942,120,5,16894,115,40942,120,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_209: ID16796 → ID16849,209,0,2,80.0,16796,16849,16835,110,41311,100,10,16835,110,41311,100,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_101: ID16816 → ID16904,101,0,2,15.0,16816,16904,39572,135,16964,130,5,16964,130,39572,135,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID16828 → ID16837,5,0,2,10.0,16828,16837,16912,180,38294,120,60,16912,180,38294,120,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_137: ID16957 → ID17033,137,0,2,55.0,16957,17033,17042,170,40042,150,20,17042,170,40042,150,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_186: ID16891 → ID17222,186,1,2,120.0,16891,17222,40535,115,17227,130,15,17227,130,40535,115,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID16912 → ID17440,5,1,2,180.0,16912,17440,38320,100,17377,105,5,17377,105,38320,100,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_186: ID17227 → ID17740,186,1,2,130.0,17227,17740,40803,130,17882,130,0,17882,130,40803,130,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID17377 → ID17774,5,1,2,105.0,17377,17774,17767,115,38371,110,5,17767,115,38371,110,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_101: ID17427 → ID17994,101,1,2,115.0,17427,17994,17760,120,39668,120,0,17760,120,39668,120,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID17667 → ID18344,5,1,2,110.0,17667,18344,38832,105,18191,105,0,18191,105,38832,105,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID17692 → ID18148,5,1,2,115.0,17692,18148,38706,125,18246,130,5,18246,130,38706,125,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID17809 → ID18812,5,1,2,120.0,17809,18812,18457,90,18418,90,0,18418,90,18457,90,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID18206 → ID19278,5,1,2,100.0,18206,19278,39191,105,18656,110,5,18656,110,39191,105,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_101: ID18281 → ID40406,101,1,2,115.0,18281,40406,40378,95,40398,90,5,40398,90,40378,95,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_137: ID18341 → ID18654,137,1,2,115.0,18341,18654,40168,95,18939,110,15,18939,110,40168,95,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID18632 → ID19351,5,1,2,100.0,18632,19351,19445,100,38931,100,0,19445,100,38931,100,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID18678 → ID19290,5,1,2,95.0,18678,19290,39359,100,19349,100,0,19349,100,39359,100,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_101: ID19277 → ID19493,101,1,2,100.0,19277,19493,39747,105,19624,105,0,19624,105,39747,105,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID19294 → ID20265,5,1,2,95.0,19294,20265,39400,125,19716,105,20,19716,105,39400,125,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID19424 → ID19896,5,1,2,95.0,19424,19896,38973,105,19876,100,5,19876,100,38973,105,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_101: ID19630 → ID20125,101,1,2,100.0,19630,20125,39831,110,20166,115,5,20166,115,39831,110,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID38294 → ID17165,5,1,2,120.0,38294,17165,17174,125,38312,115,10,17174,125,38312,115,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID38312 → ID17853,5,1,2,115.0,38312,17853,17667,110,38334,110,0,17667,110,38334,110,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID38320 → ID17805,5,1,2,100.0,38320,17805,38362,115,17809,120,5,17809,120,38362,115,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID38334 → ID18346,5,1,2,110.0,38334,18346,39170,100,18206,100,0,18206,100,39170,100,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID38362 → ID18908,5,1,2,115.0,38362,18908,18907,105,38383,105,0,18907,105,38383,105,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID38371 → ID18718,5,1,2,110.0,38371,18718,38633,110,18712,120,10,18712,120,38633,110,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID38383 → ID19235,5,1,2,105.0,38383,19235,19102,100,38391,100,0,19102,100,38391,100,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID38391 → ID20213,5,1,2,100.0,38391,20213,38406,110,20302,120,10,20302,120,38406,110,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID38706 → ID19037,5,1,2,125.0,38706,19037,18880,115,38765,125,10,18880,115,38765,125,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID38832 → ID18586,5,1,2,105.0,38832,18586,38911,100,18632,100,0,18632,100,38911,100,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID38911 → ID19345,5,1,2,100.0,38911,19345,19424,95,38945,85,10,19424,95,38945,85,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID38945 → ID19676,5,1,2,85.0,38945,19676,38958,95,19769,100,5,19769,100,38958,95,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID39170 → ID19313,5,1,2,100.0,39170,19313,18678,95,39204,90,5,18678,95,39204,90,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID39191 → ID19363,5,1,2,105.0,39191,19363,19472,105,39217,105,0,19472,105,39217,105,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID39204 → ID19253,5,1,2,90.0,39204,19253,39374,90,19294,95,5,19294,95,39374,90,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID39217 → ID19960,5,1,2,105.0,39217,19960,19893,110,39279,110,0,19893,110,39279,110,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID39374 → ID20554,5,1,2,90.0,39374,20554,20326,105,39415,105,0,20326,105,39415,105,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_5: ID39415 → ID20687,5,1,2,105.0,39415,20687,39427,100,20688,100,0,20688,100,39427,100,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_101: ID39572 → ID17188,101,1,2,135.0,39572,17188,17427,115,17333,120,5,17333,120,17427,115,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_101: ID39668 → ID18306,101,1,2,120.0,39668,18306,18281,115,39690,90,25,18281,115,39690,90,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_101: ID39690 → ID18655,101,1,2,90.0,39690,18655,39721,100,19277,100,0,19277,100,39721,100,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_101: ID39721 → ID19504,101,1,2,100.0,39721,19504,39736,100,19630,100,0,19630,100,39736,100,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_101: ID39736 → ID20145,101,1,2,100.0,39736,20145,39842,115,20186,120,5,20186,120,39842,115,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_101: ID39747 → ID20154,101,1,2,105.0,39747,20154,20307,110,39756,110,0,20307,110,39756,110,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_137: ID40042 → ID17581,137,1,2,150.0,40042,17581,17614,105,40102,105,0,17614,105,40102,105,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_137: ID40102 → ID18110,137,1,2,105.0,40102,18110,40122,120,18341,115,5,18341,115,40122,120,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_101: ID40425 → ID20167,101,1,2,90.0,40425,20167,20225,105,40451,90,15,20225,105,40451,90,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_186: ID40578 → ID18951,186,1,2,115.0,40578,18951,40597,135,18844,115,20,18844,115,40597,135,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_6: ID40968 → ID17725,6,1,2,115.0,40968,17725,17704,115,41035,115,0,17704,115,41035,115,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_6: ID41035 → ID18374,6,1,2,115.0,41035,18374,41050,125,18378,120,5,18378,120,41050,125,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_6: ID41050 → ID41098,6,1,2,125.0,41050,41098,41092,105,41078,105,0,41092,105,41078,105,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_6: ID41078 → ID19764,6,1,2,105.0,41078,19764,19674,95,41145,95,0,19674,95,41145,95,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_6: ID41145 → ID20694,6,1,2,95.0,41145,20694,20520,105,41203,100,5,20520,105,41203,100,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_209: ID41328 → ID17846,209,1,2,130.0,41328,17846,17896,105,41366,105,0,17896,105,41366,105,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_209: ID41366 → ID18417,209,1,2,105.0,41366,18417,18684,95,41380,95,0,18684,95,41380,95,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_209: ID41452 → ID19549,209,1,2,95.0,41452,19549,41468,100,19648,105,5,19648,105,41468,100,2023jan26,PA4,t600,PA4_t600,PA4_t600_5_2023jan26,2023jan26_gob1413_5
Track_75: ID24469 → ID24507,75,0,2,30.0,24469,24507,24512,90,42950,90,0,24512,90,42950,90,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_281: ID24473 → ID24583,281,0,2,25.0,24473,24583,24543,95,45809,95,0,24543,95,45809,95,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_28: ID26595 → ID27159,28,0,2,70.0,26595,27159,27275,90,46775,85,5,27275,90,46775,85,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_378: ID46273 → ID46273,378,0,2,0.0,46273,46273,46238,95,46263,95,0,46263,95,46238,95,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID24512 → ID24621,75,1,2,90.0,24512,24621,42980,80,24647,80,0,24647,80,42980,80,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_281: ID24543 → ID24628,281,1,2,95.0,24543,24628,45833,95,24653,75,20,24653,75,45833,95,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID24646 → ID24776,75,1,2,75.0,24646,24776,42998,80,24785,75,5,24785,75,42998,80,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID24647 → ID24795,75,1,2,80.0,24647,24795,43577,85,24818,85,0,24818,85,43577,85,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_281: ID24653 → ID24801,281,1,2,75.0,24653,24801,45851,70,24812,70,0,24812,70,45851,70,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID24772 → ID25650,75,1,2,240.0,24772,25650,25675,115,43038,135,20,25675,115,43038,135,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID24785 → ID25040,75,1,2,75.0,24785,25040,25028,85,43094,90,5,25028,85,43094,90,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID24813 → ID25054,75,1,2,75.0,24813,25054,43612,80,25190,85,5,25190,85,43612,80,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID24818 → ID25200,75,1,2,85.0,24818,25200,25066,80,43593,80,0,25066,80,43593,80,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_281: ID24846 → ID25080,281,1,2,85.0,24846,25080,44896,85,25281,85,0,25281,85,44896,85,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID25218 → ID25509,75,1,2,70.0,25218,25509,43655,70,25664,70,0,25664,70,43655,70,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_281: ID25281 → ID45106,281,1,2,85.0,25281,45106,45094,80,45087,90,10,45094,80,45087,90,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID25414 → ID26377,75,1,2,90.0,25414,26377,25926,85,43684,85,0,25926,85,43684,85,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID25424 → ID25907,75,1,2,105.0,25424,25907,25978,85,43182,90,5,25978,85,43182,90,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID25751 → ID26291,75,1,2,75.0,25751,26291,43825,90,26768,90,0,26768,90,43825,90,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_281: ID25873 → ID26190,281,1,2,85.0,25873,26190,44940,80,26008,80,0,26008,80,44940,80,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID25914 → ID26479,75,1,2,85.0,25914,26479,44187,90,26454,90,0,26454,90,44187,90,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_281: ID25917 → ID26600,281,1,2,90.0,25917,26600,45303,85,26248,85,0,26248,85,45303,85,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_281: ID26824 → ID27692,281,1,2,100.0,26824,27692,27654,110,45475,105,5,27654,110,45475,105,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_281: ID27032 → ID28039,281,1,2,100.0,27032,28039,45388,95,27800,100,5,27800,100,45388,95,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID27833 → ID29051,75,1,2,90.0,27833,29051,29133,75,43916,70,5,29133,75,43916,70,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_281: ID28570 → ID28699,281,1,2,105.0,28570,28699,29062,80,45041,85,5,29062,80,45041,85,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID42950 → ID24615,75,1,2,90.0,42950,24615,42987,70,24646,75,5,24646,75,42987,70,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID42980 → ID24792,75,1,2,80.0,42980,24792,43605,80,24813,75,5,24813,75,43605,80,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID43094 → ID25377,75,1,2,90.0,43094,25377,25424,105,43116,105,0,25424,105,43116,105,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID43136 → ID26667,75,1,2,100.0,43136,26667,26605,80,26613,75,5,26613,75,26605,80,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID43593 → ID25445,75,1,2,80.0,43593,25445,25437,75,44129,75,0,25437,75,44129,75,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID43605 → ID25217,75,1,2,80.0,43605,25217,25218,70,43624,70,0,25218,70,43624,70,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID43612 → ID25750,75,1,2,80.0,43612,25750,43670,130,25414,90,40,25414,90,43670,130,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID43624 → ID25520,75,1,2,70.0,43624,25520,25741,90,43638,90,0,25741,90,43638,90,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID43638 → ID44685,75,1,2,90.0,43638,44685,44671,100,26447,85,15,26447,85,44671,100,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID43655 → ID25721,75,1,2,70.0,43655,25721,25751,75,43815,75,0,25751,75,43815,75,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID43684 → ID26620,75,1,2,85.0,43684,26620,43693,90,26612,100,10,26612,100,43693,90,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID43815 → ID26334,75,1,2,75.0,43815,26334,43834,80,26985,85,5,26985,85,43834,80,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
Track_75: ID43825 → ID27932,75,1,2,90.0,43825,27932,43850,90,27189,90,0,27189,90,43850,90,2023jan26,PA2,t600,PA2_t600,PA2_t600_8_2023jan26,2023jan26_gob1407_8
